s,C,C,C
1720, 82.4, 57.9, 58.4
1740, 83.7, 58.5, 58.9
1760, 85.3, 58.8, 59.2
1780, 86.8, 59.4, 59.7
1800, 88.7, 60.1, 60.3
1820, 90.7, 60.9, 60.7
1840, 92.4, 61.7, 61.2
1860, 94.6, 62.5, 61.7
1880, 96.7, 63.2, 62.5
1900, 99.2, 64.0, 63.1
1920,101.0, 65.0, 63.8
1940,102.9, 65.9, 64.7
1960,104.6, 66.5, 65.5
1980,105.7, 67.2, 66.2
2000,106.9, 68.1, 67.1
2020,107.9, 68.7, 68.1
2040,108.9, 69.4, 69.3
2060,110.0, 70.2, 70.3
2080,110.2, 70.9, 71.2
2100,110.1, 71.5, 71.6
2120,110.4, 72.2, 72.5
2140,111.4, 72.7, 73.2
2160,111.9, 73.3, 73.9
2180,112.0, 73.6, 74.4
2200,112.7, 74.0, 74.9
2220,113.5, 74.7, 75.4
2240,113.9, 75.1, 75.8
2260,114.1, 75.2, 75.7
2280,114.7, 76.0, 76.1
2300,115.4, 76.6, 76.4
2320,116.9, 77.1, 76.9
2340,117.8, 77.3, 77.5
2360,118.7, 77.6, 78.0
2380,120.1, 78.2, 78.5
2400,121.1, 79.4, 79.1
2420,122.2, 80.1, 79.8
2440,122.6, 80.7, 80.1
2460,123.5, 81.1, 80.7
2480,124.5, 81.7, 81.3
2500,125.5, 82.0, 81.8
2520,126.5, 82.3, 82.2
2540,127.3, 82.7, 82.7
2560,127.9, 83.0, 82.9
2580,127.8, 83.1, 83.2
2600,127.4, 83.2, 83.6
2620,127.7, 83.2, 83.9
2640,128.8, 83.9, 84.4
2660,131.9, 85.3, 85.4
2680,134.5, 86.4, 86.2
2700,137.8, 87.5, 86.9
2720,140.5, 88.4, 88.1
2740,143.9, 90.2, 89.7
2760,148.4, 92.5, 91.5
2780,152.3, 94.1, 93.5
2800,156.7, 96.5, 95.7
2820,162.2, 98.9, 97.5
2840,167.7,101.6, 99.7
2860,171.6,103.5,101.6
2880,174.7,105.5,103.5
2900,178.3,107.9,105.1
2920,181.5,108.6,106.7
2940,184.2,110.8,108.2
2960,188.3,112.7,109.9
2980,190.7,114.1,111.6
3000,192.7,114.8,113.4
3020,195.3,115.8,114.6
3040,198.2,116.9,116.4
3060,201.1,118.3,117.7
3080,204.6,120.4,119.2
3100,207.6,121.9,120.1
3120,209.4,124.6,121.8
3140,210.9,126.1,123.3
3160,212.7,127.5,125.3
3180,213.6,129.0,126.3
3200,214.3,130.4,127.3
3220,216.1,132.2,128.3
3240,218.2,133.7,129.6
3260,219.1,134.0,130.1
3280,217.8,134.2,130.1
3300,217.4,134.0,129.8
3320,216.5,135.1,130.6
3340,217.3,134.9,130.8
3360,217.9,135.5,131.4
3380,219.2,136.8,132.3
3400,218.9,137.3,133.0
3420,219.7,137.8,133.5
3440,220.4,137.7,134.0
3460,219.7,138.2,134.5
3480,219.4,138.8,135.5
3500,221.1,139.1,136.8
3520,222.2,140.4,137.7
3540,227.2,142.4,140.1
3560,234.2,145.1,143.3
3580,241.9,150.1,147.6
3600,249.7,153.9,151.2
3620,260.4,158.3,155.0
3640,271.6,163.9,160.4
3660,280.3,169.4,165.3
3680,293.8,175.9,171.6
3700,308.2,183.2,177.9
3720,321.4,191.3,184.4
3740,334.5,197.6,191.2
3760,345.6,202.4,195.6
3780,351.9,207.2,199.7
3800,358.6,210.0,203.1
3820,365.9,213.9,207.1
3840,372.3,217.8,211.9
3860,377.2,220.3,214.3
3880,385.7,223.8,217.7
3900,389.3,225.4,218.9
3920,390.5,226.5,221.2
3940,392.1,228.4,223.8
3960,392.9,230.2,225.6
3980,393.6,233.0,228.5
4000,396.4,235.3,231.7
4020,397.1,236.9,233.1
4040,400.8,239.4,234.8
4060,402.7,239.4,235.5
4080,403.3,240.5,237.0
4100,402.1,241.3,239.1
4120,403.3,243.3,241.3
4140,406.1,246.0,242.3
4160,410.1,247.5,244.3
4180,414.9,248.7,247.1
4200,419.6,250.5,248.9
4220,423.9,253.5,250.4
4240,426.2,255.7,251.9
4260,424.4,255.2,252.3
4280,422.7,254.9,253.2
4300,424.1,257.1,254.7
4320,423.9,257.5,255.1
4340,423.2,259.4,256.7
4360,424.3,260.9,258.1
4380,426.5,262.7,258.6
4400,424.6,261.8,258.4
4420,418.2,258.8,256.5
4440,405.2,253.0,252.2
4460,390.0,246.7,246.5
4480,373.8,241.1,240.8
4500,357.2,234.3,234.0
4520,338.5,226.2,226.8
4540,320.4,218.2,219.4
4560,300.0,207.8,211.4
4580,276.0,197.4,203.1
4600,250.8,184.7,193.8
4620,228.8,174.5,184.7
4640,208.8,167.9,177.3
4660,195.8,164.5,173.5
4680,187.1,160.7,169.5
4700,179.1,156.8,165.8
4720,172.1,153.0,162.2
4740,165.3,149.3,158.9
4760,159.5,146.0,156.0
4780,155.4,142.6,152.4
4800,150.6,139.4,149.1
4820,146.3,136.4,145.9
4840,141.5,133.7,143.1
4860,137.8,131.3,140.4
4880,133.6,129.1,137.8
4900,130.8,127.0,135.2
4920,127.6,125.0,132.8
4940,124.2,123.1,130.4
4960,121.5,121.2,128.2
4980,119.6,119.3,126.1
5000,115.8,117.6,124.2
5020,113.8,115.8,122.3
5040,111.1,114.1,120.7
5060,109.0,112.3,119.1
5080,106.7,110.8,117.6
5100,105.1,109.3,116.1
5120,103.2,107.8,114.8
5140,102.1,106.3,113.5
5160,100.0,104.8,112.3
5180, 98.5,103.4,111.1
5200, 95.8,101.9,109.9
5220, 94.8,100.5,108.7
5240, 93.8, 99.5,107.4
5260, 92.2, 98.4,106.2
5280, 90.1, 97.3,105.1
5300, 88.1, 96.2,104.0
5320, 87.2, 95.6,103.4
5340, 86.4, 95.0,102.8
5360, 85.0, 94.4,102.2
5380, 84.4, 93.9,101.6
5400, 84.0, 93.3,101.0
