s,C,C,C
Time,Lower,Middle,Upper
   0, 69.8, 44.0, 37.5
  20, 72.2, 47.4, 37.6
  40, 75.5, 46.3, 38.1
  60, 79.5, 47.6, 39.6
  80, 82.6, 48.2, 40.5
 100, 86.0, 49.2, 41.9
 120, 94.7, 52.9, 44.5
 140,103.3, 55.8, 46.3
 160,109.5, 58.5, 48.0
 180,113.0, 59.9, 49.0
 200,113.8, 60.6, 48.4
 220,115.2, 60.6, 49.7
 240,114.8, 62.8, 50.6
 260,116.3, 64.1, 51.8
 280,117.8, 63.3, 51.6
 300,118.2, 63.6, 51.3
 320,118.3, 63.4, 52.7
 340,118.5, 62.9, 51.7
 360,119.0, 64.8, 53.4
 380,120.0, 66.2, 54.8
 400,117.8, 66.3, 55.5
 420,116.4, 67.9, 56.6
 440,118.8, 67.2, 57.3
 460,118.3, 68.0, 56.9
 480,116.9, 68.8, 56.9
 500,115.9, 69.3, 57.5
 520,114.0, 70.5, 58.7
 540,114.5, 69.8, 57.9
 560,115.5, 71.0, 58.9
 580,115.5, 70.2, 58.7
 600,115.8, 71.0, 59.4
 620,117.4, 71.9, 59.9
 640,118.3, 73.2, 60.3
 660,118.2, 71.8, 60.3
 680,118.6, 72.5, 61.1
 700,120.8, 74.3, 61.0
 720,122.3, 75.2, 61.2
 740,125.7, 76.0, 62.5
 760,126.6, 77.5, 64.2
 780,126.7, 77.7, 65.0
 800,127.3, 78.8, 65.5
 820,126.1, 77.8, 65.0
 840,124.7, 76.4, 64.7
 860,124.1, 75.9, 65.3
 880,124.1, 77.9, 65.0
 900,124.6, 77.7, 65.1
 920,123.1, 75.8, 64.6
 940,123.1, 74.6, 64.9
 960,122.6, 74.3, 64.7
 980,122.7, 74.8, 65.5
1000,123.5, 77.1, 66.4
1020,123.9, 76.9, 66.9
1040,123.1, 76.5, 66.9
1060,125.4, 77.5, 67.9
1080,126.2, 78.1, 67.7
1100,128.4, 79.1, 68.4
1120,128.3, 79.8, 68.9
1140,130.7, 80.5, 70.3
1160,131.8, 81.9, 71.4
1180,131.8, 83.9, 72.4
1200,132.0, 83.2, 72.0
1220,130.9, 81.6, 71.2
1240,130.3, 82.3, 71.3
1260,133.3, 83.4, 72.0
1280,132.3, 83.2, 71.6
1300,132.2, 83.8, 71.8
1320,128.9, 82.2, 70.8
1340,130.4, 83.1, 71.1
1360,129.2, 81.8, 70.0
1380,128.2, 79.6, 69.3
1400,128.3, 78.0, 68.8
1420,128.3, 78.1, 68.6
1440,130.5, 78.2, 69.7
1460,132.2, 78.7, 69.7
1480,132.0, 80.7, 70.1
1500,133.9, 82.2, 71.5
1520,134.2, 82.6, 72.4
1540,137.4, 82.2, 73.0
1560,137.1, 82.7, 73.2
1580,137.2, 83.7, 73.2
1600,137.1, 84.4, 73.4
1620,138.2, 84.4, 73.6
1640,137.4, 85.1, 74.2
1660,134.0, 84.3, 73.3
1680,133.6, 84.1, 73.6
1700,134.0, 84.4, 73.8
1720,132.0, 83.6, 73.8
1740,132.4, 83.9, 74.3
1760,136.5, 85.2, 74.1
1780,141.7, 86.3, 73.7
1800,148.3, 89.3, 75.9
1820,154.5, 93.1, 77.3
1840,160.7, 97.1, 79.8
1860,167.7, 98.8, 80.9
1880,172.3, 99.0, 81.5
1900,178.9,100.8, 82.2
1920,185.0,102.1, 83.3
1940,191.1,103.7, 85.3
1960,195.4,105.3, 86.7
1980,193.6,104.6, 87.0
2000,193.8,105.3, 87.9
2020,191.8,105.1, 88.4
2040,194.4,104.7, 88.9
2060,192.9,102.3, 88.1
2080,194.4,103.5, 89.0
2100,198.2,105.1, 90.2
2120,199.9,107.4, 91.0
2140,201.2,109.4, 91.5
2160,203.5,110.4, 91.8
2180,204.6,111.3, 92.1
2200,209.3,113.0, 93.1
2220,209.2,113.8, 93.8
2240,209.7,114.4, 94.1
2260,205.2,114.0, 94.2
2280,205.5,115.4, 95.4
2300,205.5,115.3, 95.3
2320,206.7,116.8, 95.9
2340,205.9,116.7, 96.7
2360,204.0,116.7, 96.6
2380,202.4,116.7, 97.2
2400,202.6,117.1, 98.1
2420,203.1,117.5, 98.9
2440,205.2,117.0, 99.6
2460,207.3,117.4,100.7
2480,208.2,118.4,101.8
2500,209.1,119.3,102.3
2520,208.8,118.5,102.5
2540,206.5,117.4,102.8
2560,204.3,116.7,103.0
2580,207.1,117.7,103.1
2600,209.2,118.0,102.8
2620,208.8,118.6,103.1
2640,208.1,119.3,104.2
2660,212.1,122.2,105.1
2680,222.3,125.9,107.1
2700,235.9,130.1,109.1
2720,251.2,135.7,112.5
2740,261.5,139.7,115.7
2760,271.0,145.1,119.9
2780,278.4,148.6,122.7
2800,280.9,150.8,124.9
2820,283.2,154.4,128.0
2840,290.6,157.7,130.7
2860,301.0,160.6,131.8
2880,304.2,162.3,133.7
2900,295.5,160.3,133.2
2920,287.9,159.7,134.2
2940,278.5,156.3,133.6
2960,274.1,157.2,134.5
2980,273.1,155.5,134.4
3000,272.2,155.7,135.1
3020,275.6,156.9,136.9
3040,279.9,158.8,138.1
3060,281.8,159.9,139.4
3080,278.2,161.7,141.0
3100,281.8,164.5,142.4
3120,289.2,166.9,143.1
3140,296.2,168.2,143.6
3160,303.1,169.3,144.0
3180,305.2,171.3,145.5
3200,305.3,172.5,146.6
3220,304.7,174.3,147.9
3240,293.4,173.3,146.6
3260,288.9,170.3,145.9
3280,279.6,168.9,145.6
3300,274.4,166.2,145.3
3320,277.1,164.5,145.7
3340,280.0,166.0,146.7
3360,279.2,165.4,147.6
3380,277.1,165.5,148.0
3400,277.8,164.9,148.0
3420,278.4,164.3,147.8
3440,275.3,165.5,149.1
3460,274.6,170.2,151.1
3480,272.6,172.3,151.6
3500,275.2,173.7,151.9
