s,C,C,C
Time,Lower,Middle,Upper
   0,134.7, 85.7, 59.1
  20,145.4, 92.5, 62.1
  40,152.6, 94.7, 64.0
  60,159.9,100.1, 66.8
  80,163.2,102.5, 68.7
 100,166.2,103.4, 70.9
 120,182.2,114.0, 77.6
 140,198.5,124.3, 84.9
 160,203.1,129.8, 88.6
 180,204.2,131.0, 89.3
 200,205.4,132.0, 91.2
 220,206.4,135.6, 94.6
 240,206.1,135.6, 96.7
 260,207.3,138.8, 98.9
 280,208.5,140.9,101.5
 300,211.7,145.0,104.1
 320,215.1,148.9,105.3
 340,217.3,151.1,105.4
 360,218.8,153.7,107.1
 380,220.7,155.2,109.9
 400,221.6,155.9,112.5
 420,222.8,157.7,113.7
 440,224.6,158.7,114.7
 460,227.7,161.5,114.8
 480,228.7,162.9,115.6
 500,228.0,162.9,115.9
 520,227.2,162.4,115.7
 540,226.0,163.2,116.0
 560,225.1,163.1,117.0
 580,226.2,164.1,119.1
 600,227.2,165.5,120.2
 620,229.2,165.2,120.6
 640,230.1,165.1,121.4
 660,229.7,165.2,123.5
 680,229.5,165.3,125.3
 700,230.1,164.6,125.7
 720,229.6,164.1,126.9
 740,229.1,164.9,127.6
 760,229.2,166.5,129.1
 780,231.6,167.5,129.4
 800,231.5,167.6,129.0
 820,233.0,168.3,130.3
 840,243.3,175.2,133.1
 860,259.1,184.0,137.2
 880,272.1,194.0,143.2
 900,289.8,204.3,147.6
 920,305.2,214.4,153.1
 940,323.0,223.7,158.9
 960,339.5,235.7,166.1
 980,354.4,244.2,174.0
1000,370.0,256.0,182.0
1020,384.8,265.2,189.0
1040,396.9,272.1,193.4
1060,402.6,274.7,198.5
1080,401.7,275.6,201.9
1100,405.2,275.2,203.9
1120,404.3,274.6,206.1
1140,405.5,277.2,209.3
1160,407.4,277.2,211.7
1180,410.5,276.7,212.8
1200,412.3,278.1,213.7
1220,414.8,280.0,214.1
1240,416.6,280.5,213.9
1260,416.7,279.0,215.4
1280,418.2,280.8,216.4
1300,419.6,282.0,217.7
1320,418.1,282.9,217.9
1340,421.3,285.4,219.7
1360,421.3,285.9,219.4
1380,423.2,288.3,219.0
1400,424.3,289.3,218.6
1420,422.7,291.6,219.3
1440,424.0,294.7,220.9
1460,427.3,295.1,224.5
1480,431.2,295.4,225.0
1500,430.2,292.7,224.6
1520,430.7,292.5,223.9
1540,431.5,292.8,223.0
1560,428.9,293.3,223.2
1580,431.9,292.5,224.5
1600,434.4,292.6,225.5
1620,436.4,290.7,225.7
1640,438.4,289.2,225.1
1660,438.1,288.2,223.2
1680,437.1,290.3,222.4
1700,435.7,292.9,223.9
1720,437.8,296.0,225.1
1740,456.9,304.3,228.7
1760,475.1,313.8,234.5
1780,496.1,320.2,239.6
1800,520.7,332.5,246.8
1820,545.6,345.1,252.6
1840,567.9,356.4,260.5
1860,591.2,365.9,267.9
1880,611.4,376.7,277.5
1900,633.2,391.4,286.8
1920,661.8,409.4,295.5
1940,682.6,420.3,304.0
1960,690.5,424.1,310.8
1980,697.7,430.3,314.7
2000,698.3,434.1,318.4
2020,696.9,430.9,317.9
2040,696.4,430.5,320.3
2060,697.2,431.4,322.6
2080,689.9,432.4,324.5
2100,693.8,434.6,325.7
2120,696.4,437.4,327.3
2140,698.3,437.5,329.2
2160,694.5,437.0,332.3
2180,694.4,438.3,333.3
2200,697.6,439.5,335.4
2220,692.6,438.4,336.5
2240,695.2,436.5,339.5
2260,697.1,437.6,341.4
2280,693.5,438.6,344.7
2300,704.2,441.4,345.4
2320,707.6,443.8,347.0
2340,709.3,443.5,348.2
2360,707.2,442.4,349.6
2380,714.9,442.3,351.5
2400,717.8,443.1,350.3
2420,715.0,444.3,351.8
2440,716.7,445.6,354.2
2460,715.7,447.7,352.4
2480,715.9,447.4,353.5
2500,716.8,448.8,352.8
2520,719.5,450.8,354.1
2540,720.6,451.3,355.1
2560,718.7,450.9,355.4
2580,718.2,453.1,356.0
2600,717.1,452.5,353.7
2620,724.8,457.6,355.3
2640,738.8,470.0,360.6
2660,757.9,483.1,366.5
2680,773.7,498.3,377.1
2700,789.7,510.0,385.7
2720,802.9,522.8,392.4
2740,814.6,537.9,401.7
2760,836.7,549.4,410.4
2780,855.8,557.7,420.7
2800,873.3,569.3,427.2
2820,890.7,579.2,437.6
2840,904.8,590.6,447.1
2860,908.9,590.5,451.2
2880,908.8,595.1,452.6
2900,912.0,595.8,454.8
2920,908.7,598.0,456.8
2940,870.3,575.0,447.3
2960,810.5,547.6,432.3
2980,745.2,518.4,416.0
3000,681.2,488.1,398.3
3020,617.2,457.9,382.6
3040,549.8,427.3,363.7
3060,481.2,391.5,344.4
3080,413.7,356.3,323.5
3100,344.4,320.7,302.8
3120,288.8,282.9,279.3
3140,267.5,249.1,257.6
3160,248.9,235.1,245.8
3180,230.4,226.1,237.4
3200,213.6,218.0,229.7
3220,198.3,210.8,223.0
3240,184.3,204.1,216.8
3260,174.6,198.6,211.2
3280,165.9,193.9,206.1
3300,159.8,189.3,201.1
3320,154.4,184.9,196.4
3340,148.6,181.0,191.8
3360,143.9,177.6,187.8
3380,139.9,174.1,184.0
3400,137.5,170.5,180.6
3420,134.4,167.1,177.3
3440,131.8,164.1,174.0
3460,130.2,161.2,170.7
3480,127.5,158.1,167.6
3500,125.3,155.2,164.5
3520,124.9,153.7,162.9
3540,124.4,152.3,161.4
3560,123.9,150.9,160.0
3580,122.7,149.4,158.7
3600,121.1,148.2,157.3
