s,C,C,C
Time,Lower,Middle,Upper
   0,440.4,344.1,256.3
  20,483.6,381.7,283.4
  40,514.8,409.0,305.8
  60,535.0,424.0,312.9
  80,563.0,448.3,334.3
 100,575.1,457.8,340.3
 120,642.7,514.5,382.7
 140,709.8,572.5,431.9
 160,727.4,594.1,454.4
 180,746.7,612.5,470.3
 200,748.8,616.1,475.9
 220,757.6,622.2,479.8
 240,761.9,627.1,487.3
 260,770.8,638.7,494.7
 280,778.0,651.7,513.1
 300,772.4,650.0,515.0
 320,780.2,656.3,520.8
 340,777.3,652.3,518.4
 360,777.9,650.4,513.8
 380,783.8,656.6,521.0
 400,770.0,645.9,516.1
 420,777.6,651.0,520.6
 440,769.4,648.0,518.7
 460,770.0,647.9,517.0
 480,774.2,653.8,524.2
 500,780.4,657.3,524.3
 520,781.6,655.6,521.0
 540,776.6,651.7,518.2
 560,784.4,660.5,528.2
 580,788.1,668.0,531.9
 600,786.6,664.2,529.3
 620,802.1,683.5,542.9
 640,800.3,687.2,549.8
 660,806.4,689.9,554.9
 680,805.5,688.9,554.8
 700,803.4,684.2,555.9
 720,803.7,687.5,559.6
 740,811.5,698.9,570.5
 760,822.1,712.3,583.5
 780,817.4,712.8,581.5
 800,814.8,708.8,583.2
 820,818.8,715.5,588.9
 840,809.9,705.2,578.8
 860,808.4,699.9,568.5
 880,812.5,707.2,570.3
 900,821.0,720.0,580.9
 920,821.0,718.5,573.7
 940,815.6,704.5,562.0
 960,806.4,691.3,546.9
 980,808.7,697.2,553.5
1000,814.5,698.1,557.7
1020,818.5,699.2,557.9
1040,819.0,701.2,557.8
1060,825.6,710.4,572.6
1080,820.7,704.5,570.4
1100,822.0,704.6,576.4
1120,819.3,695.3,566.2
1140,816.3,692.7,564.2
1160,823.9,709.2,578.6
1180,833.2,723.7,589.7
1200,829.0,717.5,583.8
1220,826.9,716.8,582.5
1240,832.0,724.4,584.8
1260,831.7,719.6,577.7
1280,835.7,717.2,569.4
1300,843.2,726.1,578.6
1320,842.5,728.9,578.3
1340,838.8,726.5,577.9
1360,843.1,728.5,580.1
1380,843.3,726.8,578.5
1400,838.8,720.3,578.2
1420,836.9,713.9,574.0
1440,836.8,714.6,573.3
1460,826.4,699.9,562.7
1480,825.0,698.8,566.4
1500,822.6,702.2,570.0
1520,819.9,702.3,569.4
1540,814.5,689.1,556.5
1560,817.8,695.6,562.8
1580,814.9,691.4,558.0
1600,811.7,685.1,549.6
1620,816.1,691.9,553.8
1640,813.7,694.3,551.7
1660,817.2,694.3,552.1
1680,818.7,699.9,561.8
1700,817.0,696.3,558.3
1720,780.5,663.2,536.6
1740,732.6,626.4,513.6
1760,686.9,598.0,500.1
1780,640.0,562.6,477.6
1800,591.2,531.9,463.7
1820,550.7,499.0,446.6
1840,538.0,479.7,423.2
1860,549.1,470.6,415.8
1880,563.0,456.4,399.1
1900,576.5,456.4,381.2
1920,587.8,452.7,374.5
1940,591.3,456.9,380.6
1960,591.6,460.0,384.3
1980,605.2,466.9,392.5
2000,612.2,469.4,395.2
2020,604.9,463.4,392.7
2040,597.2,459.7,392.5
2060,590.9,459.3,388.9
2080,595.4,461.6,387.6
2100,591.0,456.0,384.1
2120,591.3,456.5,385.2
2140,592.7,457.3,387.6
2160,589.3,454.1,382.6
2180,598.2,457.4,383.2
2200,598.0,453.4,379.9
2220,598.0,456.2,378.8
2240,605.0,460.9,383.9
2260,618.9,464.9,385.6
2280,617.5,462.3,383.9
2300,612.1,456.3,382.0
2320,609.0,458.0,380.5
2340,604.0,455.3,379.4
2360,601.5,455.8,377.1
2380,607.5,460.2,381.4
2400,606.2,458.2,382.4
2420,600.7,456.8,380.8
2440,599.4,453.2,378.3
2460,595.9,454.6,375.5
2480,592.2,453.7,375.0
2500,585.0,449.0,374.4
2520,582.4,447.3,372.6
2540,578.7,443.0,373.2
2560,589.3,451.5,376.9
2580,592.9,450.5,379.6
2600,588.6,446.5,379.0
2620,566.1,434.0,371.0
2640,545.6,422.6,362.4
2660,518.7,407.8,354.9
2680,495.6,389.9,346.8
2700,472.1,374.6,337.2
2720,463.8,365.7,331.2
2740,460.7,356.1,324.1
2760,454.1,352.1,316.9
2780,454.5,347.6,308.4
2800,465.7,340.3,306.7
2820,491.4,349.1,307.9
2840,500.0,354.8,311.3
2860,500.2,356.7,311.2
2880,504.0,358.9,311.2
2900,508.9,359.1,312.7
2920,507.1,358.4,311.6
2940,503.8,358.2,308.6
2960,500.6,354.0,307.2
2980,490.3,346.6,303.5
3000,491.4,345.7,301.3
3020,493.8,344.0,302.0
3040,481.5,336.5,298.6
3060,472.2,334.9,298.2
3080,466.5,332.6,297.0
3100,460.9,333.4,296.3
3120,464.5,337.6,296.4
3140,463.3,338.1,297.6
3160,462.8,338.4,299.9
3180,458.1,335.0,298.4
3200,463.2,339.9,300.0
3220,461.4,341.3,300.4
3240,459.3,342.4,299.8
3260,460.6,342.0,299.8
3280,470.5,342.3,299.5
3300,479.6,347.8,302.7
3320,478.3,348.8,303.4
3340,476.9,346.9,304.5
3360,479.1,345.9,304.4
3380,476.4,343.4,303.6
3400,488.0,352.4,306.4
3420,490.2,351.3,308.0
3440,493.4,350.7,306.5
3460,494.7,348.9,306.7
3480,493.7,350.4,309.0
3500,496.4,352.1,308.0
3520,487.3,346.6,306.2
3540,472.1,336.6,302.0
3560,460.4,330.2,296.1
3580,443.7,323.4,290.7
3600,442.6,317.9,286.0
3620,435.3,314.3,282.8
3640,429.9,309.4,279.7
3660,429.2,309.8,279.8
3680,424.6,307.6,278.5
3700,433.0,307.7,276.2
3720,429.6,305.2,273.4
3740,430.5,310.7,274.1
3760,434.7,310.4,274.7
3780,439.5,312.1,277.9
3800,437.0,311.3,278.4
3820,446.8,316.1,280.3
3840,439.8,314.4,279.9
3860,433.6,312.5,280.9
3880,436.9,308.9,279.5
3900,441.8,314.0,281.2
3920,433.4,309.5,280.6
3940,426.9,311.7,280.5
3960,421.4,311.5,278.2
3980,427.3,316.7,279.8
4000,430.0,317.0,278.9
4020,438.9,317.8,279.3
4040,430.0,316.2,277.5
4060,428.9,314.7,276.6
4080,444.9,317.0,278.7
4100,444.2,317.0,278.3
4120,436.6,314.5,276.3
4140,436.9,310.8,273.8
4160,435.0,308.7,274.3
4180,444.8,311.0,278.4
4200,437.9,303.8,274.3
4220,432.7,300.2,273.1
4240,427.7,301.4,274.9
4260,430.6,302.6,275.0
4280,433.8,309.4,277.5
4300,428.7,311.5,278.2
4320,428.6,310.6,278.8
4340,427.1,311.5,278.2
4360,431.1,314.5,280.0
4380,417.9,310.0,276.9
4400,408.6,307.5,272.8
4420,392.5,303.5,271.9
4440,374.7,296.6,270.1
4460,373.8,291.6,267.7
4480,357.6,289.5,269.5
4500,357.7,287.9,269.2
4520,360.4,284.6,267.9
4540,373.7,284.9,267.8
4560,382.8,287.7,267.5
4580,408.0,301.1,271.4
4600,422.4,312.5,277.3
4620,439.4,319.9,278.8
4640,448.3,324.1,280.0
4660,442.5,323.5,279.1
4680,440.3,323.0,278.6
4700,435.3,322.5,278.5
4720,429.0,318.3,275.3
4740,427.5,315.7,274.9
4760,415.8,314.0,273.2
4780,409.3,309.0,271.1
4800,404.5,306.8,269.1
4820,399.8,300.5,266.8
4840,397.7,301.3,266.4
4860,403.4,302.4,266.2
4880,409.8,301.4,268.6
4900,411.8,302.3,268.3
4920,406.7,298.0,266.7
4940,406.3,301.0,265.9
4960,417.1,306.3,267.2
4980,417.4,310.1,272.4
5000,421.8,310.9,271.0
5020,431.3,315.4,274.9
5040,438.9,320.9,277.6
5060,440.5,323.3,278.0
5080,434.8,319.4,277.3
5100,433.1,318.4,276.9
5120,432.9,317.9,277.2
5140,439.4,323.7,280.4
5160,429.6,318.2,277.8
5180,427.9,315.2,273.8
5200,434.7,314.3,271.5
5220,441.5,320.2,275.5
5240,436.3,318.9,273.9
5260,436.5,315.1,272.3
5280,441.3,317.1,274.0
5300,445.9,320.2,274.9
5320,422.9,311.8,270.4
5340,390.8,295.9,261.9
5360,365.6,281.8,256.5
5380,355.2,277.7,253.6
5400,332.8,270.4,252.7
5420,304.7,260.7,251.1
5440,275.8,248.7,249.1
5460,247.0,239.5,246.2
5480,218.7,237.5,243.9
5500,194.2,233.7,239.7
5520,170.4,233.0,237.0
5540,169.9,231.8,235.9
5560,168.0,232.5,236.5
5580,167.3,232.0,236.1
5600,170.7,231.1,235.4
5620,169.8,230.3,234.7
5640,163.7,229.7,233.8
5660,161.8,228.9,233.0
5680,162.3,229.1,233.7
5700,160.8,228.9,233.0
5720,160.5,229.6,234.0
5740,161.0,229.4,234.3
5760,161.7,230.0,234.8
5780,162.9,230.4,235.3
5800,164.8,231.6,236.9
5820,162.1,232.7,238.3
5840,166.1,233.6,239.1
5860,164.9,233.4,238.8
5880,161.6,232.7,238.0
5900,165.6,233.2,238.2
5920,169.3,232.3,237.5
5940,164.8,231.8,236.6
5960,164.5,231.7,236.1
5980,168.3,232.0,236.1
6000,165.4,231.8,235.5
6020,165.3,231.1,234.5
6040,165.9,230.3,233.3
6060,163.7,229.9,232.6
6080,165.8,231.0,234.0
6100,166.1,231.8,234.7
6120,168.2,231.8,235.3
6140,163.2,232.6,235.9
6160,163.2,233.2,236.3
6180,164.2,233.3,236.2
6200,165.5,233.1,236.2
6220,164.2,232.8,235.8
6240,156.9,229.9,233.3
6260,153.3,227.6,231.0
6280,150.7,226.7,230.4
6300,150.0,225.0,228.6
6320,149.9,223.0,226.7
6340,149.1,220.0,223.8
6360,148.7,217.7,222.5
6380,149.3,215.2,220.9
6400,148.8,213.6,219.7
6420,148.9,211.0,218.3
6440,149.9,209.5,217.7
6460,150.5,210.9,218.1
6480,150.8,211.2,218.1
6500,150.1,210.9,217.5
6520,149.9,210.7,217.6
6540,149.9,211.2,219.1
6560,149.8,211.6,218.8
6580,149.7,211.9,219.0
6600,149.7,211.8,219.3
6620,150.0,212.0,219.4
6640,150.0,212.7,218.8
6660,149.7,213.3,218.7
6680,149.1,213.3,219.0
6700,149.3,213.5,219.3
6720,149.2,213.4,218.9
6740,149.5,212.8,218.4
6760,149.4,211.6,217.1
