s,C,C,C
6780,148.7,210.9,216.6
6800,149.3,210.4,216.3
6820,149.3,210.7,216.3
6840,148.5,210.9,216.7
6860,148.5,210.9,216.6
6880,148.4,211.1,217.2
6900,151.0,211.5,217.3
6920,151.5,212.2,218.1
6940,150.1,212.9,218.9
6960,149.9,213.9,219.5
6980,150.6,214.8,220.0
7000,150.4,215.8,221.4
7020,148.4,216.8,222.4
7040,147.5,216.5,222.4
7060,146.3,215.7,221.6
7080,147.0,215.6,221.9
7100,147.2,215.0,221.4
7120,145.4,214.3,220.6
7140,144.8,208.8,215.4
7160,143.6,203.0,209.6
7180,141.6,197.0,203.8
7200,140.4,191.5,198.4
7220,136.3,185.6,192.1
7240,133.2,179.1,186.0
7260,129.2,173.0,179.7
7280,123.8,166.3,173.4
7300,117.9,159.3,167.2
7320,111.8,152.6,161.1
7340,108.0,145.5,154.6
7360,104.0,142.3,151.1
7380, 99.6,139.6,149.5
7400, 95.9,137.0,147.4
7420, 92.2,135.6,146.4
7440, 91.5,134.0,145.5
7460, 89.7,132.3,144.6
7480, 87.7,130.8,143.6
7500, 86.8,129.9,142.8
