s,C,C,C
3120,264.0,219.2,195.3
3140,260.0,218.6,195.3
3160,260.2,216.5,193.5
3180,263.9,216.9,192.7
3200,264.2,216.3,192.7
3220,262.6,213.1,191.6
3240,265.5,212.9,191.2
3260,270.9,214.7,191.4
3280,271.2,214.5,192.0
3300,271.7,213.8,192.3
3320,273.6,214.0,192.4
3340,273.0,214.5,192.4
3360,273.2,215.8,193.1
3380,273.6,217.9,194.9
3400,269.9,215.9,196.5
3420,269.1,216.3,197.1
3440,264.9,214.7,196.3
3460,265.5,216.1,197.0
3480,262.1,215.4,196.2
3500,265.6,219.7,197.8
3520,265.0,219.4,198.0
3540,266.6,218.7,198.0
3560,271.3,218.1,198.1
3580,269.9,214.9,197.0
3600,271.8,212.9,195.3
3620,274.4,216.0,194.6
3640,270.9,212.9,192.8
3660,273.0,217.3,194.4
3680,269.8,215.2,193.2
3700,266.0,213.0,191.6
3720,262.6,211.2,189.7
3740,264.5,213.9,191.8
3760,266.0,214.3,192.3
3780,265.9,215.0,192.9
3800,266.6,216.9,193.0
3820,269.9,218.4,193.5
3840,266.9,217.0,194.4
3860,265.8,215.8,193.5
3880,264.5,211.7,191.1
3900,264.3,213.2,192.1
3920,267.5,214.6,193.0
3940,270.4,213.6,192.4
3960,268.1,212.3,193.3
3980,270.2,212.8,192.5
4000,268.7,210.8,194.2
4020,275.0,211.5,194.4
4040,272.2,209.4,192.9
4060,271.3,210.3,193.2
4080,273.0,212.9,194.9
4100,270.1,212.0,194.6
4120,271.9,214.1,194.1
4140,269.4,214.9,193.7
4160,271.8,217.8,195.4
4180,268.1,217.8,195.1
4200,269.7,217.4,195.2
4220,273.8,217.0,195.5
4240,267.8,216.2,194.9
4260,271.7,218.3,196.8
4280,274.0,220.1,197.8
4300,272.9,219.5,198.0
4320,266.3,217.0,196.3
4340,267.1,214.4,194.5
4360,269.4,214.3,195.8
4380,266.9,212.5,194.1
4400,270.5,213.1,194.6
4420,267.8,213.7,194.7
4440,266.3,214.8,194.8
4460,266.0,212.3,193.5
4480,266.1,207.7,190.5
4500,267.9,208.5,190.3
4520,268.2,209.4,189.2
4540,273.1,213.7,190.5
4560,270.6,212.9,190.2
4580,271.9,213.2,190.2
4600,273.0,215.1,191.2
4620,270.5,215.9,191.2
4640,272.0,217.6,192.0
4660,270.7,217.2,191.2
4680,277.4,218.8,192.7
4700,275.2,219.7,193.1
4720,273.5,220.0,192.8
4740,267.8,218.5,192.7
4760,265.9,216.0,192.0
4780,268.5,216.7,192.0
4800,266.4,215.7,191.3
4820,268.4,215.3,190.9
4840,264.3,213.1,191.1
4860,263.0,211.5,190.9
4880,262.1,210.9,189.5
4900,262.0,210.5,189.4
4920,266.5,211.8,189.4
4940,266.9,211.4,190.5
4960,274.8,214.8,191.1
4980,274.4,215.1,191.3
5000,272.2,216.2,191.1
5020,272.7,218.6,192.0
5040,271.6,219.4,191.8
5060,275.8,219.6,190.1
5080,281.7,222.3,190.2
5100,278.8,221.6,191.2
5120,274.7,221.9,192.1
5140,277.4,221.2,192.2
5160,279.5,222.9,191.6
5180,277.2,222.9,191.6
5200,274.0,222.2,191.0
5220,271.8,220.7,190.8
5240,268.8,218.5,190.1
5260,265.5,215.7,190.0
5280,268.4,218.7,191.5
5300,265.9,218.3,190.5
5320,261.8,214.9,188.5
5340,248.4,207.3,184.7
5360,231.4,200.3,181.9
5380,217.0,192.5,178.2
5400,202.5,184.1,175.0
5420,194.0,177.8,174.7
5440,185.4,171.0,174.0
5460,176.5,166.1,173.1
5480,167.4,162.0,173.3
5500,154.3,159.1,171.7
5520,145.3,159.1,170.7
5540,146.1,162.2,171.8
5560,143.3,163.7,172.7
5580,141.8,163.5,172.7
5600,143.3,163.3,172.6
5620,144.0,163.6,172.7
5640,141.0,163.4,172.0
5660,139.8,163.7,172.4
5680,138.6,164.3,173.4
5700,138.7,164.0,172.7
5720,142.5,164.4,173.3
5740,143.2,165.1,173.8
5760,140.6,164.3,173.1
5780,141.2,163.9,172.9
5800,141.5,163.4,172.5
5820,142.3,163.8,172.7
5840,143.4,163.4,172.6
5860,142.9,163.8,173.6
5880,143.3,164.0,173.4
5900,147.1,163.3,172.1
5920,145.9,162.7,172.4
5940,143.1,162.7,171.9
5960,142.1,162.2,171.7
5980,141.0,162.2,171.4
6000,142.1,161.9,171.4
6020,141.6,162.7,172.2
6040,140.4,163.3,172.8
6060,139.7,163.6,172.7
6080,139.9,162.7,171.8
6100,146.3,163.0,172.2
6120,144.3,163.0,172.5
6140,148.7,163.3,172.5
6160,149.5,162.7,171.9
6180,151.0,162.9,171.9
6200,153.4,163.5,172.2
6220,150.9,162.8,171.4
6240,148.8,162.0,170.3
6260,146.7,160.9,168.8
6280,142.9,160.5,168.5
6300,141.4,160.8,169.2
6320,135.7,160.5,168.9
6340,133.3,160.4,168.7
6360,131.2,160.1,168.2
6380,128.0,159.4,168.0
6400,126.7,158.7,166.9
6420,127.0,158.2,166.0
6440,126.7,158.4,166.1
6460,126.3,158.0,166.1
6480,125.8,157.6,166.4
6500,127.0,157.7,166.9
6520,126.7,156.5,166.1
6540,126.4,156.2,165.5
6560,126.5,155.5,164.7
6580,126.8,155.6,165.2
6600,126.9,155.5,165.1
6620,126.4,155.3,164.7
6640,126.9,155.4,165.0
6660,126.9,155.3,164.9
6680,127.4,155.2,164.1
6700,128.2,155.7,164.0
6720,127.2,155.2,162.9
6740,128.3,154.5,162.5
6760,127.6,154.5,162.5
6780,127.9,154.7,163.0
6800,127.8,154.4,162.6
6820,127.9,154.6,163.1
6840,128.0,154.2,163.7
6860,128.9,154.4,164.0
6880,129.7,154.6,163.9
6900,129.2,155.0,164.5
6920,128.4,155.3,164.9
6940,128.6,155.7,165.5
6960,127.2,155.7,165.7
6980,126.2,155.3,165.6
7000,125.7,154.8,165.7
7020,126.0,155.0,165.4
7040,126.0,155.3,165.2
7060,125.7,155.4,165.3
7080,125.1,155.3,165.1
7100,124.7,155.2,165.3
7120,124.5,155.2,164.5
7140,123.6,153.0,161.9
7160,123.2,150.8,158.4
7180,122.3,148.0,154.8
7200,120.6,145.1,151.0
7220,118.0,142.4,147.4
7240,114.5,139.2,143.8
7260,109.2,135.6,139.8
7280,105.2,131.9,135.7
7300,100.3,127.3,131.6
7320, 96.2,122.9,127.7
7340, 93.1,118.6,124.0
7360, 89.8,116.6,122.0
7380, 86.1,115.0,120.6
7400, 82.4,113.3,119.1
7420, 80.6,112.3,118.5
7440, 79.1,111.3,117.8
7460, 77.9,110.1,116.9
7480, 77.2,108.7,116.0
7500, 76.5,107.0,115.0
