s,C,C,C
3360,603.5,440.6,386.0
3380,599.8,442.9,381.9
3400,600.4,447.7,383.4
3420,604.7,457.0,387.4
3440,593.9,453.9,387.2
3460,583.5,448.0,387.8
3480,589.9,445.4,384.4
3500,591.0,445.9,387.4
3520,586.6,443.5,387.3
3540,591.9,443.6,384.0
3560,596.1,437.8,379.6
3580,591.1,441.0,381.1
3600,590.2,437.2,377.8
3620,577.9,429.3,374.7
3640,572.1,420.7,368.7
3660,577.8,421.1,367.4
3680,574.6,419.2,368.2
3700,572.6,420.9,366.8
3720,588.4,428.3,361.2
3740,587.2,429.9,361.6
3760,577.8,427.0,360.9
3780,578.9,427.1,362.2
3800,568.7,422.3,361.8
3820,564.0,417.0,358.2
3840,560.3,416.8,360.5
3860,561.0,414.5,359.0
3880,563.4,414.3,356.5
3900,548.6,411.0,352.1
3920,538.0,401.1,350.2
3940,530.2,400.9,347.5
3960,527.9,401.6,348.4
3980,536.9,403.8,349.0
4000,541.0,405.0,347.0
4020,529.7,398.2,344.5
4040,521.2,394.3,345.6
4060,510.0,385.3,341.9
4080,515.4,385.4,344.0
4100,514.6,392.3,346.5
4120,518.1,392.1,347.2
4140,523.5,389.7,346.5
4160,528.8,387.4,349.6
4180,523.7,385.1,349.4
4200,530.0,390.9,353.4
4220,532.2,387.5,351.3
4240,546.7,396.5,354.8
4260,547.0,398.1,355.7
4280,543.3,400.0,357.6
4300,554.1,403.4,358.7
4320,556.2,402.9,360.7
4340,539.5,402.6,359.7
4360,537.2,410.5,361.9
4380,537.0,407.4,359.0
4400,544.0,406.9,356.1
4420,541.7,397.7,352.8
4440,533.6,396.4,354.5
4460,523.1,385.2,350.5
4480,506.3,376.1,344.8
4500,504.9,373.2,339.0
4520,487.1,370.7,337.6
4540,475.5,372.9,334.2
4560,493.0,379.5,336.4
4580,513.3,387.2,339.4
4600,525.4,392.7,341.0
4620,534.8,396.1,343.9
4640,539.1,399.1,345.8
4660,535.6,399.1,345.2
4680,549.0,405.5,347.2
4700,556.9,410.0,350.4
4720,562.6,412.3,348.8
4740,568.0,413.4,350.4
4760,561.5,411.2,350.0
4780,565.9,412.7,351.4
4800,563.4,411.0,352.7
4820,559.4,409.8,354.4
4840,557.8,408.9,354.5
4860,555.0,409.1,355.0
4880,546.4,402.3,353.0
4900,532.9,391.9,347.0
4920,522.6,384.7,344.2
4940,508.5,378.4,340.6
4960,509.5,379.5,339.5
4980,516.0,381.8,340.9
5000,508.9,384.9,340.1
5020,508.6,385.3,335.7
5040,514.2,383.7,336.1
5060,514.7,381.9,334.6
5080,529.4,385.4,337.4
5100,532.5,390.4,339.5
5120,543.3,395.3,344.2
5140,554.1,401.6,347.1
5160,551.7,401.5,348.1
5180,543.4,404.9,348.9
5200,538.3,398.8,345.7
5220,530.3,401.3,347.1
5240,528.6,398.8,347.1
5260,535.5,400.5,345.9
5280,532.1,400.6,347.4
5300,530.1,400.1,345.8
5320,506.5,389.5,340.8
5340,473.6,376.9,332.0
5360,446.5,363.4,325.4
5380,418.4,351.3,317.3
5400,386.0,335.6,308.5
5420,360.2,328.2,304.4
5440,341.9,319.3,302.5
5460,307.8,306.4,300.2
5480,277.6,292.4,295.5
5500,242.2,286.1,292.7
5520,214.2,283.3,289.2
5540,210.6,282.3,288.5
5560,212.4,285.0,290.4
5580,207.4,284.6,291.2
5600,206.6,284.5,291.6
5620,209.3,286.4,293.5
5640,205.0,285.6,292.5
5660,203.2,285.4,292.0
5680,206.3,285.6,292.5
5700,205.4,287.1,293.3
5720,208.7,286.4,291.7
5740,207.1,284.9,290.4
5760,201.9,285.5,291.9
5780,197.2,284.0,290.1
5800,203.1,284.6,290.2
5820,204.3,285.7,290.4
5840,202.8,285.8,290.9
5860,204.7,286.6,290.7
5880,204.2,286.6,290.8
5900,204.7,287.5,291.8
5920,207.2,287.5,291.7
5940,211.9,287.6,292.3
5960,213.6,288.6,293.0
5980,214.0,288.0,292.7
6000,215.6,289.1,294.1
6020,211.6,289.2,294.2
6040,211.5,289.7,295.5
6060,205.5,288.9,294.8
6080,206.3,288.3,294.5
6100,214.8,288.6,295.2
6120,209.5,288.0,294.6
6140,210.3,287.5,294.9
6160,207.0,287.8,295.3
6180,209.5,289.3,296.8
6200,210.3,288.7,295.6
6220,208.8,286.5,292.9
6240,205.2,283.2,289.9
6260,200.3,280.2,287.3
6280,199.9,278.4,285.0
6300,198.0,276.0,282.6
6320,189.5,273.3,279.5
6340,186.6,270.9,277.4
6360,183.6,269.3,275.0
6380,182.3,266.7,272.3
6400,182.3,262.3,268.0
6420,179.8,260.0,266.2
6440,180.4,260.0,266.3
6460,180.4,260.6,267.1
6480,180.6,260.0,266.2
6500,180.7,259.2,265.3
6520,180.7,258.9,265.1
6540,179.8,259.2,266.0
6560,179.0,259.8,266.4
6580,178.4,260.2,266.7
6600,178.2,260.2,266.4
6620,178.7,260.3,266.5
6640,179.3,260.3,266.9
6660,179.0,259.7,266.5
6680,180.2,259.3,265.6
6700,180.5,258.9,265.3
6720,180.1,259.7,265.6
6740,179.1,259.7,265.4
6760,179.2,258.7,264.7
6780,178.1,257.6,263.7
6800,176.7,257.4,264.6
6820,177.2,257.2,265.0
6840,176.9,256.7,264.3
6860,181.1,257.3,265.7
6880,188.4,257.7,266.5
6900,187.3,258.5,267.8
6920,187.1,259.7,268.5
6940,184.1,259.5,268.8
6960,180.7,259.8,269.4
6980,179.2,259.9,270.1
7000,179.2,259.8,270.0
7020,179.7,260.2,269.5
7040,179.5,261.6,270.0
7060,179.7,262.7,270.8
7080,179.3,261.8,269.8
7100,178.9,261.8,269.7
7120,178.1,260.1,269.1
7140,176.5,253.3,263.5
7160,174.6,246.1,255.9
7180,172.7,238.8,247.7
7200,169.3,232.1,240.6
7220,164.9,225.1,233.5
7240,157.9,216.1,224.8
7260,153.2,206.6,215.6
7280,147.1,197.1,207.3
7300,140.2,188.0,199.0
7320,132.8,178.3,190.4
7340,126.3,169.9,181.9
7360,121.7,165.5,177.2
7380,115.8,162.4,174.5
7400,110.2,159.0,171.7
7420,108.2,157.0,170.3
7440,104.4,155.0,169.0
7460,102.8,153.2,167.8
7480,101.1,151.7,166.5
7500, 99.8,150.6,165.2
