s,C,C,C
Time,Lower,Middle,Upper
   0,147.8, 99.2, 74.4
  20,156.1,103.3, 77.8
  40,163.8,106.7, 80.1
  60,170.0,111.6, 83.5
  80,173.8,113.7, 85.3
 100,176.2,116.4, 88.6
 120,191.4,128.2, 96.7
 140,207.5,139.7,104.6
 160,212.9,144.5,109.5
 180,209.9,143.0,109.7
 200,212.5,143.9,111.5
 220,216.2,146.0,113.4
 240,218.2,148.7,115.7
 260,225.7,154.1,119.5
 280,227.6,154.4,120.3
 300,225.5,154.8,121.0
 320,224.3,154.5,121.5
 340,217.1,151.9,123.0
 360,214.9,151.5,123.6
 380,213.7,152.1,125.0
 400,212.9,152.0,127.4
 420,210.0,152.8,128.7
 440,208.7,152.0,129.1
 460,209.6,154.3,130.3
 480,206.7,153.5,130.0
 500,207.3,155.0,130.5
 520,207.7,156.3,132.0
 540,206.3,156.8,131.9
 560,207.5,158.7,132.9
 580,210.2,160.4,134.5
 600,210.7,160.7,136.0
 620,217.2,163.8,138.4
 640,215.8,163.8,139.0
 660,217.9,165.7,140.5
 680,214.9,164.5,141.4
 700,217.1,164.9,142.4
 720,215.4,164.4,142.6
 740,214.8,163.4,142.3
 760,211.9,163.4,141.5
 780,213.0,162.5,141.9
 800,214.8,164.5,143.2
 820,212.9,164.2,143.5
 840,224.5,169.4,146.6
 860,243.9,175.8,151.7
 880,260.9,184.1,158.0
 900,282.2,194.5,164.4
 920,302.1,204.9,170.4
 940,315.5,212.9,176.6
 960,329.2,222.5,182.1
 980,345.2,231.3,188.0
1000,358.7,243.8,196.5
1020,372.4,256.4,204.6
1040,387.8,263.3,210.6
1060,390.8,267.8,214.8
1080,390.8,268.1,217.2
1100,388.2,269.4,220.0
1120,387.6,270.1,220.9
1140,390.1,273.1,221.9
1160,406.3,279.7,225.7
1180,407.2,280.9,228.6
1200,407.0,282.9,231.4
1220,409.3,282.8,231.4
1240,412.9,286.3,233.2
1260,417.6,289.0,236.6
1280,408.9,285.5,236.9
1300,406.8,283.0,236.8
1320,408.4,281.1,237.1
1340,411.7,280.6,237.7
1360,397.7,274.8,237.3
1380,378.5,271.2,234.8
1400,385.9,275.0,237.6
1420,386.1,274.6,238.6
1440,387.2,277.2,240.2
1460,386.0,281.7,239.6
1480,385.9,280.0,238.9
1500,391.3,280.4,239.2
1520,389.9,281.4,240.3
1540,388.6,284.0,241.6
1560,383.2,283.4,241.5
1580,381.0,282.9,241.3
1600,386.6,286.3,243.2
1620,382.8,284.2,242.6
1640,384.9,284.4,242.9
1660,378.1,281.9,242.8
1680,384.2,282.7,241.9
1700,387.9,283.9,241.7
1720,391.0,283.8,242.4
1740,407.5,295.5,249.5
1760,424.8,304.0,257.2
1780,443.2,314.4,266.6
1800,455.5,325.1,273.8
1820,483.3,344.5,284.3
1840,500.8,361.5,293.0
1860,535.0,376.0,304.8
1880,561.7,391.8,316.6
1900,586.4,409.8,329.1
1920,609.2,425.5,341.7
1940,632.9,442.9,354.2
1960,641.5,453.0,360.2
1980,647.5,451.5,363.7
2000,660.0,459.3,368.5
2020,660.7,469.2,373.6
2040,650.8,464.5,375.5
2060,653.1,463.8,375.0
2080,644.2,468.7,380.3
2100,640.9,468.7,384.2
2120,638.0,465.7,384.9
2140,646.5,473.1,388.3
2160,641.1,468.1,384.1
2180,638.4,471.1,385.3
2200,636.2,477.2,389.3
2220,624.4,469.5,387.0
2240,632.3,466.1,384.4
2260,632.6,464.5,382.9
2280,628.9,463.2,383.5
2300,621.0,457.4,381.6
2320,623.3,460.1,383.2
2340,626.0,464.2,381.2
2360,626.0,460.2,377.4
2380,635.3,463.5,382.6
2400,626.5,453.5,384.0
2420,628.1,457.8,384.9
2440,631.0,458.7,385.2
2460,619.7,457.7,386.5
2480,626.8,458.7,388.6
2500,636.8,466.8,391.0
2520,640.9,471.1,391.3
2540,641.9,469.3,389.9
2560,624.9,465.4,389.1
2580,621.3,467.6,389.8
2600,609.8,462.6,386.6
2620,626.5,474.2,390.1
2640,632.0,485.5,399.3
2660,648.0,501.9,410.4
2680,672.2,524.7,425.2
2700,693.9,537.0,436.6
2720,710.2,554.0,447.5
2740,722.1,569.5,459.1
2760,730.3,589.0,471.9
2780,753.0,610.3,486.9
2800,778.3,637.8,510.4
2820,801.5,649.3,522.9
2840,809.3,654.9,529.9
2860,814.4,656.4,531.0
2880,808.5,655.6,530.3
2900,805.4,655.2,528.7
2920,796.2,650.1,529.9
2940,750.4,619.6,513.2
2960,704.8,592.2,492.5
2980,655.1,557.7,467.7
3000,593.9,517.7,442.8
3020,534.1,471.8,412.2
3040,477.2,432.3,388.3
3060,419.4,392.8,361.2
3080,362.3,355.3,334.8
3100,310.2,320.9,311.1
3120,249.8,278.9,282.7
3140,193.8,240.3,256.6
3160,177.7,229.4,245.1
3180,167.2,220.5,237.2
3200,157.0,212.4,229.6
3220,148.5,205.3,222.7
3240,141.0,199.2,216.4
3260,135.3,193.7,210.6
3280,130.5,188.1,205.1
3300,126.4,183.6,200.2
3320,123.2,179.3,195.6
3340,120.6,175.1,191.2
3360,118.2,171.2,187.0
3380,115.5,167.8,183.1
3400,113.2,164.8,179.6
3420,111.1,161.5,176.3
3440,108.8,159.0,173.3
3460,106.8,156.0,170.3
3480,105.0,153.2,167.4
3500,103.0,151.0,164.7
3520,102.1,149.9,163.2
3540,101.2,148.3,161.8
3560,100.5,146.7,160.5
3580, 99.4,145.3,159.3
3600, 98.6,143.7,158.1
