s,C,C,C
2440,277.3,198.1,164.0
2460,274.8,197.2,163.0
2480,269.1,193.9,161.4
2500,271.7,195.0,161.1
2520,273.9,196.1,162.5
2540,273.3,197.3,164.0
2560,273.5,197.3,163.8
2580,277.7,199.4,165.1
2600,279.3,199.6,165.5
2620,279.1,197.6,163.1
2640,290.4,201.6,166.5
2660,302.2,206.1,169.9
2680,312.3,212.4,174.8
2700,323.9,219.0,179.5
2720,341.2,226.6,185.5
2740,352.7,230.9,189.5
2760,368.1,240.4,196.7
2780,381.8,250.6,203.9
2800,393.9,256.9,208.0
2820,407.7,264.2,213.0
2840,419.9,271.7,219.7
2860,420.8,275.3,223.4
2880,424.1,278.7,225.3
2900,428.8,280.0,225.6
2920,436.0,284.5,227.5
2940,434.6,285.0,227.5
2960,437.8,287.5,229.6
2980,440.4,287.3,230.1
3000,443.8,286.9,230.0
3020,444.0,288.2,231.8
3040,447.4,290.8,233.4
3060,453.0,292.3,234.8
3080,457.2,294.1,235.9
3100,456.1,291.8,235.6
3120,454.4,291.9,236.7
3140,453.3,290.2,238.3
3160,458.6,293.2,240.8
3180,459.6,291.6,241.4
3200,455.3,287.7,238.9
3220,451.6,286.3,239.0
3240,453.0,285.2,238.3
3260,449.0,285.4,238.9
3280,447.9,286.5,239.5
3300,452.8,290.1,242.6
3320,456.1,296.8,244.7
3340,464.5,297.5,247.1
3360,466.9,299.0,247.7
3380,462.0,297.1,247.4
3400,456.5,296.2,245.3
3420,459.2,299.4,246.0
3440,458.3,299.6,245.8
3460,457.4,300.5,248.2
3480,460.8,301.3,247.9
3500,465.3,302.2,248.5
3520,452.9,293.9,245.7
3540,426.4,278.5,236.6
3560,394.6,265.1,227.3
3580,364.3,250.1,217.9
3600,334.7,236.9,209.0
3620,308.3,227.0,202.0
3640,277.0,214.2,193.7
3660,245.8,200.7,185.8
3680,214.8,185.9,176.7
3700,190.6,168.6,165.8
3720,176.5,150.9,153.9
3740,165.0,138.7,145.5
3760,154.6,135.2,141.9
3780,143.1,132.0,139.5
3800,134.7,129.0,137.0
3820,128.0,126.3,134.4
3840,124.7,123.6,131.9
3860,121.3,121.0,129.3
3880,116.1,118.3,126.8
3900,111.2,115.8,124.5
3920,107.9,113.7,122.2
3940,104.0,111.6,120.0
3960,100.7,109.7,118.0
3980, 98.3,107.8,116.1
4000, 95.9,106.3,114.2
4020, 92.9,104.7,112.5
4040, 90.4,102.9,110.8
4060, 87.7,101.4,109.2
4080, 86.7,100.1,107.6
4100, 86.1, 98.4,106.1
4120, 85.4, 97.8,105.3
4140, 83.8, 97.1,104.5
4160, 83.0, 96.5,103.8
4180, 82.6, 95.8,103.1
4200, 82.7, 95.1,102.4
