s,C,C,C
Time,Lower,Middle,Upper
   0, 57.2, 45.4, 39.2
  20, 60.0, 46.4, 40.0
  40, 61.2, 47.5, 40.8
  60, 62.6, 47.4, 41.1
  80, 63.2, 47.3, 41.6
 100, 63.4, 47.5, 41.7
 120, 66.4, 49.2, 43.4
 140, 70.4, 51.9, 45.8
 160, 72.5, 54.2, 47.6
 180, 71.2, 54.6, 47.8
 200, 70.0, 55.1, 48.4
 220, 69.6, 55.2, 48.6
 240, 69.9, 55.2, 48.8
 260, 70.0, 55.6, 49.0
 280, 68.8, 54.7, 49.0
 300, 69.1, 54.7, 49.2
 320, 69.5, 54.9, 49.3
 340, 70.1, 55.8, 49.8
 360, 69.0, 56.5, 49.5
 380, 69.7, 56.4, 49.7
 400, 69.7, 56.4, 50.3
 420, 69.3, 56.5, 50.3
 440, 69.7, 56.9, 51.2
 460, 68.9, 56.7, 51.8
 480, 68.1, 56.6, 52.1
 500, 69.0, 56.9, 52.5
 520, 68.5, 57.0, 52.5
 540, 68.7, 57.1, 52.3
 560, 68.6, 57.3, 52.4
 580, 69.3, 57.9, 52.6
 600, 68.8, 58.0, 53.0
 620, 69.5, 58.5, 53.2
 640, 70.3, 59.2, 53.8
 660, 72.2, 60.4, 54.7
 680, 73.6, 60.9, 55.1
 700, 74.1, 61.7, 55.7
 720, 74.7, 61.7, 56.0
 740, 73.8, 61.4, 55.9
 760, 74.4, 61.9, 56.3
 780, 74.4, 62.0, 56.3
 800, 75.0, 61.6, 56.3
 820, 75.1, 62.1, 56.8
 840, 76.2, 63.5, 57.4
 860, 79.5, 66.2, 58.7
 880, 81.0, 67.6, 59.6
 900, 82.8, 69.4, 60.9
 920, 85.2, 69.9, 61.7
 940, 89.1, 71.7, 63.7
 960, 93.0, 73.1, 64.8
 980, 96.5, 73.8, 65.7
1000, 99.8, 75.8, 67.2
1020,103.3, 77.2, 68.5
1040,106.0, 80.2, 70.3
1060,108.5, 82.1, 71.9
1080,108.5, 83.6, 73.2
1100,108.2, 84.1, 73.4
1120,108.3, 85.1, 74.3
1140,108.0, 85.3, 74.9
1160,109.1, 84.1, 75.0
1180,110.0, 85.3, 75.8
1200,112.0, 87.5, 76.9
1220,112.7, 87.4, 77.3
1240,114.3, 88.1, 78.0
1260,115.3, 87.4, 77.6
1280,113.4, 88.0, 78.0
1300,113.3, 88.7, 78.9
1320,115.6, 88.9, 79.1
1340,115.8, 90.2, 79.9
1360,115.2, 90.9, 80.2
1380,118.5, 93.2, 81.3
1400,120.3, 94.9, 82.6
1420,122.0, 96.4, 84.4
1440,123.1, 96.5, 84.3
1460,123.6, 97.3, 84.5
1480,124.7, 97.3, 85.7
1500,125.5, 97.9, 86.3
1520,128.3, 99.5, 87.5
1540,130.2,100.4, 88.7
1560,129.4, 99.9, 88.9
1580,129.4, 99.9, 89.1
1600,127.7,100.2, 89.3
1620,127.0,100.0, 89.6
1640,123.4, 98.2, 87.7
1660,123.1, 99.2, 88.7
1680,122.6, 99.0, 88.9
1700,123.3,101.0, 89.4
1720,121.1, 99.6, 89.3
1740,126.8,101.6, 90.3
1760,137.7,108.3, 95.4
1780,147.6,113.3, 98.3
1800,154.6,117.3,101.3
1820,163.9,121.1,105.3
1840,174.3,125.9,108.3
1860,188.3,131.4,113.1
1880,196.1,136.2,117.4
1900,206.0,142.5,122.6
1920,216.9,148.0,127.1
1940,231.4,153.9,132.2
1960,237.9,158.9,135.0
1980,235.6,159.5,134.5
2000,237.3,162.5,137.8
2020,243.0,167.4,141.0
2040,243.1,168.2,140.8
2060,241.3,167.6,141.1
2080,243.7,170.1,143.5
2100,250.9,174.7,145.4
2120,252.5,176.6,147.0
2140,252.0,176.6,147.5
2160,250.5,177.3,148.3
2180,250.8,178.1,151.4
2200,255.1,179.3,153.2
2220,253.3,180.8,154.0
2240,256.5,183.8,156.2
2260,260.9,186.5,159.1
2280,266.1,190.1,162.3
2300,271.2,194.0,163.6
2320,271.7,193.7,162.5
2340,278.2,195.4,163.2
2360,279.8,197.4,163.9
2380,278.6,197.1,164.7
2400,276.3,198.2,165.1
2420,278.0,198.3,164.4
