s,C,C,C
2060,146.5,117.0, 97.9
2080,145.9,118.8, 99.6
2100,146.6,120.3,100.4
2120,147.2,121.6,101.8
2140,146.2,123.4,103.4
2160,146.5,124.9,104.9
2180,147.8,124.5,105.1
2200,149.0,123.5,105.3
2220,150.7,123.7,105.6
2240,152.4,124.0,106.0
2260,152.3,124.5,106.8
2280,153.7,125.2,107.3
2300,155.7,126.4,108.7
2320,157.7,127.4,109.0
2340,157.9,128.5,110.3
2360,158.2,126.5,108.3
2380,158.0,126.0,107.9
2400,158.2,127.8,109.6
2420,156.9,131.1,112.0
2440,158.6,132.5,113.7
2460,159.2,134.7,116.3
2480,159.3,134.5,116.9
2500,159.1,131.6,114.7
2520,159.3,131.6,114.8
2540,159.2,131.5,115.6
2560,159.7,132.1,116.2
2580,159.1,134.9,118.2
2600,160.7,136.1,118.9
2620,161.6,135.9,118.4
2640,164.8,139.0,121.0
2660,169.2,142.4,123.4
2680,176.4,142.9,123.7
2700,183.2,147.9,127.7
2720,190.3,156.9,135.2
2740,195.6,160.7,138.3
2760,201.8,164.5,139.1
2780,210.1,169.5,142.7
2800,215.9,172.3,146.1
2820,221.5,177.9,150.7
2840,226.7,181.4,154.6
2860,232.2,182.3,155.8
2880,235.8,186.5,159.0
2900,238.3,192.8,163.8
2920,242.7,194.7,163.5
2940,248.8,193.4,161.2
2960,253.5,197.3,163.8
2980,259.4,198.7,167.1
3000,262.7,199.2,168.2
3020,264.8,204.0,171.4
3040,270.1,207.2,172.8
3060,269.0,211.9,175.0
3080,270.1,213.8,175.8
3100,272.9,214.5,176.3
3120,275.2,214.2,176.2
3140,276.5,215.6,178.6
3160,274.2,217.7,181.9
3180,272.7,218.1,181.7
3200,268.2,223.0,185.9
3220,268.3,225.6,187.8
3240,271.4,223.0,186.5
3260,267.4,225.0,189.8
3280,266.8,225.0,191.1
3300,265.9,228.1,193.7
3320,265.5,229.9,195.5
3340,265.6,231.5,196.8
3360,268.8,234.1,199.3
3380,269.1,236.2,200.8
3400,271.7,238.6,204.2
3420,273.1,238.4,204.8
3440,273.6,237.9,204.6
3460,276.2,242.9,208.7
3480,277.7,242.2,208.5
3500,277.3,244.8,210.8
3520,279.5,247.1,212.3
3540,288.1,249.6,213.8
3560,301.3,258.0,219.3
3580,310.6,268.8,226.8
3600,322.2,283.1,236.0
3620,336.0,295.2,244.7
3640,347.1,302.3,248.8
3660,362.2,315.1,258.0
3680,372.3,327.5,266.2
3700,382.0,343.1,278.2
3720,395.3,356.8,288.8
3740,410.3,374.1,303.0
3760,418.5,391.8,317.8
3780,418.9,401.4,327.3
3800,418.5,408.0,334.1
3820,420.4,406.3,333.4
3840,424.4,405.9,333.0
3860,426.6,415.6,340.3
3880,435.6,420.1,343.6
3900,437.1,422.4,347.1
3920,440.0,426.0,349.6
3940,444.4,432.1,354.0
3960,442.3,423.5,347.7
3980,448.3,413.3,338.3
4000,457.8,412.3,335.3
4020,461.0,405.0,327.1
4040,463.0,403.5,325.9
4060,460.9,407.0,328.0
4080,463.6,402.9,325.5
4100,460.7,403.2,327.6
4120,461.3,402.4,327.2
4140,464.9,400.2,324.9
4160,466.1,395.5,321.0
4180,461.0,396.4,320.2
4200,457.6,400.6,324.1
4220,454.9,401.9,326.8
4240,458.1,410.7,335.8
4260,460.9,420.8,345.1
4280,466.4,421.9,348.2
4300,466.4,427.1,352.2
4320,467.5,422.1,346.5
4340,471.1,421.9,343.0
4360,471.2,413.1,337.7
4380,477.1,401.6,330.1
4400,480.2,399.3,329.5
4420,473.4,396.8,328.0
4440,462.1,381.5,317.3
4460,444.6,361.3,303.0
4480,431.7,336.8,285.1
4500,415.4,315.8,268.8
4520,398.7,293.5,253.1
4540,375.4,277.8,243.3
4560,351.9,257.8,231.7
4580,330.3,243.3,220.9
4600,303.2,232.0,211.7
4620,274.9,215.2,199.7
4640,246.1,195.0,185.5
4660,229.1,183.3,176.4
4680,217.1,174.7,169.3
4700,207.3,168.5,164.0
4720,198.7,161.5,158.4
4740,191.6,155.4,154.0
4760,185.5,149.5,150.7
4780,179.8,144.4,147.6
4800,172.4,139.8,144.7
4820,167.1,136.7,141.9
4840,163.0,134.4,139.4
4860,160.0,132.2,137.1
4880,155.3,130.2,134.8
4900,152.3,128.3,132.6
4920,148.3,126.2,130.5
4940,144.7,124.1,128.5
4960,141.4,122.1,126.7
4980,138.6,120.3,124.9
5000,136.0,118.4,123.3
5020,132.6,116.8,121.7
5040,129.8,115.2,120.0
5060,125.8,113.6,118.5
5080,122.9,112.0,117.0
5100,120.1,110.6,115.5
5120,116.4,109.0,114.1
5140,113.9,107.6,112.8
5160,112.3,106.1,111.5
5180,110.8,104.7,110.2
5200,109.0,103.4,109.0
5220,107.3,102.2,107.9
5240,105.8,101.0,106.7
5260,103.8, 99.8,105.4
5280,102.2, 98.6,104.3
5300,101.1, 97.6,103.2
5320,100.5, 97.2,102.7
5340,100.2, 96.6,102.1
5360, 99.4, 96.0,101.6
5380, 98.6, 95.4,101.1
5400, 98.2, 94.9,100.6
