s,C,C,C
Time,Lower,Middle,Upper
   0, 73.7, 44.6, 37.7
  20, 78.1, 47.9, 40.1
  40, 82.9, 50.8, 42.3
  60, 85.5, 53.6, 44.5
  80, 88.1, 54.8, 45.6
 100, 91.1, 55.7, 46.2
 120, 99.3, 59.3, 49.0
 140,107.2, 62.3, 51.5
 160,114.4, 65.8, 54.1
 180,117.4, 67.4, 55.5
 200,117.4, 68.5, 56.3
 220,117.2, 69.4, 57.4
 240,118.0, 70.4, 58.4
 260,119.1, 71.1, 59.1
 280,118.6, 69.9, 59.1
 300,120.5, 70.6, 60.1
 320,119.6, 71.0, 61.1
 340,117.8, 72.7, 62.2
 360,119.5, 74.1, 63.1
 380,122.4, 74.1, 63.5
 400,122.5, 73.5, 63.8
 420,124.8, 73.2, 63.8
 440,127.9, 73.3, 63.7
 460,128.0, 73.3, 63.8
 480,129.4, 72.3, 63.3
 500,128.3, 73.2, 63.8
 520,128.5, 74.2, 64.2
 540,127.7, 74.8, 64.8
 560,127.1, 74.6, 65.1
 580,126.2, 75.3, 65.8
 600,125.3, 76.0, 66.7
 620,126.0, 76.6, 67.2
 640,124.5, 76.6, 67.2
 660,123.3, 76.8, 67.0
 680,123.0, 77.3, 67.0
 700,123.6, 78.7, 68.0
 720,124.7, 79.6, 68.6
 740,126.7, 79.7, 68.4
 760,127.3, 78.7, 67.8
 780,126.7, 79.1, 67.7
 800,128.2, 79.1, 68.3
 820,128.7, 78.8, 68.6
 840,130.0, 79.5, 69.3
 860,130.6, 79.9, 69.5
 880,130.6, 80.6, 70.4
 900,129.7, 80.6, 71.2
 920,127.7, 80.6, 71.0
 940,128.6, 80.0, 70.4
 960,129.1, 80.5, 71.2
 980,129.2, 82.0, 72.3
1000,129.5, 83.1, 73.0
1020,130.4, 83.5, 73.3
1040,129.7, 83.8, 73.5
1060,129.8, 84.5, 73.7
1080,129.4, 84.6, 74.5
1100,127.3, 84.8, 74.4
1120,128.8, 84.2, 74.0
1140,130.0, 85.4, 74.5
1160,132.0, 85.5, 75.4
1180,133.2, 84.4, 75.1
1200,134.5, 85.8, 75.8
1220,134.3, 86.8, 75.9
1240,135.1, 87.0, 75.8
1260,134.3, 86.3, 76.1
1280,135.8, 86.3, 76.2
1300,134.6, 85.3, 75.7
1320,134.2, 85.9, 75.4
1340,133.7, 85.6, 75.8
1360,131.2, 85.0, 76.3
1380,131.7, 85.6, 76.2
1400,132.8, 86.8, 76.7
1420,132.5, 87.1, 76.6
1440,131.9, 88.2, 77.1
1460,130.9, 89.3, 77.7
1480,130.5, 89.4, 77.4
1500,131.3, 89.9, 77.6
1520,132.5, 90.1, 77.7
1540,135.4, 90.9, 78.2
1560,134.1, 91.2, 78.1
1580,135.8, 91.3, 77.3
1600,135.8, 91.5, 76.8
1620,134.9, 91.4, 76.6
1640,133.7, 91.0, 76.1
1660,135.5, 91.0, 75.9
1680,136.1, 90.4, 76.2
1700,138.1, 91.5, 76.4
1720,137.1, 91.3, 77.1
1740,139.9, 92.3, 77.8
1760,144.1, 93.5, 78.9
1780,149.6, 95.0, 80.0
1800,154.9, 96.7, 82.0
1820,159.2, 97.9, 82.8
1840,164.6, 99.4, 84.1
1860,172.2,102.8, 84.8
1880,177.9,106.1, 86.7
1900,184.7,108.9, 88.2
1920,189.9,111.2, 90.0
1940,193.9,113.8, 91.5
1960,196.3,115.1, 92.5
1980,196.3,115.5, 93.4
2000,196.1,116.4, 94.7
2020,193.7,117.0, 95.5
2040,193.2,117.8, 95.9
2060,195.4,117.7, 95.9
2080,192.6,117.4, 98.6
2100,191.1,117.3, 99.3
2120,189.6,118.7,100.1
2140,188.8,118.3,100.7
2160,189.1,119.2,101.3
2180,192.7,120.2,101.4
2200,195.4,121.3,102.3
2220,194.9,121.7,102.4
