s,C,C,C
Time,Lower,Middle,Upper
   0, 69.7, 40.9, 34.2
  20, 76.2, 46.8, 37.2
  40, 82.5, 51.2, 39.3
  60, 85.1, 52.1, 40.5
  80, 87.1, 53.5, 41.0
 100, 88.2, 54.4, 41.3
 120, 95.9, 57.8, 43.4
 140,103.4, 60.7, 45.0
 160,108.1, 64.4, 46.8
 180,110.1, 66.4, 47.6
 200,111.6, 67.0, 48.1
 220,112.0, 67.9, 48.2
 240,112.0, 66.4, 47.8
 260,110.9, 65.8, 47.7
 280,110.7, 66.6, 47.8
 300,112.1, 66.6, 47.8
 320,114.5, 66.8, 48.1
 340,115.9, 67.3, 48.6
 360,117.1, 68.2, 49.7
 380,119.0, 67.6, 50.3
 400,119.3, 67.1, 50.8
 420,118.1, 68.5, 51.5
 440,116.7, 67.3, 51.7
 460,116.1, 67.6, 52.2
 480,116.0, 65.6, 52.1
 500,116.8, 65.9, 52.7
 520,116.2, 66.3, 53.5
 540,116.2, 66.2, 53.5
 560,115.2, 66.3, 53.5
 580,114.4, 66.8, 53.4
 600,114.5, 67.4, 53.8
 620,114.9, 67.1, 54.0
 640,116.8, 68.0, 53.7
 660,118.4, 68.3, 53.8
 680,119.6, 68.4, 54.4
 700,119.4, 70.2, 53.7
 720,120.1, 70.7, 53.9
 740,121.2, 71.2, 54.4
 760,121.6, 72.2, 55.2
 780,122.4, 73.0, 55.6
 800,122.0, 73.2, 55.9
 820,122.2, 73.5, 56.1
 840,124.7, 75.3, 56.8
 860,127.8, 76.7, 57.8
 880,133.2, 79.3, 59.7
 900,138.8, 81.4, 61.0
 920,143.9, 82.7, 62.6
 940,148.2, 83.8, 63.0
 960,151.5, 86.5, 64.8
 980,154.7, 87.4, 65.9
1000,158.9, 89.6, 67.7
1020,164.2, 92.4, 69.4
1040,169.6, 93.8, 70.5
1060,173.3, 95.7, 71.6
1080,175.0, 97.0, 72.7
1100,176.0,100.0, 74.2
1120,176.7,101.3, 75.3
1140,179.4,104.7, 77.3
1160,179.1,105.3, 78.8
