Time, Height, T_lower, T_upper
0.000000, 2.179687, 6.000000, 6.000000
10.004084, 2.057459, 6.038375, 6.051575
20.008168, 1.469130, 6.312627, 11.055827
30.000705, 0.967756, 7.103362, 20.364751
40.008731, 0.848234, 10.658368, 27.675499
50.012816, 0.814625, 11.698204, 37.632648
60.016900, 0.835503, 16.568048, 45.501675
70.020984, 0.854740, 17.405625, 52.285551
80.025068, 0.787882, 14.797064, 60.901488
90.000569, 0.795804, 12.917460, 67.991726
100.004650, 0.786749, 11.884978, 74.516962
110.008740, 0.791300, 12.507375, 79.351863
120.012820, 0.801372, 12.870693, 84.411142
130.016910, 0.810128, 12.584137, 86.829728
140.020990, 0.792058, 14.407063, 90.645217
150.025070, 0.803277, 14.194796, 92.989343
160.006820, 0.800718, 13.652354, 95.713747
170.010910, 0.819370, 13.363820, 97.032633
180.014470, 0.840032, 13.773113, 98.977428
190.018560, 0.818337, 13.974517, 101.157384
200.027580, 0.834648, 13.884066, 101.802109
210.018680, 0.816709, 14.015484, 103.706176
220.001540, 0.832024, 15.284895, 104.735014
230.010730, 0.820116, 15.308750, 105.407778
240.011190, 0.853389, 14.865220, 106.143657
250.012380, 0.860563, 14.911621, 107.535471
260.017190, 0.838106, 20.212270, 108.718211
270.004320, 0.856748, 33.856899, 108.011960
280.010640, 0.807534, 35.667402, 118.093717
290.016370, 0.778212, 31.147324, 134.874905
300.017550, 0.791346, 27.373821, 151.817904
310.021340, 0.807746, 24.175138, 165.087267
320.002930, 0.829979, 24.834760, 175.038630
330.014030, 0.848316, 25.293334, 185.385605
340.002330, 0.849774, 26.199960, 189.694764
350.012690, 0.922043, 27.054277, 190.916907
360.013780, 0.908638, 27.180475, 188.940056
370.015780, 0.908172, 27.809372, 187.329141
380.014540, 0.889901, 28.130097, 186.244822
390.007200, 0.906596, 27.131500, 186.259291
400.019460, 0.911897, 27.228402, 186.645283
410.011820, 0.875241, 27.565405, 186.971488
420.013460, 0.812732, 29.082171, 199.597619
430.008480, 0.794953, 32.532804, 222.414161
440.009400, 0.810084, 38.500788, 248.122856
450.006770, 0.798524, 49.017227, 286.621655
460.009960, 0.781671, 60.517658, 328.846433
470.001670, 0.780334, 78.575453, 366.780791
480.010690, 0.782773, 95.764068, 400.544956
490.004990, 0.785401, 116.276370, 434.690454
500.004410, 0.783827, 151.499090, 469.678266
510.006580, 0.781714, 172.065010, 505.459907
520.007740, 0.783730, 211.062360, 536.091510
530.001240, 0.788386, 248.076550, 566.431066
540.008990, 0.787484, 293.294100, 597.961811
550.003370, 0.794661, 305.806630, 619.382968
560.000550, 0.790743, 296.912280, 629.406452
570.003930, 0.797833, 332.794370, 632.936490
580.006270, 0.797713, 383.062040, 661.994762
590.004120, 0.824635, 387.912840, 683.346107
600.007980, 0.835615, 459.916550, 713.717448
610.003040, 0.848093, 487.577380, 753.589498
620.008780, 0.846862, 504.947720, 789.074420
630.006300, 0.848328, 514.846390, 808.425463
640.005730, 0.840406, 560.214380, 842.243800
650.005800, 0.850463, 567.984250, 853.867389
660.008070, 0.834103, 527.653390, 859.338641
670.006460, 0.883883, 570.817760, 858.843822
680.000240, 0.862004, 651.261930, 905.298520
690.000910, 0.845461, 603.481270, 954.157212
700.005800, 0.852262, 630.204520, 1015.556621
710.007100, 0.891587, 613.454680, 1029.788603
720.004020, 0.890239, 640.650400, 1046.664747
730.000710, 0.865348, 650.289020, 1042.046021
740.006990, 0.866341, 647.905480, 1028.927794
750.002200, 0.880378, 632.932920, 1033.055599
760.008710, 0.842260, 576.278830, 967.100111
770.008230, 0.798491, 473.677350, 850.817564
780.004080, 0.810086, 358.851020, 737.114598
790.005470, 0.811543, 309.600150, 668.470232
800.000110, 0.808832, 287.306640, 628.232588
810.002660, 0.800916, 258.152280, 600.976191
820.001560, 0.800317, 228.847580, 577.109241
830.006840, 0.793580, 225.076200, 559.252895
840.003700, 0.795550, 213.938750, 542.136526
850.006340, 0.795746, 207.080930, 526.579038
860.010430, 0.793539, 192.279780, 513.988876
870.009170, 0.796194, 190.367400, 500.852300
880.005650, 0.796353, 177.677680, 489.312320
890.008570, 0.792015, 173.281630, 480.166464
900.009640, 0.794367, 170.231100, 470.523192
910.008310, 0.797994, 159.527380, 460.245099
920.008660, 0.802163, 155.795360, 450.150871
930.005780, 0.795833, 154.253970, 443.081054
940.003890, 0.790096, 151.720810, 437.559397
950.010050, 0.792150, 142.603930, 429.956785
960.009310, 0.793899, 140.485630, 422.563421
970.007980, 0.793187, 134.373150, 415.087301
980.012300, 0.797623, 132.841900, 407.101158
990.008430, 0.798040, 132.085630, 400.724608
1000.002300, 0.791835, 119.586040, 396.463586
1010.002000, 0.802190, 118.161190, 387.623010
1020.002200, 0.805209, 117.069200, 380.309678
1030.001400, 0.807056, 113.506760, 373.312689
1040.006200, 0.815025, 111.968550, 367.514611
1050.004400, 0.814292, 108.599110, 359.585916
1060.008400, 0.806460, 105.053540, 355.493449
1070.006300, 0.821267, 104.121750, 348.854243
1080.003100, 0.819310, 98.764363, 342.721655
1090.009500, 0.824253, 94.165417, 336.843364
1100.004500, 0.841422, 94.910637, 330.356535
1110.001900, 0.841065, 89.196272, 324.332449
1120.010100, 0.844822, 89.836583, 317.169541
1130.008700, 0.843156, 85.241298, 312.750843
1140.004700, 0.851722, 81.481392, 305.525663
1150.010800, 0.853314, 80.170383, 298.931043
1160.010900, 0.853569, 77.081312, 293.219923
1170.007600, 0.859213, 75.451048, 287.149088
1180.013300, 0.864618, 74.036265, 282.465853
1190.003500, 0.873268, 70.232514, 277.260535
1200.012400, 0.880089, 69.609962, 270.257172
1210.012400, 0.895167, 67.872614, 264.934480
1220.000000, 0.911514, 65.200073, 259.911826
1230.009400, 0.897438, 64.883408, 252.791962
1240.011100, 0.895537, 60.831776, 246.451224
1250.004500, 0.899301, 60.225513, 240.941091
1260.009300, 0.897021, 56.242665, 234.487758
1270.001100, 0.909892, 54.924774, 229.112446
1280.014100, 0.918279, 54.502915, 222.781596
1290.004300, 0.919981, 54.538429, 215.760452
1300.006000, 0.908521, 51.821304, 210.232092
1310.000300, 0.913581, 49.797303, 204.026492
1320.007300, 0.922269, 46.874646, 197.835817
1330.007400, 0.939649, 47.288403, 193.821670
1340.009000, 0.939672, 46.431836, 189.871198
1350.006600, 0.922721, 44.329394, 185.541006
1360.018800, 0.929115, 43.348560, 182.593666
1370.005300, 0.940470, 42.921847, 179.354933
1380.001800, 0.933945, 42.564666, 176.636846
1390.017800, 0.926410, 40.614143, 174.313004
1400.009000, 0.927545, 39.301638, 171.833810
1410.008700, 0.915819, 39.392637, 169.647725
1420.012700, 0.929853, 38.871050, 168.533039
1430.009900, 0.936248, 39.018197, 167.454096
1440.000800, 0.932114, 38.109595, 165.672821
1450.017300, 0.916915, 38.877493, 163.604162
1460.010200, 0.910210, 37.789558, 161.763574
1470.011600, 0.916330, 37.228157, 160.836202
