s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.3320757E-001, 6.2586651E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3314498E-001, 0.0000000E+000, 0.0000000E+000
 1.0004085E+001, 7.2287706E+001,-1.5838192E+001,-4.3635177E+001,-1.3161459E+000,-1.7764638E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1320545E+001, 1.8744695E-003, 1.8744695E-003
 2.0008169E+001, 1.5173669E+002,-4.0577980E+001,-1.0980823E+002,-3.8328759E+000,-3.5598091E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8383726E+000, 3.7439747E-003, 3.7439747E-003
 3.0004021E+001, 1.5233062E+002,-4.0482999E+001,-1.0504235E+002,-5.7112385E+000,-3.5805573E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3598439E-001, 3.7575196E-003, 3.7575196E-003
 4.0026848E+001, 1.5377634E+002,-4.1015339E+001,-1.0415518E+002,-8.3774236E+000,-3.5955158E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3116244E-001, 3.7707213E-003, 3.7707213E-003
 5.0005554E+001, 1.5454806E+002,-4.1897392E+001,-9.5486815E+001,-1.2257374E+001,-3.6093242E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5455469E+000, 3.7839173E-003, 3.7839173E-003
 6.0009640E+001, 1.5567973E+002,-4.3430667E+001,-8.5881412E+001,-1.5926049E+001,-3.6218139E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0079418E+001, 3.7970948E-003, 3.7970948E-003
 7.0013725E+001, 1.5704131E+002,-4.5494046E+001,-6.8399841E+001,-1.9855423E+001,-3.6339288E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2928606E+001, 3.8102956E-003, 3.8102956E-003
 8.0017807E+001, 1.5753589E+002,-4.7551737E+001,-5.8320495E+001,-2.3774440E+001,-3.6490230E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7524321E+001, 3.8234915E-003, 3.8234915E-003
