s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-4.5425279E-001, 6.7793773E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.5418500E-001, 0.0000000E+000, 0.0000000E+000
 1.0004085E+001, 5.5002674E+001,-1.2922400E+001,-3.5674401E+001,-9.2718643E-001,-1.4249511E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3361917E+000, 1.4309026E-003, 1.4309026E-003
 2.0003273E+001, 1.5603165E+002,-3.9916483E+001,-1.0883905E+002,-4.2495767E+000,-3.8556993E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6409747E+000, 3.8640390E-003, 3.8640390E-003
 3.0001909E+001, 2.0084726E+002,-5.0853035E+001,-1.4282523E+002,-7.8728593E+000,-4.8766976E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1915319E+000, 4.8773877E-003, 4.8773877E-003
 4.0000751E+001, 2.0289978E+002,-5.2407252E+001,-1.3611128E+002,-1.1654878E+001,-4.9171043E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2346632E+000, 4.9140519E-003, 4.9140519E-003
 5.0002197E+001, 2.0597666E+002,-5.5392459E+001,-1.2744381E+002,-1.7256975E+001,-4.9526776E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3881500E+000, 4.9506799E-003, 4.9506799E-003
 6.0003757E+001, 1.8228111E+002,-5.3111286E+001,-9.5410741E+001,-2.1878331E+001,-4.3930684E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1441440E+001, 4.3869211E-003, 4.3869211E-003
 7.0011658E+001, 1.3217420E+002,-4.4710694E+001,-3.8370730E+001,-2.4721168E+001,-3.2367908E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4047930E+001, 3.2260927E-003, 3.2260927E-003
 8.0015747E+001, 8.2001771E+001,-3.5038041E+001, 6.2791334E+000,-2.4859433E+001,-2.0782275E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8175607E+001, 2.0677758E-003, 2.0677758E-003
 9.0019829E+001, 3.3903768E+001,-2.3943947E+001, 3.5705920E+001,-2.3826991E+001,-9.1141394E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1747609E+001, 9.0496600E-004, 9.0496600E-004
 1.0002391E+002, 1.0403101E+001,-1.6875559E+001, 5.2845382E+001,-2.2123106E+001,-3.3250523E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4216567E+001, 3.2979745E-004, 3.2979745E-004
 1.1002800E+002, 1.0303724E+001,-1.5316061E+001, 5.1604134E+001,-2.0957041E+001,-3.3241689E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5601514E+001, 3.2979745E-004, 3.2979745E-004
 1.2000350E+002, 1.0533222E+001,-1.4097538E+001, 4.4719513E+001,-1.9785350E+001,-3.3231081E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1336616E+001, 3.2979745E-004, 3.2979745E-004
 1.3000758E+002, 1.0484919E+001,-1.3068129E+001, 3.4505032E+001,-1.8609675E+001,-3.3216654E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3278931E+001, 3.2979745E-004, 3.2979745E-004
 1.4001167E+002, 1.0785255E+001,-1.2248323E+001, 2.7288595E+001,-1.7353740E+001,-3.3209634E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4385774E+000, 3.2979745E-004, 3.2979745E-004
 1.5001575E+002, 1.0634108E+001,-1.1496116E+001, 2.4671651E+001,-1.6450555E+001,-3.3220842E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3258671E+000, 3.2979745E-004, 3.2979745E-004
 1.6001984E+002, 1.0552243E+001,-1.0821695E+001, 1.2447055E+001,-1.5403548E+001,-3.3227402E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.2591722E+000, 3.2979745E-004, 3.2979745E-004
 1.7002393E+002, 1.0455707E+001,-1.0235136E+001, 1.2664894E+001,-1.4672117E+001,-3.3268126E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8199200E+000, 3.2979745E-004, 3.2979745E-004
 1.8002800E+002, 1.0609561E+001,-9.7647039E+000, 8.8343505E+000,-1.3918707E+001,-3.3294169E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2727932E+000, 3.2979745E-004, 3.2979745E-004
