Time, Height, T_lower, T_upper
0.000000, NaN, 15.000000, 15.000000
10.004084, 2.193994, 15.011507, 15.014443
20.008168, 1.760378, 15.118377, 16.435984
30.000017, 1.247541, 15.358421, 21.964114
40.004102, 0.920594, 17.268136, 28.640720
50.008186, 0.932480, 19.003762, 34.954450
60.008732, 0.798273, 20.541348, 43.572641
70.011102, 0.866073, 28.627238, 61.492080
80.007185, 0.839493, 50.167074, 107.621940
90.000157, 0.836021, 93.580088, 178.466488
100.008320, 0.806353, 126.929980, 248.114531
110.008800, 0.789025, 102.365620, 293.577120
120.007940, 0.792975, 88.820652, 314.446129
130.012160, 0.785631, 82.266152, 323.630150
140.002750, 0.787253, 84.805127, 323.220478
150.002900, 0.788900, 79.684653, 323.585618
160.000470, 0.788259, 76.210944, 321.448591
170.012090, 0.782511, 84.042202, 331.481482
180.007090, 0.777468, 115.506940, 364.402399
190.002330, 0.779915, 164.651930, 416.024683
200.003050, 0.788668, 233.540540, 476.608205
210.002970, 0.800708, 299.884020, 541.019827
220.009350, 0.806118, 370.293870, 602.557124
230.000880, 0.816578, 435.275070, 650.516492
240.005170, 0.838286, 508.029080, 690.645000
250.005050, 0.828399, 510.806520, 722.985760
260.002710, 0.818948, 514.039730, 734.417121
270.008130, 0.803018, 476.415240, 725.798940
280.006210, 0.790373, 391.875470, 694.268699
290.008880, 0.786936, 368.910490, 657.651447
300.005910, 0.779739, 297.996300, 623.985323
310.010820, 0.782725, 238.242390, 580.004795
320.005310, 0.796597, 203.071120, 530.830449
330.001340, 0.791977, 180.390930, 498.131074
340.005420, 0.792495, 170.650950, 476.061859
350.000660, 0.800538, 162.453020, 458.139347
360.010520, 0.795545, 156.443600, 445.429098
370.001120, 0.793998, 153.059370, 434.486881
380.011120, 0.797651, 145.449710, 423.342935
390.014210, 0.791423, 140.504600, 416.465269
400.008640, 0.791622, 134.373760, 408.533955
410.012740, 0.799491, 135.983500, 399.016328
420.012870, 0.794499, 129.382280, 392.332293
