s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-4.5460801E-001, 5.9688038E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.5454832E-001, 0.0000000E+000, 0.0000000E+000
 1.0004085E+001, 2.4815845E+001,-4.4393518E+000,-1.5803400E+001,-4.3950708E-001,-6.7687090E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0658987E+000, 6.7828765E-004, 6.7828765E-004
 2.0008169E+001, 7.8710820E+001,-1.9812895E+001,-5.4387371E+001,-2.2948111E+000,-2.0320334E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0125402E+000, 2.0309278E-003, 2.0309278E-003
 3.0000017E+001, 1.0695766E+002,-2.7531894E+001,-7.6170855E+001,-3.8850783E+000,-2.7111690E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.0128864E-001, 2.7043391E-003, 2.7043391E-003
 4.0004101E+001, 1.0762719E+002,-2.8001083E+001,-7.3678125E+001,-5.4644189E+000,-2.7103827E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1252537E-001, 2.7043391E-003, 2.7043391E-003
 5.0008186E+001, 1.0816151E+002,-2.8832881E+001,-7.1502401E+001,-7.0701812E+000,-2.7112821E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8492018E-001, 2.7046055E-003, 2.7046055E-003
 6.0023342E+001, 2.3976356E+002,-6.1724916E+001,-1.4649844E+002,-1.2735748E+001,-5.7714358E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8227308E+001, 5.7890366E-003, 5.7890366E-003
 7.0007957E+001, 5.1642069E+002,-1.2853379E+002,-3.4066309E+002,-2.9621309E+001,-1.1876185E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6414894E+001, 1.1921324E-002, 1.1921324E-002
 8.0008537E+001, 7.9966893E+002,-2.0681452E+002,-5.1384719E+002,-6.2625001E+001,-1.7906701E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4591549E+001, 1.8050441E-002, 1.8050441E-002
 9.0004951E+001, 9.1900880E+002,-2.9308417E+002,-5.0521589E+002,-1.0961193E+002,-2.0391754E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0576429E+000, 2.0491608E-002, 2.0491608E-002
 1.0000847E+002, 8.6473677E+002,-3.6958258E+002,-3.3161384E+002,-1.4327071E+002,-1.9206276E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8349009E+001, 1.9263993E-002, 1.9263993E-002
 1.1001049E+002, 8.1494642E+002,-4.2320214E+002,-2.1316652E+002,-1.5437944E+002,-1.7967325E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2401594E+001, 1.8035987E-002, 1.8035987E-002
