s,C,C,C,m/s,m/s,C,C,C,
 1.200E+002, 4.711E+002, 1.852E+002, 5.858E+001, 6.972E+000, 5.492E+000, 9.995E+001, 1.379E+002, 2.242E+002, 2.100E+001
 1.300E+002, 5.342E+002, 2.200E+002, 4.885E+001, 5.595E+000, 5.179E+000, 1.093E+002, 1.483E+002, 2.150E+002, 2.500E+001
 1.400E+002, 4.793E+002, 2.399E+002, 4.280E+001, 5.152E+000, 5.299E+000, 1.130E+002, 1.497E+002, 1.867E+002, 2.700E+001
 1.500E+002, 5.116E+002, 2.171E+002, 4.418E+001, 6.422E+000, 4.275E+000, 1.193E+002, 1.553E+002, 1.892E+002, 2.700E+001
 1.600E+002, 5.474E+002, 2.250E+002, 4.644E+001, 6.014E+000, 4.061E+000, 1.255E+002, 1.607E+002, 1.915E+002, 2.800E+001
 1.700E+002, 5.457E+002, 2.218E+002, 4.628E+001, 5.288E+000, 5.862E+000, 1.297E+002, 1.630E+002, 1.841E+002, 2.900E+001
 1.800E+002, 4.155E+002, 2.335E+002, 4.598E+001, 4.440E+000, 6.750E+000, 1.317E+002, 1.624E+002, 1.708E+002, 2.900E+001
 1.900E+002, 4.069E+002, 2.184E+002, 4.397E+001, 4.469E+000, 6.502E+000, 1.326E+002, 1.602E+002, 1.577E+002, 2.900E+001
 2.000E+002, 4.364E+002, 1.981E+002, 4.281E+001, 4.894E+000, 6.514E+000, 1.336E+002, 1.585E+002, 1.525E+002, 2.900E+001
 2.100E+002, 4.371E+002, 2.170E+002, 4.268E+001, 4.898E+000, 6.596E+000, 1.354E+002, 1.583E+002, 1.548E+002, 2.900E+001
 2.200E+002, 4.352E+002, 2.129E+002, 4.429E+001, 4.963E+000, 6.084E+000, 1.370E+002, 1.582E+002, 1.560E+002, 2.900E+001
 2.300E+002, 4.262E+002, 2.194E+002, 4.408E+001, 4.678E+000, 5.859E+000, 1.381E+002, 1.574E+002, 1.538E+002, 2.900E+001
 2.400E+002, 4.401E+002, 2.250E+002, 4.366E+001, 4.672E+000, 6.544E+000, 1.384E+002, 1.555E+002, 1.480E+002, 2.900E+001
 2.500E+002, 4.103E+002, 2.163E+002, 4.188E+001, 4.855E+000, 6.662E+000, 1.388E+002, 1.541E+002, 1.460E+002, 3.000E+001
 2.600E+002, 4.479E+002, 2.311E+002, 4.036E+001, 5.112E+000, 6.360E+000, 1.396E+002, 1.535E+002, 1.481E+002, 3.000E+001
 2.700E+002, 4.328E+002, 2.237E+002, 4.146E+001, 4.782E+000, 5.817E+000, 1.400E+002, 1.525E+002, 1.463E+002, 3.000E+001
 2.800E+002, 4.540E+002, 2.387E+002, 4.276E+001, 4.832E+000, 6.591E+000, 1.405E+002, 1.518E+002, 1.468E+002, 3.000E+001
 2.900E+002, 4.219E+002, 2.388E+002, 4.233E+001, 4.739E+000, 6.612E+000, 1.407E+002, 1.507E+002, 1.450E+002, 3.100E+001
 3.000E+002, 4.226E+002, 2.572E+002, 4.369E+001, 4.603E+000, 6.964E+000, 1.415E+002, 1.508E+002, 1.483E+002, 3.100E+001
 3.100E+002, 4.062E+002, 2.341E+002, 4.447E+001, 4.770E+000, 6.591E+000, 1.415E+002, 1.496E+002, 1.448E+002, 3.100E+001
 3.200E+002, 4.238E+002, 2.122E+002, 4.089E+001, 4.335E+000, 6.234E+000, 1.416E+002, 1.488E+002, 1.436E+002, 3.100E+001
 3.300E+002, 4.056E+002, 2.056E+002, 4.190E+001, 4.777E+000, 6.696E+000, 1.417E+002, 1.482E+002, 1.438E+002, 3.100E+001
 3.400E+002, 4.130E+002, 2.367E+002, 4.292E+001, 4.732E+000, 7.055E+000, 1.422E+002, 1.483E+002, 1.463E+002, 3.100E+001
 3.500E+002, 4.041E+002, 2.271E+002, 4.561E+001, 4.501E+000, 7.466E+000, 1.422E+002, 1.475E+002, 1.440E+002, 3.100E+001
 3.600E+002, 4.264E+002, 2.630E+002, 4.153E+001, 4.661E+000, 5.783E+000, 1.423E+002, 1.470E+002, 1.439E+002, 3.100E+001
 3.700E+002, 3.903E+002, 2.432E+002, 3.992E+001, 4.542E+000, 6.464E+000, 1.423E+002, 1.464E+002, 1.430E+002, 3.100E+001
 3.800E+002, 3.830E+002, 2.238E+002, 4.344E+001, 4.455E+000, 6.331E+000, 1.421E+002, 1.455E+002, 1.410E+002, 3.100E+001
 3.900E+002, 3.969E+002, 2.245E+002, 4.453E+001, 4.688E+000, 5.858E+000, 1.421E+002, 1.452E+002, 1.418E+002, 3.100E+001
 4.000E+002, 3.888E+002, 2.353E+002, 4.400E+001, 4.605E+000, 6.821E+000, 1.423E+002, 1.451E+002, 1.433E+002, 3.100E+001
 4.100E+002, 4.031E+002, 2.294E+002, 4.722E+001, 4.766E+000, 6.711E+000, 1.428E+002, 1.456E+002, 1.460E+002, 3.100E+001
 4.200E+002, 3.636E+002, 2.169E+002, 4.306E+001, 4.309E+000, 6.962E+000, 1.429E+002, 1.454E+002, 1.451E+002, 3.100E+001
 4.300E+002, 3.993E+002, 2.316E+002, 4.464E+001, 4.470E+000, 6.686E+000, 1.427E+002, 1.448E+002, 1.428E+002, 3.100E+001
 4.400E+002, 3.702E+002, 2.286E+002, 4.177E+001, 4.622E+000, 6.564E+000, 1.425E+002, 1.443E+002, 1.416E+002, 3.100E+001
 4.500E+002, 3.590E+002, 2.260E+002, 4.343E+001, 4.517E+000, 6.851E+000, 1.423E+002, 1.436E+002, 1.403E+002, 3.100E+001
 4.600E+002, 3.507E+002, 2.287E+002, 4.231E+001, 4.708E+000, 7.243E+000, 1.421E+002, 1.431E+002, 1.401E+002, 3.100E+001
 4.700E+002, 3.641E+002, 2.562E+002, 4.125E+001, 4.459E+000, 7.298E+000, 1.422E+002, 1.432E+002, 1.417E+002, 3.100E+001
 4.800E+002, 3.737E+002, 2.340E+002, 4.227E+001, 4.386E+000, 7.458E+000, 1.419E+002, 1.426E+002, 1.401E+002, 3.100E+001
 4.900E+002, 3.917E+002, 2.346E+002, 4.254E+001, 4.860E+000, 7.157E+000, 1.420E+002, 1.427E+002, 1.421E+002, 3.100E+001
 5.000E+002, 3.970E+002, 2.325E+002, 4.337E+001, 4.482E+000, 7.516E+000, 1.422E+002, 1.429E+002, 1.428E+002, 3.100E+001
 5.100E+002, 3.711E+002, 2.453E+002, 4.421E+001, 4.440E+000, 7.046E+000, 1.423E+002, 1.431E+002, 1.436E+002, 3.100E+001
 5.200E+002, 3.655E+002, 2.449E+002, 4.572E+001, 4.402E+000, 6.991E+000, 1.424E+002, 1.431E+002, 1.433E+002, 3.100E+001
 5.300E+002, 3.922E+002, 2.361E+002, 4.652E+001, 4.808E+000, 7.291E+000, 1.427E+002, 1.436E+002, 1.456E+002, 3.100E+001
 5.400E+002, 3.517E+002, 2.257E+002, 4.501E+001, 4.638E+000, 7.008E+000, 1.430E+002, 1.439E+002, 1.454E+002, 3.100E+001
 5.500E+002, 3.379E+002, 2.343E+002, 4.247E+001, 4.748E+000, 6.401E+000, 1.430E+002, 1.439E+002, 1.449E+002, 3.100E+001
 5.600E+002, 3.519E+002, 2.314E+002, 4.297E+001, 4.445E+000, 6.883E+000, 1.430E+002, 1.438E+002, 1.439E+002, 3.100E+001
 5.700E+002, 3.718E+002, 2.478E+002, 4.410E+001, 4.564E+000, 7.144E+000, 1.429E+002, 1.434E+002, 1.423E+002, 3.100E+001
 5.800E+002, 3.626E+002, 2.498E+002, 4.281E+001, 4.463E+000, 6.539E+000, 1.431E+002, 1.436E+002, 1.436E+002, 3.100E+001
 5.900E+002, 3.456E+002, 2.296E+002, 4.160E+001, 4.650E+000, 6.766E+000, 1.427E+002, 1.430E+002, 1.414E+002, 3.100E+001
 6.000E+002, 3.756E+002, 2.238E+002, 4.222E+001, 4.755E+000, 6.606E+000, 1.426E+002, 1.428E+002, 1.415E+002, 3.200E+001
