s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
Time,"TC_001","TC_002","TC_003","TC_004","TC_005","TC_006","TC_007","TC_008","TC_009","TC_010","TC_011","TC_012","TC_013","TC_014","TC_015","TC_016","TC_017","TC_018","TC_019","TC_020","TC_021","TC_022","TC_023","TC_024","TC_025","TC_026","TC_027","TC_028","TC_029","TC_030","TC_031","TC_032","TC_033","TC_034","TC_035","TC_036","TC_037","TC_038","TC_039","TC_040","TC_041","TC_042","TC_043","TC_044","TC_045","TC_046","TC_047","TC_048","TC_049","TC_050","TC_051","TC_052","TC_053","TC_054","TC_055","TC_056","TC_057","TC_058","TC_059","TC_060","TC_061","TC_062","TC_063","TC_064","TC_065","TC_066","TC_067","TC_068","TC_069","TC_070","TC_071","TC_072","TC_073","TC_074","TC_075","TC_076","TC_077","TC_078","TC_079","TC_080","TC_081","TC_082","TC_083","TC_084","TC_085","TC_086","TC_087","TC_088","TC_089","TC_090","TC_091","TC_092","TC_093","TC_094","TC_095","TC_096","TC_097","TC_098","TC_099","TC_100","TC_101","TC_102","TC_103","TC_104","O2_FLOOR","CO2_FLOOR","CO_FLOOR","O2_VENT","CO2_VENT","CO_VENT","Acts"
 0.000E+000, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.080E-001, 3.873E-004, 0.000E+000, 2.080E-001, 3.873E-004, 0.000E+000, 0.000E+000
 1.003E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.804E+001, 1.807E+001, 1.820E+001, 1.844E+001, 1.800E+001, 1.803E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.803E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.802E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.080E-001, 3.873E-004, 4.096E-054, 2.080E-001, 3.873E-004, 1.237E-022, 0.000E+000
 2.002E+001, 5.516E+001, 5.767E+001, 6.232E+001, 6.693E+001, 7.143E+001, 7.598E+001, 7.827E+001, 8.284E+001, 8.742E+001, 1.800E+001, 1.995E+001, 2.342E+001, 2.103E+001, 1.853E+001, 1.823E+001, 1.825E+001, 1.830E+001, 1.832E+001, 1.836E+001, 1.841E+001, 1.800E+001, 1.954E+001, 2.125E+001, 1.891E+001, 1.816E+001, 1.819E+001, 1.822E+001, 1.826E+001, 1.827E+001, 1.831E+001, 1.836E+001, 1.800E+001, 1.854E+001, 1.814E+001, 1.810E+001, 1.809E+001, 1.808E+001, 1.808E+001, 1.806E+001, 1.806E+001, 1.805E+001, 1.805E+001, 4.179E+001, 4.405E+001, 4.807E+001, 4.847E+001, 4.616E+001, 4.196E+001, 3.877E+001, 1.877E+001, 2.042E+001, 2.069E+001, 1.887E+001, 2.134E+001, 2.652E+001, 2.790E+001, 2.115E+001, 2.157E+001, 2.681E+001, 2.754E+001, 2.150E+001, 1.928E+001, 2.073E+001, 2.064E+001, 1.921E+001, 2.339E+001, 2.441E+001, 2.008E+001, 2.051E+001, 1.980E+001, 2.421E+001, 1.800E+001, 1.802E+001, 1.811E+001, 1.802E+001, 1.812E+001, 1.824E+001, 1.802E+001, 1.812E+001, 1.836E+001, 1.800E+001, 1.802E+001, 1.813E+001, 1.801E+001, 1.803E+001, 1.805E+001, 1.811E+001, 1.818E+001, 1.816E+001, 1.811E+001, 1.800E+001, 1.800E+001, 1.803E+001, 1.803E+001, 1.813E+001, 1.812E+001, 1.803E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.800E+001, 1.803E+001, 1.802E+001, 1.800E+001, 2.080E-001, 3.873E-004, 1.801E-046, 2.017E-001, 4.068E-003, 1.153E-005, 0.000E+000
 3.000E+001, 1.041E+002, 1.069E+002, 1.139E+002, 1.229E+002, 1.328E+002, 1.435E+002, 1.489E+002, 1.615E+002, 1.749E+002, 1.800E+001, 2.675E+001, 4.596E+001, 3.612E+001, 2.477E+001, 2.048E+001, 1.928E+001, 1.937E+001, 1.949E+001, 1.970E+001, 1.995E+001, 1.800E+001, 2.486E+001, 3.194E+001, 2.400E+001, 1.899E+001, 1.895E+001, 1.910E+001, 1.927E+001, 1.937E+001, 1.956E+001, 1.978E+001, 1.800E+001, 2.095E+001, 2.339E+001, 2.086E+001, 1.843E+001, 1.839E+001, 1.836E+001, 1.831E+001, 1.829E+001, 1.825E+001, 1.827E+001, 8.251E+001, 8.915E+001, 1.015E+002, 1.043E+002, 1.014E+002, 9.077E+001, 8.222E+001, 3.284E+001, 3.476E+001, 3.391E+001, 3.125E+001, 4.701E+001, 5.246E+001, 5.397E+001, 4.484E+001, 4.494E+001, 5.045E+001, 5.190E+001, 4.308E+001, 3.010E+001, 3.667E+001, 3.624E+001, 3.234E+001, 4.809E+001, 4.762E+001, 3.340E+001, 3.725E+001, 3.450E+001, 4.867E+001, 1.806E+001, 2.070E+001, 2.763E+001, 1.824E+001, 2.342E+001, 3.393E+001, 1.862E+001, 2.324E+001, 3.243E+001, 1.825E+001, 2.044E+001, 2.703E+001, 1.803E+001, 1.863E+001, 2.133E+001, 2.445E+001, 2.636E+001, 2.551E+001, 2.487E+001, 1.802E+001, 1.802E+001, 1.866E+001, 1.998E+001, 2.034E+001, 2.015E+001, 1.934E+001, 1.803E+001, 1.802E+001, 1.804E+001, 1.803E+001, 1.813E+001, 1.811E+001, 1.802E+001, 2.080E-001, 3.873E-004, 9.030E-038, 1.968E-001, 6.932E-003, 2.050E-005, 0.000E+000
 4.000E+001, 1.451E+002, 1.485E+002, 1.603E+002, 1.744E+002, 1.898E+002, 2.066E+002, 2.161E+002, 2.373E+002, 2.632E+002, 1.800E+001, 3.868E+001, 6.879E+001, 5.233E+001, 3.153E+001, 2.527E+001, 2.233E+001, 2.156E+001, 2.190E+001, 2.243E+001, 2.306E+001, 1.800E+001, 3.537E+001, 5.002E+001, 4.011E+001, 2.665E+001, 2.214E+001, 2.102E+001, 2.147E+001, 2.171E+001, 2.221E+001, 2.281E+001, 1.800E+001, 2.642E+001, 3.392E+001, 2.550E+001, 1.910E+001, 1.899E+001, 1.892E+001, 1.882E+001, 1.879E+001, 1.876E+001, 1.882E+001, 1.266E+002, 1.366E+002, 1.495E+002, 1.495E+002, 1.444E+002, 1.341E+002, 1.208E+002, 5.640E+001, 5.497E+001, 5.489E+001, 5.156E+001, 5.901E+001, 8.415E+001, 8.017E+001, 6.556E+001, 6.068E+001, 8.297E+001, 8.112E+001, 6.850E+001, 4.969E+001, 5.840E+001, 5.623E+001, 5.058E+001, 7.249E+001, 6.775E+001, 5.397E+001, 5.278E+001, 5.360E+001, 7.366E+001, 3.086E+001, 3.898E+001, 4.801E+001, 3.200E+001, 4.047E+001, 4.794E+001, 3.317E+001, 4.221E+001, 5.013E+001, 2.807E+001, 3.415E+001, 3.965E+001, 2.376E+001, 3.134E+001, 3.747E+001, 4.261E+001, 4.095E+001, 4.142E+001, 4.363E+001, 2.185E+001, 2.683E+001, 3.113E+001, 3.276E+001, 3.243E+001, 3.303E+001, 3.529E+001, 1.895E+001, 2.240E+001, 2.533E+001, 2.547E+001, 2.513E+001, 2.555E+001, 2.854E+001, 2.080E-001, 3.873E-004, 2.557E-036, 1.894E-001, 1.127E-002, 3.408E-005, 0.000E+000
 5.000E+001, 2.121E+002, 2.152E+002, 2.282E+002, 2.467E+002, 2.693E+002, 2.965E+002, 3.123E+002, 3.483E+002, 3.916E+002, 1.801E+001, 5.662E+001, 9.741E+001, 8.013E+001, 5.690E+001, 3.892E+001, 2.686E+001, 2.574E+001, 2.604E+001, 2.693E+001, 2.797E+001, 1.801E+001, 5.410E+001, 8.548E+001, 7.352E+001, 4.780E+001, 2.980E+001, 2.449E+001, 2.529E+001, 2.583E+001, 2.693E+001, 2.813E+001, 1.800E+001, 3.368E+001, 4.561E+001, 3.217E+001, 2.078E+001, 2.014E+001, 1.985E+001, 1.964E+001, 1.961E+001, 1.963E+001, 1.984E+001, 1.909E+002, 2.042E+002, 2.237E+002, 2.263E+002, 2.232E+002, 2.061E+002, 1.838E+002, 8.031E+001, 8.216E+001, 8.660E+001, 7.805E+001, 8.168E+001, 1.212E+002, 1.204E+002, 9.778E+001, 8.730E+001, 1.216E+002, 1.150E+002, 9.351E+001, 7.013E+001, 7.590E+001, 8.343E+001, 7.536E+001, 9.827E+001, 9.779E+001, 7.186E+001, 7.410E+001, 7.715E+001, 1.095E+002, 4.873E+001, 5.860E+001, 6.953E+001, 4.805E+001, 5.618E+001, 6.551E+001, 5.128E+001, 5.992E+001, 7.180E+001, 4.715E+001, 5.063E+001, 5.751E+001, 3.751E+001, 4.372E+001, 4.924E+001, 5.681E+001, 5.721E+001, 6.282E+001, 6.437E+001, 3.416E+001, 3.776E+001, 4.414E+001, 4.831E+001, 4.854E+001, 5.372E+001, 5.818E+001, 2.998E+001, 3.425E+001, 4.039E+001, 4.130E+001, 4.069E+001, 4.589E+001, 5.050E+001, 2.080E-001, 3.873E-004, 2.586E-036, 1.789E-001, 1.741E-002, 5.332E-005, 0.000E+000
 6.000E+001, 2.515E+002, 2.528E+002, 2.679E+002, 2.956E+002, 3.307E+002, 3.748E+002, 3.991E+002, 4.508E+002, 5.140E+002, 1.803E+001, 8.505E+001, 1.200E+002, 1.077E+002, 7.889E+001, 4.823E+001, 3.270E+001, 3.205E+001, 3.258E+001, 3.365E+001, 3.494E+001, 1.802E+001, 8.159E+001, 1.184E+002, 1.042E+002, 6.999E+001, 3.844E+001, 3.060E+001, 3.177E+001, 3.263E+001, 3.426E+001, 3.617E+001, 1.801E+001, 4.334E+001, 6.576E+001, 5.242E+001, 3.379E+001, 2.698E+001, 2.478E+001, 2.295E+001, 2.243E+001, 2.261E+001, 2.325E+001, 2.328E+002, 2.469E+002, 2.673E+002, 2.685E+002, 2.659E+002, 2.509E+002, 2.259E+002, 1.124E+002, 1.174E+002, 1.179E+002, 1.076E+002, 1.122E+002, 1.644E+002, 1.541E+002, 1.233E+002, 1.060E+002, 1.587E+002, 1.525E+002, 1.159E+002, 8.983E+001, 9.873E+001, 1.056E+002, 9.924E+001, 1.372E+002, 1.247E+002, 9.331E+001, 9.901E+001, 1.007E+002, 1.373E+002, 7.195E+001, 8.543E+001, 9.776E+001, 7.072E+001, 8.089E+001, 9.221E+001, 6.770E+001, 7.659E+001, 8.365E+001, 6.403E+001, 6.737E+001, 8.210E+001, 5.583E+001, 6.418E+001, 6.853E+001, 7.329E+001, 7.615E+001, 8.375E+001, 8.837E+001, 5.355E+001, 5.510E+001, 5.936E+001, 6.265E+001, 6.483E+001, 7.289E+001, 8.101E+001, 4.441E+001, 4.734E+001, 5.266E+001, 5.519E+001, 5.795E+001, 6.545E+001, 7.263E+001, 2.080E-001, 3.873E-004, 9.602E-029, 1.748E-001, 1.981E-002, 6.083E-005, 0.000E+000
 7.000E+001, 3.345E+002, 3.341E+002, 3.437E+002, 3.694E+002, 4.046E+002, 4.493E+002, 4.737E+002, 5.321E+002, 6.048E+002, 1.809E+001, 1.214E+002, 1.719E+002, 1.520E+002, 1.081E+002, 6.466E+001, 4.123E+001, 4.048E+001, 4.144E+001, 4.253E+001, 4.394E+001, 1.807E+001, 1.087E+002, 1.485E+002, 1.331E+002, 1.002E+002, 6.009E+001, 3.901E+001, 3.983E+001, 4.148E+001, 4.258E+001, 4.518E+001, 1.803E+001, 5.310E+001, 8.840E+001, 7.176E+001, 5.311E+001, 4.661E+001, 3.810E+001, 3.283E+001, 3.251E+001, 2.997E+001, 2.971E+001, 3.177E+002, 3.423E+002, 3.729E+002, 3.796E+002, 3.748E+002, 3.505E+002, 3.174E+002, 1.392E+002, 1.431E+002, 1.570E+002, 1.430E+002, 1.504E+002, 2.009E+002, 2.055E+002, 1.586E+002, 1.317E+002, 1.944E+002, 2.002E+002, 1.526E+002, 1.159E+002, 1.356E+002, 1.353E+002, 1.325E+002, 1.672E+002, 1.570E+002, 1.273E+002, 1.395E+002, 1.391E+002, 1.854E+002, 1.010E+002, 1.142E+002, 1.249E+002, 9.085E+001, 1.029E+002, 1.196E+002, 8.699E+001, 9.819E+001, 1.081E+002, 7.823E+001, 9.107E+001, 1.044E+002, 7.689E+001, 8.519E+001, 9.055E+001, 9.725E+001, 1.023E+002, 1.133E+002, 1.196E+002, 7.399E+001, 7.444E+001, 7.678E+001, 7.778E+001, 8.346E+001, 9.553E+001, 1.060E+002, 6.291E+001, 6.229E+001, 6.389E+001, 6.844E+001, 7.442E+001, 8.176E+001, 9.235E+001, 2.080E-001, 3.873E-004, 2.827E-026, 1.581E-001, 2.911E-002, 8.998E-005, 4.000E+000
 8.000E+001, 2.347E+002, 2.243E+002, 2.220E+002, 2.369E+002, 2.633E+002, 2.942E+002, 3.099E+002, 3.475E+002, 3.942E+002, 1.821E+001, 1.123E+002, 1.583E+002, 1.469E+002, 1.145E+002, 8.467E+001, 6.339E+001, 5.196E+001, 4.879E+001, 4.288E+001, 4.243E+001, 1.818E+001, 1.004E+002, 1.538E+002, 1.461E+002, 1.167E+002, 8.574E+001, 6.247E+001, 5.143E+001, 4.901E+001, 4.430E+001, 4.444E+001, 1.808E+001, 5.553E+001, 9.965E+001, 8.855E+001, 7.371E+001, 6.012E+001, 5.010E+001, 4.235E+001, 3.686E+001, 2.832E+001, 2.694E+001, 2.583E+002, 2.764E+002, 3.033E+002, 3.072E+002, 3.119E+002, 3.069E+002, 2.860E+002, 1.413E+002, 1.468E+002, 1.554E+002, 1.488E+002, 1.468E+002, 1.787E+002, 1.832E+002, 1.530E+002, 1.339E+002, 1.816E+002, 1.768E+002, 1.576E+002, 1.177E+002, 1.528E+002, 1.564E+002, 1.435E+002, 1.693E+002, 1.426E+002, 1.264E+002, 1.506E+002, 1.471E+002, 1.693E+002, 1.159E+002, 1.277E+002, 1.353E+002, 1.084E+002, 1.152E+002, 1.258E+002, 1.037E+002, 1.060E+002, 1.175E+002, 9.897E+001, 9.940E+001, 1.092E+002, 9.109E+001, 9.361E+001, 9.688E+001, 1.070E+002, 1.227E+002, 1.306E+002, 1.342E+002, 8.469E+001, 8.726E+001, 8.564E+001, 9.672E+001, 1.055E+002, 1.176E+002, 1.252E+002, 7.854E+001, 7.686E+001, 8.014E+001, 8.570E+001, 9.462E+001, 1.040E+002, 1.119E+002, 2.074E-001, 3.862E-004, 1.840E-015, 1.640E-001, 2.115E-002, 6.508E-005, 4.000E+000
