s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
Time,"TC_001","TC_002","TC_003","TC_004","TC_005","TC_006","TC_007","TC_008","TC_009","TC_010","TC_011","TC_012","TC_013","TC_014","TC_015","TC_016","TC_017","TC_018","TC_019","TC_020","TC_021","TC_022","TC_023","TC_024","TC_025","TC_026","TC_027","TC_028","TC_029","TC_030","TC_031","TC_032","TC_033","TC_034","TC_035","TC_036","TC_037","TC_038","TC_039","TC_040","TC_041","TC_042","TC_043","TC_044","TC_045","TC_046","TC_047","TC_048","TC_049","TC_050","TC_051","TC_052","TC_053","TC_054","TC_055","TC_056","TC_057","TC_058","TC_059","TC_060","TC_061","TC_062","TC_063","TC_064","TC_065","TC_066","TC_067","TC_068","TC_069","TC_070","TC_071","TC_072","TC_073","TC_074","TC_075","TC_076","TC_077","TC_078","TC_079","TC_080","TC_081","TC_082","TC_083","TC_084","TC_085","TC_086","TC_087","TC_088","TC_089","TC_090","TC_091","TC_092","TC_093","TC_094","TC_095","TC_096","TC_097","TC_098","TC_099","TC_100","TC_101","TC_102","TC_103","TC_104","O2_FLOOR","CO2_FLOOR","CO_FLOOR","O2_VENT","CO2_VENT","CO_VENT","Acts"
 0.000E+000, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.080E-001, 3.873E-004, 0.000E+000, 2.080E-001, 3.873E-004, 0.000E+000, 0.000E+000
 1.004E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.803E+001, 1.805E+001, 1.816E+001, 1.800E+001, 1.804E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.802E+001, 1.800E+001, 1.804E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.800E+001, 1.802E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.801E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.080E-001, 3.873E-004, 6.911E-054, 2.080E-001, 3.873E-004, 9.120E-025, 0.000E+000
 2.002E+001, 5.214E+001, 5.454E+001, 5.878E+001, 6.281E+001, 6.700E+001, 7.149E+001, 7.371E+001, 7.805E+001, 8.225E+001, 1.800E+001, 2.028E+001, 2.511E+001, 2.244E+001, 1.862E+001, 1.823E+001, 1.824E+001, 1.829E+001, 1.831E+001, 1.836E+001, 1.841E+001, 1.800E+001, 1.950E+001, 2.084E+001, 1.930E+001, 1.815E+001, 1.818E+001, 1.821E+001, 1.825E+001, 1.827E+001, 1.831E+001, 1.837E+001, 1.800E+001, 1.836E+001, 1.806E+001, 1.806E+001, 1.806E+001, 1.806E+001, 1.806E+001, 1.805E+001, 1.804E+001, 1.804E+001, 1.803E+001, 4.003E+001, 4.179E+001, 4.503E+001, 4.495E+001, 4.319E+001, 3.913E+001, 3.657E+001, 1.841E+001, 1.997E+001, 2.041E+001, 1.856E+001, 2.078E+001, 2.480E+001, 2.617E+001, 2.026E+001, 2.059E+001, 2.572E+001, 2.548E+001, 1.954E+001, 1.895E+001, 1.987E+001, 2.025E+001, 1.892E+001, 2.224E+001, 2.297E+001, 1.940E+001, 1.986E+001, 1.954E+001, 2.302E+001, 1.800E+001, 1.802E+001, 1.808E+001, 1.801E+001, 1.808E+001, 1.814E+001, 1.801E+001, 1.808E+001, 1.814E+001, 1.800E+001, 1.802E+001, 1.808E+001, 1.800E+001, 1.802E+001, 1.803E+001, 1.808E+001, 1.812E+001, 1.813E+001, 1.808E+001, 1.800E+001, 1.800E+001, 1.802E+001, 1.802E+001, 1.809E+001, 1.808E+001, 1.802E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.802E+001, 1.801E+001, 1.800E+001, 2.080E-001, 3.873E-004, 8.767E-044, 2.018E-001, 4.035E-003, 1.143E-005, 0.000E+000
 3.001E+001, 1.149E+002, 1.176E+002, 1.240E+002, 1.321E+002, 1.412E+002, 1.513E+002, 1.561E+002, 1.672E+002, 1.787E+002, 1.800E+001, 2.809E+001, 5.085E+001, 4.003E+001, 2.724E+001, 1.983E+001, 1.918E+001, 1.924E+001, 1.934E+001, 1.954E+001, 1.980E+001, 1.800E+001, 2.606E+001, 3.337E+001, 2.581E+001, 1.903E+001, 1.887E+001, 1.900E+001, 1.916E+001, 1.925E+001, 1.943E+001, 1.966E+001, 1.800E+001, 2.096E+001, 2.404E+001, 2.104E+001, 1.836E+001, 1.828E+001, 1.825E+001, 1.822E+001, 1.820E+001, 1.818E+001, 1.819E+001, 8.799E+001, 9.497E+001, 1.086E+002, 1.121E+002, 1.072E+002, 9.452E+001, 8.642E+001, 2.990E+001, 3.450E+001, 3.456E+001, 2.991E+001, 4.718E+001, 5.233E+001, 5.069E+001, 4.725E+001, 4.428E+001, 5.184E+001, 5.224E+001, 4.179E+001, 3.162E+001, 3.658E+001, 3.568E+001, 3.111E+001, 4.692E+001, 4.759E+001, 3.393E+001, 3.407E+001, 3.344E+001, 4.545E+001, 1.820E+001, 2.111E+001, 2.705E+001, 1.842E+001, 2.362E+001, 3.419E+001, 1.812E+001, 2.192E+001, 3.181E+001, 1.801E+001, 2.050E+001, 2.622E+001, 1.802E+001, 1.857E+001, 2.179E+001, 2.436E+001, 2.535E+001, 2.427E+001, 2.396E+001, 1.801E+001, 1.801E+001, 1.895E+001, 1.942E+001, 1.987E+001, 1.947E+001, 1.981E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.807E+001, 1.807E+001, 1.806E+001, 1.801E+001, 2.080E-001, 3.873E-004, 5.750E-037, 1.953E-001, 7.843E-003, 2.335E-005, 0.000E+000
 4.001E+001, 1.632E+002, 1.655E+002, 1.737E+002, 1.856E+002, 2.003E+002, 2.169E+002, 2.264E+002, 2.470E+002, 2.706E+002, 1.800E+001, 4.220E+001, 7.527E+001, 6.059E+001, 3.570E+001, 2.598E+001, 2.261E+001, 2.157E+001, 2.178E+001, 2.233E+001, 2.294E+001, 1.800E+001, 3.622E+001, 5.118E+001, 4.136E+001, 2.464E+001, 2.089E+001, 2.090E+001, 2.130E+001, 2.151E+001, 2.199E+001, 2.256E+001, 1.800E+001, 2.734E+001, 3.587E+001, 2.574E+001, 1.889E+001, 1.876E+001, 1.871E+001, 1.865E+001, 1.862E+001, 1.859E+001, 1.864E+001, 1.417E+002, 1.535E+002, 1.751E+002, 1.785E+002, 1.729E+002, 1.562E+002, 1.399E+002, 5.453E+001, 5.811E+001, 5.538E+001, 4.970E+001, 6.633E+001, 8.716E+001, 8.311E+001, 6.996E+001, 6.005E+001, 8.549E+001, 8.390E+001, 6.572E+001, 5.305E+001, 5.468E+001, 5.460E+001, 5.090E+001, 7.269E+001, 7.035E+001, 5.321E+001, 4.978E+001, 5.500E+001, 7.449E+001, 3.108E+001, 3.874E+001, 4.709E+001, 3.363E+001, 4.359E+001, 5.407E+001, 2.871E+001, 3.985E+001, 4.861E+001, 2.805E+001, 3.349E+001, 4.222E+001, 2.347E+001, 3.053E+001, 3.854E+001, 4.088E+001, 4.030E+001, 3.863E+001, 4.248E+001, 2.207E+001, 2.816E+001, 3.206E+001, 3.154E+001, 3.109E+001, 3.115E+001, 3.390E+001, 1.973E+001, 2.276E+001, 2.327E+001, 2.515E+001, 2.372E+001, 2.383E+001, 2.573E+001, 2.080E-001, 3.873E-004, 1.617E-036, 1.872E-001, 1.255E-002, 3.810E-005, 0.000E+000
 5.000E+001, 2.114E+002, 2.149E+002, 2.256E+002, 2.383E+002, 2.541E+002, 2.753E+002, 2.894E+002, 3.229E+002, 3.650E+002, 1.801E+001, 5.087E+001, 7.225E+001, 6.205E+001, 4.043E+001, 2.984E+001, 2.642E+001, 2.588E+001, 2.619E+001, 2.689E+001, 2.773E+001, 1.801E+001, 4.604E+001, 6.655E+001, 5.829E+001, 3.777E+001, 2.734E+001, 2.507E+001, 2.553E+001, 2.581E+001, 2.650E+001, 2.739E+001, 1.800E+001, 3.200E+001, 4.146E+001, 2.960E+001, 2.035E+001, 1.964E+001, 1.946E+001, 1.937E+001, 1.934E+001, 1.933E+001, 1.944E+001, 1.001E+002, 1.179E+002, 1.819E+002, 2.083E+002, 1.755E+002, 1.469E+002, 1.063E+002, 6.982E+001, 7.026E+001, 7.084E+001, 6.947E+001, 6.653E+001, 7.284E+001, 8.227E+001, 8.034E+001, 5.569E+001, 9.434E+001, 8.768E+001, 7.077E+001, 5.602E+001, 6.285E+001, 6.329E+001, 6.142E+001, 6.632E+001, 6.550E+001, 5.922E+001, 6.159E+001, 6.361E+001, 8.375E+001, 4.924E+001, 5.552E+001, 6.148E+001, 4.992E+001, 5.727E+001, 6.159E+001, 4.863E+001, 5.247E+001, 4.939E+001, 4.140E+001, 4.098E+001, 4.563E+001, 3.456E+001, 3.825E+001, 4.506E+001, 4.824E+001, 4.901E+001, 5.256E+001, 5.658E+001, 3.358E+001, 3.691E+001, 4.088E+001, 4.161E+001, 4.267E+001, 4.786E+001, 5.101E+001, 3.117E+001, 3.425E+001, 3.496E+001, 3.746E+001, 3.699E+001, 4.204E+001, 4.449E+001, 2.080E-001, 3.873E-004, 5.235E-034, 1.836E-001, 1.466E-002, 4.469E-005, 0.000E+000
 6.001E+001, 2.389E+002, 2.468E+002, 2.652E+002, 2.879E+002, 3.170E+002, 3.517E+002, 3.722E+002, 4.151E+002, 4.728E+002, 1.803E+001, 6.505E+001, 6.205E+001, 5.608E+001, 3.694E+001, 3.085E+001, 3.062E+001, 3.098E+001, 3.137E+001, 3.224E+001, 3.330E+001, 1.803E+001, 6.264E+001, 6.519E+001, 5.316E+001, 3.616E+001, 3.153E+001, 3.146E+001, 3.225E+001, 3.277E+001, 3.400E+001, 3.546E+001, 1.801E+001, 3.776E+001, 4.879E+001, 3.784E+001, 3.019E+001, 2.595E+001, 2.439E+001, 2.323E+001, 2.275E+001, 2.182E+001, 2.120E+001, 8.848E+001, 1.146E+002, 1.903E+002, 2.259E+002, 2.335E+002, 2.002E+002, 1.205E+002, 6.110E+001, 6.791E+001, 6.903E+001, 6.913E+001, 5.067E+001, 7.203E+001, 8.083E+001, 7.203E+001, 5.959E+001, 1.300E+002, 1.132E+002, 6.850E+001, 6.537E+001, 7.390E+001, 7.617E+001, 6.747E+001, 5.288E+001, 7.780E+001, 7.329E+001, 7.260E+001, 7.351E+001, 7.454E+001, 5.334E+001, 5.270E+001, 5.651E+001, 5.460E+001, 5.299E+001, 5.042E+001, 5.325E+001, 4.738E+001, 4.477E+001, 4.937E+001, 4.198E+001, 5.044E+001, 4.120E+001, 4.312E+001, 5.102E+001, 5.381E+001, 5.329E+001, 5.692E+001, 6.223E+001, 3.825E+001, 4.139E+001, 4.497E+001, 4.434E+001, 4.753E+001, 5.183E+001, 5.598E+001, 3.551E+001, 3.932E+001, 3.956E+001, 4.140E+001, 4.452E+001, 4.836E+001, 5.108E+001, 2.080E-001, 3.873E-004, 3.023E-028, 1.817E-001, 1.577E-002, 4.817E-005, 0.000E+000
 7.000E+001, 2.862E+002, 2.916E+002, 3.074E+002, 3.278E+002, 3.539E+002, 3.860E+002, 4.067E+002, 4.507E+002, 5.065E+002, 1.810E+001, 8.691E+001, 6.075E+001, 5.072E+001, 4.236E+001, 3.661E+001, 3.700E+001, 3.774E+001, 3.813E+001, 3.899E+001, 4.008E+001, 1.807E+001, 7.992E+001, 7.281E+001, 5.721E+001, 4.081E+001, 3.734E+001, 3.787E+001, 3.894E+001, 3.932E+001, 3.984E+001, 4.095E+001, 1.803E+001, 4.551E+001, 5.963E+001, 4.615E+001, 3.252E+001, 2.847E+001, 2.734E+001, 2.714E+001, 2.711E+001, 2.706E+001, 2.643E+001, 1.087E+002, 1.319E+002, 2.241E+002, 2.760E+002, 2.891E+002, 2.497E+002, 1.618E+002, 6.211E+001, 7.445E+001, 8.029E+001, 7.006E+001, 6.187E+001, 8.898E+001, 8.141E+001, 6.842E+001, 7.332E+001, 1.614E+002, 1.546E+002, 7.590E+001, 8.220E+001, 9.193E+001, 1.033E+002, 8.527E+001, 6.990E+001, 1.006E+002, 9.183E+001, 9.224E+001, 9.733E+001, 7.106E+001, 5.020E+001, 5.027E+001, 5.420E+001, 4.789E+001, 4.862E+001, 5.093E+001, 4.781E+001, 4.756E+001, 5.320E+001, 4.888E+001, 5.213E+001, 6.409E+001, 4.823E+001, 5.779E+001, 6.525E+001, 6.696E+001, 6.788E+001, 7.252E+001, 7.571E+001, 4.754E+001, 5.246E+001, 5.394E+001, 5.538E+001, 5.821E+001, 6.040E+001, 6.456E+001, 4.365E+001, 4.564E+001, 4.746E+001, 4.836E+001, 5.205E+001, 5.335E+001, 5.653E+001, 2.080E-001, 3.873E-004, 4.262E-026, 1.757E-001, 1.931E-002, 5.926E-005, 0.000E+000
 8.001E+001, 2.288E+002, 2.287E+002, 2.379E+002, 2.565E+002, 2.800E+002, 3.104E+002, 3.308E+002, 3.681E+002, 4.134E+002, 1.821E+001, 9.771E+001, 7.447E+001, 6.500E+001, 5.112E+001, 3.960E+001, 3.928E+001, 4.010E+001, 4.029E+001, 4.114E+001, 4.224E+001, 1.817E+001, 8.782E+001, 7.949E+001, 7.066E+001, 5.061E+001, 3.945E+001, 4.018E+001, 4.046E+001, 4.062E+001, 4.072E+001, 4.265E+001, 1.808E+001, 4.903E+001, 6.572E+001, 5.559E+001, 4.090E+001, 3.506E+001, 3.100E+001, 2.841E+001, 2.826E+001, 2.847E+001, 2.794E+001, 1.137E+002, 1.384E+002, 1.990E+002, 2.300E+002, 2.397E+002, 2.198E+002, 1.729E+002, 6.653E+001, 8.161E+001, 8.383E+001, 7.052E+001, 7.471E+001, 9.264E+001, 8.449E+001, 7.818E+001, 8.557E+001, 1.626E+002, 1.624E+002, 9.007E+001, 7.859E+001, 9.896E+001, 1.113E+002, 1.069E+002, 8.000E+001, 1.049E+002, 9.349E+001, 9.672E+001, 1.152E+002, 7.661E+001, 5.093E+001, 5.908E+001, 6.250E+001, 4.852E+001, 5.301E+001, 6.405E+001, 5.115E+001, 5.774E+001, 6.723E+001, 5.441E+001, 6.106E+001, 6.788E+001, 5.563E+001, 6.263E+001, 6.783E+001, 7.792E+001, 7.248E+001, 7.855E+001, 9.132E+001, 5.493E+001, 5.869E+001, 6.445E+001, 6.498E+001, 6.348E+001, 6.592E+001, 7.677E+001, 5.220E+001, 5.482E+001, 5.743E+001, 5.663E+001, 5.808E+001, 5.973E+001, 6.495E+001, 2.080E-001, 3.873E-004, 3.978E-023, 1.841E-001, 1.435E-002, 4.372E-005, 1.000E+000
