s,C,C,C,m/s,m/s,C,C,C,
 1.200E+002, 1.949E+002, 4.416E+002, 4.232E+001, 2.146E+000, 6.976E+000, 5.576E+001, 7.543E+001, 1.285E+002, 2.000E+001
 1.300E+002, 1.831E+002, 4.365E+002, 4.465E+001, 2.058E+000, 7.215E+000, 5.900E+001, 7.932E+001, 1.258E+002, 2.000E+001
 1.400E+002, 1.825E+002, 4.880E+002, 4.052E+001, 1.435E+000, 6.506E+000, 6.134E+001, 8.188E+001, 1.221E+002, 2.100E+001
 1.500E+002, 1.635E+002, 4.837E+002, 3.821E+001, 1.432E+000, 6.215E+000, 6.337E+001, 8.391E+001, 1.185E+002, 2.300E+001
 1.600E+002, 1.682E+002, 4.753E+002, 4.018E+001, 2.007E+000, 6.815E+000, 6.534E+001, 8.577E+001, 1.153E+002, 2.400E+001
 1.700E+002, 1.625E+002, 4.806E+002, 4.207E+001, 1.418E+000, 5.876E+000, 6.693E+001, 8.698E+001, 1.107E+002, 2.500E+001
 1.800E+002, 1.592E+002, 4.205E+002, 4.094E+001, 1.992E+000, 6.148E+000, 6.848E+001, 8.820E+001, 1.086E+002, 2.500E+001
 1.900E+002, 1.549E+002, 4.499E+002, 4.416E+001, 1.907E+000, 5.883E+000, 7.030E+001, 8.972E+001, 1.080E+002, 2.700E+001
 2.000E+002, 1.440E+002, 4.439E+002, 3.905E+001, 1.540E+000, 6.114E+000, 7.159E+001, 9.047E+001, 1.052E+002, 2.800E+001
 2.100E+002, 1.571E+002, 4.719E+002, 3.666E+001, 1.740E+000, 6.208E+000, 7.269E+001, 9.105E+001, 1.032E+002, 2.800E+001
 2.200E+002, 1.527E+002, 4.008E+002, 3.895E+001, 1.475E+000, 5.893E+000, 7.389E+001, 9.178E+001, 1.025E+002, 2.800E+001
 2.300E+002, 1.599E+002, 4.019E+002, 4.074E+001, 2.242E+000, 6.084E+000, 7.524E+001, 9.272E+001, 1.030E+002, 2.900E+001
 2.400E+002, 1.439E+002, 4.119E+002, 4.156E+001, 1.291E+000, 5.563E+000, 7.647E+001, 9.347E+001, 1.027E+002, 2.900E+001
 2.500E+002, 1.360E+002, 4.242E+002, 3.673E+001, 1.242E+000, 5.573E+000, 7.690E+001, 9.317E+001, 9.872E+001, 2.900E+001
 2.600E+002, 1.452E+002, 4.006E+002, 3.727E+001, 1.767E+000, 5.798E+000, 7.751E+001, 9.303E+001, 9.641E+001, 2.900E+001
 2.700E+002, 1.574E+002, 4.497E+002, 4.203E+001, 2.261E+000, 6.391E+000, 7.851E+001, 9.350E+001, 9.736E+001, 2.900E+001
 2.800E+002, 1.661E+002, 4.898E+002, 4.219E+001, 1.616E+000, 6.233E+000, 7.969E+001, 9.430E+001, 9.947E+001, 2.900E+001
 2.900E+002, 1.701E+002, 4.541E+002, 4.044E+001, 2.144E+000, 6.452E+000, 8.100E+001, 9.540E+001, 1.026E+002, 2.900E+001
 3.000E+002, 1.441E+002, 3.996E+002, 3.775E+001, 1.164E+000, 5.752E+000, 8.189E+001, 9.595E+001, 1.027E+002, 2.900E+001
 3.100E+002, 1.503E+002, 4.186E+002, 3.691E+001, 1.564E+000, 6.006E+000, 8.252E+001, 9.607E+001, 1.011E+002, 2.900E+001
 3.200E+002, 1.581E+002, 4.400E+002, 4.311E+001, 1.940E+000, 6.586E+000, 8.316E+001, 9.620E+001, 1.002E+002, 2.900E+001
 3.300E+002, 1.681E+002, 4.276E+002, 4.381E+001, 2.456E+000, 6.352E+000, 8.457E+001, 9.747E+001, 1.042E+002, 2.900E+001
 3.400E+002, 1.475E+002, 4.071E+002, 4.115E+001, 1.344E+000, 5.603E+000, 8.556E+001, 9.816E+001, 1.048E+002, 2.900E+001
 3.500E+002, 1.422E+002, 4.709E+002, 3.609E+001, 1.258E+000, 5.864E+000, 8.584E+001, 9.787E+001, 1.016E+002, 2.900E+001
 3.600E+002, 1.479E+002, 4.326E+002, 3.595E+001, 1.761E+000, 5.722E+000, 8.624E+001, 9.773E+001, 9.982E+001, 2.900E+001
 3.700E+002, 1.691E+002, 3.979E+002, 4.172E+001, 2.854E+000, 6.737E+000, 8.715E+001, 9.828E+001, 1.016E+002, 2.900E+001
 3.800E+002, 1.805E+002, 4.353E+002, 4.479E+001, 2.813E+000, 6.967E+000, 8.892E+001, 1.002E+002, 1.082E+002, 2.900E+001
 3.900E+002, 1.734E+002, 4.431E+002, 4.246E+001, 2.701E+000, 6.909E+000, 9.015E+001, 1.013E+002, 1.098E+002, 2.900E+001
 4.000E+002, 1.706E+002, 4.201E+002, 4.218E+001, 2.657E+000, 6.780E+000, 9.148E+001, 1.025E+002, 1.116E+002, 3.100E+001
 4.100E+002, 1.646E+002, 3.842E+002, 4.269E+001, 3.292E+000, 6.228E+000, 9.249E+001, 1.031E+002, 1.102E+002, 3.100E+001
 4.200E+002, 1.568E+002, 4.351E+002, 3.734E+001, 2.933E+000, 5.915E+000, 9.281E+001, 1.026E+002, 1.049E+002, 3.100E+001
 4.300E+002, 1.642E+002, 4.748E+002, 3.939E+001, 2.876E+000, 6.231E+000, 9.303E+001, 1.020E+002, 1.017E+002, 3.100E+001
 4.400E+002, 1.636E+002, 4.870E+002, 3.667E+001, 2.372E+000, 6.336E+000, 9.359E+001, 1.021E+002, 1.023E+002, 3.100E+001
 4.500E+002, 1.705E+002, 4.726E+002, 3.600E+001, 2.731E+000, 6.624E+000, 9.407E+001, 1.022E+002, 1.024E+002, 3.100E+001
 4.600E+002, 1.701E+002, 4.755E+002, 3.901E+001, 3.183E+000, 6.679E+000, 9.459E+001, 1.023E+002, 1.027E+002, 3.100E+001
 4.700E+002, 1.570E+002, 4.666E+002, 3.646E+001, 2.772E+000, 6.240E+000, 9.498E+001, 1.022E+002, 1.021E+002, 3.100E+001
 4.800E+002, 1.662E+002, 4.910E+002, 3.561E+001, 3.092E+000, 6.373E+000, 9.533E+001, 1.021E+002, 1.017E+002, 3.100E+001
 4.900E+002, 1.715E+002, 4.692E+002, 3.706E+001, 2.955E+000, 6.609E+000, 9.581E+001, 1.022E+002, 1.024E+002, 3.100E+001
 5.000E+002, 1.937E+002, 4.929E+002, 3.887E+001, 3.486E+000, 7.270E+000, 9.666E+001, 1.030E+002, 1.059E+002, 3.200E+001
 5.100E+002, 1.773E+002, 4.665E+002, 3.951E+001, 2.964E+000, 6.708E+000, 9.767E+001, 1.041E+002, 1.090E+002, 3.200E+001
 5.200E+002, 1.577E+002, 4.797E+002, 3.529E+001, 2.656E+000, 6.105E+000, 9.804E+001, 1.041E+002, 1.068E+002, 3.200E+001
 5.300E+002, 1.695E+002, 4.778E+002, 3.267E+001, 3.219E+000, 6.513E+000, 9.833E+001, 1.040E+002, 1.054E+002, 3.200E+001
 5.400E+002, 1.714E+002, 4.583E+002, 3.598E+001, 2.926E+000, 6.718E+000, 9.868E+001, 1.040E+002, 1.049E+002, 3.200E+001
 5.500E+002, 1.831E+002, 4.564E+002, 3.608E+001, 3.601E+000, 6.927E+000, 9.923E+001, 1.044E+002, 1.064E+002, 3.200E+001
 5.600E+002, 1.667E+002, 4.765E+002, 3.587E+001, 2.779E+000, 6.439E+000, 9.978E+001, 1.048E+002, 1.069E+002, 3.200E+001
 5.700E+002, 1.683E+002, 4.702E+002, 3.674E+001, 2.912E+000, 6.291E+000, 1.000E+002, 1.047E+002, 1.057E+002, 3.200E+001
 5.800E+002, 1.662E+002, 4.876E+002, 3.636E+001, 2.881E+000, 6.188E+000, 1.002E+002, 1.046E+002, 1.047E+002, 3.200E+001
 5.900E+002, 1.719E+002, 4.810E+002, 3.551E+001, 2.806E+000, 6.601E+000, 1.004E+002, 1.045E+002, 1.043E+002, 3.200E+001
 6.000E+002, 1.857E+002, 4.592E+002, 3.488E+001, 3.566E+000, 7.087E+000, 1.009E+002, 1.050E+002, 1.066E+002, 3.200E+001
