s,C,C,C,m/s,m/s,C,C,C,
 1.200E+002, 9.032E+001, 7.841E+001, 2.258E+002, 3.698E+000, 2.298E+000, 4.859E+001, 6.433E+001, 1.088E+002, 1.600E+001
 1.300E+002, 8.650E+001, 7.667E+001, 1.710E+002, 4.418E+000, 2.231E+000, 5.258E+001, 6.930E+001, 1.078E+002, 1.600E+001
 1.400E+002, 9.306E+001, 7.821E+001, 1.098E+002, 5.313E+000, 3.220E+000, 5.724E+001, 7.517E+001, 1.130E+002, 1.800E+001
 1.500E+002, 1.115E+002, 1.046E+002, 1.119E+002, 5.172E+000, 3.245E+000, 6.417E+001, 8.454E+001, 1.295E+002, 2.000E+001
 1.600E+002, 8.797E+001, 8.593E+001, 2.380E+002, 4.486E+000, 1.883E+000, 6.776E+001, 8.816E+001, 1.215E+002, 2.000E+001
 1.700E+002, 1.031E+002, 8.629E+001, 2.090E+002, 6.176E+000, 2.833E+000, 7.300E+001, 9.444E+001, 1.303E+002, 2.200E+001
 1.800E+002, 9.721E+001, 9.314E+001, 1.989E+002, 4.394E+000, 2.350E+000, 7.810E+001, 1.002E+002, 1.328E+002, 2.300E+001
 1.900E+002, 9.005E+001, 8.313E+001, 1.830E+002, 5.495E+000, 2.190E+000, 8.069E+001, 1.019E+002, 1.247E+002, 2.500E+001
 2.000E+002, 1.074E+002, 9.175E+001, 1.869E+002, 6.128E+000, 2.818E+000, 8.622E+001, 1.084E+002, 1.380E+002, 2.600E+001
 2.100E+002, 8.583E+001, 8.920E+001, 1.970E+002, 5.252E+000, 1.850E+000, 8.947E+001, 1.109E+002, 1.307E+002, 2.600E+001
 2.200E+002, 8.269E+001, 8.215E+001, 1.754E+002, 5.613E+000, 2.431E+000, 9.095E+001, 1.106E+002, 1.198E+002, 2.700E+001
 2.300E+002, 8.345E+001, 8.197E+001, 1.843E+002, 5.986E+000, 2.903E+000, 9.310E+001, 1.116E+002, 1.185E+002, 2.700E+001
 2.400E+002, 7.426E+001, 7.734E+001, 1.970E+002, 5.296E+000, 1.786E+000, 9.365E+001, 1.101E+002, 1.085E+002, 2.700E+001
 2.500E+002, 8.931E+001, 7.959E+001, 1.375E+002, 6.617E+000, 3.252E+000, 9.635E+001, 1.124E+002, 1.191E+002, 2.700E+001
 2.600E+002, 8.802E+001, 7.976E+001, 1.419E+002, 6.496E+000, 3.666E+000, 9.879E+001, 1.142E+002, 1.224E+002, 2.900E+001
 2.700E+002, 9.429E+001, 8.352E+001, 1.066E+002, 6.435E+000, 3.972E+000, 1.014E+002, 1.165E+002, 1.265E+002, 2.900E+001
 2.800E+002, 9.316E+001, 8.439E+001, 1.058E+002, 6.714E+000, 4.013E+000, 1.040E+002, 1.187E+002, 1.299E+002, 2.900E+001
 2.900E+002, 9.502E+001, 8.688E+001, 7.941E+001, 5.740E+000, 4.076E+000, 1.061E+002, 1.202E+002, 1.291E+002, 3.000E+001
 3.000E+002, 8.226E+001, 7.897E+001, 9.345E+001, 5.642E+000, 3.190E+000, 1.077E+002, 1.210E+002, 1.279E+002, 3.000E+001
 3.100E+002, 8.302E+001, 7.834E+001, 9.938E+001, 5.441E+000, 3.376E+000, 1.092E+002, 1.218E+002, 1.270E+002, 3.000E+001
 3.200E+002, 8.062E+001, 7.494E+001, 1.015E+002, 6.447E+000, 3.244E+000, 1.107E+002, 1.226E+002, 1.279E+002, 3.000E+001
 3.300E+002, 9.072E+001, 7.880E+001, 1.004E+002, 6.279E+000, 3.336E+000, 1.133E+002, 1.254E+002, 1.357E+002, 3.000E+001
 3.400E+002, 8.221E+001, 7.759E+001, 1.078E+002, 6.101E+000, 3.531E+000, 1.141E+002, 1.251E+002, 1.289E+002, 3.000E+001
 3.500E+002, 8.671E+001, 8.031E+001, 1.159E+002, 5.977E+000, 2.971E+000, 1.152E+002, 1.255E+002, 1.284E+002, 3.000E+001
 3.600E+002, 8.698E+001, 7.806E+001, 1.042E+002, 5.456E+000, 3.710E+000, 1.162E+002, 1.258E+002, 1.278E+002, 3.000E+001
 3.700E+002, 8.945E+001, 8.131E+001, 1.078E+002, 6.644E+000, 4.047E+000, 1.169E+002, 1.256E+002, 1.264E+002, 3.000E+001
 3.800E+002, 8.978E+001, 8.240E+001, 1.009E+002, 6.334E+000, 3.571E+000, 1.186E+002, 1.273E+002, 1.324E+002, 3.000E+001
 3.900E+002, 8.863E+001, 7.885E+001, 9.509E+001, 6.065E+000, 3.432E+000, 1.194E+002, 1.275E+002, 1.303E+002, 3.000E+001
 4.000E+002, 7.986E+001, 7.646E+001, 9.178E+001, 5.321E+000, 2.863E+000, 1.196E+002, 1.267E+002, 1.252E+002, 3.100E+001
 4.100E+002, 8.502E+001, 7.823E+001, 8.433E+001, 5.730E+000, 3.523E+000, 1.196E+002, 1.258E+002, 1.229E+002, 3.100E+001
 4.200E+002, 9.136E+001, 8.293E+001, 9.184E+001, 5.966E+000, 4.183E+000, 1.204E+002, 1.263E+002, 1.261E+002, 3.100E+001
 4.300E+002, 8.172E+001, 7.944E+001, 8.632E+001, 5.377E+000, 3.104E+000, 1.205E+002, 1.257E+002, 1.237E+002, 3.200E+001
 4.400E+002, 8.050E+001, 7.404E+001, 8.510E+001, 5.491E+000, 3.466E+000, 1.214E+002, 1.265E+002, 1.281E+002, 3.200E+001
 4.500E+002, 8.144E+001, 7.468E+001, 8.359E+001, 5.785E+000, 3.379E+000, 1.220E+002, 1.268E+002, 1.287E+002, 3.200E+001
 4.600E+002, 8.606E+001, 7.813E+001, 8.721E+001, 5.707E+000, 3.603E+000, 1.224E+002, 1.269E+002, 1.279E+002, 3.200E+001
 4.700E+002, 8.145E+001, 7.723E+001, 9.053E+001, 6.332E+000, 3.021E+000, 1.226E+002, 1.267E+002, 1.267E+002, 3.200E+001
 4.800E+002, 7.888E+001, 7.448E+001, 9.993E+001, 5.729E+000, 3.318E+000, 1.231E+002, 1.270E+002, 1.276E+002, 3.200E+001
 4.900E+002, 7.234E+001, 7.205E+001, 1.059E+002, 5.274E+000, 2.190E+000, 1.228E+002, 1.258E+002, 1.224E+002, 3.200E+001
 5.000E+002, 7.319E+001, 6.858E+001, 8.920E+001, 5.264E+000, 2.889E+000, 1.229E+002, 1.256E+002, 1.238E+002, 3.200E+001
 5.100E+002, 8.138E+001, 7.157E+001, 8.446E+001, 5.705E+000, 3.487E+000, 1.232E+002, 1.259E+002, 1.255E+002, 3.200E+001
 5.200E+002, 8.993E+001, 7.621E+001, 7.771E+001, 6.020E+000, 4.215E+000, 1.230E+002, 1.251E+002, 1.226E+002, 3.200E+001
 5.300E+002, 8.515E+001, 7.743E+001, 7.476E+001, 5.615E+000, 3.801E+000, 1.228E+002, 1.245E+002, 1.214E+002, 3.200E+001
 5.400E+002, 8.049E+001, 7.308E+001, 8.971E+001, 5.389E+000, 3.917E+000, 1.221E+002, 1.230E+002, 1.172E+002, 3.200E+001
 5.500E+002, 8.105E+001, 7.421E+001, 9.090E+001, 5.467E+000, 3.321E+000, 1.218E+002, 1.225E+002, 1.183E+002, 3.200E+001
 5.600E+002, 8.096E+001, 7.336E+001, 1.009E+002, 6.066E+000, 3.258E+000, 1.222E+002, 1.231E+002, 1.230E+002, 3.200E+001
 5.700E+002, 8.658E+001, 7.609E+001, 9.354E+001, 5.845E+000, 3.562E+000, 1.225E+002, 1.234E+002, 1.241E+002, 3.200E+001
 5.800E+002, 8.775E+001, 7.869E+001, 7.881E+001, 6.037E+000, 3.837E+000, 1.224E+002, 1.232E+002, 1.231E+002, 3.200E+001
 5.900E+002, 8.330E+001, 7.666E+001, 7.616E+001, 5.397E+000, 3.927E+000, 1.226E+002, 1.234E+002, 1.236E+002, 3.200E+001
 6.000E+002, 8.742E+001, 7.659E+001, 8.026E+001, 5.564E+000, 4.225E+000, 1.225E+002, 1.230E+002, 1.219E+002, 3.200E+001
