s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
 2.500E+002, 4.809E+001, 3.920E+001, 2.587E+001, 2.110E+001, 2.063E+001, 2.044E+001, 2.049E+001, 2.057E+001, 2.062E+001, 2.192E+001, 4.722E+001, 4.810E+001, 3.584E+001, 2.214E+001, 2.087E+001, 2.032E+001, 1.997E+001, 1.985E+001, 1.977E+001, 1.987E+001, 2.199E+001, 4.667E+001, 4.742E+001, 3.506E+001, 2.318E+001, 2.025E+001, 1.996E+001, 1.956E+001, 1.945E+001, 1.948E+001, 1.967E+001, 4.928E+001, 2.079E+002, 1.487E+002, 1.424E+002, 1.394E+002, 1.457E+002, 1.583E+002, 1.737E+002, 1.867E+002, 2.240E+002, 2.562E+002, 6.231E+001, 6.251E+001, 6.316E+001, 6.392E+001, 6.604E+001, 6.653E+001, 6.676E+001, 6.787E+001, 6.621E+001, 5.650E+001, 5.182E+001, 8.588E+001, 7.407E+001, 6.648E+001, 5.397E+001, 1.100E+002, 8.326E+001, 6.990E+001, 5.846E+001, 6.556E+001, 8.056E+001, 9.701E+001, 7.429E+001, 6.478E+001, 5.579E+001, 5.491E+001, 6.203E+001, 6.692E+001, 6.459E+001, 6.914E+001, 8.740E+001, 6.491E+001, 8.306E+001, 1.055E+002, 6.722E+001, 8.348E+001, 1.118E+002, 9.576E+001, 7.562E+001, 6.360E+001, 5.575E+001, 6.318E+001, 7.757E+001, 8.209E+001, 7.872E+001, 6.762E+001, 5.504E+001, 4.938E+001, 5.838E+001, 7.064E+001, 6.608E+001, 6.277E+001, 4.879E+001, 4.826E+001, 4.202E+001, 2.073E-001, 3.933E-004, 2.297E-008, 1.938E-001, 5.675E-003, 1.659E-005, 4.000E+000
 2.600E+002, 5.241E+001, 4.049E+001, 2.545E+001, 2.146E+001, 2.094E+001, 2.071E+001, 2.061E+001, 2.069E+001, 2.084E+001, 2.215E+001, 4.946E+001, 5.127E+001, 3.558E+001, 2.150E+001, 2.063E+001, 2.034E+001, 2.009E+001, 2.003E+001, 1.999E+001, 2.007E+001, 2.222E+001, 4.871E+001, 5.187E+001, 3.569E+001, 2.259E+001, 2.045E+001, 2.017E+001, 1.967E+001, 1.955E+001, 1.963E+001, 1.980E+001, 5.060E+001, 2.173E+002, 1.597E+002, 1.474E+002, 1.384E+002, 1.417E+002, 1.503E+002, 1.617E+002, 1.690E+002, 1.863E+002, 2.060E+002, 6.843E+001, 6.850E+001, 6.954E+001, 7.025E+001, 7.107E+001, 7.148E+001, 7.216E+001, 7.111E+001, 6.917E+001, 6.205E+001, 5.737E+001, 9.458E+001, 8.301E+001, 7.144E+001, 5.805E+001, 1.395E+002, 9.370E+001, 7.260E+001, 5.832E+001, 7.147E+001, 8.833E+001, 1.120E+002, 7.932E+001, 6.480E+001, 6.139E+001, 5.443E+001, 6.700E+001, 7.560E+001, 6.218E+001, 7.748E+001, 9.211E+001, 6.410E+001, 8.200E+001, 1.162E+002, 6.441E+001, 7.973E+001, 1.028E+002, 1.040E+002, 8.463E+001, 6.237E+001, 5.098E+001, 6.285E+001, 7.249E+001, 8.431E+001, 8.346E+001, 7.271E+001, 5.089E+001, 3.882E+001, 5.803E+001, 6.549E+001, 7.155E+001, 6.427E+001, 5.835E+001, 5.342E+001, 3.731E+001, 2.073E-001, 3.923E-004, 1.953E-008, 1.925E-001, 6.345E-003, 1.869E-005, 4.000E+000
 2.700E+002, 4.864E+001, 3.462E+001, 2.287E+001, 2.191E+001, 2.185E+001, 2.163E+001, 2.121E+001, 2.107E+001, 2.107E+001, 2.238E+001, 4.914E+001, 4.977E+001, 3.603E+001, 2.117E+001, 2.049E+001, 2.023E+001, 2.004E+001, 1.996E+001, 1.997E+001, 2.011E+001, 2.244E+001, 4.862E+001, 4.880E+001, 3.527E+001, 2.238E+001, 2.088E+001, 2.047E+001, 2.007E+001, 1.992E+001, 1.977E+001, 1.985E+001, 5.182E+001, 2.336E+002, 1.761E+002, 1.628E+002, 1.534E+002, 1.570E+002, 1.693E+002, 1.867E+002, 1.972E+002, 2.210E+002, 2.488E+002, 6.739E+001, 6.776E+001, 6.909E+001, 6.974E+001, 7.098E+001, 7.156E+001, 7.242E+001, 7.757E+001, 6.901E+001, 6.149E+001, 5.677E+001, 1.019E+002, 8.106E+001, 6.430E+001, 5.393E+001, 1.317E+002, 8.847E+001, 6.931E+001, 5.793E+001, 7.453E+001, 9.011E+001, 1.052E+002, 7.547E+001, 6.420E+001, 6.237E+001, 4.347E+001, 6.026E+001, 7.742E+001, 6.271E+001, 8.193E+001, 1.011E+002, 6.698E+001, 8.660E+001, 1.271E+002, 6.654E+001, 8.422E+001, 1.031E+002, 1.135E+002, 8.869E+001, 6.157E+001, 5.285E+001, 6.605E+001, 7.253E+001, 8.432E+001, 8.590E+001, 8.034E+001, 5.748E+001, 3.730E+001, 5.818E+001, 6.115E+001, 7.185E+001, 6.451E+001, 6.549E+001, 5.946E+001, 3.418E+001, 2.074E-001, 3.914E-004, 1.652E-008, 1.938E-001, 5.745E-003, 1.681E-005, 4.000E+000
 2.800E+002, 4.750E+001, 3.293E+001, 2.209E+001, 2.176E+001, 2.150E+001, 2.137E+001, 2.107E+001, 2.105E+001, 2.103E+001, 2.260E+001, 4.982E+001, 5.048E+001, 3.699E+001, 2.144E+001, 2.037E+001, 2.007E+001, 1.997E+001, 1.997E+001, 2.004E+001, 2.015E+001, 2.265E+001, 4.896E+001, 4.655E+001, 3.324E+001, 2.259E+001, 2.101E+001, 2.055E+001, 2.037E+001, 2.031E+001, 2.024E+001, 1.996E+001, 5.295E+001, 2.170E+002, 1.593E+002, 1.528E+002, 1.549E+002, 1.648E+002, 1.810E+002, 2.038E+002, 2.187E+002, 2.482E+002, 2.805E+002, 6.656E+001, 6.607E+001, 6.671E+001, 6.694E+001, 6.740E+001, 6.797E+001, 6.997E+001, 7.357E+001, 6.944E+001, 5.966E+001, 5.428E+001, 8.836E+001, 8.030E+001, 6.757E+001, 5.650E+001, 1.141E+002, 8.973E+001, 7.105E+001, 5.950E+001, 6.980E+001, 8.541E+001, 1.036E+002, 7.698E+001, 6.478E+001, 6.072E+001, 5.001E+001, 6.811E+001, 7.631E+001, 6.329E+001, 8.131E+001, 1.004E+002, 6.995E+001, 8.708E+001, 1.203E+002, 7.296E+001, 8.951E+001, 9.613E+001, 9.986E+001, 8.515E+001, 6.264E+001, 5.179E+001, 6.910E+001, 7.061E+001, 7.561E+001, 7.423E+001, 7.291E+001, 5.988E+001, 4.150E+001, 5.844E+001, 5.621E+001, 6.322E+001, 5.770E+001, 5.903E+001, 5.517E+001, 4.489E+001, 2.075E-001, 3.923E-004, 1.882E-008, 1.953E-001, 5.225E-003, 1.518E-005, 4.000E+000
 2.900E+002, 4.917E+001, 3.628E+001, 2.207E+001, 2.134E+001, 2.109E+001, 2.095E+001, 2.084E+001, 2.086E+001, 2.086E+001, 2.282E+001, 4.845E+001, 5.158E+001, 4.150E+001, 2.260E+001, 2.033E+001, 2.008E+001, 1.996E+001, 1.998E+001, 2.003E+001, 2.003E+001, 2.286E+001, 4.840E+001, 4.910E+001, 3.459E+001, 2.217E+001, 2.076E+001, 2.030E+001, 2.031E+001, 2.018E+001, 2.003E+001, 1.966E+001, 5.399E+001, 2.205E+002, 1.631E+002, 1.596E+002, 1.661E+002, 1.804E+002, 1.971E+002, 2.173E+002, 2.312E+002, 2.647E+002, 3.004E+002, 6.283E+001, 6.259E+001, 6.271E+001, 6.293E+001, 6.375E+001, 6.451E+001, 6.637E+001, 6.782E+001, 6.586E+001, 5.708E+001, 5.314E+001, 8.086E+001, 7.410E+001, 6.268E+001, 5.613E+001, 1.024E+002, 7.948E+001, 6.573E+001, 5.295E+001, 6.518E+001, 7.699E+001, 9.081E+001, 7.212E+001, 5.943E+001, 5.610E+001, 5.041E+001, 6.128E+001, 6.701E+001, 6.294E+001, 7.377E+001, 8.343E+001, 7.003E+001, 8.706E+001, 1.145E+002, 6.843E+001, 8.853E+001, 1.111E+002, 1.050E+002, 8.205E+001, 6.257E+001, 4.918E+001, 6.435E+001, 7.350E+001, 8.336E+001, 8.174E+001, 7.617E+001, 6.749E+001, 4.701E+001, 5.625E+001, 5.979E+001, 6.810E+001, 6.526E+001, 6.275E+001, 5.929E+001, 5.239E+001, 2.079E-001, 3.883E-004, 3.924E-009, 1.968E-001, 4.616E-003, 1.327E-005, 4.000E+000
 3.000E+002, 4.613E+001, 3.609E+001, 2.218E+001, 2.122E+001, 2.090E+001, 2.076E+001, 2.069E+001, 2.067E+001, 2.079E+001, 2.304E+001, 4.816E+001, 4.870E+001, 3.976E+001, 2.308E+001, 2.069E+001, 2.026E+001, 2.000E+001, 1.998E+001, 1.993E+001, 2.000E+001, 2.307E+001, 4.857E+001, 4.986E+001, 3.667E+001, 2.269E+001, 2.051E+001, 2.011E+001, 2.013E+001, 2.001E+001, 1.972E+001, 1.964E+001, 5.495E+001, 2.181E+002, 1.661E+002, 1.605E+002, 1.571E+002, 1.645E+002, 1.755E+002, 1.909E+002, 2.009E+002, 2.267E+002, 2.690E+002, 6.038E+001, 6.000E+001, 5.981E+001, 5.997E+001, 6.076E+001, 6.147E+001, 6.303E+001, 6.680E+001, 6.367E+001, 5.512E+001, 5.075E+001, 8.190E+001, 7.116E+001, 6.408E+001, 5.996E+001, 1.101E+002, 8.937E+001, 7.490E+001, 5.914E+001, 6.486E+001, 7.505E+001, 9.329E+001, 8.131E+001, 6.706E+001, 5.264E+001, 4.766E+001, 5.838E+001, 6.492E+001, 6.103E+001, 6.883E+001, 8.167E+001, 6.739E+001, 8.238E+001, 1.079E+002, 7.271E+001, 9.159E+001, 1.032E+002, 1.039E+002, 8.946E+001, 6.655E+001, 5.600E+001, 6.892E+001, 7.629E+001, 7.729E+001, 7.733E+001, 7.530E+001, 6.143E+001, 4.792E+001, 5.969E+001, 6.249E+001, 6.403E+001, 6.261E+001, 5.969E+001, 5.639E+001, 5.081E+001, 2.080E-001, 3.873E-004, 1.493E-010, 1.969E-001, 4.421E-003, 1.266E-005, 4.000E+000
 3.100E+002, 4.132E+001, 3.192E+001, 2.209E+001, 2.102E+001, 2.083E+001, 2.071E+001, 2.067E+001, 2.069E+001, 2.086E+001, 2.326E+001, 4.866E+001, 4.675E+001, 3.603E+001, 2.286E+001, 2.083E+001, 2.033E+001, 2.014E+001, 2.001E+001, 1.992E+001, 1.997E+001, 2.328E+001, 4.934E+001, 4.800E+001, 3.606E+001, 2.341E+001, 2.081E+001, 2.030E+001, 1.988E+001, 1.978E+001, 1.978E+001, 1.977E+001, 5.584E+001, 2.099E+002, 1.443E+002, 1.371E+002, 1.353E+002, 1.455E+002, 1.662E+002, 1.944E+002, 2.123E+002, 2.571E+002, 3.115E+002, 5.886E+001, 5.867E+001, 5.875E+001, 5.902E+001, 5.989E+001, 6.074E+001, 6.288E+001, 7.314E+001, 6.495E+001, 5.285E+001, 5.021E+001, 8.840E+001, 6.821E+001, 6.118E+001, 5.650E+001, 1.201E+002, 8.496E+001, 6.998E+001, 5.869E+001, 7.084E+001, 8.092E+001, 9.535E+001, 7.597E+001, 6.412E+001, 5.325E+001, 5.380E+001, 6.235E+001, 7.350E+001, 5.564E+001, 7.393E+001, 9.201E+001, 6.174E+001, 8.162E+001, 1.073E+002, 6.405E+001, 7.456E+001, 9.032E+001, 1.068E+002, 9.075E+001, 7.270E+001, 5.696E+001, 6.168E+001, 6.728E+001, 7.969E+001, 8.349E+001, 7.770E+001, 6.594E+001, 5.023E+001, 5.423E+001, 6.071E+001, 6.225E+001, 6.621E+001, 6.228E+001, 6.006E+001, 5.186E+001, 2.080E-001, 3.873E-004, 1.636E-011, 1.974E-001, 4.304E-003, 1.229E-005, 4.000E+000
 3.200E+002, 4.477E+001, 3.289E+001, 2.158E+001, 2.075E+001, 2.065E+001, 2.053E+001, 2.054E+001, 2.066E+001, 2.087E+001, 2.347E+001, 4.882E+001, 5.062E+001, 3.883E+001, 2.293E+001, 2.089E+001, 2.040E+001, 2.010E+001, 2.010E+001, 1.996E+001, 1.994E+001, 2.348E+001, 4.891E+001, 5.053E+001, 3.622E+001, 2.257E+001, 2.077E+001, 2.021E+001, 1.948E+001, 1.944E+001, 1.960E+001, 1.972E+001, 5.667E+001, 2.292E+002, 1.783E+002, 1.715E+002, 1.725E+002, 1.871E+002, 2.087E+002, 2.354E+002, 2.528E+002, 2.957E+002, 3.532E+002, 6.173E+001, 6.115E+001, 6.075E+001, 6.114E+001, 6.237E+001, 6.370E+001, 6.624E+001, 7.083E+001, 6.359E+001, 5.667E+001, 5.246E+001, 8.429E+001, 7.503E+001, 6.342E+001, 5.529E+001, 1.055E+002, 8.399E+001, 6.910E+001, 5.366E+001, 6.696E+001, 7.908E+001, 1.019E+002, 7.510E+001, 6.174E+001, 5.439E+001, 5.815E+001, 6.519E+001, 7.122E+001, 6.482E+001, 7.935E+001, 8.999E+001, 6.974E+001, 8.939E+001, 1.158E+002, 6.324E+001, 8.146E+001, 1.062E+002, 1.090E+002, 8.107E+001, 6.780E+001, 5.555E+001, 6.265E+001, 6.829E+001, 8.672E+001, 9.418E+001, 7.845E+001, 6.702E+001, 5.368E+001, 5.401E+001, 6.056E+001, 7.068E+001, 7.080E+001, 6.569E+001, 6.019E+001, 5.340E+001, 2.080E-001, 3.873E-004, 1.312E-014, 1.960E-001, 4.928E-003, 1.425E-005, 4.000E+000
 3.300E+002, 4.428E+001, 3.187E+001, 2.095E+001, 2.050E+001, 2.043E+001, 2.041E+001, 2.047E+001, 2.047E+001, 2.059E+001, 2.368E+001, 4.729E+001, 4.742E+001, 3.862E+001, 2.215E+001, 2.054E+001, 2.015E+001, 1.992E+001, 2.001E+001, 1.984E+001, 1.980E+001, 2.368E+001, 4.792E+001, 4.961E+001, 3.737E+001, 2.204E+001, 1.982E+001, 1.946E+001, 1.925E+001, 1.925E+001, 1.936E+001, 1.953E+001, 5.743E+001, 2.055E+002, 1.410E+002, 1.293E+002, 1.219E+002, 1.187E+002, 1.231E+002, 1.315E+002, 1.377E+002, 1.535E+002, 1.732E+002, 5.920E+001, 5.923E+001, 5.965E+001, 5.999E+001, 6.080E+001, 6.147E+001, 6.281E+001, 7.157E+001, 6.160E+001, 5.485E+001, 5.001E+001, 8.702E+001, 7.044E+001, 6.117E+001, 5.225E+001, 9.232E+001, 8.275E+001, 6.918E+001, 5.597E+001, 6.594E+001, 7.754E+001, 9.191E+001, 7.469E+001, 6.325E+001, 5.273E+001, 5.220E+001, 6.382E+001, 7.052E+001, 6.394E+001, 7.616E+001, 8.653E+001, 6.542E+001, 8.932E+001, 1.061E+002, 7.164E+001, 9.105E+001, 1.311E+002, 9.688E+001, 8.224E+001, 6.517E+001, 5.148E+001, 6.474E+001, 7.396E+001, 8.915E+001, 8.602E+001, 7.332E+001, 6.181E+001, 4.984E+001, 5.705E+001, 6.507E+001, 7.310E+001, 7.263E+001, 6.598E+001, 5.799E+001, 5.088E+001, 2.080E-001, 3.873E-004, 1.287E-014, 1.966E-001, 4.629E-003, 1.331E-005, 4.000E+000
 3.400E+002, 4.173E+001, 2.965E+001, 2.095E+001, 2.066E+001, 2.050E+001, 2.041E+001, 2.042E+001, 2.040E+001, 2.052E+001, 2.388E+001, 4.693E+001, 4.576E+001, 3.384E+001, 2.123E+001, 2.033E+001, 1.991E+001, 1.979E+001, 1.984E+001, 1.981E+001, 1.986E+001, 2.387E+001, 4.740E+001, 4.690E+001, 3.520E+001, 2.142E+001, 1.961E+001, 1.933E+001, 1.928E+001, 1.930E+001, 1.941E+001, 1.955E+001, 5.813E+001, 2.117E+002, 1.532E+002, 1.505E+002, 1.533E+002, 1.635E+002, 1.785E+002, 2.002E+002, 2.133E+002, 2.433E+002, 2.789E+002, 5.860E+001, 5.883E+001, 5.948E+001, 5.981E+001, 6.083E+001, 6.170E+001, 6.299E+001, 6.843E+001, 5.934E+001, 5.268E+001, 5.006E+001, 8.000E+001, 7.220E+001, 5.575E+001, 5.180E+001, 9.308E+001, 7.828E+001, 6.728E+001, 5.912E+001, 6.395E+001, 7.309E+001, 9.121E+001, 7.217E+001, 6.388E+001, 5.302E+001, 5.579E+001, 6.874E+001, 6.754E+001, 5.983E+001, 7.677E+001, 8.192E+001, 6.863E+001, 8.709E+001, 1.100E+002, 7.090E+001, 8.557E+001, 1.090E+002, 1.097E+002, 8.212E+001, 6.236E+001, 5.234E+001, 6.406E+001, 6.624E+001, 7.840E+001, 8.637E+001, 7.913E+001, 5.914E+001, 5.025E+001, 5.373E+001, 5.930E+001, 6.718E+001, 6.822E+001, 6.405E+001, 6.133E+001, 4.663E+001, 2.080E-001, 3.873E-004, 2.725E-011, 1.946E-001, 5.357E-003, 1.560E-005, 4.000E+000
 3.500E+002, 4.412E+001, 3.361E+001, 2.166E+001, 2.075E+001, 2.039E+001, 2.037E+001, 2.037E+001, 2.041E+001, 2.054E+001, 2.407E+001, 4.761E+001, 4.856E+001, 3.581E+001, 2.164E+001, 2.036E+001, 1.993E+001, 1.983E+001, 1.989E+001, 1.980E+001, 1.978E+001, 2.406E+001, 4.732E+001, 4.813E+001, 3.757E+001, 2.159E+001, 1.957E+001, 1.932E+001, 1.930E+001, 1.934E+001, 1.944E+001, 1.960E+001, 5.879E+001, 2.161E+002, 1.653E+002, 1.609E+002, 1.612E+002, 1.701E+002, 1.835E+002, 2.024E+002, 2.129E+002, 2.376E+002, 2.644E+002, 5.985E+001, 5.936E+001, 5.973E+001, 6.017E+001, 6.162E+001, 6.268E+001, 6.397E+001, 6.574E+001, 5.908E+001, 5.467E+001, 5.367E+001, 7.518E+001, 6.758E+001, 6.194E+001, 5.526E+001, 9.084E+001, 7.995E+001, 6.775E+001, 6.281E+001, 5.994E+001, 7.113E+001, 9.600E+001, 7.295E+001, 6.615E+001, 5.488E+001, 6.061E+001, 6.540E+001, 6.783E+001, 6.244E+001, 8.249E+001, 8.437E+001, 7.071E+001, 8.558E+001, 1.075E+002, 6.608E+001, 7.763E+001, 1.169E+002, 1.179E+002, 9.076E+001, 6.809E+001, 5.428E+001, 5.714E+001, 6.527E+001, 8.832E+001, 9.402E+001, 8.299E+001, 6.124E+001, 4.948E+001, 4.993E+001, 6.091E+001, 7.567E+001, 7.167E+001, 6.851E+001, 6.350E+001, 4.837E+001, 2.078E-001, 3.873E-004, 1.331E-009, 1.957E-001, 4.900E-003, 1.416E-005, 4.000E+000
 3.600E+002, 4.506E+001, 3.400E+001, 2.222E+001, 2.062E+001, 2.046E+001, 2.035E+001, 2.034E+001, 2.035E+001, 2.049E+001, 2.426E+001, 4.717E+001, 4.701E+001, 3.505E+001, 2.186E+001, 2.040E+001, 1.977E+001, 1.969E+001, 1.978E+001, 1.979E+001, 1.973E+001, 2.425E+001, 4.622E+001, 4.586E+001, 3.656E+001, 2.134E+001, 1.943E+001, 1.928E+001, 1.930E+001, 1.933E+001, 1.942E+001, 1.954E+001, 5.939E+001, 2.151E+002, 1.536E+002, 1.447E+002, 1.412E+002, 1.499E+002, 1.670E+002, 1.933E+002, 2.070E+002, 2.402E+002, 2.815E+002, 5.757E+001, 5.733E+001, 5.723E+001, 5.732E+001, 5.783E+001, 5.835E+001, 5.897E+001, 6.530E+001, 5.300E+001, 5.437E+001, 5.056E+001, 7.297E+001, 6.642E+001, 6.110E+001, 5.475E+001, 8.603E+001, 7.640E+001, 6.356E+001, 5.813E+001, 5.661E+001, 6.775E+001, 9.359E+001, 6.995E+001, 6.006E+001, 5.287E+001, 6.208E+001, 6.512E+001, 6.341E+001, 6.327E+001, 7.702E+001, 8.134E+001, 6.813E+001, 8.345E+001, 1.057E+002, 6.339E+001, 7.999E+001, 1.192E+002, 1.200E+002, 8.884E+001, 7.073E+001, 5.602E+001, 5.835E+001, 7.001E+001, 9.297E+001, 8.895E+001, 7.934E+001, 6.190E+001, 4.538E+001, 5.598E+001, 6.454E+001, 7.686E+001, 7.174E+001, 6.205E+001, 5.837E+001, 4.744E+001, 2.074E-001, 3.892E-004, 9.355E-009, 1.939E-001, 5.429E-003, 1.582E-005, 4.000E+000
 3.700E+002, 4.717E+001, 3.433E+001, 2.157E+001, 2.048E+001, 2.038E+001, 2.027E+001, 2.028E+001, 2.028E+001, 2.040E+001, 2.443E+001, 4.847E+001, 5.209E+001, 3.754E+001, 2.126E+001, 2.027E+001, 1.988E+001, 1.958E+001, 1.957E+001, 1.971E+001, 1.973E+001, 2.442E+001, 4.535E+001, 4.342E+001, 3.538E+001, 2.185E+001, 1.938E+001, 1.929E+001, 1.925E+001, 1.928E+001, 1.940E+001, 1.950E+001, 5.994E+001, 2.025E+002, 1.426E+002, 1.280E+002, 1.185E+002, 1.214E+002, 1.341E+002, 1.522E+002, 1.625E+002, 1.828E+002, 2.043E+002, 6.279E+001, 6.251E+001, 6.196E+001, 6.179E+001, 6.116E+001, 6.071E+001, 5.945E+001, 6.553E+001, 5.614E+001, 5.772E+001, 5.664E+001, 7.360E+001, 6.963E+001, 6.726E+001, 5.532E+001, 8.499E+001, 8.293E+001, 7.204E+001, 5.942E+001, 5.889E+001, 7.135E+001, 9.869E+001, 7.328E+001, 6.687E+001, 5.768E+001, 5.519E+001, 5.876E+001, 6.111E+001, 6.003E+001, 7.040E+001, 7.386E+001, 6.244E+001, 7.579E+001, 9.609E+001, 6.814E+001, 8.870E+001, 1.301E+002, 1.173E+002, 7.969E+001, 6.338E+001, 5.301E+001, 6.232E+001, 8.313E+001, 9.494E+001, 8.548E+001, 7.527E+001, 6.215E+001, 4.848E+001, 6.187E+001, 7.026E+001, 7.626E+001, 6.836E+001, 5.198E+001, 5.495E+001, 4.805E+001, 2.073E-001, 3.903E-004, 1.341E-008, 1.939E-001, 5.597E-003, 1.635E-005, 4.000E+000
 3.800E+002, 4.520E+001, 3.367E+001, 2.138E+001, 2.036E+001, 2.032E+001, 2.025E+001, 2.023E+001, 2.021E+001, 2.031E+001, 2.460E+001, 4.771E+001, 4.935E+001, 3.610E+001, 2.093E+001, 2.021E+001, 1.983E+001, 1.948E+001, 1.942E+001, 1.944E+001, 1.954E+001, 2.459E+001, 4.536E+001, 4.509E+001, 3.561E+001, 2.114E+001, 1.932E+001, 1.926E+001, 1.921E+001, 1.922E+001, 1.927E+001, 1.940E+001, 6.044E+001, 2.139E+002, 1.586E+002, 1.506E+002, 1.507E+002, 1.603E+002, 1.754E+002, 1.938E+002, 2.023E+002, 2.269E+002, 2.619E+002, 5.958E+001, 5.971E+001, 6.030E+001, 6.072E+001, 6.141E+001, 6.164E+001, 6.120E+001, 6.334E+001, 5.749E+001, 5.525E+001, 5.322E+001, 7.785E+001, 6.950E+001, 6.328E+001, 5.555E+001, 9.259E+001, 7.853E+001, 7.134E+001, 5.970E+001, 5.984E+001, 7.457E+001, 9.282E+001, 7.399E+001, 6.532E+001, 5.571E+001, 6.068E+001, 5.689E+001, 6.485E+001, 6.623E+001, 7.225E+001, 7.414E+001, 6.673E+001, 8.552E+001, 9.374E+001, 6.764E+001, 8.572E+001, 1.260E+002, 1.161E+002, 8.717E+001, 7.080E+001, 5.776E+001, 6.212E+001, 8.302E+001, 8.952E+001, 8.800E+001, 7.499E+001, 6.429E+001, 5.621E+001, 6.047E+001, 5.572E+001, 6.080E+001, 6.788E+001, 5.802E+001, 5.372E+001, 5.118E+001, 2.073E-001, 4.005E-004, 4.563E-008, 1.934E-001, 5.588E-003, 1.632E-005, 4.000E+000
 3.900E+002, 4.484E+001, 3.668E+001, 2.282E+001, 2.045E+001, 2.045E+001, 2.040E+001, 2.039E+001, 2.034E+001, 2.043E+001, 2.475E+001, 4.922E+001, 5.249E+001, 3.861E+001, 2.131E+001, 2.020E+001, 1.989E+001, 1.957E+001, 1.950E+001, 1.955E+001, 1.968E+001, 2.474E+001, 4.630E+001, 4.706E+001, 3.526E+001, 2.146E+001, 1.949E+001, 1.942E+001, 1.933E+001, 1.933E+001, 1.936E+001, 1.950E+001, 6.090E+001, 2.209E+002, 1.665E+002, 1.609E+002, 1.608E+002, 1.736E+002, 1.950E+002, 2.231E+002, 2.395E+002, 2.775E+002, 3.259E+002, 6.129E+001, 6.102E+001, 6.096E+001, 6.106E+001, 6.109E+001, 6.124E+001, 6.190E+001, 6.720E+001, 5.962E+001, 5.534E+001, 5.669E+001, 8.331E+001, 7.134E+001, 6.888E+001, 6.242E+001, 1.042E+002, 9.086E+001, 7.383E+001, 5.960E+001, 6.332E+001, 7.274E+001, 1.026E+002, 8.003E+001, 6.682E+001, 5.711E+001, 5.567E+001, 5.557E+001, 6.259E+001, 6.798E+001, 6.779E+001, 7.560E+001, 6.996E+001, 8.552E+001, 9.691E+001, 6.970E+001, 8.785E+001, 1.150E+002, 1.053E+002, 8.934E+001, 7.423E+001, 6.116E+001, 6.997E+001, 8.361E+001, 7.921E+001, 7.923E+001, 7.574E+001, 6.750E+001, 5.788E+001, 6.266E+001, 5.782E+001, 5.423E+001, 5.059E+001, 5.743E+001, 5.845E+001, 5.382E+001, 2.072E-001, 4.048E-004, 5.961E-008, 1.933E-001, 5.608E-003, 1.638E-005, 4.000E+000
 4.000E+002, 4.692E+001, 3.738E+001, 2.327E+001, 2.057E+001, 2.045E+001, 2.040E+001, 2.039E+001, 2.040E+001, 2.051E+001, 2.490E+001, 4.915E+001, 5.089E+001, 3.736E+001, 2.098E+001, 2.025E+001, 2.014E+001, 1.982E+001, 1.968E+001, 1.958E+001, 1.981E+001, 2.488E+001, 4.727E+001, 5.063E+001, 3.969E+001, 2.272E+001, 1.958E+001, 1.937E+001, 1.935E+001, 1.937E+001, 1.945E+001, 1.959E+001, 6.132E+001, 2.483E+002, 1.898E+002, 1.870E+002, 1.987E+002, 2.272E+002, 2.623E+002, 3.074E+002, 3.341E+002, 3.927E+002, 4.581E+002, 6.619E+001, 6.561E+001, 6.514E+001, 6.500E+001, 6.438E+001, 6.451E+001, 6.515E+001, 6.957E+001, 6.466E+001, 5.915E+001, 5.566E+001, 9.034E+001, 7.807E+001, 6.862E+001, 5.886E+001, 1.132E+002, 8.758E+001, 6.966E+001, 6.003E+001, 7.006E+001, 7.831E+001, 1.063E+002, 7.655E+001, 6.383E+001, 5.933E+001, 5.415E+001, 6.439E+001, 7.011E+001, 6.363E+001, 7.051E+001, 9.055E+001, 7.034E+001, 8.549E+001, 1.154E+002, 6.554E+001, 9.123E+001, 1.221E+002, 1.166E+002, 9.504E+001, 7.682E+001, 6.202E+001, 6.869E+001, 8.136E+001, 8.771E+001, 8.486E+001, 7.855E+001, 6.768E+001, 5.979E+001, 5.754E+001, 6.258E+001, 6.112E+001, 6.320E+001, 6.277E+001, 5.786E+001, 5.032E+001, 2.072E-001, 4.008E-004, 4.723E-008, 1.946E-001, 5.303E-003, 1.543E-005, 4.000E+000
