s,C,C,C,m/s,m/s,C,C,C,
 1.200E+002, 2.156E+002, 5.261E+002, 4.597E+001, 2.634E+000, 7.278E+000, 6.141E+001, 8.413E+001, 1.459E+002, 2.700E+001
 1.300E+002, 2.348E+002, 5.295E+002, 4.656E+001, 3.608E+000, 7.700E+000, 6.627E+001, 9.017E+001, 1.452E+002, 3.400E+001
 1.400E+002, 2.322E+002, 5.502E+002, 4.678E+001, 4.028E+000, 7.875E+000, 7.158E+001, 9.654E+001, 1.460E+002, 3.700E+001
 1.500E+002, 2.159E+002, 5.261E+002, 4.104E+001, 3.517E+000, 7.519E+000, 7.594E+001, 1.012E+002, 1.422E+002, 3.700E+001
 1.600E+002, 2.290E+002, 5.445E+002, 3.970E+001, 3.659E+000, 7.462E+000, 7.975E+001, 1.049E+002, 1.393E+002, 3.700E+001
 1.700E+002, 2.142E+002, 5.184E+002, 3.917E+001, 2.963E+000, 6.963E+000, 8.309E+001, 1.080E+002, 1.371E+002, 3.700E+001
 1.800E+002, 2.095E+002, 5.056E+002, 3.875E+001, 3.247E+000, 6.941E+000, 8.583E+001, 1.102E+002, 1.340E+002, 3.800E+001
 1.900E+002, 1.937E+002, 5.249E+002, 3.774E+001, 3.475E+000, 6.766E+000, 8.831E+001, 1.119E+002, 1.304E+002, 3.800E+001
 2.000E+002, 1.919E+002, 5.218E+002, 3.716E+001, 3.338E+000, 6.797E+000, 9.022E+001, 1.126E+002, 1.251E+002, 3.800E+001
 2.100E+002, 1.873E+002, 5.256E+002, 3.801E+001, 2.983E+000, 6.865E+000, 9.145E+001, 1.125E+002, 1.193E+002, 3.800E+001
 2.200E+002, 2.018E+002, 5.135E+002, 3.844E+001, 3.342E+000, 7.250E+000, 9.304E+001, 1.130E+002, 1.186E+002, 3.800E+001
 2.300E+002, 1.988E+002, 4.980E+002, 4.242E+001, 3.480E+000, 7.002E+000, 9.476E+001, 1.138E+002, 1.197E+002, 3.800E+001
 2.400E+002, 2.347E+002, 5.327E+002, 4.470E+001, 3.695E+000, 7.625E+000, 9.735E+001, 1.162E+002, 1.269E+002, 3.900E+001
 2.500E+002, 2.320E+002, 5.154E+002, 4.153E+001, 3.500E+000, 7.456E+000, 1.000E+002, 1.187E+002, 1.324E+002, 3.900E+001
 2.600E+002, 2.291E+002, 5.112E+002, 4.194E+001, 3.174E+000, 7.427E+000, 1.024E+002, 1.208E+002, 1.352E+002, 3.900E+001
 2.700E+002, 1.933E+002, 5.206E+002, 3.918E+001, 3.021E+000, 6.811E+000, 1.037E+002, 1.211E+002, 1.301E+002, 3.900E+001
 2.800E+002, 1.800E+002, 5.099E+002, 3.706E+001, 2.894E+000, 6.565E+000, 1.041E+002, 1.201E+002, 1.222E+002, 3.900E+001
 2.900E+002, 1.750E+002, 4.774E+002, 3.553E+001, 2.915E+000, 6.594E+000, 1.043E+002, 1.189E+002, 1.161E+002, 3.900E+001
 3.000E+002, 1.826E+002, 5.066E+002, 3.462E+001, 3.045E+000, 6.787E+000, 1.045E+002, 1.177E+002, 1.124E+002, 3.900E+001
 3.100E+002, 1.851E+002, 5.173E+002, 3.628E+001, 2.945E+000, 6.608E+000, 1.049E+002, 1.171E+002, 1.121E+002, 4.000E+001
 3.200E+002, 1.882E+002, 5.205E+002, 3.608E+001, 3.316E+000, 6.708E+000, 1.053E+002, 1.166E+002, 1.123E+002, 4.000E+001
 3.300E+002, 1.986E+002, 5.331E+002, 3.822E+001, 3.577E+000, 6.943E+000, 1.060E+002, 1.166E+002, 1.143E+002, 4.000E+001
 3.400E+002, 1.932E+002, 5.182E+002, 3.993E+001, 3.405E+000, 7.001E+000, 1.069E+002, 1.170E+002, 1.168E+002, 4.000E+001
 3.500E+002, 1.880E+002, 5.392E+002, 3.706E+001, 3.071E+000, 6.636E+000, 1.074E+002, 1.168E+002, 1.161E+002, 4.000E+001
 3.600E+002, 1.736E+002, 5.084E+002, 3.719E+001, 3.180E+000, 6.349E+000, 1.076E+002, 1.161E+002, 1.133E+002, 4.000E+001
 3.700E+002, 1.727E+002, 5.251E+002, 3.834E+001, 3.020E+000, 6.554E+000, 1.077E+002, 1.155E+002, 1.118E+002, 4.000E+001
 3.800E+002, 1.900E+002, 5.390E+002, 3.739E+001, 3.414E+000, 6.767E+000, 1.081E+002, 1.154E+002, 1.133E+002, 4.000E+001
 3.900E+002, 1.787E+002, 5.318E+002, 3.597E+001, 3.205E+000, 6.398E+000, 1.086E+002, 1.155E+002, 1.143E+002, 4.000E+001
 4.000E+002, 1.905E+002, 5.403E+002, 3.905E+001, 3.372E+000, 6.740E+000, 1.089E+002, 1.152E+002, 1.138E+002, 4.000E+001
 4.100E+002, 1.720E+002, 5.381E+002, 3.953E+001, 3.108E+000, 6.324E+000, 1.091E+002, 1.149E+002, 1.130E+002, 4.000E+001
 4.200E+002, 1.771E+002, 5.309E+002, 3.912E+001, 3.015E+000, 6.397E+000, 1.090E+002, 1.141E+002, 1.104E+002, 4.000E+001
 4.300E+002, 1.786E+002, 5.273E+002, 3.747E+001, 2.967E+000, 6.412E+000, 1.090E+002, 1.137E+002, 1.103E+002, 4.000E+001
 4.400E+002, 1.760E+002, 5.299E+002, 3.629E+001, 2.949E+000, 6.411E+000, 1.090E+002, 1.132E+002, 1.099E+002, 4.000E+001
 4.500E+002, 1.827E+002, 5.456E+002, 3.899E+001, 2.961E+000, 6.539E+000, 1.092E+002, 1.132E+002, 1.111E+002, 4.000E+001
 4.600E+002, 1.813E+002, 5.429E+002, 3.668E+001, 2.884E+000, 6.334E+000, 1.094E+002, 1.131E+002, 1.114E+002, 4.000E+001
 4.700E+002, 1.788E+002, 5.414E+002, 3.827E+001, 3.148E+000, 6.551E+000, 1.093E+002, 1.126E+002, 1.102E+002, 4.000E+001
 4.800E+002, 1.602E+002, 5.043E+002, 3.693E+001, 2.709E+000, 6.042E+000, 1.091E+002, 1.119E+002, 1.078E+002, 4.000E+001
 4.900E+002, 1.705E+002, 5.230E+002, 3.576E+001, 3.158E+000, 6.651E+000, 1.086E+002, 1.107E+002, 1.046E+002, 4.000E+001
 5.000E+002, 1.778E+002, 5.287E+002, 3.659E+001, 2.452E+000, 6.162E+000, 1.086E+002, 1.105E+002, 1.065E+002, 4.000E+001
 5.100E+002, 1.745E+002, 5.050E+002, 3.660E+001, 2.903E+000, 6.473E+000, 1.086E+002, 1.104E+002, 1.075E+002, 4.000E+001
 5.200E+002, 1.733E+002, 5.328E+002, 3.907E+001, 2.792E+000, 6.541E+000, 1.083E+002, 1.097E+002, 1.056E+002, 4.100E+001
 5.300E+002, 1.846E+002, 5.122E+002, 3.713E+001, 3.174E+000, 6.585E+000, 1.085E+002, 1.098E+002, 1.081E+002, 4.100E+001
 5.400E+002, 1.863E+002, 5.169E+002, 3.761E+001, 3.255E+000, 6.632E+000, 1.089E+002, 1.104E+002, 1.111E+002, 4.100E+001
 5.500E+002, 1.791E+002, 5.412E+002, 3.867E+001, 2.791E+000, 6.383E+000, 1.091E+002, 1.106E+002, 1.117E+002, 4.100E+001
 5.600E+002, 1.703E+002, 5.380E+002, 3.649E+001, 2.674E+000, 6.036E+000, 1.092E+002, 1.106E+002, 1.113E+002, 4.100E+001
 5.700E+002, 1.568E+002, 5.147E+002, 3.474E+001, 2.268E+000, 5.792E+000, 1.089E+002, 1.099E+002, 1.080E+002, 4.100E+001
 5.800E+002, 1.711E+002, 5.363E+002, 3.624E+001, 2.579E+000, 5.756E+000, 1.087E+002, 1.096E+002, 1.072E+002, 4.100E+001
 5.900E+002, 1.681E+002, 5.337E+002, 3.885E+001, 2.318E+000, 5.980E+000, 1.085E+002, 1.091E+002, 1.063E+002, 4.100E+001
 6.000E+002, 1.724E+002, 5.282E+002, 3.713E+001, 2.666E+000, 6.050E+000, 1.083E+002, 1.088E+002, 1.058E+002, 4.100E+001
