s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
Time,"TC_001","TC_002","TC_003","TC_004","TC_005","TC_006","TC_007","TC_008","TC_009","TC_010","TC_011","TC_012","TC_013","TC_014","TC_015","TC_016","TC_017","TC_018","TC_019","TC_020","TC_021","TC_022","TC_023","TC_024","TC_025","TC_026","TC_027","TC_028","TC_029","TC_030","TC_031","TC_032","TC_033","TC_034","TC_035","TC_036","TC_037","TC_038","TC_039","TC_040","TC_041","TC_042","TC_043","TC_044","TC_045","TC_046","TC_047","TC_048","TC_049","TC_050","TC_051","TC_052","TC_053","TC_054","TC_055","TC_056","TC_057","TC_058","TC_059","TC_060","TC_061","TC_062","TC_063","TC_064","TC_065","TC_066","TC_067","TC_068","TC_069","TC_070","TC_071","TC_072","TC_073","TC_074","TC_075","TC_076","TC_077","TC_078","TC_079","TC_080","TC_081","TC_082","TC_083","TC_084","TC_085","TC_086","TC_087","TC_088","TC_089","TC_090","TC_091","TC_092","TC_093","TC_094","TC_095","TC_096","TC_097","TC_098","TC_099","TC_100","TC_101","TC_102","TC_103","TC_104","O2_FLOOR","CO2_FLOOR","CO_FLOOR","O2_VENT","CO2_VENT","CO_VENT","Acts"
 0.000E+000, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.080E-001, 3.873E-004, 0.000E+000, 2.080E-001, 3.873E-004, 0.000E+000, 0.000E+000
 1.003E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.802E+001, 1.800E+001, 1.811E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.804E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.808E+001, 1.814E+001, 1.834E+001, 1.870E+001, 1.800E+001, 1.803E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.802E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.801E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.080E-001, 3.873E-004, 1.786E-086, 2.080E-001, 3.873E-004, 1.960E-034, 0.000E+000
 2.002E+001, 2.134E+001, 1.942E+001, 1.818E+001, 1.821E+001, 1.826E+001, 1.831E+001, 1.833E+001, 1.839E+001, 1.846E+001, 1.800E+001, 2.069E+001, 1.941E+001, 1.847E+001, 1.822E+001, 1.822E+001, 1.822E+001, 1.824E+001, 1.825E+001, 1.829E+001, 1.833E+001, 1.800E+001, 2.532E+001, 4.781E+001, 4.937E+001, 5.353E+001, 5.772E+001, 6.220E+001, 6.724E+001, 7.006E+001, 7.558E+001, 8.145E+001, 1.800E+001, 1.841E+001, 1.806E+001, 1.806E+001, 1.805E+001, 1.804E+001, 1.803E+001, 1.802E+001, 1.802E+001, 1.802E+001, 1.803E+001, 2.286E+001, 2.328E+001, 2.361E+001, 2.344E+001, 2.319E+001, 2.306E+001, 2.288E+001, 2.290E+001, 2.860E+001, 2.894E+001, 2.224E+001, 2.251E+001, 3.007E+001, 2.808E+001, 2.141E+001, 1.989E+001, 2.198E+001, 2.221E+001, 1.930E+001, 1.825E+001, 1.868E+001, 1.862E+001, 1.823E+001, 2.576E+001, 2.104E+001, 1.827E+001, 1.860E+001, 1.844E+001, 2.426E+001, 1.802E+001, 1.809E+001, 1.897E+001, 1.802E+001, 1.810E+001, 1.859E+001, 1.800E+001, 1.802E+001, 1.831E+001, 1.800E+001, 1.802E+001, 1.804E+001, 1.800E+001, 1.800E+001, 1.802E+001, 1.802E+001, 1.810E+001, 1.809E+001, 1.802E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.802E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.080E-001, 3.873E-004, 2.821E-075, 2.064E-001, 1.367E-003, 3.067E-006, 0.000E+000
 3.000E+001, 2.929E+001, 2.303E+001, 1.882E+001, 1.893E+001, 1.912E+001, 1.933E+001, 1.945E+001, 1.969E+001, 1.999E+001, 1.800E+001, 3.041E+001, 2.705E+001, 2.120E+001, 1.901E+001, 1.897E+001, 1.900E+001, 1.908E+001, 1.913E+001, 1.928E+001, 1.947E+001, 1.800E+001, 4.425E+001, 9.562E+001, 9.494E+001, 9.882E+001, 1.050E+002, 1.124E+002, 1.207E+002, 1.253E+002, 1.365E+002, 1.503E+002, 1.800E+001, 2.062E+001, 2.061E+001, 1.889E+001, 1.820E+001, 1.816E+001, 1.813E+001, 1.811E+001, 1.811E+001, 1.812E+001, 1.816E+001, 4.641E+001, 4.825E+001, 4.915E+001, 4.855E+001, 4.668E+001, 4.688E+001, 4.625E+001, 4.616E+001, 6.068E+001, 5.950E+001, 4.531E+001, 4.416E+001, 6.282E+001, 6.219E+001, 4.062E+001, 3.582E+001, 4.258E+001, 4.232E+001, 3.395E+001, 2.882E+001, 3.138E+001, 3.187E+001, 2.876E+001, 5.196E+001, 3.909E+001, 2.975E+001, 3.114E+001, 2.910E+001, 4.913E+001, 2.042E+001, 2.649E+001, 3.558E+001, 2.059E+001, 2.471E+001, 3.149E+001, 1.852E+001, 2.260E+001, 2.986E+001, 1.868E+001, 2.110E+001, 2.497E+001, 1.807E+001, 1.898E+001, 2.066E+001, 2.174E+001, 2.360E+001, 2.363E+001, 2.162E+001, 1.801E+001, 1.802E+001, 1.828E+001, 1.841E+001, 1.911E+001, 1.914E+001, 1.842E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 2.080E-001, 3.873E-004, 3.320E-057, 2.033E-001, 3.146E-003, 8.642E-006, 0.000E+000
 4.001E+001, 4.298E+001, 3.163E+001, 2.109E+001, 2.119E+001, 2.157E+001, 2.210E+001, 2.238E+001, 2.305E+001, 2.383E+001, 1.800E+001, 4.875E+001, 4.746E+001, 3.289E+001, 2.372E+001, 2.160E+001, 2.079E+001, 2.099E+001, 2.116E+001, 2.155E+001, 2.196E+001, 1.800E+001, 7.959E+001, 1.381E+002, 1.284E+002, 1.254E+002, 1.293E+002, 1.344E+002, 1.410E+002, 1.452E+002, 1.572E+002, 1.746E+002, 1.800E+001, 2.555E+001, 2.909E+001, 2.128E+001, 1.854E+001, 1.846E+001, 1.841E+001, 1.839E+001, 1.839E+001, 1.843E+001, 1.854E+001, 8.089E+001, 8.258E+001, 8.172E+001, 8.118E+001, 7.916E+001, 7.916E+001, 7.893E+001, 7.283E+001, 8.966E+001, 8.949E+001, 7.256E+001, 6.921E+001, 1.010E+002, 1.093E+002, 7.273E+001, 5.615E+001, 6.748E+001, 7.163E+001, 6.053E+001, 4.576E+001, 5.134E+001, 5.458E+001, 4.853E+001, 8.178E+001, 6.098E+001, 4.871E+001, 4.998E+001, 5.053E+001, 8.625E+001, 4.046E+001, 5.009E+001, 6.243E+001, 3.925E+001, 4.557E+001, 5.377E+001, 3.128E+001, 3.910E+001, 4.664E+001, 2.978E+001, 3.516E+001, 3.925E+001, 2.571E+001, 2.944E+001, 3.304E+001, 3.794E+001, 3.895E+001, 4.127E+001, 3.757E+001, 2.226E+001, 2.548E+001, 2.797E+001, 3.060E+001, 3.135E+001, 3.304E+001, 3.018E+001, 1.955E+001, 2.019E+001, 2.202E+001, 2.340E+001, 2.497E+001, 2.612E+001, 2.351E+001, 2.080E-001, 3.873E-004, 4.989E-039, 2.009E-001, 4.583E-003, 1.314E-005, 0.000E+000
 5.000E+001, 5.371E+001, 4.592E+001, 2.709E+001, 2.639E+001, 2.683E+001, 2.754E+001, 2.786E+001, 2.888E+001, 3.010E+001, 1.801E+001, 7.059E+001, 7.539E+001, 6.011E+001, 4.070E+001, 2.874E+001, 2.453E+001, 2.458E+001, 2.477E+001, 2.516E+001, 2.554E+001, 1.802E+001, 1.162E+002, 1.761E+002, 1.614E+002, 1.544E+002, 1.581E+002, 1.660E+002, 1.774E+002, 1.829E+002, 1.991E+002, 2.266E+002, 1.800E+001, 3.134E+001, 3.867E+001, 2.738E+001, 2.092E+001, 1.981E+001, 1.920E+001, 1.888E+001, 1.889E+001, 1.897E+001, 1.913E+001, 9.564E+001, 9.305E+001, 9.301E+001, 8.948E+001, 8.847E+001, 8.664E+001, 9.279E+001, 9.294E+001, 1.194E+002, 1.260E+002, 9.870E+001, 8.716E+001, 1.401E+002, 1.557E+002, 9.566E+001, 7.026E+001, 6.723E+001, 7.504E+001, 8.580E+001, 5.465E+001, 5.000E+001, 6.396E+001, 6.959E+001, 1.046E+002, 7.646E+001, 5.333E+001, 5.175E+001, 6.610E+001, 1.140E+002, 5.635E+001, 6.941E+001, 8.152E+001, 5.428E+001, 5.919E+001, 6.731E+001, 4.804E+001, 5.545E+001, 6.271E+001, 4.380E+001, 4.900E+001, 5.330E+001, 4.011E+001, 4.136E+001, 4.453E+001, 4.647E+001, 4.741E+001, 5.647E+001, 5.889E+001, 3.459E+001, 3.755E+001, 4.059E+001, 4.260E+001, 4.423E+001, 5.030E+001, 5.245E+001, 3.005E+001, 3.253E+001, 3.642E+001, 3.738E+001, 4.047E+001, 4.480E+001, 4.607E+001, 2.080E-001, 3.873E-004, 3.699E-032, 1.999E-001, 5.144E-003, 1.490E-005, 0.000E+000
 6.001E+001, 6.498E+001, 5.561E+001, 3.386E+001, 3.211E+001, 3.267E+001, 3.361E+001, 3.375E+001, 3.517E+001, 3.684E+001, 1.804E+001, 9.077E+001, 1.024E+002, 8.867E+001, 6.223E+001, 3.407E+001, 2.856E+001, 2.861E+001, 2.870E+001, 2.892E+001, 2.917E+001, 1.809E+001, 1.588E+002, 2.184E+002, 2.012E+002, 1.943E+002, 2.017E+002, 2.158E+002, 2.319E+002, 2.411E+002, 2.700E+002, 3.133E+002, 1.801E+001, 3.706E+001, 5.115E+001, 4.166E+001, 2.927E+001, 2.512E+001, 2.398E+001, 2.245E+001, 2.158E+001, 2.079E+001, 2.061E+001, 1.112E+002, 1.094E+002, 1.079E+002, 1.058E+002, 1.028E+002, 1.011E+002, 1.052E+002, 1.263E+002, 1.617E+002, 1.536E+002, 1.238E+002, 1.071E+002, 1.815E+002, 1.837E+002, 1.205E+002, 9.184E+001, 7.126E+001, 7.566E+001, 1.090E+002, 6.581E+001, 4.904E+001, 5.658E+001, 8.975E+001, 1.320E+002, 9.418E+001, 5.709E+001, 4.579E+001, 7.872E+001, 1.365E+002, 8.236E+001, 9.533E+001, 1.100E+002, 7.228E+001, 7.564E+001, 8.605E+001, 6.280E+001, 6.786E+001, 7.627E+001, 5.810E+001, 6.357E+001, 7.019E+001, 5.395E+001, 5.847E+001, 5.539E+001, 5.023E+001, 4.176E+001, 5.713E+001, 7.558E+001, 4.918E+001, 5.002E+001, 4.640E+001, 4.245E+001, 4.178E+001, 5.710E+001, 6.808E+001, 4.312E+001, 4.045E+001, 4.052E+001, 3.994E+001, 4.654E+001, 5.502E+001, 6.259E+001, 2.080E-001, 3.873E-004, 1.451E-024, 1.978E-001, 6.387E-003, 1.879E-005, 1.000E+000
 7.001E+001, 6.168E+001, 5.745E+001, 4.049E+001, 3.513E+001, 3.367E+001, 3.444E+001, 3.465E+001, 3.619E+001, 3.810E+001, 1.813E+001, 8.878E+001, 1.071E+002, 9.089E+001, 6.502E+001, 5.181E+001, 3.998E+001, 3.601E+001, 3.446E+001, 3.096E+001, 3.020E+001, 1.826E+001, 1.769E+002, 2.445E+002, 2.385E+002, 2.408E+002, 2.546E+002, 2.779E+002, 3.044E+002, 3.215E+002, 3.613E+002, 4.135E+002, 1.803E+001, 3.969E+001, 6.083E+001, 5.315E+001, 3.948E+001, 3.645E+001, 3.264E+001, 2.859E+001, 2.722E+001, 2.566E+001, 2.511E+001, 1.070E+002, 1.003E+002, 9.716E+001, 9.605E+001, 9.718E+001, 9.692E+001, 1.029E+002, 1.351E+002, 1.633E+002, 1.591E+002, 1.226E+002, 1.166E+002, 1.727E+002, 1.598E+002, 1.254E+002, 9.531E+001, 7.745E+001, 8.370E+001, 1.085E+002, 6.765E+001, 5.210E+001, 6.469E+001, 9.479E+001, 1.363E+002, 9.185E+001, 5.952E+001, 4.776E+001, 8.364E+001, 1.368E+002, 9.025E+001, 1.067E+002, 1.179E+002, 8.308E+001, 8.605E+001, 9.493E+001, 7.537E+001, 7.747E+001, 8.352E+001, 6.860E+001, 7.395E+001, 7.614E+001, 6.538E+001, 6.756E+001, 6.449E+001, 5.571E+001, 4.428E+001, 6.459E+001, 8.578E+001, 6.070E+001, 5.943E+001, 5.539E+001, 4.880E+001, 4.865E+001, 6.637E+001, 8.136E+001, 5.417E+001, 4.954E+001, 4.475E+001, 4.595E+001, 5.406E+001, 6.550E+001, 7.581E+001, 2.080E-001, 3.872E-004, 8.538E-023, 1.960E-001, 6.246E-003, 1.836E-005, 4.000E+000
 8.001E+001, 6.222E+001, 6.149E+001, 4.774E+001, 3.968E+001, 3.661E+001, 3.624E+001, 3.620E+001, 3.624E+001, 3.691E+001, 1.829E+001, 9.051E+001, 1.175E+002, 9.343E+001, 6.526E+001, 5.563E+001, 4.438E+001, 3.961E+001, 3.709E+001, 3.250E+001, 3.034E+001, 1.858E+001, 2.124E+002, 3.017E+002, 3.000E+002, 3.175E+002, 3.500E+002, 3.940E+002, 4.483E+002, 4.785E+002, 5.415E+002, 6.122E+002, 1.807E+001, 4.027E+001, 6.653E+001, 6.111E+001, 5.036E+001, 4.510E+001, 3.372E+001, 2.671E+001, 2.558E+001, 2.429E+001, 2.313E+001, 1.018E+002, 9.759E+001, 9.968E+001, 1.003E+002, 9.475E+001, 9.270E+001, 9.473E+001, 1.280E+002, 1.573E+002, 1.437E+002, 1.223E+002, 1.258E+002, 1.516E+002, 1.604E+002, 1.305E+002, 1.014E+002, 8.165E+001, 8.758E+001, 1.158E+002, 7.634E+001, 6.454E+001, 7.462E+001, 9.830E+001, 1.444E+002, 9.422E+001, 6.883E+001, 6.357E+001, 8.586E+001, 1.528E+002, 8.938E+001, 1.012E+002, 1.120E+002, 8.566E+001, 9.129E+001, 1.041E+002, 8.192E+001, 8.676E+001, 9.270E+001, 7.626E+001, 7.862E+001, 7.799E+001, 7.039E+001, 7.022E+001, 6.815E+001, 6.159E+001, 5.781E+001, 7.371E+001, 8.807E+001, 6.537E+001, 6.427E+001, 6.115E+001, 5.449E+001, 6.149E+001, 7.156E+001, 8.384E+001, 6.022E+001, 5.979E+001, 5.498E+001, 5.642E+001, 6.314E+001, 7.069E+001, 7.968E+001, 2.073E-001, 3.879E-004, 5.963E-009, 1.927E-001, 6.999E-003, 2.073E-005, 4.000E+000
