s,C,C,C,m/s,m/s,C,C,C,
 1.200E+002, 9.694E+001, 9.424E+001, 1.367E+002, 2.150E+000, 1.737E+000, 4.688E+001, 6.185E+001, 9.785E+001, 1.800E+001
 1.300E+002, 9.023E+001, 9.076E+001, 1.640E+002, 1.528E+000, 1.243E+000, 4.876E+001, 6.399E+001, 9.566E+001, 2.200E+001
 1.400E+002, 9.122E+001, 8.288E+001, 1.490E+002, 2.143E+000, 2.047E+000, 5.018E+001, 6.536E+001, 9.186E+001, 2.300E+001
 1.500E+002, 9.749E+001, 8.566E+001, 1.381E+002, 2.032E+000, 2.042E+000, 5.212E+001, 6.748E+001, 9.180E+001, 2.300E+001
 1.600E+002, 9.247E+001, 8.010E+001, 1.762E+002, 1.722E+000, 1.570E+000, 5.434E+001, 6.994E+001, 9.314E+001, 2.300E+001
 1.700E+002, 7.327E+001, 7.200E+001, 1.423E+002, 8.022E-001, 9.310E-001, 5.486E+001, 6.997E+001, 8.725E+001, 2.300E+001
 1.800E+002, 6.351E+001, 6.559E+001, 1.280E+002, 8.980E-001, 1.120E+000, 5.489E+001, 6.919E+001, 7.935E+001, 2.400E+001
 1.900E+002, 5.480E+001, 5.891E+001, 1.313E+002, 8.838E-001, 7.892E-001, 5.503E+001, 6.866E+001, 7.439E+001, 2.400E+001
 2.000E+002, 5.324E+001, 5.082E+001, 1.297E+002, 8.093E-001, 4.953E-001, 5.496E+001, 6.777E+001, 6.883E+001, 2.400E+001
 2.100E+002, 4.885E+001, 4.707E+001, 1.326E+002, 1.075E+000, 7.017E-001, 5.468E+001, 6.656E+001, 6.301E+001, 2.500E+001
 2.200E+002, 4.238E+001, 4.250E+001, 1.407E+002, 7.696E-001, 1.005E+000, 5.431E+001, 6.524E+001, 5.790E+001, 2.500E+001
 2.300E+002, 3.774E+001, 3.671E+001, 1.407E+002, 6.703E-001, 1.085E+000, 5.396E+001, 6.415E+001, 5.432E+001, 2.500E+001
 2.400E+002, 3.005E+001, 3.463E+001, 1.260E+002, 1.039E+000, 1.114E+000, 5.312E+001, 6.212E+001, 4.758E+001, 2.600E+001
 2.500E+002, 2.838E+001, 3.247E+001, 1.289E+002, 1.113E+000, 1.075E+000, 5.220E+001, 5.998E+001, 4.191E+001, 2.600E+001
 2.600E+002, 2.648E+001, 2.781E+001, 1.239E+002, 9.418E-001, 1.057E+000, 5.140E+001, 5.813E+001, 3.849E+001, 2.600E+001
 2.700E+002, 2.563E+001, 2.194E+001, 1.313E+002, 9.043E-001, 9.906E-001, 5.066E+001, 5.647E+001, 3.593E+001, 2.600E+001
 2.800E+002, 2.495E+001, 2.147E+001, 1.235E+002, 9.463E-001, 9.945E-001, 4.993E+001, 5.488E+001, 3.395E+001, 2.600E+001
 2.900E+002, 2.355E+001, 2.072E+001, 1.370E+002, 9.711E-001, 9.643E-001, 4.912E+001, 5.320E+001, 3.190E+001, 2.600E+001
 3.000E+002, 2.151E+001, 2.028E+001, 1.280E+002, 1.060E+000, 1.202E+000, 4.831E+001, 5.156E+001, 3.012E+001, 2.600E+001
 3.100E+002, 2.226E+001, 2.239E+001, 1.350E+002, 1.016E+000, 9.964E-001, 4.739E+001, 4.976E+001, 2.789E+001, 2.600E+001
 3.200E+002, 2.293E+001, 2.224E+001, 1.466E+002, 1.005E+000, 9.037E-001, 4.653E+001, 4.814E+001, 2.642E+001, 2.600E+001
 3.300E+002, 2.778E+001, 2.607E+001, 1.373E+002, 6.072E-001, 8.581E-001, 4.584E+001, 4.687E+001, 2.576E+001, 2.600E+001
 3.400E+002, 2.758E+001, 2.971E+001, 1.309E+002, 9.072E-001, 1.146E+000, 4.526E+001, 4.581E+001, 2.587E+001, 2.600E+001
 3.500E+002, 2.726E+001, 2.769E+001, 1.262E+002, 5.698E-001, 7.144E-001, 4.472E+001, 4.484E+001, 2.639E+001, 2.600E+001
 3.600E+002, 2.709E+001, 2.481E+001, 1.343E+002, 6.132E-001, 7.243E-001, 4.440E+001, 4.428E+001, 2.705E+001, 2.600E+001
 3.700E+002, 2.865E+001, 2.072E+001, 1.357E+002, 7.739E-001, 6.401E-001, 4.401E+001, 4.362E+001, 2.802E+001, 2.600E+001
 3.800E+002, 3.244E+001, 2.002E+001, 1.229E+002, 7.894E-001, 4.782E-001, 4.348E+001, 4.272E+001, 2.768E+001, 2.600E+001
 3.900E+002, 3.074E+001, 2.037E+001, 1.358E+002, 5.994E-001, 4.381E-001, 4.303E+001, 4.198E+001, 2.761E+001, 2.600E+001
 4.000E+002, 2.429E+001, 2.019E+001, 1.470E+002, 6.482E-001, 9.176E-001, 4.292E+001, 4.183E+001, 3.015E+001, 2.600E+001
 4.100E+002, 2.252E+001, 2.000E+001, 1.283E+002, 7.242E-001, 7.322E-001, 4.270E+001, 4.151E+001, 3.126E+001, 2.600E+001
 4.200E+002, 2.150E+001, 2.010E+001, 1.385E+002, 5.600E-001, 8.878E-001, 4.246E+001, 4.115E+001, 3.167E+001, 2.600E+001
 4.300E+002, 2.295E+001, 2.017E+001, 1.280E+002, 9.539E-001, 9.852E-001, 4.196E+001, 4.035E+001, 3.028E+001, 2.600E+001
 4.400E+002, 2.284E+001, 2.349E+001, 1.295E+002, 9.373E-001, 8.285E-001, 4.140E+001, 3.948E+001, 2.899E+001, 2.600E+001
 4.500E+002, 2.405E+001, 2.211E+001, 1.310E+002, 7.814E-001, 8.670E-001, 4.091E+001, 3.874E+001, 2.819E+001, 2.600E+001
 4.600E+002, 2.226E+001, 2.270E+001, 1.204E+002, 9.554E-001, 1.145E+000, 4.042E+001, 3.801E+001, 2.750E+001, 2.600E+001
 4.700E+002, 2.503E+001, 2.427E+001, 1.287E+002, 9.451E-001, 1.086E+000, 3.991E+001, 3.727E+001, 2.691E+001, 2.600E+001
 4.800E+002, 3.087E+001, 2.603E+001, 1.285E+002, 7.801E-001, 5.957E-001, 3.960E+001, 3.688E+001, 2.776E+001, 2.600E+001
 4.900E+002, 3.300E+001, 2.695E+001, 1.358E+002, 7.656E-001, 6.685E-001, 3.932E+001, 3.652E+001, 2.825E+001, 2.600E+001
 5.000E+002, 3.313E+001, 2.190E+001, 1.407E+002, 6.339E-001, 7.085E-001, 3.901E+001, 3.613E+001, 2.836E+001, 2.600E+001
 5.100E+002, 4.072E+001, 3.049E+001, 1.402E+002, 7.611E-001, 8.658E-001, 3.886E+001, 3.600E+001, 2.951E+001, 2.600E+001
 5.200E+002, 3.824E+001, 2.962E+001, 1.428E+002, 7.604E-001, 8.615E-001, 3.884E+001, 3.611E+001, 3.155E+001, 2.600E+001
 5.300E+002, 3.214E+001, 2.884E+001, 1.488E+002, 9.302E-001, 5.107E-001, 3.850E+001, 3.568E+001, 3.068E+001, 2.600E+001
 5.400E+002, 2.746E+001, 2.283E+001, 1.470E+002, 8.303E-001, 6.943E-001, 3.804E+001, 3.505E+001, 2.903E+001, 2.600E+001
 5.500E+002, 2.431E+001, 2.071E+001, 1.347E+002, 1.016E+000, 8.504E-001, 3.760E+001, 3.445E+001, 2.788E+001, 2.600E+001
 5.600E+002, 2.296E+001, 2.279E+001, 1.427E+002, 1.084E+000, 1.012E+000, 3.704E+001, 3.367E+001, 2.616E+001, 2.600E+001
 5.700E+002, 2.308E+001, 2.146E+001, 1.420E+002, 9.493E-001, 1.022E+000, 3.650E+001, 3.295E+001, 2.488E+001, 2.600E+001
 5.800E+002, 2.233E+001, 2.020E+001, 1.319E+002, 1.026E+000, 1.054E+000, 3.604E+001, 3.235E+001, 2.432E+001, 2.600E+001
 5.900E+002, 2.101E+001, 2.037E+001, 1.262E+002, 9.806E-001, 1.052E+000, 3.559E+001, 3.180E+001, 2.401E+001, 2.600E+001
 6.000E+002, 2.349E+001, 2.351E+001, 1.270E+002, 1.049E+000, 1.188E+000, 3.515E+001, 3.127E+001, 2.372E+001, 2.600E+001
