Time, Height, T_lower, T_upper
20.010000, 5.600692, 12.222300, 21.814269
30.000000, 5.453400, 12.393900, 26.784794
40.000000, 4.987742, 12.611700, 30.268619
50.010000, 4.304973, 13.354200, 30.209963
60.000000, 4.106398, 13.575300, 31.583333
70.000000, 3.859707, 13.634700, 33.756651
80.000000, 3.646222, 13.888800, 39.413871
90.000000, 3.507206, 14.205600, 39.635811
100.000000, 3.398707, 15.528900, 41.645999
110.000000, 3.385652, 16.872000, 43.610959
120.000000, 3.238765, 17.000700, 44.523522
130.000000, 3.004746, 17.541900, 45.170983
140.000000, 2.945657, 18.258000, 46.667138
150.000000, 2.845267, 19.696800, 48.185783
160.000000, 2.859844, 21.330300, 49.600399
170.000000, 2.810192, 21.475500, 51.031954
180.000000, 2.822302, 23.848200, 52.732099
190.000000, 2.805931, 24.795300, 53.984988
200.000000, 2.818518, 26.923800, 55.366714
210.000000, 2.878131, 29.210700, 56.679143
220.000000, 2.876398, 30.256800, 58.091271
230.000000, 2.889973, 31.586700, 58.782264
240.000000, 2.974286, 33.850500, 60.893462
250.000000, 2.954488, 35.678700, 61.868446
260.000000, 3.031543, 37.421100, 62.443806
270.000000, 3.006883, 38.427600, 63.203572
280.000000, 3.073456, 39.701400, 65.055766
290.000000, 3.053167, 40.592400, 66.296354
300.000000, 3.126931, 42.004800, 66.947336
310.000000, 3.045019, 43.021200, 67.788188
320.000000, 3.151722, 44.526000, 69.067861
330.000000, 3.161360, 45.219000, 69.635795
340.000000, 3.173480, 45.789900, 70.706351
350.000000, 3.160078, 46.733700, 71.248077
360.000000, 3.185487, 47.717100, 71.714910
370.000000, 3.204704, 48.542100, 72.536027
380.000000, 3.176573, 48.948000, 72.855387
390.000000, 3.213058, 49.769700, 75.137487
400.000000, 3.234002, 50.868600, 74.867069
410.000000, 3.196229, 51.291000, 74.741078
420.000000, 3.124632, 51.657300, 75.025478
430.000000, 3.210654, 52.188600, 76.624782
440.000000, 3.239462, 53.317200, 77.282696
450.000000, 3.255464, 53.673600, 77.963094
460.000000, 3.269181, 54.472200, 77.961793
470.000000, 3.314006, 55.208100, 79.314485
480.000000, 3.358218, 55.901100, 79.800274
490.000000, 3.270380, 56.376300, 79.213877
500.000000, 3.340166, 56.613900, 80.644536
510.000000, 3.377301, 57.273900, 81.525998
520.000000, 3.417122, 57.739200, 82.254185
530.000000, 3.425278, 58.287000, 82.829421
540.000000, 3.463481, 58.640100, 83.525996
550.000000, 3.381838, 58.953600, 82.836685
560.000000, 3.385143, 59.435400, 84.028067
570.000000, 3.445768, 60.220800, 84.336536
580.000000, 3.394333, 60.088800, 84.548543
590.000000, 3.402349, 60.606900, 85.550820
600.000000, 3.391845, 60.748800, 85.134519
610.000000, 3.211735, 60.560700, 82.487621
620.100000, 3.093813, 59.689500, 78.258474
630.000000, 3.156454, 58.597200, 73.561105
640.000000, 3.022241, 57.336600, 70.971981
650.000000, 2.937049, 54.864900, 67.956676
660.000000, 3.021545, 54.247800, 65.510833
670.000000, 2.955581, 52.323900, 63.044822
680.000000, 2.889012, 51.102900, 61.134169
690.100000, 2.909488, 50.485800, 59.192080
700.000000, 2.999940, 49.528800, 57.351787
710.100000, 3.013892, 48.334200, 56.135151
720.100000, 3.045951, 47.816100, 54.665402
730.000000, 3.072504, 46.413600, 53.446170
740.000000, 3.021454, 45.512700, 52.251046
750.000000, 2.976312, 44.869200, 50.796242
760.100000, 2.979651, 43.707600, 49.547975
770.000000, 2.991033, 43.074000, 48.688531
780.000000, 2.935290, 42.140100, 47.685964
790.100000, 2.925097, 41.622000, 46.795687
800.000000, 2.985717, 40.830000, 45.780857
810.000000, 2.904851, 40.087500, 44.875067
820.100000, 2.965526, 39.510000, 44.477656
830.100000, 3.001730, 38.793900, 43.595673
840.000000, 2.930672, 38.213100, 42.862524
850.000000, 2.918506, 38.094300, 42.233731
860.100000, 2.966993, 37.190100, 41.467777
870.000000, 2.875540, 36.427800, 40.831278
880.000000, 2.886025, 36.345300, 40.407030
890.100000, 2.901286, 35.649000, 39.754241
900.000000, 2.922237, 35.358600, 39.194293
