s,status,status,status,status
Time,"Act1","Act2","Act3","Act4"
 0.000E+00,-1,-1,-1,-1
 1.000E-01,-1,-1,-1,-1
 2.000E-01,-1,-1,-1,-1
 3.000E-01,-1,-1,-1,-1
 4.000E-01,-1,-1,-1,-1
 5.000E-01,-1,-1,-1,-1
 6.000E-01,-1,-1,-1,-1
 7.000E-01,-1,-1,-1,-1
 8.000E-01,-1,-1,-1,-1
 9.000E-01,-1,-1,-1,-1
 1.072E+00,-1,-1,-1,-1
 1.128E+00,-1,-1,-1,-1
 1.233E+00,-1,-1,-1,-1
 1.319E+00,-1,-1,-1,-1
 1.408E+00,-1,-1,-1,-1
 1.506E+00,-1,-1,-1,-1
 1.608E+00,-1,-1,-1,-1
 1.718E+00,-1,-1,-1,-1
 1.809E+00,-1,-1,-1,-1
 1.902E+00,-1,-1,-1,-1
 2.003E+00,-1,-1,-1,-1
 2.104E+00,-1,-1,-1,-1
 2.204E+00,-1,-1,-1,-1
 2.305E+00,-1,-1,-1,-1
 2.405E+00,-1,-1,-1,-1
 2.506E+00,-1,-1,-1,-1
 2.602E+00,-1,-1,-1,-1
 2.710E+00,-1,-1,-1,-1
 2.817E+00,-1,-1,-1,-1
 2.903E+00,-1,-1,-1,-1
 3.000E+00,-1,-1,-1,-1
 3.105E+00,-1,-1,-1,-1
 3.211E+00,-1,-1,-1,-1
 3.317E+00,-1,-1,-1,-1
 3.406E+00,-1,-1,-1,-1
 3.512E+00,-1,-1,-1,-1
 3.613E+00,-1,-1,-1,-1
 3.709E+00,-1,-1,-1,-1
 3.804E+00,-1,-1,-1,-1
 3.900E+00,-1,-1,-1,-1
 4.012E+00,-1,-1,-1,-1
 4.107E+00,-1,-1,-1,-1
 4.203E+00,-1,-1,-1,-1
 4.314E+00,-1,-1,-1,-1
 4.410E+00,-1,-1,-1,-1
 4.506E+00,-1,-1,-1,-1
 4.601E+00,-1,-1,-1,-1
 4.713E+00,-1,-1,-1,-1
 4.809E+00,-1,-1,-1,-1
 4.904E+00,-1,-1,-1,-1
 5.016E+00,-1,-1,-1,-1
 5.111E+00,-1,-1,-1,-1
 5.207E+00,-1,-1,-1,-1
 5.303E+00,-1,-1,-1,-1
