s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,
Time,"SPRINKLER 1","SPRINKLER 2","SPRINKLER 3","SPRINKLER 4","TC_1_01","TC_1_02","TC_1_03","TC_1_04","TC_1_05","TC_1_06","TC_1_07","TC_1_08","TC_1_09","TC_1_10","TC_1_11","TC_1_12","TC_2_01","TC_2_02","TC_2_03","TC_2_04","TC_2_05","TC_2_06","TC_2_07","TC_2_08","TC_2_09","TC_2_10","TC_2_11","TC_2_12","TC_3_01","TC_3_02","TC_3_03","TC_3_04","TC_3_05","TC_3_06","TC_3_07","TC_3_08","TC_3_09","TC_3_10","TC_3_11","TC_3_12","TC_4_01","TC_4_02","TC_4_03","TC_4_04","TC_4_05","TC_4_06","TC_4_07","TC_4_08","TC_4_09","TC_4_10","TC_4_11","TC_4_12","BDP_1_01","BDP_1_02","BDP_1_03","BDP_1_04","BDP_2_01","BDP_2_02","BDP_2_03","BDP_2_04","Acts"
 0.000E+00, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.003E+00, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 5.409E-03, 5.409E-03, 6.187E-03, 8.171E-03, 2.679E-03, 2.679E-03, 4.225E-03, 8.178E-03, 0.000E+00
 8.008E+00, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.002E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.002E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.000E+01, 2.000E+01, 2.001E+01, 4.782E-03, 4.782E-03, 6.948E-03, 6.562E-03, 2.724E-03, 2.724E-03, 3.133E-03, 8.208E-03, 0.000E+00
 1.201E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.003E+01, 2.003E+01, 2.003E+01, 2.003E+01, 2.003E+01, 2.004E+01, 2.004E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.003E+01, 2.003E+01, 2.003E+01, 2.003E+01, 2.003E+01, 2.004E+01, 2.004E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.002E+01, 7.828E-03, 7.828E-03, 7.726E-03, 7.958E-03, 9.012E-03, 9.012E-03, 8.087E-03, 9.658E-03, 0.000E+00
 1.601E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.005E+01, 2.005E+01, 2.005E+01, 2.006E+01, 2.006E+01, 2.007E+01, 2.008E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.005E+01, 2.005E+01, 2.005E+01, 2.006E+01, 2.006E+01, 2.007E+01, 2.008E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.003E+01, 2.003E+01, 2.003E+01, 2.003E+01, 2.002E+01, 2.002E+01, 2.003E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.003E+01, 2.003E+01, 2.003E+01, 2.003E+01, 2.002E+01, 2.002E+01, 2.003E+01, 2.778E-02, 2.778E-02, 2.576E-02, 2.783E-02, 6.121E-02, 6.121E-02, 6.341E-02, 5.564E-02, 0.000E+00
 2.001E+01, 2.011E+01, 2.020E+01, 2.000E+01, 2.000E+01, 2.078E+01, 2.144E+01, 2.144E+01, 2.144E+01, 2.144E+01, 2.109E+01, 2.109E+01, 2.054E+01, 2.023E+01, 2.010E+01, 2.011E+01, 2.012E+01, 2.152E+01, 2.262E+01, 2.262E+01, 2.262E+01, 2.262E+01, 2.228E+01, 2.228E+01, 2.169E+01, 2.063E+01, 2.016E+01, 2.011E+01, 2.012E+01, 2.005E+01, 2.005E+01, 2.005E+01, 2.005E+01, 2.005E+01, 2.005E+01, 2.005E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.003E+01, 2.005E+01, 2.006E+01, 2.005E+01, 2.005E+01, 2.005E+01, 2.005E+01, 2.005E+01, 2.005E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.003E+01, 2.005E+01, 4.641E-01, 4.641E-01, 3.189E-01, 1.234E-01, 4.992E-01, 4.992E-01, 3.874E-01, 2.951E-01, 0.000E+00
 2.400E+01, 2.048E+01, 2.058E+01, 2.000E+01, 2.001E+01, 2.324E+01, 2.472E+01, 2.472E+01, 2.472E+01, 2.472E+01, 2.300E+01, 2.300E+01, 2.138E+01, 2.063E+01, 2.017E+01, 2.016E+01, 2.017E+01, 2.429E+01, 2.551E+01, 2.551E+01, 2.551E+01, 2.551E+01, 2.418E+01, 2.418E+01, 2.311E+01, 2.135E+01, 2.031E+01, 2.016E+01, 2.017E+01, 2.007E+01, 2.008E+01, 2.008E+01, 2.008E+01, 2.008E+01, 2.008E+01, 2.008E+01, 2.007E+01, 2.006E+01, 2.006E+01, 2.005E+01, 2.007E+01, 2.016E+01, 2.027E+01, 2.027E+01, 2.027E+01, 2.027E+01, 2.031E+01, 2.031E+01, 2.022E+01, 2.012E+01, 2.006E+01, 2.005E+01, 2.007E+01, 5.522E-01, 5.522E-01, 2.446E-01, 8.725E-02, 4.456E-01, 4.456E-01, 2.814E-01, 1.620E-01, 0.000E+00
 2.800E+01, 2.096E+01, 2.101E+01, 2.009E+01, 2.025E+01, 2.657E+01, 2.763E+01, 2.763E+01, 2.763E+01, 2.763E+01, 2.548E+01, 2.548E+01, 2.216E+01, 2.093E+01, 2.027E+01, 2.022E+01, 2.023E+01, 2.651E+01, 2.777E+01, 2.777E+01, 2.777E+01, 2.777E+01, 2.642E+01, 2.642E+01, 2.446E+01, 2.183E+01, 2.065E+01, 2.026E+01, 2.023E+01, 2.030E+01, 2.129E+01, 2.129E+01, 2.129E+01, 2.129E+01, 2.180E+01, 2.180E+01, 2.176E+01, 2.160E+01, 2.136E+01, 2.101E+01, 2.018E+01, 2.224E+01, 2.292E+01, 2.292E+01, 2.292E+01, 2.292E+01, 2.312E+01, 2.312E+01, 2.246E+01, 2.151E+01, 2.080E+01, 2.034E+01, 2.010E+01, 5.848E-01, 5.848E-01, 3.684E-01, 1.074E-01, 4.236E-01, 4.236E-01, 3.912E-01, 2.112E-01, 0.000E+00
 3.201E+01, 2.157E+01, 2.158E+01, 2.028E+01, 2.056E+01, 2.948E+01, 3.049E+01, 3.049E+01, 3.049E+01, 3.049E+01, 2.840E+01, 2.840E+01, 2.310E+01, 2.143E+01, 2.046E+01, 2.031E+01, 2.029E+01, 2.938E+01, 3.072E+01, 3.072E+01, 3.072E+01, 3.072E+01, 2.898E+01, 2.898E+01, 2.615E+01, 2.309E+01, 2.141E+01, 2.043E+01, 2.030E+01, 2.128E+01, 2.325E+01, 2.325E+01, 2.325E+01, 2.325E+01, 2.487E+01, 2.487E+01, 2.518E+01, 2.477E+01, 2.373E+01, 2.289E+01, 2.048E+01, 2.425E+01, 2.531E+01, 2.531E+01, 2.531E+01, 2.531E+01, 2.641E+01, 2.641E+01, 2.605E+01, 2.457E+01, 2.301E+01, 2.183E+01, 2.027E+01, 5.585E-01, 5.585E-01, 4.315E-01, 1.136E-01, 4.709E-01, 4.709E-01, 3.461E-01, 2.107E-01, 0.000E+00
