s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,
 2.200E+02, 5.967E+01, 6.306E+01, 7.230E+01, 7.369E+01, 9.750E+01, 9.750E+01, 9.750E+01, 9.750E+01, 9.762E+01, 9.762E+01, 9.374E+01, 8.971E+01, 8.699E+01, 8.268E+01, 6.145E+01, 9.191E+01, 9.634E+01, 9.634E+01, 9.634E+01, 9.634E+01, 9.973E+01, 9.973E+01, 9.747E+01, 9.302E+01, 8.666E+01, 7.920E+01, 5.851E+01, 1.003E+02, 1.037E+02, 1.037E+02, 1.037E+02, 1.037E+02, 1.065E+02, 1.065E+02, 1.053E+02, 9.879E+01, 8.895E+01, 7.738E+01, 6.046E+01, 9.393E+01, 9.735E+01, 9.735E+01, 9.735E+01, 9.735E+01, 1.013E+02, 1.013E+02, 1.000E+02, 9.610E+01, 8.993E+01, 8.093E+01, 6.204E+01, 4.426E-01, 4.426E-01, 2.758E-01, 1.676E-01, 4.307E-01, 4.307E-01, 3.172E-01, 2.708E-01, 0.000E+00
 2.240E+02, 6.190E+01, 6.505E+01, 7.418E+01, 7.552E+01, 1.004E+02, 1.004E+02, 1.004E+02, 1.004E+02, 1.021E+02, 1.021E+02, 9.677E+01, 9.038E+01, 8.653E+01, 8.288E+01, 6.021E+01, 9.734E+01, 1.005E+02, 1.005E+02, 1.005E+02, 1.005E+02, 1.027E+02, 1.027E+02, 1.005E+02, 9.600E+01, 8.803E+01, 8.081E+01, 5.988E+01, 1.007E+02, 1.047E+02, 1.047E+02, 1.047E+02, 1.047E+02, 1.074E+02, 1.074E+02, 1.040E+02, 9.680E+01, 8.711E+01, 7.816E+01, 6.293E+01, 9.813E+01, 1.014E+02, 1.014E+02, 1.014E+02, 1.014E+02, 1.054E+02, 1.054E+02, 1.048E+02, 9.912E+01, 9.260E+01, 8.524E+01, 6.225E+01, 4.944E-01, 4.944E-01, 3.821E-01, 2.860E-01, 3.860E-01, 3.860E-01, 4.136E-01, 3.869E-01, 0.000E+00
 2.280E+02, 6.361E+01, 6.634E+01, 7.579E+01, 7.775E+01, 9.919E+01, 9.919E+01, 9.919E+01, 9.919E+01, 1.014E+02, 1.014E+02, 9.835E+01, 9.117E+01, 8.652E+01, 8.345E+01, 6.090E+01, 9.521E+01, 9.907E+01, 9.907E+01, 9.907E+01, 9.907E+01, 1.024E+02, 1.024E+02, 1.017E+02, 9.845E+01, 8.910E+01, 8.181E+01, 6.088E+01, 1.009E+02, 1.048E+02, 1.048E+02, 1.048E+02, 1.048E+02, 1.085E+02, 1.085E+02, 1.072E+02, 1.022E+02, 9.160E+01, 8.213E+01, 6.366E+01, 1.037E+02, 1.068E+02, 1.068E+02, 1.068E+02, 1.068E+02, 1.090E+02, 1.090E+02, 1.074E+02, 1.031E+02, 9.784E+01, 8.982E+01, 6.408E+01, 2.895E-01, 2.895E-01, 3.434E-01, 3.337E-01, 3.275E-01, 3.275E-01, 3.417E-01, 2.848E-01, 0.000E+00
 2.320E+02, 6.466E+01, 6.830E+01, 7.779E+01, 7.997E+01, 9.499E+01, 9.499E+01, 9.499E+01, 9.499E+01, 9.643E+01, 9.643E+01, 9.591E+01, 9.326E+01, 9.116E+01, 8.861E+01, 6.620E+01, 9.901E+01, 1.036E+02, 1.036E+02, 1.036E+02, 1.036E+02, 1.080E+02, 1.080E+02, 1.042E+02, 9.815E+01, 9.038E+01, 8.513E+01, 6.234E+01, 1.058E+02, 1.090E+02, 1.090E+02, 1.090E+02, 1.090E+02, 1.115E+02, 1.115E+02, 1.098E+02, 1.057E+02, 9.711E+01, 8.657E+01, 6.457E+01, 1.063E+02, 1.092E+02, 1.092E+02, 1.092E+02, 1.092E+02, 1.113E+02, 1.113E+02, 1.090E+02, 1.041E+02, 9.885E+01, 8.905E+01, 6.542E+01, 2.975E-01, 2.975E-01, 3.452E-01, 3.678E-01, 4.707E-01, 4.707E-01, 4.306E-01, 3.138E-01, 0.000E+00
 2.360E+02, 6.620E+01, 7.044E+01, 8.013E+01, 8.206E+01, 9.829E+01, 9.829E+01, 9.829E+01, 9.829E+01, 9.885E+01, 9.885E+01, 9.811E+01, 9.680E+01, 9.538E+01, 9.271E+01, 6.992E+01, 1.037E+02, 1.079E+02, 1.079E+02, 1.079E+02, 1.079E+02, 1.122E+02, 1.122E+02, 1.071E+02, 9.934E+01, 9.138E+01, 8.792E+01, 6.384E+01, 1.106E+02, 1.143E+02, 1.143E+02, 1.143E+02, 1.143E+02, 1.169E+02, 1.169E+02, 1.122E+02, 1.060E+02, 9.776E+01, 8.732E+01, 6.499E+01, 1.082E+02, 1.121E+02, 1.121E+02, 1.121E+02, 1.121E+02, 1.157E+02, 1.157E+02, 1.128E+02, 1.083E+02, 1.028E+02, 9.508E+01, 6.693E+01, 4.377E-01, 4.377E-01, 3.260E-01, 2.805E-01, 3.547E-01, 3.547E-01, 2.954E-01, 3.331E-01, 0.000E+00
 2.400E+02, 6.786E+01, 7.213E+01, 8.202E+01, 8.398E+01, 1.006E+02, 1.006E+02, 1.006E+02, 1.006E+02, 1.018E+02, 1.018E+02, 1.015E+02, 1.005E+02, 9.902E+01, 9.494E+01, 6.911E+01, 1.054E+02, 1.089E+02, 1.089E+02, 1.089E+02, 1.089E+02, 1.119E+02, 1.119E+02, 1.089E+02, 1.019E+02, 9.308E+01, 8.862E+01, 6.566E+01, 1.107E+02, 1.146E+02, 1.146E+02, 1.146E+02, 1.146E+02, 1.180E+02, 1.180E+02, 1.142E+02, 1.091E+02, 1.017E+02, 8.872E+01, 6.635E+01, 1.103E+02, 1.136E+02, 1.136E+02, 1.136E+02, 1.136E+02, 1.175E+02, 1.175E+02, 1.154E+02, 1.100E+02, 1.047E+02, 9.614E+01, 6.879E+01, 3.077E-01, 3.077E-01, 3.218E-01, 2.682E-01, 3.576E-01, 3.576E-01, 4.004E-01, 4.091E-01, 0.000E+00
 2.440E+02, 6.933E+01, 7.412E+01, 8.401E+01, 8.602E+01, 1.003E+02, 1.003E+02, 1.003E+02, 1.003E+02, 1.023E+02, 1.023E+02, 1.041E+02, 1.039E+02, 1.019E+02, 9.695E+01, 7.104E+01, 1.077E+02, 1.126E+02, 1.126E+02, 1.126E+02, 1.126E+02, 1.166E+02, 1.166E+02, 1.153E+02, 1.083E+02, 9.720E+01, 9.069E+01, 6.762E+01, 1.133E+02, 1.166E+02, 1.166E+02, 1.166E+02, 1.166E+02, 1.201E+02, 1.201E+02, 1.183E+02, 1.129E+02, 1.053E+02, 9.027E+01, 6.782E+01, 1.124E+02, 1.162E+02, 1.162E+02, 1.162E+02, 1.162E+02, 1.197E+02, 1.197E+02, 1.177E+02, 1.102E+02, 1.034E+02, 9.483E+01, 7.092E+01, 4.856E-01, 4.856E-01, 5.173E-01, 4.897E-01, 4.518E-01, 4.518E-01, 4.689E-01, 4.539E-01, 0.000E+00
 2.480E+02, 7.128E+01, 7.660E+01, 8.635E+01, 8.782E+01, 1.061E+02, 1.061E+02, 1.061E+02, 1.061E+02, 1.075E+02, 1.075E+02, 1.079E+02, 1.059E+02, 1.028E+02, 9.791E+01, 7.051E+01, 1.133E+02, 1.198E+02, 1.198E+02, 1.198E+02, 1.198E+02, 1.251E+02, 1.251E+02, 1.226E+02, 1.132E+02, 9.887E+01, 9.127E+01, 6.913E+01, 1.171E+02, 1.208E+02, 1.208E+02, 1.208E+02, 1.208E+02, 1.247E+02, 1.247E+02, 1.232E+02, 1.151E+02, 1.050E+02, 9.035E+01, 6.991E+01, 1.123E+02, 1.152E+02, 1.152E+02, 1.152E+02, 1.152E+02, 1.194E+02, 1.194E+02, 1.200E+02, 1.154E+02, 1.099E+02, 1.016E+02, 7.232E+01, 4.624E-01, 4.624E-01, 3.365E-01, 2.564E-01, 3.930E-01, 3.930E-01, 3.702E-01, 3.917E-01, 0.000E+00
 2.520E+02, 7.379E+01, 7.898E+01, 8.853E+01, 8.985E+01, 1.142E+02, 1.142E+02, 1.142E+02, 1.142E+02, 1.147E+02, 1.147E+02, 1.119E+02, 1.085E+02, 1.042E+02, 9.949E+01, 7.187E+01, 1.178E+02, 1.239E+02, 1.239E+02, 1.239E+02, 1.239E+02, 1.285E+02, 1.285E+02, 1.262E+02, 1.150E+02, 1.005E+02, 9.292E+01, 7.128E+01, 1.191E+02, 1.221E+02, 1.221E+02, 1.221E+02, 1.221E+02, 1.258E+02, 1.258E+02, 1.245E+02, 1.174E+02, 1.071E+02, 9.259E+01, 7.164E+01, 1.154E+02, 1.180E+02, 1.180E+02, 1.180E+02, 1.180E+02, 1.220E+02, 1.220E+02, 1.232E+02, 1.205E+02, 1.167E+02, 1.057E+02, 7.340E+01, 5.254E-01, 5.254E-01, 3.575E-01, 3.048E-01, 3.701E-01, 3.701E-01, 4.083E-01, 4.322E-01, 0.000E+00
 2.560E+02, 7.642E+01, 8.056E+01, 9.074E+01, 9.185E+01, 1.191E+02, 1.191E+02, 1.191E+02, 1.191E+02, 1.192E+02, 1.192E+02, 1.126E+02, 1.067E+02, 1.020E+02, 9.795E+01, 7.183E+01, 1.125E+02, 1.173E+02, 1.173E+02, 1.173E+02, 1.173E+02, 1.217E+02, 1.217E+02, 1.227E+02, 1.158E+02, 1.041E+02, 9.611E+01, 7.291E+01, 1.210E+02, 1.250E+02, 1.250E+02, 1.250E+02, 1.250E+02, 1.303E+02, 1.303E+02, 1.299E+02, 1.214E+02, 1.072E+02, 9.328E+01, 7.250E+01, 1.181E+02, 1.211E+02, 1.211E+02, 1.211E+02, 1.211E+02, 1.251E+02, 1.251E+02, 1.266E+02, 1.239E+02, 1.175E+02, 1.052E+02, 7.431E+01, 5.214E-01, 5.214E-01, 4.326E-01, 2.405E-01, 3.697E-01, 3.697E-01, 4.107E-01, 4.486E-01, 0.000E+00
 2.600E+02, 7.835E+01, 8.236E+01, 9.310E+01, 9.359E+01, 1.170E+02, 1.170E+02, 1.170E+02, 1.170E+02, 1.193E+02, 1.193E+02, 1.159E+02, 1.084E+02, 1.029E+02, 9.786E+01, 7.523E+01, 1.140E+02, 1.186E+02, 1.186E+02, 1.186E+02, 1.186E+02, 1.237E+02, 1.237E+02, 1.247E+02, 1.194E+02, 1.094E+02, 1.014E+02, 7.338E+01, 1.226E+02, 1.272E+02, 1.272E+02, 1.272E+02, 1.272E+02, 1.314E+02, 1.314E+02, 1.287E+02, 1.189E+02, 1.066E+02, 9.741E+01, 7.374E+01, 1.180E+02, 1.212E+02, 1.212E+02, 1.212E+02, 1.212E+02, 1.261E+02, 1.261E+02, 1.298E+02, 1.262E+02, 1.166E+02, 1.036E+02, 7.641E+01, 3.331E-01, 3.331E-01, 3.670E-01, 3.422E-01, 4.463E-01, 4.463E-01, 4.904E-01, 3.995E-01, 0.000E+00
 2.640E+02, 7.996E+01, 8.465E+01, 9.527E+01, 9.568E+01, 1.163E+02, 1.163E+02, 1.163E+02, 1.163E+02, 1.208E+02, 1.208E+02, 1.199E+02, 1.139E+02, 1.088E+02, 1.031E+02, 7.779E+01, 1.154E+02, 1.240E+02, 1.240E+02, 1.240E+02, 1.240E+02, 1.314E+02, 1.314E+02, 1.306E+02, 1.246E+02, 1.126E+02, 9.995E+01, 7.454E+01, 1.242E+02, 1.283E+02, 1.283E+02, 1.283E+02, 1.283E+02, 1.325E+02, 1.325E+02, 1.309E+02, 1.245E+02, 1.143E+02, 1.036E+02, 7.524E+01, 1.201E+02, 1.244E+02, 1.244E+02, 1.244E+02, 1.244E+02, 1.316E+02, 1.316E+02, 1.330E+02, 1.267E+02, 1.170E+02, 1.043E+02, 7.788E+01, 2.927E-01, 2.927E-01, 2.765E-01, 2.817E-01, 5.108E-01, 5.108E-01, 5.206E-01, 4.650E-01, 0.000E+00
 2.680E+02, 8.166E+01, 8.759E+01, 9.763E+01, 9.794E+01, 1.209E+02, 1.209E+02, 1.209E+02, 1.209E+02, 1.250E+02, 1.250E+02, 1.252E+02, 1.221E+02, 1.179E+02, 1.113E+02, 8.100E+01, 1.242E+02, 1.324E+02, 1.324E+02, 1.324E+02, 1.324E+02, 1.377E+02, 1.377E+02, 1.343E+02, 1.247E+02, 1.110E+02, 9.950E+01, 7.685E+01, 1.273E+02, 1.316E+02, 1.316E+02, 1.316E+02, 1.316E+02, 1.370E+02, 1.370E+02, 1.362E+02, 1.285E+02, 1.183E+02, 1.063E+02, 7.587E+01, 1.248E+02, 1.289E+02, 1.289E+02, 1.289E+02, 1.289E+02, 1.348E+02, 1.348E+02, 1.368E+02, 1.345E+02, 1.262E+02, 1.119E+02, 7.920E+01, 3.938E-01, 3.938E-01, 4.281E-01, 4.253E-01, 5.249E-01, 5.249E-01, 4.321E-01, 4.266E-01, 0.000E+00
 2.720E+02, 8.385E+01, 8.965E+01, 9.988E+01, 9.991E+01, 1.242E+02, 1.242E+02, 1.242E+02, 1.242E+02, 1.257E+02, 1.257E+02, 1.247E+02, 1.217E+02, 1.167E+02, 1.106E+02, 8.328E+01, 1.267E+02, 1.317E+02, 1.317E+02, 1.317E+02, 1.317E+02, 1.351E+02, 1.351E+02, 1.338E+02, 1.265E+02, 1.146E+02, 1.016E+02, 7.822E+01, 1.287E+02, 1.332E+02, 1.332E+02, 1.332E+02, 1.332E+02, 1.375E+02, 1.375E+02, 1.374E+02, 1.333E+02, 1.251E+02, 1.130E+02, 7.586E+01, 1.264E+02, 1.299E+02, 1.299E+02, 1.299E+02, 1.299E+02, 1.344E+02, 1.344E+02, 1.343E+02, 1.303E+02, 1.221E+02, 1.116E+02, 8.146E+01, 3.543E-01, 3.543E-01, 3.602E-01, 3.901E-01, 2.881E-01, 2.881E-01, 5.314E-01, 4.881E-01, 0.000E+00
 2.760E+02, 8.611E+01, 9.159E+01, 1.022E+02, 1.022E+02, 1.279E+02, 1.279E+02, 1.279E+02, 1.279E+02, 1.276E+02, 1.276E+02, 1.256E+02, 1.216E+02, 1.152E+02, 1.093E+02, 8.572E+01, 1.235E+02, 1.325E+02, 1.325E+02, 1.325E+02, 1.325E+02, 1.355E+02, 1.355E+02, 1.342E+02, 1.294E+02, 1.192E+02, 1.068E+02, 7.917E+01, 1.324E+02, 1.368E+02, 1.368E+02, 1.368E+02, 1.368E+02, 1.407E+02, 1.407E+02, 1.407E+02, 1.367E+02, 1.261E+02, 1.126E+02, 7.819E+01, 1.283E+02, 1.327E+02, 1.327E+02, 1.327E+02, 1.327E+02, 1.385E+02, 1.385E+02, 1.384E+02, 1.328E+02, 1.239E+02, 1.121E+02, 8.114E+01, 5.263E-01, 5.263E-01, 3.944E-01, 3.239E-01, 4.612E-01, 4.612E-01, 3.954E-01, 3.860E-01, 0.000E+00
 2.800E+02, 8.846E+01, 9.463E+01, 1.046E+02, 1.050E+02, 1.294E+02, 1.294E+02, 1.294E+02, 1.294E+02, 1.304E+02, 1.304E+02, 1.281E+02, 1.239E+02, 1.174E+02, 1.102E+02, 8.552E+01, 1.327E+02, 1.417E+02, 1.417E+02, 1.417E+02, 1.417E+02, 1.422E+02, 1.422E+02, 1.344E+02, 1.256E+02, 1.151E+02, 1.066E+02, 8.104E+01, 1.366E+02, 1.407E+02, 1.407E+02, 1.407E+02, 1.407E+02, 1.450E+02, 1.450E+02, 1.437E+02, 1.373E+02, 1.252E+02, 1.097E+02, 7.991E+01, 1.350E+02, 1.399E+02, 1.399E+02, 1.399E+02, 1.399E+02, 1.444E+02, 1.444E+02, 1.411E+02, 1.359E+02, 1.277E+02, 1.164E+02, 8.236E+01, 4.905E-01, 4.905E-01, 4.630E-01, 3.877E-01, 6.050E-01, 6.050E-01, 5.660E-01, 4.662E-01, 0.000E+00
 2.840E+02, 9.054E+01, 9.764E+01, 1.071E+02, 1.076E+02, 1.290E+02, 1.290E+02, 1.290E+02, 1.290E+02, 1.322E+02, 1.322E+02, 1.315E+02, 1.271E+02, 1.209E+02, 1.133E+02, 8.441E+01, 1.367E+02, 1.454E+02, 1.454E+02, 1.454E+02, 1.454E+02, 1.496E+02, 1.496E+02, 1.433E+02, 1.314E+02, 1.177E+02, 1.091E+02, 8.235E+01, 1.384E+02, 1.432E+02, 1.432E+02, 1.432E+02, 1.432E+02, 1.476E+02, 1.476E+02, 1.468E+02, 1.409E+02, 1.276E+02, 1.101E+02, 8.037E+01, 1.392E+02, 1.431E+02, 1.431E+02, 1.431E+02, 1.431E+02, 1.457E+02, 1.457E+02, 1.444E+02, 1.381E+02, 1.274E+02, 1.163E+02, 8.508E+01, 3.461E-01, 3.461E-01, 3.218E-01, 3.498E-01, 5.412E-01, 5.412E-01, 5.049E-01, 3.703E-01, 0.000E+00
 2.880E+02, 9.212E+01, 1.007E+02, 1.097E+02, 1.099E+02, 1.292E+02, 1.292E+02, 1.292E+02, 1.292E+02, 1.335E+02, 1.335E+02, 1.326E+02, 1.283E+02, 1.225E+02, 1.162E+02, 8.888E+01, 1.409E+02, 1.497E+02, 1.497E+02, 1.497E+02, 1.497E+02, 1.559E+02, 1.559E+02, 1.501E+02, 1.338E+02, 1.168E+02, 1.085E+02, 8.310E+01, 1.420E+02, 1.471E+02, 1.471E+02, 1.471E+02, 1.471E+02, 1.522E+02, 1.522E+02, 1.509E+02, 1.440E+02, 1.336E+02, 1.188E+02, 8.241E+01, 1.380E+02, 1.425E+02, 1.425E+02, 1.425E+02, 1.425E+02, 1.473E+02, 1.473E+02, 1.485E+02, 1.424E+02, 1.288E+02, 1.147E+02, 8.682E+01, 4.185E-01, 4.185E-01, 3.948E-01, 3.836E-01, 5.761E-01, 5.761E-01, 4.566E-01, 4.687E-01, 0.000E+00
 2.920E+02, 9.524E+01, 1.033E+02, 1.121E+02, 1.125E+02, 1.408E+02, 1.408E+02, 1.408E+02, 1.408E+02, 1.414E+02, 1.414E+02, 1.375E+02, 1.319E+02, 1.271E+02, 1.189E+02, 9.028E+01, 1.389E+02, 1.475E+02, 1.475E+02, 1.475E+02, 1.475E+02, 1.564E+02, 1.564E+02, 1.545E+02, 1.372E+02, 1.184E+02, 1.098E+02, 8.388E+01, 1.428E+02, 1.475E+02, 1.475E+02, 1.475E+02, 1.475E+02, 1.531E+02, 1.531E+02, 1.522E+02, 1.471E+02, 1.382E+02, 1.264E+02, 8.460E+01, 1.425E+02, 1.469E+02, 1.469E+02, 1.469E+02, 1.469E+02, 1.517E+02, 1.517E+02, 1.526E+02, 1.455E+02, 1.317E+02, 1.168E+02, 8.945E+01, 7.569E-01, 7.569E-01, 4.187E-01, 4.274E-01, 5.034E-01, 5.034E-01, 5.027E-01, 4.554E-01, 0.000E+00
 2.960E+02, 9.937E+01, 1.055E+02, 1.142E+02, 1.156E+02, 1.528E+02, 1.528E+02, 1.528E+02, 1.528E+02, 1.445E+02, 1.445E+02, 1.330E+02, 1.250E+02, 1.204E+02, 1.145E+02, 9.044E+01, 1.363E+02, 1.466E+02, 1.466E+02, 1.466E+02, 1.466E+02, 1.576E+02, 1.576E+02, 1.557E+02, 1.439E+02, 1.277E+02, 1.146E+02, 8.519E+01, 1.430E+02, 1.480E+02, 1.480E+02, 1.480E+02, 1.480E+02, 1.538E+02, 1.538E+02, 1.526E+02, 1.483E+02, 1.428E+02, 1.315E+02, 8.484E+01, 1.486E+02, 1.531E+02, 1.531E+02, 1.531E+02, 1.531E+02, 1.574E+02, 1.574E+02, 1.557E+02, 1.486E+02, 1.377E+02, 1.245E+02, 9.062E+01, 7.568E-01, 7.568E-01, 4.468E-01, 1.921E-01, 4.661E-01, 4.661E-01, 5.205E-01, 4.379E-01, 0.000E+00
 3.000E+02, 1.028E+02, 1.083E+02, 1.169E+02, 1.180E+02, 1.548E+02, 1.548E+02, 1.548E+02, 1.548E+02, 1.517E+02, 1.517E+02, 1.395E+02, 1.295E+02, 1.235E+02, 1.176E+02, 8.928E+01, 1.420E+02, 1.538E+02, 1.538E+02, 1.538E+02, 1.538E+02, 1.643E+02, 1.643E+02, 1.577E+02, 1.423E+02, 1.255E+02, 1.146E+02, 8.874E+01, 1.467E+02, 1.529E+02, 1.529E+02, 1.529E+02, 1.529E+02, 1.600E+02, 1.600E+02, 1.565E+02, 1.478E+02, 1.406E+02, 1.286E+02, 8.537E+01, 1.471E+02, 1.509E+02, 1.509E+02, 1.509E+02, 1.509E+02, 1.550E+02, 1.550E+02, 1.557E+02, 1.502E+02, 1.397E+02, 1.255E+02, 9.162E+01, 5.112E-01, 5.112E-01, 4.127E-01, 3.915E-01, 5.662E-01, 5.662E-01, 5.940E-01, 5.025E-01, 0.000E+00
 3.040E+02, 1.058E+02, 1.114E+02, 1.194E+02, 1.206E+02, 1.547E+02, 1.547E+02, 1.547E+02, 1.547E+02, 1.539E+02, 1.539E+02, 1.475E+02, 1.390E+02, 1.308E+02, 1.232E+02, 9.333E+01, 1.472E+02, 1.581E+02, 1.581E+02, 1.581E+02, 1.581E+02, 1.685E+02, 1.685E+02, 1.612E+02, 1.399E+02, 1.210E+02, 1.121E+02, 9.263E+01, 1.502E+02, 1.559E+02, 1.559E+02, 1.559E+02, 1.559E+02, 1.621E+02, 1.621E+02, 1.607E+02, 1.525E+02, 1.429E+02, 1.302E+02, 8.804E+01, 1.485E+02, 1.531E+02, 1.531E+02, 1.531E+02, 1.531E+02, 1.567E+02, 1.567E+02, 1.566E+02, 1.525E+02, 1.416E+02, 1.295E+02, 9.361E+01, 7.383E-01, 7.383E-01, 4.677E-01, 4.041E-01, 5.253E-01, 5.253E-01, 6.485E-01, 4.915E-01, 0.000E+00
 3.080E+02, 1.094E+02, 1.135E+02, 1.223E+02, 1.233E+02, 1.593E+02, 1.593E+02, 1.593E+02, 1.593E+02, 1.558E+02, 1.558E+02, 1.452E+02, 1.345E+02, 1.283E+02, 1.233E+02, 9.361E+01, 1.497E+02, 1.567E+02, 1.567E+02, 1.567E+02, 1.567E+02, 1.630E+02, 1.630E+02, 1.593E+02, 1.431E+02, 1.275E+02, 1.175E+02, 9.246E+01, 1.572E+02, 1.612E+02, 1.612E+02, 1.612E+02, 1.612E+02, 1.649E+02, 1.649E+02, 1.640E+02, 1.582E+02, 1.470E+02, 1.346E+02, 9.028E+01, 1.512E+02, 1.565E+02, 1.565E+02, 1.565E+02, 1.565E+02, 1.611E+02, 1.611E+02, 1.578E+02, 1.490E+02, 1.402E+02, 1.309E+02, 9.520E+01, 6.640E-01, 6.640E-01, 4.585E-01, 3.494E-01, 4.615E-01, 4.615E-01, 4.527E-01, 4.165E-01, 0.000E+00
 3.120E+02, 1.120E+02, 1.156E+02, 1.248E+02, 1.257E+02, 1.567E+02, 1.567E+02, 1.567E+02, 1.567E+02, 1.568E+02, 1.568E+02, 1.479E+02, 1.370E+02, 1.304E+02, 1.255E+02, 9.694E+01, 1.454E+02, 1.533E+02, 1.533E+02, 1.533E+02, 1.533E+02, 1.638E+02, 1.638E+02, 1.603E+02, 1.447E+02, 1.274E+02, 1.171E+02, 9.231E+01, 1.569E+02, 1.614E+02, 1.614E+02, 1.614E+02, 1.614E+02, 1.660E+02, 1.660E+02, 1.643E+02, 1.599E+02, 1.514E+02, 1.393E+02, 9.143E+01, 1.535E+02, 1.581E+02, 1.581E+02, 1.581E+02, 1.581E+02, 1.627E+02, 1.627E+02, 1.607E+02, 1.558E+02, 1.487E+02, 1.390E+02, 9.681E+01, 4.360E-01, 4.360E-01, 4.401E-01, 3.455E-01, 4.468E-01, 4.468E-01, 5.238E-01, 4.058E-01, 0.000E+00
 3.160E+02, 1.145E+02, 1.188E+02, 1.272E+02, 1.283E+02, 1.589E+02, 1.589E+02, 1.589E+02, 1.589E+02, 1.604E+02, 1.604E+02, 1.539E+02, 1.468E+02, 1.406E+02, 1.341E+02, 1.038E+02, 1.570E+02, 1.645E+02, 1.645E+02, 1.645E+02, 1.645E+02, 1.727E+02, 1.727E+02, 1.648E+02, 1.468E+02, 1.297E+02, 1.183E+02, 9.299E+01, 1.569E+02, 1.613E+02, 1.613E+02, 1.613E+02, 1.613E+02, 1.660E+02, 1.660E+02, 1.648E+02, 1.607E+02, 1.527E+02, 1.394E+02, 9.302E+01, 1.579E+02, 1.620E+02, 1.620E+02, 1.620E+02, 1.620E+02, 1.684E+02, 1.684E+02, 1.687E+02, 1.617E+02, 1.503E+02, 1.360E+02, 9.953E+01, 6.701E-01, 6.701E-01, 5.035E-01, 4.082E-01, 7.115E-01, 7.115E-01, 6.795E-01, 5.832E-01, 0.000E+00
 3.200E+02, 1.182E+02, 1.216E+02, 1.295E+02, 1.308E+02, 1.665E+02, 1.665E+02, 1.665E+02, 1.665E+02, 1.694E+02, 1.694E+02, 1.579E+02, 1.491E+02, 1.400E+02, 1.334E+02, 1.037E+02, 1.599E+02, 1.673E+02, 1.673E+02, 1.673E+02, 1.673E+02, 1.755E+02, 1.755E+02, 1.723E+02, 1.581E+02, 1.394E+02, 1.245E+02, 9.596E+01, 1.584E+02, 1.629E+02, 1.629E+02, 1.629E+02, 1.629E+02, 1.680E+02, 1.680E+02, 1.687E+02, 1.632E+02, 1.524E+02, 1.375E+02, 9.621E+01, 1.589E+02, 1.643E+02, 1.643E+02, 1.643E+02, 1.643E+02, 1.717E+02, 1.717E+02, 1.714E+02, 1.629E+02, 1.514E+02, 1.345E+02, 9.949E+01, 7.446E-01, 7.446E-01, 6.043E-01, 3.989E-01, 4.866E-01, 4.866E-01, 6.050E-01, 5.123E-01, 0.000E+00
 3.240E+02, 1.209E+02, 1.263E+02, 1.318E+02, 1.336E+02, 1.651E+02, 1.651E+02, 1.651E+02, 1.651E+02, 1.702E+02, 1.702E+02, 1.635E+02, 1.542E+02, 1.430E+02, 1.337E+02, 1.022E+02, 1.726E+02, 1.865E+02, 1.865E+02, 1.865E+02, 1.865E+02, 1.870E+02, 1.870E+02, 1.754E+02, 1.582E+02, 1.387E+02, 1.266E+02, 9.690E+01, 1.597E+02, 1.654E+02, 1.654E+02, 1.654E+02, 1.654E+02, 1.720E+02, 1.720E+02, 1.745E+02, 1.682E+02, 1.543E+02, 1.395E+02, 9.989E+01, 1.613E+02, 1.683E+02, 1.683E+02, 1.683E+02, 1.683E+02, 1.768E+02, 1.768E+02, 1.744E+02, 1.652E+02, 1.553E+02, 1.410E+02, 1.014E+02, 6.140E-01, 6.140E-01, 5.310E-01, 4.309E-01, 6.942E-01, 6.942E-01, 5.756E-01, 5.582E-01, 0.000E+00
 3.280E+02, 1.233E+02, 1.306E+02, 1.342E+02, 1.365E+02, 1.631E+02, 1.631E+02, 1.631E+02, 1.631E+02, 1.696E+02, 1.696E+02, 1.672E+02, 1.629E+02, 1.535E+02, 1.413E+02, 1.005E+02, 1.800E+02, 1.917E+02, 1.917E+02, 1.917E+02, 1.917E+02, 1.897E+02, 1.897E+02, 1.747E+02, 1.533E+02, 1.338E+02, 1.235E+02, 9.859E+01, 1.630E+02, 1.686E+02, 1.686E+02, 1.686E+02, 1.686E+02, 1.751E+02, 1.751E+02, 1.770E+02, 1.691E+02, 1.553E+02, 1.427E+02, 1.010E+02, 1.667E+02, 1.724E+02, 1.724E+02, 1.724E+02, 1.724E+02, 1.782E+02, 1.782E+02, 1.764E+02, 1.708E+02, 1.628E+02, 1.485E+02, 1.030E+02, 3.815E-01, 3.815E-01, 4.751E-01, 4.793E-01, 7.819E-01, 7.819E-01, 5.304E-01, 5.381E-01, 0.000E+00
