m,C,C,C,C,C,C,C,C
 5.8241206E+000, 2.0014541E+001, 2.0050448E+001, 2.0082966E+001, 4.0792750E+001, 5.5925622E+001, 5.9859990E+001, 2.0502410E+001, 3.6169091E+001
 5.8341709E+000, 2.0016337E+001, 2.0058316E+001, 2.0121807E+001, 4.4423131E+001, 6.1201994E+001, 6.4364839E+001, 2.0577766E+001, 3.9677087E+001
 5.8442211E+000, 2.0018343E+001, 2.0079307E+001, 2.0302177E+001, 4.7983602E+001, 6.6812275E+001, 6.8782275E+001, 2.0662123E+001, 4.2389940E+001
 5.8542714E+000, 2.0020578E+001, 2.0194575E+001, 2.0816424E+001, 5.2125063E+001, 7.2076029E+001, 7.3037224E+001, 2.0757369E+001, 4.4490037E+001
 5.8643216E+000, 2.0023028E+001, 2.0692696E+001, 2.1465646E+001, 5.6457187E+001, 7.6346402E+001, 7.7366448E+001, 2.0875083E+001, 4.6506033E+001
 5.8743719E+000, 2.0025723E+001, 2.1616483E+001, 2.1760181E+001, 6.0303981E+001, 8.0191034E+001, 8.1259400E+001, 2.1203919E+001, 4.8700768E+001
 5.8844221E+000, 2.0028641E+001, 2.3001992E+001, 2.2144611E+001, 6.4003188E+001, 8.3920562E+001, 8.4517217E+001, 2.1703732E+001, 5.1148056E+001
 5.8944724E+000, 2.0031799E+001, 2.4760480E+001, 2.2694171E+001, 6.7900271E+001, 8.7399687E+001, 8.7463438E+001, 2.2421753E+001, 5.2956145E+001
 5.9045226E+000, 2.0035195E+001, 2.7283394E+001, 2.3539629E+001, 7.1520049E+001, 9.0578579E+001, 9.0075246E+001, 2.3097961E+001, 5.4970863E+001
 5.9145729E+000, 2.0038834E+001, 2.9855186E+001, 2.5282279E+001, 7.4711929E+001, 9.3433399E+001, 9.2339342E+001, 2.3486988E+001, 5.7642595E+001
 5.9246231E+000, 2.0042722E+001, 3.3383075E+001, 2.7682625E+001, 7.7634013E+001, 9.6117118E+001, 9.4608575E+001, 2.3872597E+001, 6.0293482E+001
 5.9346734E+000, 2.0046895E+001, 3.7608099E+001, 2.9648214E+001, 8.0355476E+001, 9.8629289E+001, 9.7112804E+001, 2.4497405E+001, 6.3254340E+001
 5.9447236E+000, 2.0051376E+001, 4.2475547E+001, 3.1421604E+001, 8.3040373E+001, 1.0090315E+002, 9.9492560E+001, 2.5660152E+001, 6.6640852E+001
 5.9547739E+000, 2.0056237E+001, 4.6677583E+001, 3.3615247E+001, 8.5762314E+001, 1.0285281E+002, 1.0174204E+002, 2.6619866E+001, 6.9691405E+001
 5.9648241E+000, 2.0061586E+001, 4.9959347E+001, 3.7336314E+001, 8.9048126E+001, 1.0466547E+002, 1.0367850E+002, 2.8073626E+001, 7.2511963E+001
 5.9748744E+000, 2.0067467E+001, 5.3158824E+001, 4.0553419E+001, 9.1443369E+001, 1.0637021E+002, 1.0555795E+002, 3.0175624E+001, 7.5323298E+001
 5.9849246E+000, 2.0074097E+001, 5.5993974E+001, 4.3528636E+001, 9.3595753E+001, 1.0804490E+002, 1.0737140E+002, 3.3108806E+001, 7.7816261E+001
 5.9949749E+000, 2.0081717E+001, 5.8436543E+001, 4.6256753E+001, 9.5750808E+001, 1.0949266E+002, 1.0908514E+002, 3.6712927E+001, 8.0220036E+001
 6.0050251E+000, 2.0090839E+001, 6.0477254E+001, 4.8940273E+001, 9.8267073E+001, 1.1088835E+002, 1.1065940E+002, 4.4606282E+001, 8.3799837E+001
 6.0150754E+000, 2.0102090E+001, 6.2206463E+001, 5.1733018E+001, 1.0085232E+002, 1.1235327E+002, 1.1201935E+002, 6.2538268E+001, 9.0227995E+001
 6.0251256E+000, 2.0117075E+001, 6.3689238E+001, 5.4545464E+001, 1.0257251E+002, 1.1401190E+002, 1.1332909E+002, 8.3940691E+001, 9.4932919E+001
 6.0351759E+000, 2.0155840E+001, 6.5020730E+001, 5.8146701E+001, 1.0385509E+002, 1.1561156E+002, 1.1472523E+002, 9.4276684E+001, 9.7215662E+001
 6.0452261E+000, 2.0232456E+001, 6.6331776E+001, 6.2179643E+001, 1.0522405E+002, 1.1708110E+002, 1.1627304E+002, 1.0087919E+002, 9.9086515E+001
 6.0552764E+000, 2.0431704E+001, 6.7714209E+001, 6.6296999E+001, 1.0632907E+002, 1.1850265E+002, 1.1783052E+002, 1.0622825E+002, 1.0119106E+002
 6.0653266E+000, 2.0617575E+001, 6.9120733E+001, 7.0866546E+001, 1.0729342E+002, 1.1998709E+002, 1.1928638E+002, 1.1026780E+002, 1.0314164E+002
 6.0753769E+000, 2.0786758E+001, 7.0214820E+001, 7.6012756E+001, 1.0849939E+002, 1.2145338E+002, 1.2095895E+002, 1.1346545E+002, 1.0499216E+002
 6.0854271E+000, 2.1114645E+001, 7.1120900E+001, 8.1202960E+001, 1.0996366E+002, 1.2300597E+002, 1.2260503E+002, 1.1642652E+002, 1.0684177E+002
 6.0954774E+000, 2.1702841E+001, 7.1956508E+001, 8.9824345E+001, 1.1164718E+002, 1.2469579E+002, 1.2421283E+002, 1.1927149E+002, 1.0868422E+002
 6.1055276E+000, 2.2532811E+001, 7.2799580E+001, 9.5476819E+001, 1.1330169E+002, 1.2593472E+002, 1.2574895E+002, 1.2210394E+002, 1.1070316E+002
 6.1155779E+000, 2.3695494E+001, 7.3706629E+001, 9.9664871E+001, 1.1497496E+002, 1.2684844E+002, 1.2718076E+002, 1.2431813E+002, 1.1270756E+002
 6.1256281E+000, 2.5355735E+001, 7.4650381E+001, 1.0300544E+002, 1.1673790E+002, 1.2808960E+002, 1.2895689E+002, 1.2609075E+002, 1.1481917E+002
 6.1356784E+000, 2.7097438E+001, 7.5655738E+001, 1.0591396E+002, 1.1887399E+002, 1.2965501E+002, 1.3093708E+002, 1.2798075E+002, 1.1708299E+002
 6.1457286E+000, 2.8715061E+001, 7.6666906E+001, 1.0897246E+002, 1.2114219E+002, 1.3134361E+002, 1.3281139E+002, 1.3001465E+002, 1.1940242E+002
 6.1557789E+000, 3.0402843E+001, 7.7616670E+001, 1.1161541E+002, 1.2351659E+002, 1.3307068E+002, 1.3464257E+002, 1.3195024E+002, 1.2149059E+002
 6.1658291E+000, 3.2382115E+001, 7.8530533E+001, 1.1409535E+002, 1.2586482E+002, 1.3467737E+002, 1.3643103E+002, 1.3395832E+002, 1.2359928E+002
 6.1758794E+000, 3.4834746E+001, 7.9363507E+001, 1.1648846E+002, 1.2830679E+002, 1.3609590E+002, 1.3809756E+002, 1.3578279E+002, 1.2558632E+002
 6.1859296E+000, 3.7211338E+001, 8.0341488E+001, 1.1870042E+002, 1.3077866E+002, 1.3746105E+002, 1.3962135E+002, 1.3725189E+002, 1.2759949E+002
 6.1959799E+000, 3.9000445E+001, 8.1190202E+001, 1.2083247E+002, 1.3328659E+002, 1.3895285E+002, 1.4111517E+002, 1.3911293E+002, 1.2941775E+002
 6.2060302E+000, 4.0510179E+001, 8.1972712E+001, 1.2293216E+002, 1.3570641E+002, 1.4060078E+002, 1.4250952E+002, 1.4098894E+002, 1.3106048E+002
 6.2160804E+000, 4.1992687E+001, 8.2754423E+001, 1.2493280E+002, 1.3812618E+002, 1.4229123E+002, 1.4389900E+002, 1.4260187E+002, 1.3278364E+002
 6.2261307E+000, 4.3377907E+001, 8.3475156E+001, 1.2687381E+002, 1.4047708E+002, 1.4401195E+002, 1.4540303E+002, 1.4418609E+002, 1.3457049E+002
 6.2361809E+000, 4.4784825E+001, 8.4234617E+001, 1.2882335E+002, 1.4285127E+002, 1.4581609E+002, 1.4708237E+002, 1.4573576E+002, 1.3637189E+002
 6.2462312E+000, 4.5970427E+001, 8.5051856E+001, 1.3081533E+002, 1.4528233E+002, 1.4750611E+002, 1.4897618E+002, 1.4728863E+002, 1.3813930E+002
 6.2562814E+000, 4.6877132E+001, 8.5822109E+001, 1.3290566E+002, 1.4795748E+002, 1.4918805E+002, 1.5113323E+002, 1.4894785E+002, 1.3989558E+002
 6.2663317E+000, 4.7698628E+001, 8.6513824E+001, 1.3527638E+002, 1.5054698E+002, 1.5089104E+002, 1.5357458E+002, 1.5070630E+002, 1.4154845E+002
 6.2763819E+000, 4.8384341E+001, 8.7356339E+001, 1.3822473E+002, 1.5302456E+002, 1.5269034E+002, 1.5620800E+002, 1.5259723E+002, 1.4343327E+002
 6.2864322E+000, 4.8866146E+001, 8.8109664E+001, 1.4126237E+002, 1.5547932E+002, 1.5455639E+002, 1.5889588E+002, 1.5425078E+002, 1.4576664E+002
 6.2964824E+000, 4.9643573E+001, 8.8649102E+001, 1.4428941E+002, 1.5793967E+002, 1.5655751E+002, 1.6141328E+002, 1.5564309E+002, 1.4826720E+002
 6.3065327E+000, 5.0481130E+001, 8.9620536E+001, 1.4729136E+002, 1.6072330E+002, 1.5835760E+002, 1.6420996E+002, 1.5731183E+002, 1.5089681E+002
 6.3165829E+000, 5.1220467E+001, 9.0904832E+001, 1.5012342E+002, 1.6377056E+002, 1.5962943E+002, 1.6697211E+002, 1.5939654E+002, 1.5393811E+002
 6.3266332E+000, 5.1933325E+001, 9.1935760E+001, 1.5245761E+002, 1.6679425E+002, 1.6060273E+002, 1.6995683E+002, 1.6182642E+002, 1.5666108E+002
 6.3366834E+000, 5.2838978E+001, 9.2771908E+001, 1.5534783E+002, 1.6988728E+002, 1.6219916E+002, 1.7219470E+002, 1.6408431E+002, 1.5963984E+002
 6.3467337E+000, 5.3738312E+001, 9.3416447E+001, 1.5818632E+002, 1.7360628E+002, 1.6438736E+002, 1.7321090E+002, 1.6575435E+002, 1.6301595E+002
 6.3567839E+000, 5.4485883E+001, 9.4179758E+001, 1.6037565E+002, 1.7724293E+002, 1.6690235E+002, 1.7382618E+002, 1.6732103E+002, 1.6727502E+002
 6.3668342E+000, 5.5024326E+001, 9.5339747E+001, 1.6387966E+002, 1.8018830E+002, 1.6864193E+002, 1.7419373E+002, 1.6836636E+002, 1.7055570E+002
 6.3768844E+000, 5.5471081E+001, 9.7154317E+001, 1.6682561E+002, 1.8182027E+002, 1.6961628E+002, 1.7590300E+002, 1.6910253E+002, 1.7313171E+002
 6.3869347E+000, 5.5905803E+001, 9.8948357E+001, 1.6981085E+002, 1.8094412E+002, 1.6958390E+002, 1.8060279E+002, 1.6999544E+002, 1.7524152E+002
 6.3969849E+000, 5.6376879E+001, 1.0099147E+002, 1.7048694E+002, 1.8116915E+002, 1.6883457E+002, 1.8603598E+002, 1.7169188E+002, 1.7707136E+002
 6.4070352E+000, 5.6987938E+001, 1.0298149E+002, 1.6945479E+002, 1.8418681E+002, 1.6983939E+002, 1.9095133E+002, 1.7309158E+002, 1.7917006E+002
 6.4170854E+000, 5.7559648E+001, 1.0416172E+002, 1.6905465E+002, 1.8680604E+002, 1.7314090E+002, 1.9396265E+002, 1.7384013E+002, 1.8194730E+002
 6.4271357E+000, 5.8263260E+001, 1.0492687E+002, 1.6819535E+002, 1.9165109E+002, 1.7730000E+002, 2.0041932E+002, 1.7490760E+002, 1.8393145E+002
 6.4371859E+000, 5.9079112E+001, 1.0559210E+002, 1.6703761E+002, 1.9574639E+002, 1.8213835E+002, 2.0941969E+002, 1.7891476E+002, 1.8912051E+002
 6.4472362E+000, 5.9865699E+001, 1.0637458E+002, 1.6513088E+002, 2.0039244E+002, 1.8823176E+002, 2.1902926E+002, 1.8424350E+002, 1.9584776E+002
 6.4572864E+000, 6.0426977E+001, 1.0743309E+002, 1.6517790E+002, 2.0477765E+002, 1.9529916E+002, 2.2972981E+002, 1.8639232E+002, 1.9936466E+002
 6.4673367E+000, 6.1022324E+001, 1.0833326E+002, 1.6771784E+002, 2.0942333E+002, 2.0248257E+002, 2.3739320E+002, 1.8737147E+002, 2.0597777E+002
 6.4773869E+000, 6.1930770E+001, 1.0955193E+002, 1.7030504E+002, 2.1568474E+002, 2.0772948E+002, 2.4477986E+002, 1.8999931E+002, 2.1107440E+002
 6.4874372E+000, 6.3003867E+001, 1.1075831E+002, 1.7352876E+002, 2.2047371E+002, 2.1123084E+002, 2.5323212E+002, 1.9316954E+002, 2.1697968E+002
 6.4974874E+000, 6.4213899E+001, 1.1212282E+002, 1.7777058E+002, 2.2237322E+002, 2.1648790E+002, 2.6051496E+002, 1.9667547E+002, 2.2004113E+002
 6.5075377E+000, 6.5135084E+001, 1.1364206E+002, 1.8111821E+002, 2.2527060E+002, 2.2061880E+002, 2.6536110E+002, 2.0280105E+002, 2.1810778E+002
 6.5175879E+000, 6.5968737E+001, 1.1510681E+002, 1.8365440E+002, 2.3084897E+002, 2.2408220E+002, 2.6867709E+002, 2.0545884E+002, 2.1469865E+002
 6.5276382E+000, 6.6725293E+001, 1.1615871E+002, 1.8914332E+002, 2.3595452E+002, 2.2663451E+002, 2.7322312E+002, 2.1091483E+002, 2.1395786E+002
 6.5376884E+000, 6.7533770E+001, 1.1716877E+002, 1.9435408E+002, 2.4039438E+002, 2.2895708E+002, 2.7479775E+002, 2.1778576E+002, 2.1437337E+002
