m,C,C,C,C,C,C,C,C
 5.1306533E+000, 2.0000861E+001, 2.0002571E+001, 2.0006045E+001, 2.0010650E+001, 2.0016331E+001, 2.0025282E+001, 2.0060069E+001, 2.0048918E+001
 5.1407035E+000, 2.0000882E+001, 2.0002634E+001, 2.0006205E+001, 2.0010948E+001, 2.0016810E+001, 2.0026208E+001, 2.0151126E+001, 2.0050696E+001
 5.1507538E+000, 2.0000903E+001, 2.0002697E+001, 2.0006369E+001, 2.0011254E+001, 2.0017300E+001, 2.0027197E+001, 2.0711538E+001, 2.0052666E+001
 5.1608040E+000, 2.0000923E+001, 2.0002761E+001, 2.0006535E+001, 2.0011565E+001, 2.0017801E+001, 2.0028248E+001, 2.1730883E+001, 2.0055034E+001
 5.1708543E+000, 2.0000945E+001, 2.0002827E+001, 2.0006705E+001, 2.0011883E+001, 2.0018314E+001, 2.0029385E+001, 2.3181010E+001, 2.0057917E+001
 5.1809045E+000, 2.0000966E+001, 2.0002893E+001, 2.0006878E+001, 2.0012207E+001, 2.0018839E+001, 2.0030966E+001, 2.5171725E+001, 2.0061695E+001
 5.1909548E+000, 2.0000988E+001, 2.0002960E+001, 2.0007055E+001, 2.0012539E+001, 2.0019378E+001, 2.0050451E+001, 2.8777538E+001, 2.0066339E+001
 5.2010050E+000, 2.0001010E+001, 2.0003029E+001, 2.0007235E+001, 2.0012878E+001, 2.0019930E+001, 2.0292347E+001, 3.2981460E+001, 2.0073294E+001
 5.2110553E+000, 2.0001032E+001, 2.0003098E+001, 2.0007419E+001, 2.0013225E+001, 2.0020497E+001, 2.0698070E+001, 3.6497858E+001, 2.0081650E+001
 5.2211055E+000, 2.0001055E+001, 2.0003169E+001, 2.0007607E+001, 2.0013580E+001, 2.0021078E+001, 2.1369298E+001, 3.9428257E+001, 2.0093101E+001
 5.2311558E+000, 2.0001078E+001, 2.0003241E+001, 2.0007800E+001, 2.0013944E+001, 2.0021677E+001, 2.2126717E+001, 4.2634476E+001, 2.0114564E+001
 5.2412060E+000, 2.0001102E+001, 2.0003315E+001, 2.0007998E+001, 2.0014317E+001, 2.0022292E+001, 2.3029498E+001, 4.7554931E+001, 2.0189394E+001
 5.2512563E+000, 2.0001125E+001, 2.0003391E+001, 2.0008201E+001, 2.0014700E+001, 2.0022927E+001, 2.4496178E+001, 5.2917155E+001, 2.0249278E+001
 5.2613065E+000, 2.0001150E+001, 2.0003468E+001, 2.0008408E+001, 2.0015093E+001, 2.0023582E+001, 2.6643600E+001, 5.8080979E+001, 2.0263853E+001
 5.2713568E+000, 2.0001175E+001, 2.0003547E+001, 2.0008623E+001, 2.0015499E+001, 2.0024260E+001, 2.9218768E+001, 6.3399180E+001, 2.0284607E+001
 5.2814070E+000, 2.0001201E+001, 2.0003628E+001, 2.0008842E+001, 2.0015916E+001, 2.0024960E+001, 3.2480773E+001, 6.8640932E+001, 2.0326069E+001
 5.2914573E+000, 2.0001227E+001, 2.0003711E+001, 2.0009070E+001, 2.0016347E+001, 2.0025690E+001, 3.5859584E+001, 7.3103445E+001, 2.0387421E+001
 5.3015075E+000, 2.0001254E+001, 2.0003797E+001, 2.0009304E+001, 2.0016791E+001, 2.0026440E+001, 3.9245349E+001, 7.7226542E+001, 2.0575301E+001
 5.3115578E+000, 2.0001281E+001, 2.0003885E+001, 2.0009546E+001, 2.0017252E+001, 2.0027238E+001, 4.3889360E+001, 8.1200579E+001, 2.0834886E+001
 5.3216080E+000, 2.0001310E+001, 2.0003976E+001, 2.0009796E+001, 2.0017729E+001, 2.0028050E+001, 4.9635671E+001, 8.5067045E+001, 2.1264746E+001
 5.3316583E+000, 2.0001339E+001, 2.0004070E+001, 2.0010056E+001, 2.0018225E+001, 2.0028931E+001, 5.5280564E+001, 8.9117641E+001, 2.1923757E+001
 5.3417085E+000, 2.0001370E+001, 2.0004168E+001, 2.0010325E+001, 2.0018740E+001, 2.0029824E+001, 5.9749912E+001, 9.2850454E+001, 2.2587945E+001
 5.3517588E+000, 2.0001401E+001, 2.0004269E+001, 2.0010605E+001, 2.0019279E+001, 2.0030784E+001, 6.3818234E+001, 9.6153653E+001, 2.3302386E+001
 5.3618090E+000, 2.0001434E+001, 2.0004374E+001, 2.0010895E+001, 2.0019839E+001, 2.0031783E+001, 6.7693409E+001, 9.9089644E+001, 2.3953316E+001
 5.3718593E+000, 2.0001468E+001, 2.0004484E+001, 2.0011199E+001, 2.0020429E+001, 2.0032813E+001, 7.2117346E+001, 1.0199775E+002, 2.4792547E+001
 5.3819095E+000, 2.0001504E+001, 2.0004598E+001, 2.0011515E+001, 2.0021044E+001, 2.0033899E+001, 7.6723613E+001, 1.0495764E+002, 2.5959048E+001
 5.3919598E+000, 2.0001541E+001, 2.0004717E+001, 2.0011847E+001, 2.0021696E+001, 2.0035053E+001, 8.1389813E+001, 1.0786348E+002, 2.7979067E+001
 5.4020101E+000, 2.0001580E+001, 2.0004841E+001, 2.0012192E+001, 2.0022379E+001, 2.0036274E+001, 8.6080104E+001, 1.1053382E+002, 3.0516895E+001
 5.4120603E+000, 2.0001620E+001, 2.0004971E+001, 2.0012555E+001, 2.0023106E+001, 2.0038565E+001, 9.0735208E+001, 1.1314382E+002, 3.3365835E+001
 5.4221106E+000, 2.0001663E+001, 2.0005108E+001, 2.0012934E+001, 2.0023873E+001, 2.0061491E+001, 9.5482321E+001, 1.1575937E+002, 3.6271297E+001
 5.4321608E+000, 2.0001707E+001, 2.0005251E+001, 2.0013334E+001, 2.0024695E+001, 2.0136383E+001, 1.0005901E+002, 1.1822766E+002, 3.8891614E+001
 5.4422111E+000, 2.0001754E+001, 2.0005402E+001, 2.0013752E+001, 2.0025570E+001, 2.0239863E+001, 1.0427452E+002, 1.2057730E+002, 4.1207718E+001
 5.4522613E+000, 2.0001804E+001, 2.0005561E+001, 2.0014195E+001, 2.0026513E+001, 2.0450269E+001, 1.0834562E+002, 1.2300876E+002, 4.3984279E+001
 5.4623116E+000, 2.0001856E+001, 2.0005728E+001, 2.0014659E+001, 2.0027527E+001, 2.0754848E+001, 1.1211268E+002, 1.2530791E+002, 4.6887118E+001
 5.4723618E+000, 2.0001911E+001, 2.0005904E+001, 2.0015151E+001, 2.0028630E+001, 2.1058049E+001, 1.1561769E+002, 1.2742189E+002, 4.9160701E+001
 5.4824121E+000, 2.0001970E+001, 2.0006091E+001, 2.0015667E+001, 2.0029834E+001, 2.1626090E+001, 1.1875230E+002, 1.2946793E+002, 5.1433224E+001
 5.4924623E+000, 2.0002032E+001, 2.0006288E+001, 2.0016216E+001, 2.0031165E+001, 2.2789688E+001, 1.2139306E+002, 1.3141473E+002, 5.3827626E+001
 5.5025126E+000, 2.0002097E+001, 2.0006496E+001, 2.0016794E+001, 2.0032630E+001, 2.4406647E+001, 1.2342400E+002, 1.3318653E+002, 5.6731218E+001
 5.5125628E+000, 2.0002168E+001, 2.0006718E+001, 2.0017412E+001, 2.0034999E+001, 2.6012368E+001, 1.2536358E+002, 1.3483002E+002, 6.0118192E+001
 5.5226131E+000, 2.0002243E+001, 2.0006953E+001, 2.0018061E+001, 2.0052104E+001, 2.8734340E+001, 1.2713818E+002, 1.3664929E+002, 6.3860965E+001
 5.5326633E+000, 2.0002323E+001, 2.0007204E+001, 2.0018759E+001, 2.0189946E+001, 3.2051222E+001, 1.2888206E+002, 1.3866255E+002, 6.7411924E+001
 5.5427136E+000, 2.0002408E+001, 2.0007471E+001, 2.0019495E+001, 2.0737452E+001, 3.5740341E+001, 1.3042439E+002, 1.4086620E+002, 7.0094953E+001
 5.5527638E+000, 2.0002500E+001, 2.0007759E+001, 2.0020288E+001, 2.2019769E+001, 3.9557207E+001, 1.3180932E+002, 1.4307050E+002, 7.2873840E+001
 5.5628141E+000, 2.0002598E+001, 2.0008065E+001, 2.0021128E+001, 2.4224976E+001, 4.4030160E+001, 1.3277459E+002, 1.4506173E+002, 7.5672772E+001
 5.5728643E+000, 2.0002704E+001, 2.0008397E+001, 2.0022039E+001, 2.6494820E+001, 4.8786622E+001, 1.3341907E+002, 1.4698230E+002, 7.8157401E+001
 5.5829146E+000, 2.0002818E+001, 2.0008753E+001, 2.0023007E+001, 2.8803312E+001, 5.4076124E+001, 1.3443051E+002, 1.4878095E+002, 8.0524287E+001
 5.5929648E+000, 2.0002942E+001, 2.0009141E+001, 2.0024064E+001, 3.1703431E+001, 5.8431401E+001, 1.3590817E+002, 1.5037499E+002, 8.3078497E+001
 5.6030151E+000, 2.0003077E+001, 2.0009560E+001, 2.0025196E+001, 3.4495020E+001, 6.2729880E+001, 1.3791384E+002, 1.5184604E+002, 8.5288266E+001
 5.6130653E+000, 2.0003225E+001, 2.0010023E+001, 2.0026442E+001, 3.7685995E+001, 6.7445783E+001, 1.3984683E+002, 1.5346566E+002, 8.7468615E+001
 5.6231156E+000, 2.0003387E+001, 2.0010525E+001, 2.0027787E+001, 4.1448129E+001, 7.2719463E+001, 1.4128445E+002, 1.5516495E+002, 8.9951781E+001
 5.6331658E+000, 2.0003567E+001, 2.0011086E+001, 2.0029282E+001, 4.6554114E+001, 7.7849974E+001, 1.4265840E+002, 1.5698964E+002, 9.2721162E+001
 5.6432161E+000, 2.0003766E+001, 2.0011701E+001, 2.0030914E+001, 5.1980964E+001, 8.2186940E+001, 1.4425931E+002, 1.5912221E+002, 9.5379056E+001
 5.6532663E+000, 2.0003988E+001, 2.0012395E+001, 2.0032744E+001, 5.6439992E+001, 8.6360249E+001, 1.4590269E+002, 1.6155443E+002, 9.8136448E+001
 5.6633166E+000, 2.0004237E+001, 2.0013165E+001, 2.0034772E+001, 6.0816083E+001, 9.0455425E+001, 1.4745053E+002, 1.6413905E+002, 1.0106000E+002
 5.6733668E+000, 2.0004518E+001, 2.0014042E+001, 2.0037068E+001, 6.5234563E+001, 9.3784522E+001, 1.4893159E+002, 1.6680966E+002, 1.0408747E+002
 5.6834171E+000, 2.0004835E+001, 2.0015025E+001, 2.0039650E+001, 6.9330836E+001, 9.6947489E+001, 1.5039431E+002, 1.6935928E+002, 1.0759553E+002
 5.6934673E+000, 2.0005197E+001, 2.0016154E+001, 2.0042607E+001, 7.3147593E+001, 9.9800743E+001, 1.5189617E+002, 1.7178175E+002, 1.1068714E+002
 5.7035176E+000, 2.0005610E+001, 2.0017433E+001, 2.0045979E+001, 7.7217293E+001, 1.0239696E+002, 1.5349032E+002, 1.7408798E+002, 1.1375608E+002
 5.7135678E+000, 2.0006083E+001, 2.0018911E+001, 2.0049890E+001, 8.0921686E+001, 1.0457627E+002, 1.5513826E+002, 1.7636129E+002, 1.1677940E+002
 5.7236181E+000, 2.0006626E+001, 2.0020597E+001, 2.0054403E+001, 8.4284635E+001, 1.0679499E+002, 1.5690712E+002, 1.7858893E+002, 1.1970828E+002
 5.7336683E+000, 2.0007252E+001, 2.0022551E+001, 2.0059704E+001, 8.7592285E+001, 1.0926652E+002, 1.5881015E+002, 1.8061559E+002, 1.2256620E+002
 5.7437186E+000, 2.0007972E+001, 2.0024789E+001, 2.0065909E+001, 9.1177014E+001, 1.1183533E+002, 1.6075808E+002, 1.8251053E+002, 1.2567192E+002
 5.7537688E+000, 2.0008803E+001, 2.0027386E+001, 2.0073282E+001, 9.4629918E+001, 1.1440121E+002, 1.6279429E+002, 1.8434847E+002, 1.2912590E+002
 5.7638191E+000, 2.0009759E+001, 2.0030362E+001, 2.0082071E+001, 9.7869014E+001, 1.1682318E+002, 1.6491400E+002, 1.8616671E+002, 1.3205782E+002
 5.7738693E+000, 2.0010860E+001, 2.0033807E+001, 2.0092928E+001, 1.0081270E+002, 1.1913656E+002, 1.6707416E+002, 1.8792972E+002, 1.3488206E+002
 5.7839196E+000, 2.0012126E+001, 2.0037745E+001, 2.0110451E+001, 1.0332105E+002, 1.2144067E+002, 1.6926024E+002, 1.8964498E+002, 1.3747361E+002
 5.7939698E+000, 2.0013574E+001, 2.0042282E+001, 2.0155393E+001, 1.0617731E+002, 1.2383253E+002, 1.7139964E+002, 1.9134882E+002, 1.3985736E+002
 5.8040201E+000, 2.0015238E+001, 2.0047439E+001, 2.0310632E+001, 1.0911645E+002, 1.2622429E+002, 1.7355238E+002, 1.9302636E+002, 1.4236687E+002
 5.8140704E+000, 2.0017122E+001, 2.0053347E+001, 2.0657401E+001, 1.1169147E+002, 1.2866707E+002, 1.7570589E+002, 1.9465159E+002, 1.4455647E+002
 5.8241206E+000, 2.0019283E+001, 2.0060013E+001, 2.1036255E+001, 1.1400593E+002, 1.3119346E+002, 1.7800534E+002, 1.9625449E+002, 1.4631740E+002
 5.8341709E+000, 2.0021702E+001, 2.0067598E+001, 2.2246666E+001, 1.1633255E+002, 1.3383922E+002, 1.8044584E+002, 1.9786904E+002, 1.4832370E+002
 5.8442211E+000, 2.0024471E+001, 2.0076089E+001, 2.4979635E+001, 1.1863270E+002, 1.3660770E+002, 1.8296782E+002, 1.9946717E+002, 1.5046977E+002
 5.8542714E+000, 2.0027532E+001, 2.0085682E+001, 2.9404474E+001, 1.2093836E+002, 1.3938358E+002, 1.8550174E+002, 2.0107365E+002, 1.5260868E+002
 5.8643216E+000, 2.0031043E+001, 2.0096355E+001, 3.2801330E+001, 1.2325621E+002, 1.4213596E+002, 1.8802881E+002, 2.0270807E+002, 1.5486308E+002
 5.8743719E+000, 2.0034868E+001, 2.0108332E+001, 3.5362314E+001, 1.2548964E+002, 1.4495682E+002, 1.9043893E+002, 2.0439160E+002, 1.5674906E+002
 5.8844221E+000, 2.0039304E+001, 2.0121592E+001, 3.8749562E+001, 1.2763306E+002, 1.4773856E+002, 1.9273662E+002, 2.0622298E+002, 1.5885958E+002
 5.8944724E+000, 2.0044064E+001, 2.0136424E+001, 4.2507837E+001, 1.2970211E+002, 1.5030584E+002, 1.9505464E+002, 2.0816216E+002, 1.6130440E+002
 5.9045226E+000, 2.0049766E+001, 2.0152871E+001, 4.6345492E+001, 1.3166408E+002, 1.5264139E+002, 1.9723754E+002, 2.1020754E+002, 1.6410893E+002
 5.9145729E+000, 2.0055748E+001, 2.0171340E+001, 4.9851083E+001, 1.3361406E+002, 1.5459383E+002, 1.9919483E+002, 2.1224325E+002, 1.6714231E+002
 5.9246231E+000, 2.0065681E+001, 2.0192094E+001, 5.2969264E+001, 1.3553164E+002, 1.5639887E+002, 2.0101855E+002, 2.1439380E+002, 1.7002580E+002
 5.9346734E+000, 2.0136076E+001, 2.0215883E+001, 5.6131363E+001, 1.3736511E+002, 1.5827199E+002, 2.0276813E+002, 2.1679062E+002, 1.7255888E+002
 5.9447236E+000, 2.0793049E+001, 2.0252718E+001, 5.9055821E+001, 1.3909651E+002, 1.6048818E+002, 2.0446454E+002, 2.1925857E+002, 1.7529563E+002
 5.9547739E+000, 2.1968933E+001, 2.0487182E+001, 6.1814193E+001, 1.4043207E+002, 1.6286942E+002, 2.0627878E+002, 2.2191893E+002, 1.7867842E+002
 5.9648241E+000, 2.3194284E+001, 2.0935214E+001, 6.4356668E+001, 1.4154250E+002, 1.6509235E+002, 2.0811385E+002, 2.2489977E+002, 1.8212631E+002
 5.9748744E+000, 2.4996556E+001, 2.1956843E+001, 6.6568698E+001, 1.4247846E+002, 1.6705718E+002, 2.0914195E+002, 2.2829058E+002, 1.8532544E+002
 5.9849246E+000, 2.6935511E+001, 2.3364689E+001, 6.8318200E+001, 1.4319664E+002, 1.6874548E+002, 2.0956100E+002, 2.3198616E+002, 1.8873448E+002
 5.9949749E+000, 2.8501973E+001, 2.5161888E+001, 7.0125125E+001, 1.4341245E+002, 1.6975317E+002, 2.1002768E+002, 2.3571762E+002, 1.9220339E+002
 6.0050251E+000, 3.0121385E+001, 2.7366754E+001, 7.2104012E+001, 1.4317617E+002, 1.6941989E+002, 2.1055010E+002, 2.3926478E+002, 1.9541706E+002
 6.0150754E+000, 3.2022924E+001, 3.0420650E+001, 7.4001618E+001, 1.4376541E+002, 1.6962469E+002, 2.1197673E+002, 2.4278705E+002, 1.9804167E+002
 6.0251256E+000, 3.4050128E+001, 3.3767106E+001, 7.6343056E+001, 1.4488301E+002, 1.6987175E+002, 2.1414520E+002, 2.4642146E+002, 2.0040628E+002
 6.0351759E+000, 3.6127376E+001, 3.6822210E+001, 7.8489945E+001, 1.4663422E+002, 1.7041893E+002, 2.1645457E+002, 2.4999847E+002, 2.0274628E+002
 6.0452261E+000, 3.8272671E+001, 3.9605138E+001, 8.0476210E+001, 1.5036083E+002, 1.7206256E+002, 2.1941740E+002, 2.5335145E+002, 2.0490258E+002
 6.0552764E+000, 4.0270428E+001, 4.2409933E+001, 8.2454265E+001, 1.5364296E+002, 1.7445227E+002, 2.2299140E+002, 2.5631318E+002, 2.0708306E+002
 6.0653266E+000, 4.2044629E+001, 4.4939158E+001, 8.4529178E+001, 1.5609538E+002, 1.7704733E+002, 2.2684156E+002, 2.5914066E+002, 2.0924567E+002
 6.0753769E+000, 4.3822806E+001, 4.7209909E+001, 8.6306177E+001, 1.5770226E+002, 1.7978432E+002, 2.3073189E+002, 2.6200867E+002, 2.1155362E+002
 6.0854271E+000, 4.5636956E+001, 4.9588701E+001, 8.7858887E+001, 1.5970426E+002, 1.8213536E+002, 2.3442604E+002, 2.6488403E+002, 2.1403963E+002
 6.0954774E+000, 4.7477754E+001, 5.1656019E+001, 8.9336653E+001, 1.6186571E+002, 1.8448936E+002, 2.3755257E+002, 2.6774378E+002, 2.1655375E+002
 6.1055276E+000, 4.9068194E+001, 5.3661798E+001, 9.0814412E+001, 1.6412294E+002, 1.8673190E+002, 2.4062249E+002, 2.7061757E+002, 2.1927532E+002
 6.1155779E+000, 5.0514530E+001, 5.5539709E+001, 9.2283975E+001, 1.6642657E+002, 1.8896647E+002, 2.4385584E+002, 2.7356562E+002, 2.2211015E+002
 6.1256281E+000, 5.1718358E+001, 5.7409250E+001, 9.3765462E+001, 1.6863920E+002, 1.9116478E+002, 2.4715366E+002, 2.7667287E+002, 2.2478914E+002
 6.1356784E+000, 5.2908223E+001, 5.9187712E+001, 9.5178015E+001, 1.7079607E+002, 1.9323248E+002, 2.5059279E+002, 2.7992705E+002, 2.2717809E+002
 6.1457286E+000, 5.4105718E+001, 6.0693463E+001, 9.6600625E+001, 1.7283295E+002, 1.9536707E+002, 2.5414306E+002, 2.8332463E+002, 2.2946867E+002
 6.1557789E+000, 5.5010486E+001, 6.2000896E+001, 9.7984597E+001, 1.7473956E+002, 1.9751295E+002, 2.5762411E+002, 2.8686288E+002, 2.3184376E+002
 6.1658291E+000, 5.5876814E+001, 6.3286578E+001, 9.9491953E+001, 1.7685047E+002, 1.9973699E+002, 2.6096684E+002, 2.9049775E+002, 2.3458578E+002
 6.1758794E+000, 5.6840452E+001, 6.4504393E+001, 1.0126502E+002, 1.7909412E+002, 2.0193827E+002, 2.6422235E+002, 2.9417489E+002, 2.3752027E+002
 6.1859296E+000, 5.7927494E+001, 6.5770599E+001, 1.0306849E+002, 1.8137092E+002, 2.0413464E+002, 2.6745861E+002, 2.9793726E+002, 2.4025966E+002
 6.1959799E+000, 5.9098053E+001, 6.6954629E+001, 1.0456804E+002, 1.8360551E+002, 2.0635127E+002, 2.7070231E+002, 3.0174364E+002, 2.4288548E+002
 6.2060302E+000, 6.0341149E+001, 6.8086209E+001, 1.0617470E+002, 1.8578938E+002, 2.0854641E+002, 2.7386638E+002, 3.0559301E+002, 2.4563894E+002
 6.2160804E+000, 6.1640950E+001, 6.9155476E+001, 1.0768687E+002, 1.8796105E+002, 2.1073425E+002, 2.7688076E+002, 3.0955588E+002, 2.4854244E+002
 6.2261307E+000, 6.2958480E+001, 7.0143959E+001, 1.0917337E+002, 1.9021137E+002, 2.1289524E+002, 2.7993481E+002, 3.1353248E+002, 2.5159823E+002
 6.2361809E+000, 6.4356804E+001, 7.1102641E+001, 1.1082407E+002, 1.9248904E+002, 2.1504027E+002, 2.8302933E+002, 3.1749245E+002, 2.5491907E+002
 6.2462312E+000, 6.5919657E+001, 7.2053186E+001, 1.1238024E+002, 1.9479543E+002, 2.1722535E+002, 2.8608866E+002, 3.2140840E+002, 2.5829761E+002
 6.2562814E+000, 6.7657191E+001, 7.2967344E+001, 1.1377447E+002, 1.9721348E+002, 2.1946984E+002, 2.8906873E+002, 3.2531988E+002, 2.6166431E+002
 6.2663317E+000, 6.9638271E+001, 7.3903957E+001, 1.1518951E+002, 1.9981866E+002, 2.2176163E+002, 2.9193724E+002, 3.2928249E+002, 2.6492637E+002
 6.2763819E+000, 7.1741350E+001, 7.4880854E+001, 1.1657596E+002, 2.0250619E+002, 2.2407301E+002, 2.9477114E+002, 3.3340897E+002, 2.6806143E+002
 6.2864322E+000, 7.3910975E+001, 7.5989304E+001, 1.1778443E+002, 2.0520882E+002, 2.2650035E+002, 2.9770225E+002, 3.3777686E+002, 2.7123591E+002
 6.2964824E+000, 7.6260996E+001, 7.7276702E+001, 1.1893089E+002, 2.0792936E+002, 2.2904453E+002, 3.0059935E+002, 3.4242804E+002, 2.7458309E+002
 6.3065327E+000, 7.8882796E+001, 7.8666547E+001, 1.2017688E+002, 2.1067239E+002, 2.3171132E+002, 3.0352517E+002, 3.4717418E+002, 2.7835588E+002
 6.3165829E+000, 8.1753177E+001, 8.0088614E+001, 1.2149887E+002, 2.1348244E+002, 2.3451781E+002, 3.0660366E+002, 3.5194369E+002, 2.8243127E+002
 6.3266332E+000, 8.5008680E+001, 8.1717322E+001, 1.2289188E+002, 2.1636129E+002, 2.3746534E+002, 3.0993771E+002, 3.5680279E+002, 2.8671581E+002
 6.3366834E+000, 8.8506818E+001, 8.3682090E+001, 1.2446121E+002, 2.1928126E+002, 2.4069911E+002, 3.1352387E+002, 3.6191092E+002, 2.9138133E+002
 6.3467337E+000, 9.1791863E+001, 8.5971709E+001, 1.2632435E+002, 2.2231732E+002, 2.4416924E+002, 3.1740115E+002, 3.6728955E+002, 2.9649799E+002
 6.3567839E+000, 9.4774103E+001, 8.8560747E+001, 1.2849971E+002, 2.2547621E+002, 2.4787367E+002, 3.2155232E+002, 3.7306760E+002, 3.0188979E+002
 6.3668342E+000, 9.7507824E+001, 9.1406406E+001, 1.3118607E+002, 2.2883535E+002, 2.5161226E+002, 3.2587110E+002, 3.7978504E+002, 3.0733756E+002
 6.3768844E+000, 9.8989198E+001, 9.4523460E+001, 1.3410480E+002, 2.3236516E+002, 2.5531270E+002, 3.3028812E+002, 3.8780667E+002, 3.1265561E+002
 6.3869347E+000, 1.0050000E+002, 9.7627940E+001, 1.3690426E+002, 2.3600115E+002, 2.5914595E+002, 3.3476278E+002, 3.9685963E+002, 3.1739384E+002
 6.3969849E+000, 1.0163898E+002, 1.0019436E+002, 1.3982475E+002, 2.3972958E+002, 2.6321676E+002, 3.3932701E+002, 4.0640883E+002, 3.2157421E+002
 6.4070352E+000, 1.0276033E+002, 1.0295776E+002, 1.4317123E+002, 2.4364260E+002, 2.6729369E+002, 3.4420487E+002, 4.1627271E+002, 3.2579330E+002
 6.4170854E+000, 1.0389565E+002, 1.0582242E+002, 1.4677806E+002, 2.4780945E+002, 2.7137254E+002, 3.4942765E+002, 4.2628605E+002, 3.3077553E+002
 6.4271357E+000, 1.0442726E+002, 1.0851978E+002, 1.4983449E+002, 2.5229794E+002, 2.7534453E+002, 3.5486665E+002, 4.3553185E+002, 3.3672714E+002
 6.4371859E+000, 1.0430732E+002, 1.1103053E+002, 1.5259485E+002, 2.5709834E+002, 2.7926362E+002, 3.6021161E+002, 4.4362703E+002, 3.4312480E+002
 6.4472362E+000, 1.0370000E+002, 1.1314766E+002, 1.5532431E+002, 2.6174900E+002, 2.8304025E+002, 3.6545251E+002, 4.5146932E+002, 3.4976000E+002
 6.4572864E+000, 1.0299837E+002, 1.1572515E+002, 1.5812032E+002, 2.6564827E+002, 2.8694093E+002, 3.7067809E+002, 4.5995383E+002, 3.5895224E+002
 6.4673367E+000, 1.0213592E+002, 1.1759470E+002, 1.6103388E+002, 2.6899846E+002, 2.9091775E+002, 3.7565324E+002, 4.6898925E+002, 3.6855073E+002
 6.4773869E+000, 1.0154357E+002, 1.1829864E+002, 1.6420942E+002, 2.7195532E+002, 2.9437921E+002, 3.8054510E+002, 4.7660168E+002, 3.7511161E+002
 6.4874372E+000, 1.0112977E+002, 1.1909122E+002, 1.6820169E+002, 2.7479846E+002, 2.9719240E+002, 3.8488136E+002, 4.8432453E+002, 3.8212530E+002
 6.4974874E+000, 1.0059538E+002, 1.2049416E+002, 1.7308871E+002, 2.7715597E+002, 2.9990521E+002, 3.8875759E+002, 4.9397135E+002, 3.9656023E+002
 6.5075377E+000, 9.9955119E+001, 1.2184099E+002, 1.7842372E+002, 2.7998065E+002, 3.0388524E+002, 3.9233855E+002, 5.0572797E+002, 4.1236861E+002
 6.5175879E+000, 9.9104828E+001, 1.2318319E+002, 1.8312254E+002, 2.8514421E+002, 3.1011450E+002, 3.9741885E+002, 5.1532982E+002, 4.2411587E+002
 6.5276382E+000, 9.7992198E+001, 1.2385804E+002, 1.8728107E+002, 2.9215826E+002, 3.1725110E+002, 4.0324241E+002, 5.2473285E+002, 4.3721964E+002
 6.5376884E+000, 9.6639470E+001, 1.2410180E+002, 1.9149614E+002, 2.9999924E+002, 3.2437163E+002, 4.0955012E+002, 5.3641631E+002, 4.5226396E+002
