m,C,C,C,C,C,C,C,C
 5.2814070E+000, 2.0002349E+001, 2.0007181E+001, 2.0017579E+001, 2.0032306E+001, 2.0048907E+001, 2.0064734E+001, 2.0079088E+001, 0.0000000E+000
 5.2914573E+000, 2.0002428E+001, 2.0007428E+001, 2.0018247E+001, 2.0033574E+001, 2.0050823E+001, 2.0067226E+001, 2.0082016E+001, 0.0000000E+000
 5.3015075E+000, 2.0002507E+001, 2.0007680E+001, 2.0018933E+001, 2.0034884E+001, 2.0052809E+001, 2.0069806E+001, 2.0085049E+001, 0.0000000E+000
 5.3115578E+000, 2.0002588E+001, 2.0007936E+001, 2.0019635E+001, 2.0036229E+001, 2.0054850E+001, 2.0072469E+001, 2.0088174E+001, 0.0000000E+000
 5.3216080E+000, 2.0002669E+001, 2.0008197E+001, 2.0020356E+001, 2.0037617E+001, 2.0056965E+001, 2.0075229E+001, 2.0091412E+001, 0.0000000E+000
 5.3316583E+000, 2.0002751E+001, 2.0008461E+001, 2.0021093E+001, 2.0039041E+001, 2.0059137E+001, 2.0078073E+001, 2.0094747E+001, 0.0000000E+000
 5.3417085E+000, 2.0002834E+001, 2.0008730E+001, 2.0021849E+001, 2.0040509E+001, 2.0061385E+001, 2.0081023E+001, 2.0098202E+001, 0.0000000E+000
 5.3517588E+000, 2.0002918E+001, 2.0009003E+001, 2.0022619E+001, 2.0042014E+001, 2.0063691E+001, 2.0084061E+001, 2.0101760E+001, 0.0000000E+000
 5.3618090E+000, 2.0003002E+001, 2.0009279E+001, 2.0023409E+001, 2.0043563E+001, 2.0066078E+001, 2.0087214E+001, 2.0105447E+001, 0.0000000E+000
 5.3718593E+000, 2.0003086E+001, 2.0009559E+001, 2.0024213E+001, 2.0045149E+001, 2.0068524E+001, 2.0090459E+001, 2.0109243E+001, 0.0000000E+000
 5.3819095E+000, 2.0003171E+001, 2.0009842E+001, 2.0025036E+001, 2.0046781E+001, 2.0071054E+001, 2.0093830E+001, 2.0113182E+001, 0.0000000E+000
 5.3919598E+000, 2.0003256E+001, 2.0010129E+001, 2.0025873E+001, 2.0048450E+001, 2.0073646E+001, 2.0097299E+001, 2.0117235E+001, 0.0000000E+000
 5.4020101E+000, 2.0003342E+001, 2.0010419E+001, 2.0026729E+001, 2.0050166E+001, 2.0076326E+001, 2.0100907E+001, 2.0121445E+001, 0.0000000E+000
 5.4120603E+000, 2.0003427E+001, 2.0010712E+001, 2.0027598E+001, 2.0051919E+001, 2.0079071E+001, 2.0104619E+001, 2.0125777E+001, 0.0000000E+000
 5.4221106E+000, 2.0003513E+001, 2.0011009E+001, 2.0028486E+001, 2.0053720E+001, 2.0081908E+001, 2.0108487E+001, 2.0130286E+001, 0.0000000E+000
 5.4321608E+000, 2.0003599E+001, 2.0011309E+001, 2.0029387E+001, 2.0055560E+001, 2.0084814E+001, 2.0112468E+001, 2.0134925E+001, 0.0000000E+000
 5.4422111E+000, 2.0003686E+001, 2.0011612E+001, 2.0030307E+001, 2.0057449E+001, 2.0087817E+001, 2.0116625E+001, 2.0139763E+001, 0.0000000E+000
 5.4522613E+000, 2.0003772E+001, 2.0011918E+001, 2.0031241E+001, 2.0059378E+001, 2.0090896E+001, 2.0120907E+001, 2.0144745E+001, 0.0000000E+000
 5.4623116E+000, 2.0003859E+001, 2.0012230E+001, 2.0032194E+001, 2.0061360E+001, 2.0094075E+001, 2.0125393E+001, 2.0149954E+001, 0.0000000E+000
 5.4723618E+000, 2.0003945E+001, 2.0012543E+001, 2.0033161E+001, 2.0063382E+001, 2.0097340E+001, 2.0130020E+001, 2.0155330E+001, 0.0000000E+000
 5.4824121E+000, 2.0004033E+001, 2.0012863E+001, 2.0034149E+001, 2.0065461E+001, 2.0100710E+001, 2.0134890E+001, 2.0160967E+001, 0.0000000E+000
 5.4924623E+000, 2.0004121E+001, 2.0013186E+001, 2.0035150E+001, 2.0067583E+001, 2.0104179E+001, 2.0139920E+001, 2.0166799E+001, 0.0000000E+000
 5.5025126E+000, 2.0004211E+001, 2.0013517E+001, 2.0036177E+001, 2.0069768E+001, 2.0107762E+001, 2.0145252E+001, 2.0172937E+001, 0.0000000E+000
 5.5125628E+000, 2.0004303E+001, 2.0013856E+001, 2.0037225E+001, 2.0072013E+001, 2.0111473E+001, 2.0150787E+001, 2.0179322E+001, 0.0000000E+000
 5.5226131E+000, 2.0004396E+001, 2.0014206E+001, 2.0038302E+001, 2.0074319E+001, 2.0115297E+001, 2.0156690E+001, 2.0186051E+001, 0.0000000E+000
 5.5326633E+000, 2.0004493E+001, 2.0014564E+001, 2.0039397E+001, 2.0076692E+001, 2.0119276E+001, 2.0162848E+001, 2.0193094E+001, 0.0000000E+000
 5.5427136E+000, 2.0004592E+001, 2.0014937E+001, 2.0040531E+001, 2.0079139E+001, 2.0123379E+001, 2.0169498E+001, 2.0200544E+001, 0.0000000E+000
 5.5527638E+000, 2.0004697E+001, 2.0015324E+001, 2.0041689E+001, 2.0081667E+001, 2.0127679E+001, 2.0176491E+001, 2.0208412E+001, 0.0000000E+000
 5.5628141E+000, 2.0004807E+001, 2.0015735E+001, 2.0042901E+001, 2.0084286E+001, 2.0132119E+001, 2.0184187E+001, 2.0216776E+001, 0.0000000E+000
 5.5728643E+000, 2.0004925E+001, 2.0016165E+001, 2.0044145E+001, 2.0087010E+001, 2.0136818E+001, 2.0192359E+001, 2.0225710E+001, 0.0000000E+000
 5.5829146E+000, 2.0005052E+001, 2.0016631E+001, 2.0045464E+001, 2.0089848E+001, 2.0141679E+001, 2.0203141E+001, 2.0235284E+001, 0.0000000E+000
 5.5929648E+000, 2.0005193E+001, 2.0017127E+001, 2.0046828E+001, 2.0092828E+001, 2.0146892E+001, 2.0259355E+001, 2.0245641E+001, 0.0000000E+000
 5.6030151E+000, 2.0005346E+001, 2.0017677E+001, 2.0048299E+001, 2.0095957E+001, 2.0152297E+001, 2.0484681E+001, 2.0256948E+001, 0.0000000E+000
 5.6130653E+000, 2.0005521E+001, 2.0018271E+001, 2.0049835E+001, 2.0099282E+001, 2.0158192E+001, 2.0738328E+001, 2.0269488E+001, 0.0000000E+000
 5.6231156E+000, 2.0005715E+001, 2.0018945E+001, 2.0051523E+001, 2.0102810E+001, 2.0164325E+001, 2.1125926E+001, 2.0283438E+001, 0.0000000E+000
 5.6331658E+000, 2.0005941E+001, 2.0019684E+001, 2.0053306E+001, 2.0106612E+001, 2.0171154E+001, 2.1859886E+001, 2.0299439E+001, 0.0000000E+000
 5.6432161E+000, 2.0006195E+001, 2.0020541E+001, 2.0055305E+001, 2.0110692E+001, 2.0178281E+001, 2.3139420E+001, 2.0325149E+001, 0.0000000E+000
 5.6532663E+000, 2.0006498E+001, 2.0021493E+001, 2.0057445E+001, 2.0115161E+001, 2.0186411E+001, 2.4734230E+001, 2.0512010E+001, 0.0000000E+000
 5.6633166E+000, 2.0006841E+001, 2.0022617E+001, 2.0059891E+001, 2.0120015E+001, 2.0194924E+001, 2.6988316E+001, 2.0859330E+001, 0.0000000E+000
 5.6733668E+000, 2.0007253E+001, 2.0023875E+001, 2.0062537E+001, 2.0125426E+001, 2.0204893E+001, 3.0265341E+001, 2.1189684E+001, 0.0000000E+000
 5.6834171E+000, 2.0007723E+001, 2.0025382E+001, 2.0065618E+001, 2.0131368E+001, 2.0215370E+001, 3.4300794E+001, 2.1842292E+001, 0.0000000E+000
 5.6934673E+000, 2.0008288E+001, 2.0027075E+001, 2.0068978E+001, 2.0138096E+001, 2.0227972E+001, 3.8254075E+001, 2.4371581E+001, 0.0000000E+000
 5.7035176E+000, 2.0008937E+001, 2.0029122E+001, 2.0072943E+001, 2.0145571E+001, 2.0241291E+001, 4.3078221E+001, 2.9548623E+001, 0.0000000E+000
 5.7135678E+000, 2.0009711E+001, 2.0031425E+001, 2.0077294E+001, 2.0154153E+001, 2.0257733E+001, 4.8043364E+001, 3.7375737E+001, 0.0000000E+000
 5.7236181E+000, 2.0010601E+001, 2.0034216E+001, 2.0082473E+001, 2.0163778E+001, 2.0275290E+001, 5.3173422E+001, 4.6901199E+001, 0.0000000E+000
 5.7336683E+000, 2.0011654E+001, 2.0037356E+001, 2.0088172E+001, 2.0174932E+001, 2.0297507E+001, 5.8206605E+001, 5.4174099E+001, 0.0000000E+000
 5.7437186E+000, 2.0012863E+001, 2.0041158E+001, 2.0094976E+001, 2.0187542E+001, 2.0321612E+001, 6.3545318E+001, 6.0590332E+001, 0.0000000E+000
 5.7537688E+000, 2.0014278E+001, 2.0045430E+001, 2.0102472E+001, 2.0202220E+001, 2.0353088E+001, 6.8564377E+001, 6.6874629E+001, 0.0000000E+000
 5.7638191E+000, 2.0015892E+001, 2.0050573E+001, 2.0111408E+001, 2.0218944E+001, 2.0388616E+001, 7.3833612E+001, 7.3889872E+001, 0.0000000E+000
 5.7738693E+000, 2.0017761E+001, 2.0056350E+001, 2.0121258E+001, 2.0238439E+001, 2.0472896E+001, 7.9115903E+001, 8.1219183E+001, 0.0000000E+000
 5.7839196E+000, 2.0019873E+001, 2.0063248E+001, 2.0132927E+001, 2.0260822E+001, 2.1095152E+001, 8.3799089E+001, 8.8644991E+001, 0.0000000E+000
 5.7939698E+000, 2.0022289E+001, 2.0071007E+001, 2.0145756E+001, 2.0286883E+001, 2.3316053E+001, 8.7807183E+001, 9.4913645E+001, 0.0000000E+000
 5.8040201E+000, 2.0024989E+001, 2.0080211E+001, 2.0160820E+001, 2.0316964E+001, 2.5821947E+001, 9.1620309E+001, 1.0036588E+002, 0.0000000E+000
 5.8140704E+000, 2.0028038E+001, 2.0090595E+001, 2.0177310E+001, 2.0352142E+001, 2.8108856E+001, 9.4844318E+001, 1.0502172E+002, 0.0000000E+000
 5.8241206E+000, 2.0031401E+001, 2.0102716E+001, 2.0196457E+001, 2.0392513E+001, 3.1030031E+001, 9.7703813E+001, 1.0927626E+002, 0.0000000E+000
 5.8341709E+000, 2.0035144E+001, 2.0116629E+001, 2.0217320E+001, 2.0438555E+001, 3.4617153E+001, 1.0040257E+002, 1.1338967E+002, 0.0000000E+000
 5.8442211E+000, 2.0039216E+001, 2.0138537E+001, 2.0241244E+001, 2.0492713E+001, 3.9438969E+001, 1.0298049E+002, 1.1745151E+002, 0.0000000E+000
 5.8542714E+000, 2.0043681E+001, 2.0252007E+001, 2.0267195E+001, 2.0568906E+001, 4.4098040E+001, 1.0564433E+002, 1.2152675E+002, 0.0000000E+000
 5.8643216E+000, 2.0048469E+001, 2.0707768E+001, 2.0296671E+001, 2.0883629E+001, 4.8333799E+001, 1.0823008E+002, 1.2561147E+002, 0.0000000E+000
 5.8743719E+000, 2.0053639E+001, 2.1936744E+001, 2.0328845E+001, 2.1657298E+001, 5.2938779E+001, 1.1058203E+002, 1.2946906E+002, 0.0000000E+000
 5.8844221E+000, 2.0059113E+001, 2.3159491E+001, 2.0365472E+001, 2.2687847E+001, 5.7497352E+001, 1.1287030E+002, 1.3317250E+002, 0.0000000E+000
 5.8944724E+000, 2.0065011E+001, 2.4562759E+001, 2.0405686E+001, 2.4497714E+001, 6.2573833E+001, 1.1509153E+002, 1.3686173E+002, 0.0000000E+000
 5.9045226E+000, 2.0071306E+001, 2.6559533E+001, 2.0451368E+001, 2.6748964E+001, 6.8184902E+001, 1.1711146E+002, 1.4055127E+002, 0.0000000E+000
 5.9145729E+000, 2.0077986E+001, 2.8677572E+001, 2.0504721E+001, 2.9999075E+001, 7.2616491E+001, 1.1912716E+002, 1.4433495E+002, 0.0000000E+000
 5.9246231E+000, 2.0084991E+001, 3.1626512E+001, 2.0596403E+001, 3.3561606E+001, 7.6556493E+001, 1.2126567E+002, 1.4848331E+002, 0.0000000E+000
 5.9346734E+000, 2.0092404E+001, 3.4385693E+001, 2.0703172E+001, 3.7763574E+001, 8.0189611E+001, 1.2356047E+002, 1.5253088E+002, 0.0000000E+000
 5.9447236E+000, 2.0100127E+001, 3.6799322E+001, 2.0813714E+001, 4.3411226E+001, 8.3438736E+001, 1.2598527E+002, 1.5616207E+002, 0.0000000E+000
 5.9547739E+000, 2.0108308E+001, 3.8794868E+001, 2.0950722E+001, 4.9767259E+001, 8.6302559E+001, 1.2829252E+002, 1.5957052E+002, 0.0000000E+000
 5.9648241E+000, 2.0116813E+001, 4.0804229E+001, 2.1117022E+001, 5.5950445E+001, 8.8730467E+001, 1.3059737E+002, 1.6276659E+002, 0.0000000E+000
 5.9748744E+000, 2.0127040E+001, 4.2845778E+001, 2.1335652E+001, 6.2092134E+001, 9.0913046E+001, 1.3293576E+002, 1.6581431E+002, 0.0000000E+000
 5.9849246E+000, 2.0156796E+001, 4.4626104E+001, 2.1876891E+001, 6.6973489E+001, 9.2980857E+001, 1.3530180E+002, 1.6871839E+002, 0.0000000E+000
 5.9949749E+000, 2.0211765E+001, 4.6220735E+001, 2.2943753E+001, 7.1017609E+001, 9.4877474E+001, 1.3748150E+002, 1.7134331E+002, 0.0000000E+000
 6.0050251E+000, 2.0259391E+001, 4.7853501E+001, 2.4364942E+001, 7.4741122E+001, 9.6472753E+001, 1.3924716E+002, 1.7333377E+002, 0.0000000E+000
 6.0150754E+000, 2.0319747E+001, 4.9428447E+001, 2.6015752E+001, 7.8102140E+001, 9.8565624E+001, 1.4143607E+002, 1.7617349E+002, 0.0000000E+000
 6.0251256E+000, 2.0398434E+001, 5.0925818E+001, 2.8982013E+001, 8.1001624E+001, 1.0083127E+002, 1.4395705E+002, 1.8016218E+002, 0.0000000E+000
 6.0351759E+000, 2.0489176E+001, 5.2743030E+001, 3.3549698E+001, 8.3430279E+001, 1.0294612E+002, 1.4631495E+002, 1.8400840E+002, 0.0000000E+000
 6.0452261E+000, 2.0625768E+001, 5.4333416E+001, 3.7887807E+001, 8.5757377E+001, 1.0500127E+002, 1.4862766E+002, 1.8778345E+002, 0.0000000E+000
 6.0552764E+000, 2.0886265E+001, 5.5843313E+001, 4.3349341E+001, 8.7938356E+001, 1.0693220E+002, 1.5090322E+002, 1.9135754E+002, 0.0000000E+000
 6.0653266E+000, 2.1303697E+001, 5.7402488E+001, 5.0767040E+001, 8.9904147E+001, 1.0880068E+002, 1.5323101E+002, 1.9473112E+002, 0.0000000E+000
 6.0753769E+000, 2.1818913E+001, 5.8703284E+001, 5.6994544E+001, 9.1672702E+001, 1.1074555E+002, 1.5559256E+002, 1.9809744E+002, 0.0000000E+000
 6.0854271E+000, 2.2460951E+001, 5.9894853E+001, 6.2023353E+001, 9.3361135E+001, 1.1276054E+002, 1.5799420E+002, 2.0157642E+002, 0.0000000E+000
 6.0954774E+000, 2.3155508E+001, 6.1008897E+001, 6.6210532E+001, 9.5014437E+001, 1.1474145E+002, 1.6040931E+002, 2.0522801E+002, 0.0000000E+000
 6.1055276E+000, 2.3842272E+001, 6.2523402E+001, 7.0350863E+001, 9.6586366E+001, 1.1673828E+002, 1.6291809E+002, 2.0881843E+002, 0.0000000E+000
 6.1155779E+000, 2.4722477E+001, 6.4332060E+001, 7.3628525E+001, 9.8163233E+001, 1.1880372E+002, 1.6551260E+002, 2.1240019E+002, 0.0000000E+000
 6.1256281E+000, 2.5976002E+001, 6.5828673E+001, 7.6171980E+001, 9.9807901E+001, 1.2091004E+002, 1.6816056E+002, 2.1602075E+002, 0.0000000E+000
 6.1356784E+000, 2.6766971E+001, 6.7233665E+001, 7.8267941E+001, 1.0145598E+002, 1.2298986E+002, 1.7082717E+002, 2.1963497E+002, 0.0000000E+000
 6.1457286E+000, 2.7321145E+001, 6.8560578E+001, 8.0101820E+001, 1.0301999E+002, 1.2503514E+002, 1.7350949E+002, 2.2329759E+002, 0.0000000E+000
 6.1557789E+000, 2.8205954E+001, 6.9923009E+001, 8.1713689E+001, 1.0453071E+002, 1.2715809E+002, 1.7618262E+002, 2.2697827E+002, 0.0000000E+000
 6.1658291E+000, 2.9369094E+001, 7.1236605E+001, 8.3117483E+001, 1.0610726E+002, 1.2942696E+002, 1.7881676E+002, 2.3071988E+002, 0.0000000E+000
 6.1758794E+000, 3.0738591E+001, 7.2487931E+001, 8.4422403E+001, 1.0764793E+002, 1.3172148E+002, 1.8145904E+002, 2.3455344E+002, 0.0000000E+000
 6.1859296E+000, 3.1810900E+001, 7.3659655E+001, 8.5623419E+001, 1.0915673E+002, 1.3400834E+002, 1.8410919E+002, 2.3850969E+002, 0.0000000E+000
 6.1959799E+000, 3.3278873E+001, 7.4777778E+001, 8.6811520E+001, 1.1067988E+002, 1.3630858E+002, 1.8681914E+002, 2.4261779E+002, 0.0000000E+000
 6.2060302E+000, 3.5141035E+001, 7.5910397E+001, 8.7932526E+001, 1.1222939E+002, 1.3863164E+002, 1.8960409E+002, 2.4682537E+002, 0.0000000E+000
 6.2160804E+000, 3.7084716E+001, 7.7127659E+001, 8.9071020E+001, 1.1379290E+002, 1.4097433E+002, 1.9239299E+002, 2.5111897E+002, 0.0000000E+000
 6.2261307E+000, 3.8824071E+001, 7.8491407E+001, 9.0139141E+001, 1.1534687E+002, 1.4333631E+002, 1.9514338E+002, 2.5554899E+002, 0.0000000E+000
 6.2361809E+000, 4.0669171E+001, 8.0019478E+001, 9.1127897E+001, 1.1697225E+002, 1.4579669E+002, 1.9796045E+002, 2.6010553E+002, 0.0000000E+000
 6.2462312E+000, 4.2563718E+001, 8.1700823E+001, 9.2096093E+001, 1.1867355E+002, 1.4842558E+002, 2.0086575E+002, 2.6473395E+002, 0.0000000E+000
 6.2562814E+000, 4.4920362E+001, 8.3525767E+001, 9.3081128E+001, 1.2037803E+002, 1.5123883E+002, 2.0372941E+002, 2.6941759E+002, 0.0000000E+000
 6.2663317E+000, 4.6821907E+001, 8.5702053E+001, 9.4053896E+001, 1.2210985E+002, 1.5423149E+002, 2.0656319E+002, 2.7418223E+002, 0.0000000E+000
 6.2763819E+000, 4.8867258E+001, 8.8267073E+001, 9.5055001E+001, 1.2394920E+002, 1.5730180E+002, 2.0955465E+002, 2.7909097E+002, 0.0000000E+000
 6.2864322E+000, 5.1497748E+001, 9.1228695E+001, 9.6096229E+001, 1.2596161E+002, 1.6024113E+002, 2.1269998E+002, 2.8410028E+002, 0.0000000E+000
 6.2964824E+000, 5.4857716E+001, 9.4466449E+001, 9.7175164E+001, 1.2810000E+002, 1.6310578E+002, 2.1594814E+002, 2.8927193E+002, 0.0000000E+000
 6.3065327E+000, 5.8623383E+001, 9.7719977E+001, 9.8276820E+001, 1.3024722E+002, 1.6602081E+002, 2.1927081E+002, 2.9462051E+002, 0.0000000E+000
 6.3165829E+000, 6.3580802E+001, 1.0098316E+002, 9.9418116E+001, 1.3220571E+002, 1.6903648E+002, 2.2263917E+002, 3.0007336E+002, 0.0000000E+000
 6.3266332E+000, 6.9752798E+001, 1.0450704E+002, 1.0065517E+002, 1.3415151E+002, 1.7200157E+002, 2.2609619E+002, 3.0566943E+002, 0.0000000E+000
 6.3366834E+000, 7.5641538E+001, 1.0902825E+002, 1.0202664E+002, 1.3627512E+002, 1.7485954E+002, 2.2977436E+002, 3.1144152E+002, 0.0000000E+000
 6.3467337E+000, 8.2060178E+001, 1.1436093E+002, 1.0356386E+002, 1.3885507E+002, 1.7763206E+002, 2.3357601E+002, 3.1740503E+002, 0.0000000E+000
 6.3567839E+000, 9.0356924E+001, 1.1921762E+002, 1.0534403E+002, 1.4183240E+002, 1.8109814E+002, 2.3736812E+002, 3.2338005E+002, 0.0000000E+000
 6.3668342E+000, 9.8638423E+001, 1.2434133E+002, 1.0739598E+002, 1.4513397E+002, 1.8511894E+002, 2.4108320E+002, 3.2927379E+002, 0.0000000E+000
 6.3768844E+000, 1.0643326E+002, 1.3026417E+002, 1.0971320E+002, 1.4876008E+002, 1.8906419E+002, 2.4490811E+002, 3.3512664E+002, 0.0000000E+000
 6.3869347E+000, 1.1275711E+002, 1.3772821E+002, 1.1206714E+002, 1.5286911E+002, 1.9328270E+002, 2.4883257E+002, 3.4098938E+002, 0.0000000E+000
 6.3969849E+000, 1.1634195E+002, 1.4352625E+002, 1.1464185E+002, 1.5782745E+002, 1.9779939E+002, 2.5278979E+002, 3.4678325E+002, 0.0000000E+000
 6.4070352E+000, 1.1847075E+002, 1.4829459E+002, 1.1749406E+002, 1.6294080E+002, 2.0285799E+002, 2.5675447E+002, 3.5247073E+002, 0.0000000E+000
 6.4170854E+000, 1.1964476E+002, 1.5265654E+002, 1.2056304E+002, 1.6684030E+002, 2.0772614E+002, 2.6108843E+002, 3.5817427E+002, 0.0000000E+000
 6.4271357E+000, 1.1998510E+002, 1.5688475E+002, 1.2421819E+002, 1.7076430E+002, 2.1300740E+002, 2.6601632E+002, 3.6421229E+002, 0.0000000E+000
 6.4371859E+000, 1.1951383E+002, 1.6176050E+002, 1.2846206E+002, 1.7602920E+002, 2.1901568E+002, 2.7192294E+002, 3.7047370E+002, 0.0000000E+000
 6.4472362E+000, 1.1823375E+002, 1.6652800E+002, 1.3294534E+002, 1.8316524E+002, 2.2452791E+002, 2.7799081E+002, 3.7708535E+002, 0.0000000E+000
 6.4572864E+000, 1.1648250E+002, 1.7027846E+002, 1.3768271E+002, 1.9110223E+002, 2.3218976E+002, 2.8403043E+002, 3.8342249E+002, 0.0000000E+000
 6.4673367E+000, 1.1430966E+002, 1.7332537E+002, 1.4295779E+002, 1.9944602E+002, 2.4005466E+002, 2.8942851E+002, 3.8966890E+002, 0.0000000E+000
 6.4773869E+000, 1.1186019E+002, 1.7471154E+002, 1.4781958E+002, 2.0768361E+002, 2.4973957E+002, 2.9552135E+002, 3.9572015E+002, 0.0000000E+000
 6.4874372E+000, 1.0929062E+002, 1.7514668E+002, 1.5288473E+002, 2.1646417E+002, 2.6156855E+002, 3.0281616E+002, 4.0129212E+002, 0.0000000E+000
 6.4974874E+000, 1.0674262E+002, 1.7455747E+002, 1.5908412E+002, 2.2607436E+002, 2.7435852E+002, 3.1073941E+002, 4.0682717E+002, 0.0000000E+000
 6.5075377E+000, 1.0421894E+002, 1.7354134E+002, 1.6505741E+002, 2.3573966E+002, 2.8517955E+002, 3.1815063E+002, 4.1295180E+002, 0.0000000E+000
 6.5175879E+000, 1.0171493E+002, 1.7195577E+002, 1.7102037E+002, 2.4322162E+002, 2.9324605E+002, 3.2745230E+002, 4.2038682E+002, 0.0000000E+000
 6.5276382E+000, 9.9252719E+001, 1.6980727E+002, 1.7825824E+002, 2.5022948E+002, 3.0133100E+002, 3.3847917E+002, 4.2881156E+002, 0.0000000E+000
 6.5376884E+000, 9.6785643E+001, 1.6710691E+002, 1.8615282E+002, 2.5791997E+002, 3.0991689E+002, 3.4990050E+002, 4.3815460E+002, 0.0000000E+000
