m,C,C,C,C,C,C,C,C
 5.4623116E+000, 2.0001005E+001, 2.0002378E+001, 2.0007984E+001, 8.2322923E+001, 1.2294801E+002, 1.2772802E+002, 1.2925364E+002, 1.2821724E+002
 5.4723618E+000, 2.0001045E+001, 2.0002469E+001, 2.0073279E+001, 8.7540174E+001, 1.2444187E+002, 1.2911800E+002, 1.3059577E+002, 1.2963537E+002
 5.4824121E+000, 2.0001085E+001, 2.0002564E+001, 2.0466633E+001, 9.3283674E+001, 1.2581467E+002, 1.3060439E+002, 1.3202227E+002, 1.3091584E+002
 5.4924623E+000, 2.0001126E+001, 2.0002661E+001, 2.1309089E+001, 9.8082375E+001, 1.2709638E+002, 1.3227310E+002, 1.3336254E+002, 1.3212636E+002
 5.5025126E+000, 2.0001168E+001, 2.0002762E+001, 2.2540714E+001, 1.0291503E+002, 1.2839204E+002, 1.3392851E+002, 1.3457342E+002, 1.3340421E+002
 5.5125628E+000, 2.0001210E+001, 2.0002864E+001, 2.4097697E+001, 1.0686995E+002, 1.2986901E+002, 1.3570569E+002, 1.3585907E+002, 1.3492598E+002
 5.5226131E+000, 2.0001253E+001, 2.0002969E+001, 2.7913941E+001, 1.1001527E+002, 1.3160735E+002, 1.3745539E+002, 1.3724551E+002, 1.3667624E+002
 5.5326633E+000, 2.0001296E+001, 2.0003076E+001, 3.3526742E+001, 1.1362955E+002, 1.3335656E+002, 1.3924814E+002, 1.3883696E+002, 1.3844052E+002
 5.5427136E+000, 2.0001340E+001, 2.0003185E+001, 3.8656300E+001, 1.1680368E+002, 1.3508505E+002, 1.4097319E+002, 1.4063889E+002, 1.4021375E+002
 5.5527638E+000, 2.0001384E+001, 2.0003297E+001, 4.2381210E+001, 1.1909582E+002, 1.3680647E+002, 1.4262989E+002, 1.4256331E+002, 1.4190103E+002
 5.5628141E+000, 2.0001430E+001, 2.0003412E+001, 4.6135210E+001, 1.2099553E+002, 1.3843369E+002, 1.4422486E+002, 1.4449201E+002, 1.4365018E+002
 5.5728643E+000, 2.0001476E+001, 2.0003529E+001, 5.2922147E+001, 1.2281688E+002, 1.4008621E+002, 1.4576083E+002, 1.4634411E+002, 1.4540635E+002
 5.5829146E+000, 2.0001522E+001, 2.0003650E+001, 5.8288128E+001, 1.2480586E+002, 1.4183207E+002, 1.4737001E+002, 1.4807357E+002, 1.4728738E+002
 5.5929648E+000, 2.0001570E+001, 2.0003774E+001, 6.2128603E+001, 1.2698732E+002, 1.4359066E+002, 1.4906224E+002, 1.4964223E+002, 1.4914049E+002
 5.6030151E+000, 2.0001619E+001, 2.0003903E+001, 6.4487364E+001, 1.2873134E+002, 1.4528869E+002, 1.5082634E+002, 1.5116096E+002, 1.5084848E+002
 5.6130653E+000, 2.0001671E+001, 2.0004034E+001, 6.7533177E+001, 1.3034691E+002, 1.4688918E+002, 1.5260332E+002, 1.5266663E+002, 1.5251373E+002
 5.6231156E+000, 2.0001725E+001, 2.0004173E+001, 7.1384641E+001, 1.3201846E+002, 1.4849014E+002, 1.5435129E+002, 1.5417585E+002, 1.5427753E+002
 5.6331658E+000, 2.0001781E+001, 2.0004318E+001, 7.5648576E+001, 1.3397421E+002, 1.5013667E+002, 1.5605261E+002, 1.5571036E+002, 1.5607759E+002
 5.6432161E+000, 2.0001840E+001, 2.0004472E+001, 7.9256592E+001, 1.3583026E+002, 1.5190217E+002, 1.5777400E+002, 1.5732220E+002, 1.5794141E+002
 5.6532663E+000, 2.0001902E+001, 2.0004630E+001, 8.1749471E+001, 1.3766304E+002, 1.5369770E+002, 1.5953825E+002, 1.5897710E+002, 1.5977862E+002
 5.6633166E+000, 2.0001969E+001, 2.0004798E+001, 8.4490000E+001, 1.3941634E+002, 1.5549013E+002, 1.6134126E+002, 1.6073322E+002, 1.6165510E+002
 5.6733668E+000, 2.0002038E+001, 2.0004975E+001, 8.7170822E+001, 1.4103397E+002, 1.5731199E+002, 1.6321485E+002, 1.6254075E+002, 1.6350467E+002
 5.6834171E+000, 2.0002112E+001, 2.0005163E+001, 8.9661041E+001, 1.4266148E+002, 1.5919234E+002, 1.6514191E+002, 1.6436783E+002, 1.6539410E+002
 5.6934673E+000, 2.0002191E+001, 2.0005364E+001, 9.2274957E+001, 1.4432201E+002, 1.6112395E+002, 1.6705422E+002, 1.6631251E+002, 1.6730000E+002
 5.7035176E+000, 2.0002275E+001, 2.0005585E+001, 9.5351688E+001, 1.4606661E+002, 1.6308910E+002, 1.6896510E+002, 1.6833823E+002, 1.6928325E+002
 5.7135678E+000, 2.0002370E+001, 2.0005820E+001, 9.7754934E+001, 1.4775477E+002, 1.6504630E+002, 1.7086443E+002, 1.7035753E+002, 1.7131704E+002
 5.7236181E+000, 2.0002477E+001, 2.0006084E+001, 1.0022067E+002, 1.4946717E+002, 1.6696617E+002, 1.7278936E+002, 1.7229174E+002, 1.7339959E+002
 5.7336683E+000, 2.0002599E+001, 2.0006378E+001, 1.0287780E+002, 1.5121572E+002, 1.6885197E+002, 1.7473010E+002, 1.7419041E+002, 1.7551177E+002
 5.7437186E+000, 2.0002739E+001, 2.0006693E+001, 1.0635117E+002, 1.5297283E+002, 1.7078385E+002, 1.7671391E+002, 1.7613245E+002, 1.7763457E+002
 5.7537688E+000, 2.0002902E+001, 2.0007053E+001, 1.1041060E+002, 1.5482921E+002, 1.7275221E+002, 1.7872608E+002, 1.7808411E+002, 1.7972058E+002
 5.7638191E+000, 2.0003093E+001, 2.0007462E+001, 1.1559535E+002, 1.5674224E+002, 1.7474633E+002, 1.8076719E+002, 1.8004870E+002, 1.8178816E+002
 5.7738693E+000, 2.0003319E+001, 2.0007921E+001, 1.1911630E+002, 1.5875935E+002, 1.7674460E+002, 1.8283073E+002, 1.8204701E+002, 1.8384548E+002
 5.7839196E+000, 2.0003592E+001, 2.0008469E+001, 1.2205003E+002, 1.6075638E+002, 1.7874659E+002, 1.8494265E+002, 1.8406473E+002, 1.8592013E+002
 5.7939698E+000, 2.0003924E+001, 2.0009101E+001, 1.2450673E+002, 1.6273447E+002, 1.8072721E+002, 1.8711246E+002, 1.8610617E+002, 1.8803513E+002
 5.8040201E+000, 2.0004309E+001, 2.0009841E+001, 1.2686509E+002, 1.6470009E+002, 1.8267416E+002, 1.8933444E+002, 1.8816523E+002, 1.9021304E+002
 5.8140704E+000, 2.0004786E+001, 2.0010678E+001, 1.3060002E+002, 1.6667584E+002, 1.8461996E+002, 1.9160471E+002, 1.9025757E+002, 1.9246104E+002
 5.8241206E+000, 2.0005368E+001, 2.0011698E+001, 1.3342325E+002, 1.6864019E+002, 1.8656420E+002, 1.9392367E+002, 1.9239078E+002, 1.9475914E+002
 5.8341709E+000, 2.0006164E+001, 2.0012874E+001, 1.3564059E+002, 1.7063488E+002, 1.8853343E+002, 1.9627976E+002, 1.9456770E+002, 1.9706723E+002
 5.8442211E+000, 2.0009810E+001, 2.0014377E+001, 1.3780728E+002, 1.7261048E+002, 1.9052430E+002, 1.9866940E+002, 1.9676899E+002, 1.9937810E+002
 5.8542714E+000, 2.0032885E+001, 2.0016123E+001, 1.3989822E+002, 1.7460229E+002, 1.9251173E+002, 2.0105437E+002, 1.9899200E+002, 2.0171867E+002
 5.8643216E+000, 2.0061762E+001, 2.0018234E+001, 1.4208728E+002, 1.7663954E+002, 1.9449863E+002, 2.0342821E+002, 2.0121685E+002, 2.0407787E+002
 5.8743719E+000, 2.0155712E+001, 2.0020841E+001, 1.4396832E+002, 1.7870212E+002, 1.9649116E+002, 2.0578599E+002, 2.0343615E+002, 2.0644322E+002
 5.8844221E+000, 2.0329814E+001, 2.0024908E+001, 1.4576546E+002, 1.8070784E+002, 1.9849488E+002, 2.0811934E+002, 2.0562800E+002, 2.0877466E+002
 5.8944724E+000, 2.0783157E+001, 2.0040523E+001, 1.4751134E+002, 1.8266862E+002, 2.0049909E+002, 2.1042396E+002, 2.0775033E+002, 2.1102379E+002
 5.9045226E+000, 2.1586498E+001, 2.0118731E+001, 1.4924094E+002, 1.8459981E+002, 2.0248385E+002, 2.1268450E+002, 2.0974016E+002, 2.1320339E+002
 5.9145729E+000, 2.3288455E+001, 2.0438485E+001, 1.5089345E+002, 1.8654465E+002, 2.0444837E+002, 2.1489778E+002, 2.1161794E+002, 2.1528190E+002
 5.9246231E+000, 2.6498998E+001, 2.1341634E+001, 1.5255536E+002, 1.8847146E+002, 2.0636839E+002, 2.1706959E+002, 2.1342363E+002, 2.1724218E+002
 5.9346734E+000, 3.0092192E+001, 2.3155677E+001, 1.5422998E+002, 1.9038758E+002, 2.0822824E+002, 2.1918341E+002, 2.1521079E+002, 2.1907426E+002
 5.9447236E+000, 3.3240066E+001, 2.5690989E+001, 1.5584209E+002, 1.9228626E+002, 2.1002292E+002, 2.2122670E+002, 2.1699753E+002, 2.2083658E+002
 5.9547739E+000, 3.6772513E+001, 2.8662464E+001, 1.5738323E+002, 1.9418238E+002, 2.1177842E+002, 2.2319595E+002, 2.1878171E+002, 2.2255104E+002
 5.9648241E+000, 3.9770326E+001, 3.1237866E+001, 1.5889511E+002, 1.9602565E+002, 2.1351279E+002, 2.2509746E+002, 2.2056872E+002, 2.2422394E+002
 5.9748744E+000, 4.2955720E+001, 3.4543298E+001, 1.6049445E+002, 1.9783868E+002, 2.1523145E+002, 2.2700275E+002, 2.2237882E+002, 2.2585712E+002
 5.9849246E+000, 4.6531854E+001, 3.9259691E+001, 1.6212567E+002, 1.9967839E+002, 2.1693332E+002, 2.2893515E+002, 2.2420208E+002, 2.2747212E+002
 5.9949749E+000, 4.8928341E+001, 4.6410025E+001, 1.6378899E+002, 2.0153326E+002, 2.1864180E+002, 2.3086513E+002, 2.2601469E+002, 2.2910287E+002
 6.0050251E+000, 5.1198087E+001, 5.3100971E+001, 1.6549638E+002, 2.0343561E+002, 2.2036323E+002, 2.3283183E+002, 2.2782684E+002, 2.3079782E+002
 6.0150754E+000, 5.2969114E+001, 5.8637123E+001, 1.6725780E+002, 2.0545560E+002, 2.2215751E+002, 2.3489785E+002, 2.2970346E+002, 2.3259004E+002
 6.0251256E+000, 5.4418391E+001, 6.4370077E+001, 1.6900463E+002, 2.0748491E+002, 2.2392563E+002, 2.3700510E+002, 2.3157071E+002, 2.3444124E+002
 6.0351759E+000, 5.6126209E+001, 6.9737302E+001, 1.7086071E+002, 2.0951015E+002, 2.2568057E+002, 2.3913437E+002, 2.3343274E+002, 2.3633393E+002
 6.0452261E+000, 5.7977015E+001, 7.3944635E+001, 1.7275992E+002, 2.1150489E+002, 2.2743996E+002, 2.4126929E+002, 2.3530260E+002, 2.3825896E+002
 6.0552764E+000, 5.9204086E+001, 7.7438192E+001, 1.7464167E+002, 2.1345309E+002, 2.2919667E+002, 2.4339321E+002, 2.3717697E+002, 2.4019376E+002
 6.0653266E+000, 6.0102154E+001, 8.0277540E+001, 1.7654991E+002, 2.1540619E+002, 2.3094122E+002, 2.4554324E+002, 2.3905150E+002, 2.4212860E+002
 6.0753769E+000, 6.1154563E+001, 8.2578688E+001, 1.7843167E+002, 2.1729992E+002, 2.3267923E+002, 2.4771864E+002, 2.4092794E+002, 2.4399668E+002
 6.0854271E+000, 6.2283891E+001, 8.5005725E+001, 1.8026772E+002, 2.1913452E+002, 2.3441745E+002, 2.4991216E+002, 2.4276503E+002, 2.4576642E+002
 6.0954774E+000, 6.3469427E+001, 8.6984447E+001, 1.8211745E+002, 2.2093335E+002, 2.3616120E+002, 2.5209047E+002, 2.4453712E+002, 2.4743857E+002
 6.1055276E+000, 6.4170088E+001, 8.8298118E+001, 1.8401487E+002, 2.2269666E+002, 2.3795154E+002, 2.5426300E+002, 2.4624702E+002, 2.4907812E+002
 6.1155779E+000, 6.4753279E+001, 8.9621460E+001, 1.8601968E+002, 2.2450368E+002, 2.3978476E+002, 2.5644621E+002, 2.4789727E+002, 2.5067679E+002
 6.1256281E+000, 6.5401056E+001, 9.0900258E+001, 1.8822712E+002, 2.2638343E+002, 2.4165439E+002, 2.5861632E+002, 2.4948623E+002, 2.5227386E+002
 6.1356784E+000, 6.6043193E+001, 9.2205473E+001, 1.9053968E+002, 2.2834665E+002, 2.4355058E+002, 2.6078865E+002, 2.5098516E+002, 2.5384674E+002
 6.1457286E+000, 6.6739684E+001, 9.3547173E+001, 1.9290401E+002, 2.3036734E+002, 2.4546363E+002, 2.6295141E+002, 2.5244254E+002, 2.5540124E+002
 6.1557789E+000, 6.7406773E+001, 9.4812120E+001, 1.9526150E+002, 2.3232555E+002, 2.4740914E+002, 2.6511841E+002, 2.5386935E+002, 2.5689872E+002
 6.1658291E+000, 6.8014994E+001, 9.5928923E+001, 1.9765526E+002, 2.3420644E+002, 2.4937685E+002, 2.6730057E+002, 2.5530238E+002, 2.5837869E+002
 6.1758794E+000, 6.8587672E+001, 9.6940791E+001, 2.0014529E+002, 2.3612950E+002, 2.5140383E+002, 2.6954737E+002, 2.5673637E+002, 2.5985594E+002
 6.1859296E+000, 6.9223062E+001, 9.7867536E+001, 2.0268656E+002, 2.3813133E+002, 2.5350381E+002, 2.7183064E+002, 2.5818407E+002, 2.6134328E+002
 6.1959799E+000, 6.9925165E+001, 9.8827211E+001, 2.0531397E+002, 2.4022874E+002, 2.5568963E+002, 2.7411738E+002, 2.5963680E+002, 2.6287746E+002
 6.2060302E+000, 7.0637168E+001, 9.9801134E+001, 2.0798358E+002, 2.4244833E+002, 2.5795607E+002, 2.7645148E+002, 2.6111456E+002, 2.6448452E+002
 6.2160804E+000, 7.1340320E+001, 1.0084183E+002, 2.1064712E+002, 2.4479863E+002, 2.6033769E+002, 2.7882789E+002, 2.6259943E+002, 2.6619802E+002
 6.2261307E+000, 7.2023961E+001, 1.0181982E+002, 2.1332195E+002, 2.4726490E+002, 2.6289306E+002, 2.8131081E+002, 2.6406428E+002, 2.6791324E+002
 6.2361809E+000, 7.2673116E+001, 1.0274953E+002, 2.1602748E+002, 2.4985834E+002, 2.6563697E+002, 2.8392128E+002, 2.6550775E+002, 2.6953547E+002
 6.2462312E+000, 7.3325711E+001, 1.0373156E+002, 2.1879192E+002, 2.5256568E+002, 2.6853103E+002, 2.8665674E+002, 2.6694036E+002, 2.7110941E+002
 6.2562814E+000, 7.3980969E+001, 1.0477593E+002, 2.2163444E+002, 2.5535524E+002, 2.7160687E+002, 2.8952097E+002, 2.6839273E+002, 2.7272726E+002
 6.2663317E+000, 7.4667325E+001, 1.0593637E+002, 2.2461905E+002, 2.5825238E+002, 2.7477816E+002, 2.9247610E+002, 2.6987381E+002, 2.7438435E+002
 6.2763819E+000, 7.5354232E+001, 1.0716540E+002, 2.2775667E+002, 2.6128548E+002, 2.7795392E+002, 2.9550974E+002, 2.7125169E+002, 2.7598526E+002
 6.2864322E+000, 7.6046929E+001, 1.0846133E+002, 2.3092374E+002, 2.6437436E+002, 2.8101425E+002, 2.9866009E+002, 2.7247154E+002, 2.7758366E+002
 6.2964824E+000, 7.6785459E+001, 1.0983457E+002, 2.3402663E+002, 2.6734323E+002, 2.8383083E+002, 3.0206463E+002, 2.7362597E+002, 2.7918453E+002
 6.3065327E+000, 7.7597619E+001, 1.1122313E+002, 2.3711818E+002, 2.7011198E+002, 2.8653642E+002, 3.0576848E+002, 2.7473586E+002, 2.8088860E+002
 6.3165829E+000, 7.8509553E+001, 1.1260729E+002, 2.4028590E+002, 2.7275350E+002, 2.8902447E+002, 3.0978826E+002, 2.7583485E+002, 2.8269963E+002
 6.3266332E+000, 7.9380516E+001, 1.1392207E+002, 2.4358199E+002, 2.7532836E+002, 2.9137474E+002, 3.1394821E+002, 2.7692847E+002, 2.8471071E+002
 6.3366834E+000, 8.0120844E+001, 1.1521313E+002, 2.4696782E+002, 2.7798748E+002, 2.9362413E+002, 3.1830821E+002, 2.7796728E+002, 2.8684126E+002
 6.3467337E+000, 8.0962899E+001, 1.1662867E+002, 2.5003023E+002, 2.8081701E+002, 2.9574835E+002, 3.2272120E+002, 2.7911578E+002, 2.8920528E+002
 6.3567839E+000, 8.2038331E+001, 1.1848312E+002, 2.5296622E+002, 2.8380419E+002, 2.9767236E+002, 3.2718513E+002, 2.8029952E+002, 2.9191274E+002
 6.3668342E+000, 8.3421170E+001, 1.2034998E+002, 2.5590335E+002, 2.8679445E+002, 2.9953259E+002, 3.3165092E+002, 2.8154514E+002, 2.9493496E+002
 6.3768844E+000, 8.4813258E+001, 1.2240788E+002, 2.5887217E+002, 2.8968580E+002, 3.0166929E+002, 3.3588700E+002, 2.8265305E+002, 2.9790618E+002
 6.3869347E+000, 8.5997067E+001, 1.2441675E+002, 2.6174285E+002, 2.9267054E+002, 3.0426012E+002, 3.3981676E+002, 2.8354149E+002, 3.0009657E+002
 6.3969849E+000, 8.6846914E+001, 1.2638781E+002, 2.6467254E+002, 2.9549299E+002, 3.0723796E+002, 3.4343651E+002, 2.8440722E+002, 3.0172498E+002
 6.4070352E+000, 8.7490275E+001, 1.2820004E+002, 2.6745909E+002, 2.9824111E+002, 3.1045132E+002, 3.4663852E+002, 2.8607337E+002, 3.0394638E+002
 6.4170854E+000, 8.8019979E+001, 1.3012675E+002, 2.7022265E+002, 3.0084465E+002, 3.1377611E+002, 3.4927305E+002, 2.8903543E+002, 3.0807179E+002
 6.4271357E+000, 8.9052186E+001, 1.3240724E+002, 2.7284950E+002, 3.0356566E+002, 3.1657713E+002, 3.5148698E+002, 2.9411740E+002, 3.1306772E+002
 6.4371859E+000, 9.0065669E+001, 1.3443406E+002, 2.7550784E+002, 3.0578368E+002, 3.1771740E+002, 3.5327854E+002, 3.0292582E+002, 3.1757891E+002
 6.4472362E+000, 9.1050687E+001, 1.3693107E+002, 2.7928167E+002, 3.0792342E+002, 3.1948090E+002, 3.5495061E+002, 3.1339332E+002, 3.1848624E+002
 6.4572864E+000, 9.2343224E+001, 1.3941418E+002, 2.8441952E+002, 3.1160299E+002, 3.2281699E+002, 3.5699019E+002, 3.2616728E+002, 3.1699888E+002
 6.4673367E+000, 9.3651307E+001, 1.4133772E+002, 2.9008858E+002, 3.1786264E+002, 3.2846580E+002, 3.5961550E+002, 3.3765441E+002, 3.1991240E+002
 6.4773869E+000, 9.4603081E+001, 1.4333551E+002, 2.9486543E+002, 3.2537860E+002, 3.3624061E+002, 3.6232340E+002, 3.4615355E+002, 3.3272238E+002
 6.4874372E+000, 9.6042757E+001, 1.4332518E+002, 2.9967338E+002, 3.3457548E+002, 3.4768262E+002, 3.6675000E+002, 3.5591710E+002, 3.5413755E+002
 6.4974874E+000, 9.7497465E+001, 1.4220956E+002, 3.0538659E+002, 3.4230312E+002, 3.6242203E+002, 3.7451827E+002, 3.6877761E+002, 3.7068628E+002
 6.5075377E+000, 9.8704482E+001, 1.4222056E+002, 3.1390225E+002, 3.5406616E+002, 3.7834406E+002, 3.8288520E+002, 3.8546337E+002, 3.8521763E+002
 6.5175879E+000, 9.9395482E+001, 1.4283988E+002, 3.2470875E+002, 3.7028116E+002, 3.9418770E+002, 4.0009148E+002, 4.0417149E+002, 4.0379101E+002
 6.5276382E+000, 9.9986235E+001, 1.4344199E+002, 3.4036656E+002, 3.8639808E+002, 4.0947040E+002, 4.2146278E+002, 4.2358867E+002, 4.2485817E+002
 6.5376884E+000, 1.0079221E+002, 1.4421335E+002, 3.5492815E+002, 3.9890186E+002, 4.2958491E+002, 4.4361572E+002, 4.4331851E+002, 4.4449941E+002
