s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00, 0.000E+00,-7.719E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.719E-09, 0.000E+00, 0.000E+00
 8.050E+01, 7.759E-02,-4.745E-03, 1.693E-03, 1.623E-02,-1.287E-04, 0.000E+00, 0.000E+00, 0.000E+00, 8.938E-02, 9.065E-02, 2.351E-06, 2.351E-06
 1.605E+02, 2.343E-01,-1.718E-02, 3.832E-03,-7.822E-03,-3.807E-04, 0.000E+00, 0.000E+00, 0.000E+00, 2.120E-01, 2.128E-01, 7.001E-06, 7.001E-06
 2.401E+02, 5.200E-01,-4.086E-02,-2.157E-02,-3.296E-02,-8.472E-04, 0.000E+00, 0.000E+00, 0.000E+00, 4.202E-01, 4.238E-01, 1.565E-05, 1.565E-05
 3.202E+02, 1.962E+00,-2.798E-01,-2.470E-01,-1.601E-01,-3.134E-03, 0.000E+00, 0.000E+00, 0.000E+00, 1.267E+00, 1.272E+00, 5.868E-05, 5.868E-05
 4.002E+02, 3.818E+00,-6.316E-01,-1.175E+00,-2.783E-01,-6.096E-03, 0.000E+00, 0.000E+00, 0.000E+00, 1.722E+00, 1.728E+00, 1.137E-04, 1.137E-04
 4.800E+02, 6.655E+00,-1.779E+00,-2.837E+00,-3.531E-01,-1.042E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.669E+00, 1.675E+00, 1.979E-04, 1.979E-04
 5.602E+02, 9.682E+00,-3.323E+00,-4.802E+00,-2.541E-01,-1.475E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.274E+00, 1.288E+00, 2.879E-04, 2.879E-04
 6.400E+02, 1.174E+01,-4.050E+00,-6.588E+00,-9.981E-02,-1.774E-02, 0.000E+00, 0.000E+00, 0.000E+00, 9.728E-01, 9.877E-01, 3.480E-04, 3.480E-04
 7.201E+02, 1.218E+01,-4.194E+00,-7.676E+00,-2.017E-02,-1.817E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.538E-01, 2.690E-01, 3.607E-04, 3.607E-04
 8.001E+02, 1.257E+01,-4.296E+00,-8.027E+00, 1.376E-01,-1.878E-02, 0.000E+00, 0.000E+00, 0.000E+00, 3.512E-01, 3.637E-01, 3.729E-04, 3.729E-04
 8.801E+02, 1.299E+01,-4.408E+00,-8.607E+00, 2.849E-01,-1.927E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.173E-01, 2.384E-01, 3.850E-04, 3.850E-04
 9.601E+02, 1.337E+01,-4.539E+00,-8.978E+00, 3.625E-01,-1.977E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.853E-01, 1.979E-01, 3.971E-04, 3.971E-04
 1.040E+03, 1.380E+01,-4.638E+00,-9.445E+00, 4.573E-01,-2.038E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.257E-01, 1.525E-01, 4.071E-04, 4.071E-04
 1.120E+03, 1.350E+01,-4.542E+00,-9.499E+00, 5.721E-01,-2.023E-02, 0.000E+00, 0.000E+00, 0.000E+00,-5.458E-03, 8.122E-03, 4.004E-04, 4.004E-04
 1.200E+03, 1.320E+01,-4.398E+00,-9.403E+00, 6.266E-01,-1.972E-02, 0.000E+00, 0.000E+00, 0.000E+00,-2.473E-02, 7.995E-04, 3.903E-04, 3.903E-04
 1.280E+03, 1.280E+01,-4.261E+00,-9.256E+00, 6.849E-01,-1.922E-02, 0.000E+00, 0.000E+00, 0.000E+00,-7.065E-02,-5.043E-02, 3.801E-04, 3.801E-04
 1.360E+03, 1.248E+01,-4.168E+00,-9.041E+00, 6.050E-01,-1.834E-02, 0.000E+00, 0.000E+00, 0.000E+00,-1.551E-01,-1.397E-01, 3.699E-04, 3.699E-04
 1.440E+03, 1.213E+01,-4.051E+00,-8.935E+00, 7.185E-01,-1.818E-02, 0.000E+00, 0.000E+00, 0.000E+00,-1.716E-01,-1.552E-01, 3.598E-04, 3.598E-04
 1.520E+03, 9.603E+00,-3.022E+00,-8.593E+00, 7.785E-01,-1.443E-02, 0.000E+00, 0.000E+00, 0.000E+00,-1.248E+00,-1.249E+00, 2.817E-04, 2.817E-04
 1.600E+03, 3.411E-01,-1.509E-02,-4.439E+00, 8.609E-01,-4.981E-04, 0.000E+00, 0.000E+00, 0.000E+00,-3.243E+00,-3.253E+00, 9.147E-06, 9.147E-06
