s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00, 0.000E+00,-7.719E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.719E-09, 0.000E+00, 0.000E+00
 8.006E+01, 6.958E+00,-9.833E-01,-5.440E-01,-3.038E-01, 9.068E-03, 0.000E+00, 0.000E+00, 0.000E+00, 5.098E+00, 5.136E+00, 2.528E-04, 2.528E-04
 1.600E+02, 1.169E+01,-1.722E+00,-6.239E+00,-6.344E-01, 1.496E-02, 0.000E+00, 0.000E+00, 0.000E+00, 3.095E+00, 3.108E+00, 4.185E-04, 4.185E-04
 2.401E+02, 1.350E+01,-2.228E+00,-9.655E+00,-5.282E-01, 1.731E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.095E+00, 1.107E+00, 4.851E-04, 4.851E-04
 3.200E+02, 1.531E+01,-2.432E+00,-1.190E+01,-2.638E-01, 1.922E-02, 0.000E+00, 0.000E+00, 0.000E+00, 6.913E-01, 7.265E-01, 5.518E-04, 5.518E-04
 4.000E+02, 1.725E+01,-3.206E+00,-1.314E+01,-9.026E-02, 2.138E-02, 0.000E+00, 0.000E+00, 0.000E+00, 8.098E-01, 8.380E-01, 6.184E-04, 6.184E-04
 4.801E+02, 1.891E+01,-3.442E+00,-1.484E+01, 1.587E-01, 2.316E-02, 0.000E+00, 0.000E+00, 0.000E+00, 7.678E-01, 8.075E-01, 6.826E-04, 6.826E-04
 5.601E+02, 1.947E+01,-3.748E+00,-1.591E+01, 2.896E-01, 2.354E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.054E-01, 1.295E-01, 7.000E-04, 7.000E-04
 6.400E+02, 1.945E+01,-3.327E+00,-1.651E+01, 4.512E-01, 2.404E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.004E-02, 8.927E-02, 7.000E-04, 7.000E-04
 7.201E+02, 1.940E+01,-3.443E+00,-1.662E+01, 5.424E-01, 2.378E-02, 0.000E+00, 0.000E+00, 0.000E+00,-1.436E-01,-9.683E-02, 7.000E-04, 7.000E-04
 8.001E+02, 1.937E+01,-3.664E+00,-1.623E+01, 5.805E-01, 2.372E-02, 0.000E+00, 0.000E+00, 0.000E+00, 4.348E-02, 8.087E-02, 7.000E-04, 7.000E-04
 8.801E+02, 1.942E+01,-3.709E+00,-1.634E+01, 6.897E-01, 2.351E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.594E-02, 8.338E-02, 7.000E-04, 7.000E-04
 9.601E+02, 1.947E+01,-3.597E+00,-1.654E+01, 7.441E-01, 2.361E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.767E-02, 1.014E-01, 7.000E-04, 7.000E-04
 1.040E+03, 1.934E+01,-3.707E+00,-1.642E+01, 7.504E-01, 2.365E-02, 0.000E+00, 0.000E+00, 0.000E+00,-4.602E-02,-9.296E-03, 7.000E-04, 7.000E-04
 1.120E+03, 1.942E+01,-3.657E+00,-1.652E+01, 7.850E-01, 2.347E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.034E-02, 4.567E-02, 7.000E-04, 7.000E-04
 1.200E+03, 1.942E+01,-3.439E+00,-1.666E+01, 7.854E-01, 2.391E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.010E-01, 1.328E-01, 7.000E-04, 7.000E-04
 1.280E+03, 1.941E+01,-3.646E+00,-1.665E+01, 8.184E-01, 2.351E-02, 0.000E+00, 0.000E+00, 0.000E+00,-9.138E-02,-5.197E-02, 7.000E-04, 7.000E-04
 1.360E+03, 1.940E+01,-3.549E+00,-1.673E+01, 8.118E-01, 2.369E-02, 0.000E+00, 0.000E+00, 0.000E+00,-9.324E-02,-4.334E-02, 7.000E-04, 7.000E-04
 1.440E+03, 1.942E+01,-3.514E+00,-1.656E+01, 8.224E-01, 2.388E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.478E-01, 1.870E-01, 7.000E-04, 7.000E-04
 1.520E+03, 1.937E+01,-3.680E+00,-1.639E+01, 8.062E-01, 2.363E-02, 0.000E+00, 0.000E+00, 0.000E+00, 9.774E-02, 1.328E-01, 7.000E-04, 7.000E-04
