s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,"O2Rear","CO2Rear","CORear","THCRear","SootRear","H2ORear","O2Front","CO2Front","COFront","THCFront","SootFront","H2OFront","HFR","HFF","TRSampA","TFSampA","TR24A","TR80A","TF24A","TF80A","TFloorR","TFloorF","TCeilF","TWallUR","TD79LBB","TD79CBB","TD79RBB","TD70LA","TD70LBB","TD70CA","TD70CBB","TD30LA","TD30LBB","TD60CBB","TD50CA","TD50CBB","TD40CBB","TD30CA","TD30CBB","TD20LBB","TD20CBB","TD20RBB","TD5CBB","VD79L","VD79C","VD79R","VD60C","VD40C","VD20L","VD20C","VD20R","VD5C"
 0.000E+00, 2.073E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.073E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.727E-06,-9.751E-06, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 8.022E+01, 2.069E-01, 2.412E-04, 7.313E-25, 7.541E-12, 2.385E-05, 9.323E-05, 2.069E-01, 2.837E-04, 8.311E-25, 8.101E-12, 2.805E-05, 1.096E-04, 1.936E-02, 1.651E-02, 2.416E+01, 2.476E+01, 2.032E+01, 2.278E+01, 2.018E+01, 2.323E+01, 2.089E+01, 2.078E+01, 2.178E+01, 2.000E+01, 2.264E+01, 2.231E+01, 2.278E+01, 2.315E+01, 2.233E+01, 2.255E+01, 2.191E+01, 2.000E+01, 2.008E+01, 2.044E+01, 2.042E+01, 2.037E+01, 2.014E+01, 2.001E+01, 2.008E+01, 2.007E+01, 2.008E+01, 2.009E+01, 2.004E+01,-1.346E-01,-1.417E-01,-1.321E-01, 9.020E-03, 6.309E-04, 3.045E-02, 2.072E-02, 1.820E-02, 2.553E-02
 1.601E+02, 2.061E-01, 8.341E-04, 2.475E-24, 2.632E-11, 8.246E-05, 3.223E-04, 2.060E-01, 8.680E-04, 1.531E-24, 2.089E-11, 8.581E-05, 3.355E-04, 6.297E-02, 3.229E-02, 3.386E+01, 3.415E+01, 2.748E+01, 3.246E+01, 2.288E+01, 3.207E+01, 2.373E+01, 2.220E+01, 2.533E+01, 2.010E+01, 3.248E+01, 3.078E+01, 3.126E+01, 3.344E+01, 3.273E+01, 3.086E+01, 3.022E+01, 2.009E+01, 2.022E+01, 2.911E+01, 2.925E+01, 2.823E+01, 2.400E+01, 2.006E+01, 2.020E+01, 2.013E+01, 2.014E+01, 2.018E+01, 2.010E+01,-5.360E-01,-3.556E-01,-3.993E-01,-5.923E-02, 3.671E-02, 2.384E-01, 2.245E-01, 2.228E-01, 1.768E-01
 2.400E+02, 2.056E-01, 1.163E-03, 1.024E-24, 6.281E-11, 1.150E-04, 4.496E-04, 2.058E-01, 1.060E-03, 8.585E-25, 2.402E-11, 1.048E-04, 4.096E-04, 1.058E-01, 3.897E-02, 3.920E+01, 3.665E+01, 2.727E+01, 3.793E+01, 2.628E+01, 3.673E+01, 2.735E+01, 2.294E+01, 2.731E+01, 2.047E+01, 3.582E+01, 3.565E+01, 3.619E+01, 3.615E+01, 3.572E+01, 3.577E+01, 3.516E+01, 2.082E+01, 2.093E+01, 3.304E+01, 3.153E+01, 3.120E+01, 2.345E+01, 2.005E+01, 2.022E+01, 2.017E+01, 2.015E+01, 2.016E+01, 2.012E+01,-5.653E-01,-5.304E-01,-6.268E-01,-1.122E-01, 1.227E-01, 3.005E-01, 3.040E-01, 3.041E-01, 2.675E-01
 3.201E+02, 2.055E-01, 1.252E-03, 3.177E-24, 3.526E-10, 1.237E-04, 4.837E-04, 2.057E-01, 1.139E-03, 8.046E-25, 2.392E-11, 1.126E-04, 4.402E-04, 1.337E-01, 4.702E-02, 4.065E+01, 3.800E+01, 2.874E+01, 3.932E+01, 2.869E+01, 3.808E+01, 2.991E+01, 2.359E+01, 2.860E+01, 2.097E+01, 3.707E+01, 3.709E+01, 3.723E+01, 3.753E+01, 3.695E+01, 3.744E+01, 3.685E+01, 2.122E+01, 2.127E+01, 3.546E+01, 3.436E+01, 3.359E+01, 2.354E+01, 2.001E+01, 2.020E+01, 2.023E+01, 2.017E+01, 2.018E+01, 2.013E+01,-6.549E-01,-5.763E-01,-6.416E-01,-1.508E-01, 1.329E-01, 3.259E-01, 3.191E-01, 3.271E-01, 3.219E-01
 4.001E+02, 2.045E-01, 1.945E-03, 1.573E-24, 7.947E-10, 1.923E-04, 7.518E-04, 2.048E-01, 1.781E-03, 5.070E-25, 2.468E-11, 1.761E-04, 6.883E-04, 2.679E-01, 8.420E-02, 5.045E+01, 4.737E+01, 3.150E+01, 4.727E+01, 3.062E+01, 4.539E+01, 3.661E+01, 2.554E+01, 3.302E+01, 2.148E+01, 4.500E+01, 4.477E+01, 4.517E+01, 4.568E+01, 4.443E+01, 4.469E+01, 4.338E+01, 2.042E+01, 2.080E+01, 4.091E+01, 4.006E+01, 3.912E+01, 2.685E+01, 2.008E+01, 2.041E+01, 2.032E+01, 2.032E+01, 2.032E+01, 2.022E+01,-8.404E-01,-8.026E-01,-8.542E-01,-1.721E-01, 9.019E-02, 3.667E-01, 3.707E-01, 3.786E-01, 4.259E-01
 4.801E+02, 2.028E-01, 3.151E-03, 6.871E-24, 3.769E-09, 3.115E-04, 1.218E-03, 2.032E-01, 2.831E-03, 3.921E-25, 2.513E-11, 2.799E-04, 1.094E-03, 5.869E-01, 1.563E-01, 6.623E+01, 6.081E+01, 3.936E+01, 6.175E+01, 3.643E+01, 5.899E+01, 5.284E+01, 2.973E+01, 4.161E+01, 2.215E+01, 5.838E+01, 5.747E+01, 5.731E+01, 5.975E+01, 5.825E+01, 5.779E+01, 5.630E+01, 2.015E+01, 2.073E+01, 5.326E+01, 5.238E+01, 5.075E+01, 3.224E+01, 2.012E+01, 2.074E+01, 2.056E+01, 2.060E+01, 2.059E+01, 2.039E+01,-1.011E+00,-9.243E-01,-1.047E+00,-2.270E-01, 7.795E-02, 4.482E-01, 4.463E-01, 4.472E-01, 4.982E-01
 5.601E+02, 1.990E-01, 5.791E-03, 8.665E-08, 4.839E-08, 5.720E-04, 2.236E-03, 1.997E-01, 5.320E-03, 5.994E-11, 4.343E-11, 5.248E-04, 2.051E-03, 1.809E+00, 4.517E-01, 9.371E+01, 8.680E+01, 5.212E+01, 8.653E+01, 4.988E+01, 8.504E+01, 9.630E+01, 4.272E+01, 6.323E+01, 2.333E+01, 8.095E+01, 7.936E+01, 8.168E+01, 8.291E+01, 8.011E+01, 7.920E+01, 7.668E+01, 2.287E+01, 2.438E+01, 7.189E+01, 7.028E+01, 6.751E+01, 4.020E+01, 2.046E+01, 2.229E+01, 2.188E+01, 2.179E+01, 2.191E+01, 2.102E+01,-1.359E+00,-1.153E+00,-1.390E+00,-3.261E-01, 1.677E-01, 5.139E-01, 5.261E-01, 5.310E-01, 5.744E-01
 6.401E+02, 1.894E-01, 1.261E-02, 1.039E-06, 2.506E-07, 1.251E-03, 4.891E-03, 1.899E-01, 1.217E-02, 3.273E-09, 5.983E-10, 1.202E-03, 4.700E-03, 4.347E+00, 1.295E+00, 1.679E+02, 1.637E+02, 8.273E+01, 1.548E+02, 8.117E+01, 1.507E+02, 1.800E+02, 7.913E+01, 1.179E+02, 2.567E+01, 1.520E+02, 1.468E+02, 1.499E+02, 1.562E+02, 1.508E+02, 1.467E+02, 1.410E+02, 2.626E+01, 2.990E+01, 1.287E+02, 1.262E+02, 1.216E+02, 7.432E+01, 2.087E+01, 2.532E+01, 2.452E+01, 2.430E+01, 2.485E+01, 2.292E+01,-1.970E+00,-1.663E+00,-1.938E+00,-4.073E-01, 8.400E-02, 6.827E-01, 6.772E-01, 6.829E-01, 6.850E-01
