s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,"O2Rear","CO2Rear","CORear","THCRear","H2ORear","O2Front","CO2Front","COFront","THCFront","H2OFront","HFR","HFF","TRSampA","TFSampA","TR24A","TR80A","TF24A","TF80A","TFloorR","TFloorF","TCeilF","TWallUR","TD79LBB","TD79CBB","TD79RBB","TD70LA","TD70LBB","TD70CA","TD70CBB","TD30LA","TD30LBB","TD60CBB","TD50CA","TD50CBB","TD40CBB","TD30CA","TD30CBB","TD20LBB","TD20CBB","TD20RBB","TD5CBB","VD79L","VD79C","VD79R","VD60C","VD40C","VD20L","VD20C","VD20R","VD5C"
 0.000E+00, 2.078E-01, 3.869E-04, 0.000E+00, 0.000E+00, 5.149E-03, 2.078E-01, 3.869E-04, 0.000E+00, 0.000E+00, 5.149E-03,-4.123E-06,-7.068E-06, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01,-1.157E-02, 2.441E-03, 6.801E-03, 3.633E-03, 1.012E-02,-3.412E-03,-4.846E-04,-4.333E-03, 6.147E-03
 8.003E+01, 1.959E-01, 5.743E-03, 5.268E-05, 4.567E-05, 1.198E-02, 1.927E-01, 7.132E-03, 6.615E-05, 6.052E-05, 1.376E-02, 1.776E+00, 1.649E+00, 1.276E+02, 1.598E+02, 2.142E+01, 1.327E+02, 2.069E+01, 1.196E+02, 7.730E+01, 7.398E+01, 1.016E+02, 2.009E+01, 1.349E+02, 1.173E+02, 1.235E+02, 1.332E+02, 1.180E+02, 9.893E+01, 8.719E+01, 2.026E+01, 2.357E+01, 6.313E+01, 4.008E+01, 3.827E+01, 2.556E+01, 2.030E+01, 2.342E+01, 2.335E+01, 2.309E+01, 2.309E+01, 2.237E+01,-9.647E-01,-8.001E-01,-9.246E-01,-2.685E-01,-2.695E-02, 7.475E-02, 5.446E-02, 7.838E-02, 8.053E-02
 1.600E+02, 1.404E-01, 3.060E-02, 2.494E-04, 1.489E-04, 4.393E-02, 1.474E-01, 2.745E-02, 2.401E-04, 1.762E-04, 3.987E-02, 1.078E+01, 1.004E+01, 4.507E+02, 5.057E+02, 4.690E+01, 4.802E+02, 5.514E+01, 4.633E+02, 2.968E+02, 2.806E+02, 3.738E+02, 2.533E+01, 4.548E+02, 4.536E+02, 4.651E+02, 4.393E+02, 4.147E+02, 3.668E+02, 3.520E+02, 2.079E+01, 4.214E+01, 2.807E+02, 1.381E+02, 1.505E+02, 6.341E+01, 2.158E+01, 4.523E+01, 3.972E+01, 4.200E+01, 3.950E+01, 3.693E+01,-2.745E+00,-2.493E+00,-2.808E+00,-8.875E-01, 8.521E-02, 5.046E-01, 4.268E-01, 5.205E-01, 5.900E-01
 2.400E+02, 1.339E-01, 3.355E-02, 2.424E-04, 1.565E-04, 4.771E-02, 1.490E-01, 2.672E-02, 2.432E-04, 1.894E-04, 3.896E-02, 1.286E+01, 1.286E+01, 4.747E+02, 5.180E+02, 6.306E+01, 5.102E+02, 9.647E+01, 4.963E+02, 3.453E+02, 3.435E+02, 4.305E+02, 4.408E+01, 4.704E+02, 4.896E+02, 5.013E+02, 4.268E+02, 4.106E+02, 3.925E+02, 3.816E+02, 2.136E+01, 4.951E+01, 3.270E+02, 2.071E+02, 2.212E+02, 1.046E+02, 2.186E+01, 5.346E+01, 4.601E+01, 4.951E+01, 4.572E+01, 4.308E+01,-2.986E+00,-2.795E+00,-3.205E+00,-1.047E+00,-6.520E-02, 6.674E-01, 5.650E-01, 6.929E-01, 8.326E-01
 3.200E+02, 1.330E-01, 3.395E-02, 2.641E-04, 1.594E-04, 4.827E-02, 1.471E-01, 2.756E-02, 2.546E-04, 1.925E-04, 4.006E-02, 1.419E+01, 1.436E+01, 4.874E+02, 5.429E+02, 7.095E+01, 5.167E+02, 9.785E+01, 5.167E+02, 3.685E+02, 3.675E+02, 4.516E+02, 6.265E+01, 4.892E+02, 4.911E+02, 5.073E+02, 4.475E+02, 4.292E+02, 4.047E+02, 3.937E+02, 2.154E+01, 5.383E+01, 3.265E+02, 2.481E+02, 2.610E+02, 1.071E+02, 2.204E+01, 5.753E+01, 4.965E+01, 5.310E+01, 4.891E+01, 4.614E+01,-3.095E+00,-2.866E+00,-3.165E+00,-1.013E+00,-3.861E-02, 6.612E-01, 5.732E-01, 6.929E-01, 8.145E-01
 4.000E+02, 1.314E-01, 3.468E-02, 2.653E-04, 1.589E-04, 4.921E-02, 1.421E-01, 2.985E-02, 2.598E-04, 1.846E-04, 4.302E-02, 1.504E+01, 1.553E+01, 5.087E+02, 5.786E+02, 7.477E+01, 5.130E+02, 9.886E+01, 4.936E+02, 3.812E+02, 3.848E+02, 4.803E+02, 7.615E+01, 5.120E+02, 5.188E+02, 5.150E+02, 4.645E+02, 4.471E+02, 3.993E+02, 3.932E+02, 2.172E+01, 5.727E+01, 3.367E+02, 2.367E+02, 2.592E+02, 1.195E+02, 2.205E+01, 6.057E+01, 5.223E+01, 5.568E+01, 5.123E+01, 4.857E+01,-3.154E+00,-2.912E+00,-3.207E+00,-1.026E+00,-3.216E-02, 7.052E-01, 5.741E-01, 7.004E-01, 7.931E-01
 4.800E+02, 1.322E-01, 3.434E-02, 2.476E-04, 1.599E-04, 4.873E-02, 1.439E-01, 2.901E-02, 2.491E-04, 1.827E-04, 4.191E-02, 1.528E+01, 1.585E+01, 5.038E+02, 5.724E+02, 8.314E+01, 5.046E+02, 1.036E+02, 5.078E+02, 3.855E+02, 3.904E+02, 4.796E+02, 8.566E+01, 5.105E+02, 5.031E+02, 4.958E+02, 4.733E+02, 4.504E+02, 4.102E+02, 4.010E+02, 2.174E+01, 5.776E+01, 3.333E+02, 2.256E+02, 2.446E+02, 1.169E+02, 2.195E+01, 6.165E+01, 5.278E+01, 5.682E+01, 5.210E+01, 4.933E+01,-3.179E+00,-2.950E+00,-3.169E+00,-1.050E+00,-4.832E-02, 7.262E-01, 5.854E-01, 7.007E-01, 8.437E-01
 5.600E+02, 1.293E-01, 3.562E-02, 2.628E-04, 1.624E-04, 5.042E-02, 1.447E-01, 2.867E-02, 2.554E-04, 1.861E-04, 4.149E-02, 1.630E+01, 1.644E+01, 5.426E+02, 5.762E+02, 8.592E+01, 5.047E+02, 1.119E+02, 5.112E+02, 3.982E+02, 3.982E+02, 4.885E+02, 9.213E+01, 5.199E+02, 5.112E+02, 5.006E+02, 4.853E+02, 4.650E+02, 4.070E+02, 4.005E+02, 2.165E+01, 5.959E+01, 3.382E+02, 2.114E+02, 2.353E+02, 1.171E+02, 2.226E+01, 6.404E+01, 5.451E+01, 5.884E+01, 5.424E+01, 5.088E+01,-3.259E+00,-2.929E+00,-3.115E+00,-1.127E+00, 1.351E-02, 7.291E-01, 5.822E-01, 6.768E-01, 8.703E-01
 6.400E+02, 1.331E-01, 3.390E-02, 2.634E-04, 1.664E-04, 4.820E-02, 1.403E-01, 3.061E-02, 2.895E-04, 2.009E-04, 4.406E-02, 1.646E+01, 1.699E+01, 5.320E+02, 6.034E+02, 8.529E+01, 5.102E+02, 1.096E+02, 5.104E+02, 4.020E+02, 4.052E+02, 5.007E+02, 9.714E+01, 5.302E+02, 5.232E+02, 5.075E+02, 5.007E+02, 4.768E+02, 4.163E+02, 4.076E+02, 2.190E+01, 6.102E+01, 3.403E+02, 2.193E+02, 2.401E+02, 1.170E+02, 2.240E+01, 6.518E+01, 5.586E+01, 5.950E+01, 5.497E+01, 5.184E+01,-3.332E+00,-2.957E+00,-3.148E+00,-1.080E+00,-6.648E-02, 7.299E-01, 5.989E-01, 6.920E-01, 8.390E-01
