s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 7.201E+02, 1.939E-01, 7.864E-03, 7.427E-10, 1.951E-09, 7.390E-03, 1.943E-01, 7.567E-03, 1.497E-09, 2.180E-09, 7.097E-03, 1.812E+00, 1.171E+00, 1.601E+02, 1.599E+02, 3.802E+01, 1.635E+02, 5.368E+01, 1.521E+02, 1.183E+02, 8.803E+01, 1.226E+02, 3.976E+01, 1.519E+02, 1.497E+02, 1.523E+02, 1.533E+02, 1.502E+02, 1.483E+02, 1.453E+02, 2.151E+01, 2.449E+01, 1.297E+02, 1.155E+02, 1.132E+02, 5.103E+01, 2.011E+01, 2.337E+01, 2.281E+01, 2.304E+01, 2.286E+01, 2.285E+01,-1.788E+00,-1.613E+00,-1.881E+00,-4.238E-01, 2.142E-01, 7.107E-01, 5.923E-01, 6.628E-01, 6.031E-01
 8.001E+02, 1.941E-01, 7.809E-03, 2.229E-08, 6.185E-08, 7.339E-03, 1.941E-01, 7.658E-03, 1.274E-09, 1.910E-09, 7.174E-03, 2.215E+00, 1.166E+00, 1.602E+02, 1.616E+02, 4.069E+01, 1.672E+02, 5.213E+01, 1.581E+02, 1.294E+02, 8.873E+01, 1.248E+02, 4.067E+01, 1.526E+02, 1.498E+02, 1.543E+02, 1.541E+02, 1.507E+02, 1.476E+02, 1.444E+02, 2.018E+01, 2.338E+01, 1.326E+02, 1.181E+02, 1.160E+02, 4.383E+01, 2.009E+01, 2.347E+01, 2.290E+01, 2.312E+01, 2.300E+01, 2.291E+01,-1.690E+00,-1.551E+00,-1.731E+00,-4.572E-01, 2.469E-01, 6.658E-01, 5.537E-01, 6.132E-01, 5.789E-01
 8.801E+02, 1.934E-01, 8.169E-03, 1.482E-08, 2.972E-08, 7.685E-03, 1.936E-01, 7.924E-03, 7.333E-10, 9.964E-10, 7.428E-03, 2.245E+00, 1.181E+00, 1.671E+02, 1.658E+02, 3.764E+01, 1.711E+02, 4.336E+01, 1.610E+02, 1.333E+02, 8.965E+01, 1.276E+02, 4.134E+01, 1.583E+02, 1.544E+02, 1.581E+02, 1.601E+02, 1.564E+02, 1.519E+02, 1.484E+02, 2.029E+01, 2.354E+01, 1.323E+02, 1.134E+02, 1.127E+02, 3.946E+01, 2.003E+01, 2.352E+01, 2.308E+01, 2.329E+01, 2.308E+01, 2.311E+01,-1.732E+00,-1.532E+00,-1.722E+00,-4.234E-01, 2.323E-01, 6.006E-01, 5.193E-01, 5.903E-01, 5.196E-01
 9.601E+02, 1.938E-01, 7.922E-03, 5.938E-09, 7.772E-09, 7.464E-03, 1.939E-01, 7.774E-03, 2.310E-09, 2.297E-09, 7.295E-03, 2.163E+00, 1.205E+00, 1.640E+02, 1.645E+02, 3.839E+01, 1.653E+02, 4.812E+01, 1.576E+02, 1.318E+02, 9.098E+01, 1.292E+02, 4.210E+01, 1.573E+02, 1.539E+02, 1.557E+02, 1.580E+02, 1.548E+02, 1.523E+02, 1.491E+02, 2.067E+01, 2.394E+01, 1.347E+02, 1.207E+02, 1.193E+02, 4.354E+01, 2.006E+01, 2.353E+01, 2.309E+01, 2.328E+01, 2.310E+01, 2.309E+01,-1.757E+00,-1.564E+00,-1.712E+00,-5.397E-01, 2.746E-01, 6.316E-01, 5.617E-01, 6.344E-01, 5.578E-01
 1.040E+03, 1.931E-01, 8.311E-03, 1.161E-08, 1.797E-08, 7.813E-03, 1.933E-01, 8.093E-03, 2.051E-09, 2.699E-09, 7.594E-03, 2.207E+00, 1.264E+00, 1.706E+02, 1.691E+02, 3.608E+01, 1.651E+02, 4.401E+01, 1.664E+02, 1.341E+02, 9.330E+01, 1.313E+02, 4.272E+01, 1.586E+02, 1.554E+02, 1.600E+02, 1.594E+02, 1.560E+02, 1.527E+02, 1.494E+02, 2.035E+01, 2.379E+01, 1.352E+02, 1.136E+02, 1.131E+02, 3.724E+01, 2.002E+01, 2.371E+01, 2.325E+01, 2.342E+01, 2.321E+01, 2.321E+01,-1.686E+00,-1.554E+00,-1.616E+00,-4.110E-01, 3.010E-01, 5.932E-01, 5.389E-01, 6.295E-01, 5.607E-01
 1.120E+03, 1.931E-01, 8.345E-03, 4.366E-08, 8.318E-08, 7.841E-03, 1.936E-01, 7.980E-03, 1.317E-09, 1.550E-09, 7.483E-03, 2.214E+00, 1.235E+00, 1.705E+02, 1.677E+02, 3.802E+01, 1.662E+02, 4.418E+01, 1.567E+02, 1.330E+02, 9.281E+01, 1.313E+02, 4.319E+01, 1.601E+02, 1.533E+02, 1.554E+02, 1.626E+02, 1.588E+02, 1.519E+02, 1.484E+02, 2.042E+01, 2.388E+01, 1.317E+02, 1.103E+02, 1.103E+02, 4.160E+01, 2.005E+01, 2.369E+01, 2.323E+01, 2.337E+01, 2.320E+01, 2.316E+01,-1.768E+00,-1.555E+00,-1.754E+00,-4.774E-01, 2.010E-01, 6.055E-01, 5.319E-01, 6.077E-01, 5.690E-01
 1.200E+03, 1.932E-01, 8.275E-03, 2.512E-09, 9.109E-09, 7.786E-03, 1.943E-01, 7.601E-03, 1.286E-09, 2.118E-09, 7.134E-03, 1.985E+00, 1.237E+00, 1.687E+02, 1.634E+02, 3.713E+01, 1.639E+02, 5.305E+01, 1.564E+02, 1.266E+02, 9.337E+01, 1.301E+02, 4.356E+01, 1.563E+02, 1.522E+02, 1.562E+02, 1.579E+02, 1.547E+02, 1.503E+02, 1.473E+02, 2.050E+01, 2.380E+01, 1.359E+02, 1.211E+02, 1.193E+02, 4.724E+01, 2.010E+01, 2.365E+01, 2.314E+01, 2.331E+01, 2.313E+01, 2.307E+01,-1.769E+00,-1.553E+00,-1.776E+00,-4.640E-01, 2.184E-01, 6.526E-01, 5.773E-01, 6.625E-01, 6.204E-01
 1.280E+03, 1.928E-01, 8.531E-03, 5.721E-08, 2.067E-07, 8.017E-03, 1.932E-01, 8.174E-03, 1.324E-09, 1.730E-09, 7.666E-03, 2.386E+00, 1.226E+00, 1.740E+02, 1.711E+02, 3.666E+01, 1.705E+02, 4.682E+01, 1.621E+02, 1.391E+02, 9.249E+01, 1.327E+02, 4.380E+01, 1.626E+02, 1.572E+02, 1.602E+02, 1.648E+02, 1.609E+02, 1.549E+02, 1.514E+02, 2.009E+01, 2.354E+01, 1.351E+02, 1.149E+02, 1.140E+02, 3.833E+01, 2.001E+01, 2.363E+01, 2.320E+01, 2.339E+01, 2.318E+01, 2.317E+01,-1.782E+00,-1.567E+00,-1.761E+00,-4.744E-01, 2.959E-01, 6.052E-01, 5.244E-01, 6.036E-01, 5.478E-01
 1.360E+03, 1.938E-01, 7.951E-03, 4.795E-09, 1.051E-08, 7.475E-03, 1.943E-01, 7.567E-03, 1.151E-09, 1.100E-09, 7.096E-03, 2.083E+00, 1.238E+00, 1.654E+02, 1.621E+02, 3.708E+01, 1.680E+02, 4.685E+01, 1.603E+02, 1.303E+02, 9.305E+01, 1.299E+02, 4.406E+01, 1.544E+02, 1.526E+02, 1.566E+02, 1.568E+02, 1.536E+02, 1.512E+02, 1.479E+02, 2.024E+01, 2.358E+01, 1.346E+02, 1.184E+02, 1.172E+02, 4.433E+01, 2.007E+01, 2.359E+01, 2.311E+01, 2.334E+01, 2.311E+01, 2.311E+01,-1.750E+00,-1.572E+00,-1.785E+00,-4.530E-01, 2.664E-01, 6.425E-01, 5.475E-01, 6.371E-01, 5.869E-01
 1.440E+03, 1.935E-01, 8.112E-03, 3.778E-09, 1.585E-08, 7.618E-03, 1.944E-01, 7.505E-03, 1.567E-09, 2.129E-09, 7.038E-03, 2.145E+00, 1.210E+00, 1.669E+02, 1.614E+02, 3.877E+01, 1.626E+02, 4.901E+01, 1.550E+02, 1.312E+02, 9.262E+01, 1.295E+02, 4.414E+01, 1.543E+02, 1.514E+02, 1.538E+02, 1.569E+02, 1.534E+02, 1.500E+02, 1.469E+02, 2.024E+01, 2.355E+01, 1.362E+02, 1.214E+02, 1.190E+02, 4.123E+01, 2.004E+01, 2.357E+01, 2.311E+01, 2.328E+01, 2.311E+01, 2.316E+01,-1.821E+00,-1.565E+00,-1.730E+00,-4.048E-01, 2.976E-01, 6.369E-01, 5.737E-01, 6.304E-01, 5.482E-01
 1.520E+03, 1.927E-01, 8.518E-03, 3.246E-08, 7.991E-08, 8.004E-03, 1.932E-01, 8.151E-03, 1.670E-09, 1.784E-09, 7.657E-03, 2.262E+00, 1.266E+00, 1.748E+02, 1.712E+02, 3.961E+01, 1.726E+02, 4.434E+01, 1.587E+02, 1.362E+02, 9.395E+01, 1.333E+02, 4.412E+01, 1.620E+02, 1.558E+02, 1.594E+02, 1.631E+02, 1.597E+02, 1.538E+02, 1.504E+02, 2.013E+01, 2.363E+01, 1.365E+02, 1.127E+02, 1.124E+02, 3.578E+01, 2.002E+01, 2.373E+01, 2.326E+01, 2.346E+01, 2.326E+01, 2.329E+01,-1.654E+00,-1.541E+00,-1.737E+00,-4.523E-01, 2.788E-01, 5.925E-01, 5.340E-01, 6.009E-01, 5.353E-01
 1.600E+03, 1.922E-01, 8.839E-03, 6.103E-08, 1.154E-07, 8.316E-03, 1.932E-01, 8.172E-03, 1.757E-09, 2.378E-09, 7.663E-03, 2.373E+00, 1.265E+00, 1.786E+02, 1.716E+02, 3.802E+01, 1.774E+02, 4.441E+01, 1.586E+02, 1.388E+02, 9.414E+01, 1.336E+02, 4.433E+01, 1.616E+02, 1.560E+02, 1.588E+02, 1.633E+02, 1.597E+02, 1.536E+02, 1.502E+02, 2.041E+01, 2.385E+01, 1.362E+02, 1.196E+02, 1.180E+02, 4.339E+01, 2.003E+01, 2.373E+01, 2.324E+01, 2.340E+01, 2.330E+01, 2.333E+01,-1.743E+00,-1.539E+00,-1.737E+00,-4.453E-01, 2.340E-01, 6.330E-01, 5.713E-01, 5.972E-01, 5.282E-01
 1.680E+03, 1.936E-01, 8.057E-03, 1.435E-08, 3.099E-08, 7.575E-03, 1.936E-01, 7.976E-03, 1.206E-09, 1.874E-09, 7.484E-03, 2.457E+00, 1.237E+00, 1.669E+02, 1.683E+02, 3.743E+01, 1.793E+02, 4.754E+01, 1.627E+02, 1.404E+02, 9.369E+01, 1.326E+02, 4.458E+01, 1.592E+02, 1.548E+02, 1.599E+02, 1.610E+02, 1.571E+02, 1.532E+02, 1.497E+02, 2.032E+01, 2.377E+01, 1.369E+02, 1.189E+02, 1.188E+02, 3.757E+01, 2.002E+01, 2.367E+01, 2.322E+01, 2.342E+01, 2.326E+01, 2.326E+01,-1.737E+00,-1.546E+00,-1.761E+00,-4.829E-01, 3.021E-01, 5.977E-01, 5.173E-01, 5.983E-01, 5.229E-01
 1.760E+03, 1.940E-01, 7.858E-03, 3.100E-09, 9.227E-09, 7.380E-03, 1.943E-01, 7.567E-03, 1.354E-09, 2.113E-09, 7.097E-03, 2.004E+00, 1.246E+00, 1.649E+02, 1.627E+02, 3.898E+01, 1.695E+02, 4.572E+01, 1.585E+02, 1.310E+02, 9.384E+01, 1.315E+02, 4.471E+01, 1.567E+02, 1.542E+02, 1.571E+02, 1.576E+02, 1.547E+02, 1.529E+02, 1.499E+02, 2.045E+01, 2.372E+01, 1.363E+02, 1.223E+02, 1.205E+02, 5.579E+01, 2.014E+01, 2.372E+01, 2.315E+01, 2.330E+01, 2.319E+01, 2.321E+01,-1.829E+00,-1.553E+00,-1.832E+00,-4.215E-01, 1.712E-01, 6.464E-01, 5.995E-01, 6.615E-01, 5.707E-01
 1.840E+03, 1.937E-01, 8.004E-03, 7.474E-09, 1.483E-08, 7.528E-03, 1.938E-01, 7.868E-03, 1.247E-09, 1.468E-09, 7.380E-03, 2.168E+00, 1.265E+00, 1.666E+02, 1.672E+02, 3.864E+01, 1.688E+02, 4.808E+01, 1.583E+02, 1.315E+02, 9.421E+01, 1.319E+02, 4.464E+01, 1.571E+02, 1.534E+02, 1.582E+02, 1.589E+02, 1.551E+02, 1.508E+02, 1.476E+02, 2.063E+01, 2.404E+01, 1.320E+02, 1.152E+02, 1.141E+02, 4.097E+01, 2.002E+01, 2.369E+01, 2.323E+01, 2.337E+01, 2.323E+01, 2.320E+01,-1.688E+00,-1.583E+00,-1.780E+00,-4.209E-01, 2.346E-01, 6.213E-01, 5.597E-01, 5.934E-01, 5.613E-01
 1.920E+03, 1.935E-01, 8.071E-03, 2.535E-09, 7.820E-09, 7.584E-03, 1.938E-01, 7.833E-03, 1.908E-09, 1.886E-09, 7.344E-03, 2.159E+00, 1.293E+00, 1.677E+02, 1.665E+02, 3.875E+01, 1.715E+02, 4.664E+01, 1.607E+02, 1.320E+02, 9.559E+01, 1.327E+02, 4.441E+01, 1.575E+02, 1.539E+02, 1.585E+02, 1.590E+02, 1.559E+02, 1.513E+02, 1.481E+02, 2.054E+01, 2.403E+01, 1.340E+02, 1.141E+02, 1.129E+02, 4.474E+01, 2.005E+01, 2.377E+01, 2.323E+01, 2.342E+01, 2.329E+01, 2.329E+01,-1.711E+00,-1.597E+00,-1.727E+00,-4.164E-01, 2.555E-01, 6.511E-01, 5.811E-01, 6.202E-01, 5.548E-01
 2.000E+03, 1.942E-01, 7.724E-03, 5.191E-09, 1.512E-08, 7.269E-03, 1.940E-01, 7.716E-03, 1.712E-09, 2.175E-09, 7.230E-03, 2.202E+00, 1.259E+00, 1.620E+02, 1.649E+02, 3.863E+01, 1.654E+02, 4.537E+01, 1.587E+02, 1.339E+02, 9.449E+01, 1.323E+02, 4.435E+01, 1.564E+02, 1.529E+02, 1.570E+02, 1.579E+02, 1.546E+02, 1.509E+02, 1.478E+02, 2.025E+01, 2.369E+01, 1.343E+02, 1.187E+02, 1.180E+02, 4.390E+01, 2.005E+01, 2.368E+01, 2.327E+01, 2.341E+01, 2.321E+01, 2.327E+01,-1.784E+00,-1.544E+00,-1.712E+00,-4.538E-01, 2.880E-01, 6.025E-01, 5.522E-01, 6.328E-01, 5.531E-01
 2.080E+03, 1.950E-01, 7.259E-03, 2.314E-09, 3.053E-09, 6.836E-03, 1.962E-01, 6.527E-03, 2.690E-10, 4.127E-10, 6.130E-03, 1.201E+00, 7.926E-01, 1.518E+02, 1.443E+02, 3.506E+01, 1.442E+02, 4.100E+01, 1.370E+02, 1.059E+02, 7.979E+01, 1.177E+02, 4.426E+01, 1.374E+02, 1.349E+02, 1.370E+02, 1.303E+02, 1.306E+02, 1.294E+02, 1.292E+02, 2.017E+01, 2.266E+01, 1.036E+02, 7.654E+01, 8.146E+01, 3.012E+01, 2.001E+01, 2.260E+01, 2.235E+01, 2.241E+01, 2.232E+01, 2.238E+01,-1.418E+00,-1.253E+00,-1.396E+00,-3.825E-01, 3.140E-01, 5.798E-01, 5.010E-01, 5.520E-01, 4.944E-01
 2.160E+03, 1.998E-01, 4.429E-03, 4.942E-13, 5.743E-11, 4.163E-03, 1.983E-01, 5.325E-03, 8.501E-13, 5.703E-11, 5.005E-03, 5.617E-01, 4.355E-01, 1.052E+02, 1.140E+02, 2.909E+01, 9.001E+01, 3.249E+01, 9.377E+01, 7.409E+01, 6.092E+01, 9.454E+01, 4.365E+01, 8.881E+01, 8.397E+01, 8.873E+01, 6.702E+01, 6.814E+01, 6.832E+01, 6.967E+01, 2.003E+01, 2.151E+01, 4.730E+01, 4.059E+01, 4.218E+01, 2.452E+01, 2.001E+01, 2.154E+01, 2.147E+01, 2.149E+01, 2.145E+01, 2.155E+01,-8.276E-01,-6.816E-01,-8.403E-01,-2.800E-01, 2.049E-01, 3.896E-01, 3.156E-01, 3.945E-01, 3.366E-01
 2.240E+03, 2.029E-01, 2.588E-03, 3.326E-13, 5.059E-11, 2.430E-03, 2.015E-01, 3.431E-03, 3.150E-13, 5.435E-11, 3.223E-03, 4.113E-01, 3.146E-01, 7.917E+01, 8.396E+01, 2.596E+01, 6.638E+01, 2.855E+01, 6.532E+01, 6.213E+01, 5.188E+01, 7.882E+01, 4.165E+01, 6.543E+01, 6.430E+01, 6.435E+01, 5.290E+01, 5.325E+01, 5.351E+01, 5.347E+01, 2.009E+01, 2.123E+01, 4.081E+01, 3.421E+01, 3.526E+01, 2.211E+01, 2.000E+01, 2.116E+01, 2.112E+01, 2.114E+01, 2.114E+01, 2.121E+01,-7.036E-01,-6.242E-01,-7.188E-01,-2.465E-01, 1.842E-01, 3.161E-01, 2.562E-01, 3.306E-01, 2.902E-01
 2.320E+03, 2.032E-01, 2.403E-03, 2.200E-09, 1.444E-09, 2.253E-03, 2.019E-01, 3.154E-03, 4.325E-09, 2.564E-09, 2.957E-03, 8.085E-01, 5.946E-01, 7.838E+01, 8.351E+01, 2.549E+01, 7.279E+01, 2.689E+01, 7.351E+01, 6.743E+01, 5.598E+01, 7.580E+01, 3.896E+01, 6.761E+01, 6.627E+01, 6.830E+01, 6.327E+01, 6.012E+01, 6.171E+01, 5.883E+01, 2.230E+01, 2.292E+01, 4.986E+01, 4.866E+01, 4.624E+01, 2.773E+01, 2.003E+01, 2.163E+01, 2.153E+01, 2.155E+01, 2.145E+01, 2.149E+01,-9.014E-01,-7.875E-01,-9.005E-01,-2.600E-01, 1.176E-01, 3.112E-01, 2.472E-01, 3.290E-01, 2.754E-01
 2.400E+03, 1.865E-01, 1.205E-02, 1.510E-06, 1.370E-06, 1.136E-02, 1.856E-01, 1.248E-02, 6.542E-08, 4.620E-08, 1.172E-02, 4.634E+00, 2.026E+00, 2.299E+02, 2.399E+02, 4.320E+01, 2.068E+02, 4.643E+01, 2.121E+02, 1.787E+02, 1.099E+02, 1.540E+02, 3.683E+01, 2.129E+02, 2.016E+02, 2.157E+02, 2.198E+02, 2.079E+02, 1.969E+02, 1.857E+02, 2.335E+01, 2.893E+01, 1.667E+02, 1.613E+02, 1.534E+02, 6.745E+01, 2.049E+01, 2.564E+01, 2.474E+01, 2.487E+01, 2.467E+01, 2.448E+01,-2.169E+00,-1.814E+00,-2.134E+00,-5.361E-01, 1.292E-01, 6.227E-01, 5.575E-01, 6.077E-01, 5.568E-01
 2.480E+03, 1.777E-01, 1.722E-02, 1.455E-06, 1.222E-06, 1.626E-02, 1.788E-01, 1.661E-02, 1.190E-07, 7.947E-08, 1.562E-02, 6.077E+00, 3.281E+00, 3.125E+02, 3.061E+02, 5.473E+01, 3.186E+02, 7.289E+01, 2.924E+02, 2.294E+02, 1.537E+02, 2.110E+02, 3.933E+01, 2.811E+02, 2.713E+02, 2.829E+02, 2.893E+02, 2.769E+02, 2.698E+02, 2.597E+02, 2.352E+01, 3.098E+01, 2.373E+02, 2.150E+02, 2.096E+02, 7.451E+01, 2.019E+01, 2.835E+01, 2.718E+01, 2.756E+01, 2.737E+01, 2.708E+01,-2.594E+00,-2.261E+00,-2.587E+00,-6.746E-01, 1.665E-01, 7.750E-01, 6.914E-01, 7.236E-01, 6.783E-01
