s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 7.200E+02, 8.511E-02, 7.273E-02, 2.319E-04, 1.127E-05, 4.913E-05, 5.729E-02, 6.312E-02, 8.207E-02, 3.775E-03, 2.093E-04, 8.232E-04, 6.814E-02, 5.455E+01, 6.696E+01, 7.483E+02, 9.868E+02, 1.936E+02, 7.299E+02, 3.169E+02, 8.766E+02, 6.647E+02, 7.179E+02, 8.439E+02, 1.219E+02, 8.590E+02, 8.221E+02, 8.244E+02, 8.506E+02, 7.874E+02, 8.261E+02, 7.702E+02, 3.027E+01, 1.915E+02, 6.890E+02, 4.660E+02, 5.270E+02, 3.230E+02, 2.831E+01, 2.017E+02, 1.677E+02, 1.791E+02, 1.643E+02, 1.505E+02,-4.781E+00,-4.021E+00,-4.420E+00,-2.063E+00,-2.213E-01, 8.243E-01, 7.296E-01, 7.936E-01, 1.033E+00
 8.000E+02, 9.875E-02, 6.473E-02, 1.762E-04, 9.907E-06, 3.731E-05, 5.146E-02, 8.204E-02, 7.252E-02, 2.199E-03, 1.102E-04, 4.770E-04, 5.942E-02, 5.414E+01, 6.617E+01, 7.477E+02, 9.560E+02, 2.007E+02, 7.358E+02, 3.289E+02, 9.087E+02, 6.670E+02, 7.178E+02, 8.343E+02, 1.374E+02, 8.556E+02, 8.209E+02, 8.310E+02, 8.667E+02, 7.978E+02, 8.226E+02, 7.704E+02, 2.863E+01, 1.938E+02, 6.706E+02, 4.481E+02, 5.159E+02, 3.245E+02, 2.773E+01, 2.051E+02, 1.706E+02, 1.818E+02, 1.682E+02, 1.522E+02,-4.683E+00,-4.019E+00,-4.400E+00,-2.022E+00,-2.477E-01, 8.262E-01, 7.344E-01, 8.015E-01, 1.030E+00
 8.800E+02, 1.085E-01, 5.886E-02, 2.715E-04, 1.617E-05, 5.747E-05, 4.734E-02, 1.242E-01, 4.942E-02, 4.138E-04, 2.557E-05, 8.829E-05, 4.072E-02, 3.426E+01, 3.666E+01, 6.457E+02, 7.379E+02, 1.403E+02, 6.430E+02, 2.136E+02, 7.147E+02, 5.620E+02, 5.772E+02, 6.580E+02, 1.488E+02, 6.681E+02, 6.606E+02, 6.656E+02, 6.462E+02, 6.133E+02, 6.062E+02, 5.848E+02, 2.396E+01, 1.131E+02, 4.873E+02, 3.568E+02, 3.930E+02, 2.383E+02, 2.484E+01, 1.224E+02, 1.028E+02, 1.106E+02, 1.031E+02, 9.403E+01,-4.012E+00,-3.611E+00,-3.982E+00,-1.499E+00,-1.885E-01, 8.432E-01, 7.410E-01, 8.356E-01, 1.036E+00
 9.600E+02, 1.073E-01, 5.955E-02, 2.961E-04, 1.789E-05, 6.268E-05, 4.786E-02, 8.504E-02, 7.178E-02, 1.191E-03, 4.166E-05, 2.571E-04, 5.773E-02, 4.496E+01, 5.431E+01, 6.929E+02, 9.136E+02, 1.660E+02, 6.822E+02, 2.348E+02, 8.289E+02, 6.136E+02, 6.574E+02, 7.748E+02, 1.494E+02, 7.963E+02, 7.669E+02, 7.574E+02, 8.002E+02, 7.385E+02, 7.150E+02, 6.774E+02, 2.671E+01, 1.541E+02, 5.809E+02, 4.001E+02, 4.506E+02, 2.777E+02, 2.639E+01, 1.631E+02, 1.361E+02, 1.459E+02, 1.357E+02, 1.229E+02,-4.589E+00,-3.984E+00,-4.311E+00,-1.820E+00,-3.267E-01, 7.765E-01, 6.839E-01, 7.256E-01, 9.651E-01
 1.040E+03, 8.227E-02, 7.456E-02, 9.073E-05, 5.003E-06, 1.922E-05, 5.846E-02, 4.603E-02, 8.813E-02, 7.675E-03, 5.552E-04, 1.670E-03, 7.700E-02, 6.861E+01, 8.538E+01, 8.103E+02, 1.062E+03, 2.194E+02, 7.852E+02, 3.642E+02, 9.904E+02, 7.256E+02, 7.849E+02, 9.245E+02, 1.492E+02, 9.500E+02, 9.035E+02, 9.174E+02, 9.897E+02, 8.978E+02, 9.349E+02, 8.588E+02, 3.360E+01, 2.441E+02, 7.755E+02, 5.970E+02, 6.423E+02, 4.034E+02, 2.966E+01, 2.531E+02, 2.120E+02, 2.238E+02, 2.095E+02, 1.881E+02,-5.100E+00,-4.312E+00,-4.732E+00,-2.315E+00,-4.468E-01, 8.164E-01, 7.539E-01, 8.146E-01, 1.063E+00
 1.120E+03, 9.816E-02, 6.513E-02, 1.210E-04, 7.981E-06, 2.561E-05, 5.169E-02, 1.002E-01, 6.283E-02, 1.203E-03, 6.660E-05, 2.585E-04, 5.128E-02, 4.962E+01, 5.569E+01, 7.280E+02, 8.820E+02, 1.771E+02, 7.185E+02, 3.035E+02, 8.076E+02, 6.479E+02, 6.751E+02, 7.798E+02, 1.574E+02, 7.980E+02, 7.685E+02, 7.619E+02, 7.877E+02, 7.369E+02, 7.465E+02, 7.078E+02, 3.249E+01, 1.725E+02, 6.214E+02, 4.315E+02, 4.879E+02, 3.170E+02, 2.686E+01, 1.779E+02, 1.491E+02, 1.587E+02, 1.485E+02, 1.341E+02,-4.559E+00,-3.901E+00,-4.245E+00,-1.877E+00,-3.434E-01, 8.685E-01, 7.691E-01, 8.419E-01, 1.105E+00
 1.200E+03, 1.068E-01, 5.990E-02, 2.593E-04, 1.584E-05, 5.489E-05, 4.807E-02, 1.061E-01, 5.946E-02, 1.074E-03, 5.045E-05, 2.317E-04, 4.871E-02, 3.992E+01, 4.598E+01, 6.823E+02, 8.278E+02, 1.581E+02, 6.630E+02, 2.259E+02, 7.863E+02, 5.943E+02, 6.245E+02, 7.187E+02, 1.612E+02, 7.238E+02, 7.160E+02, 7.219E+02, 7.067E+02, 6.649E+02, 6.498E+02, 6.243E+02, 2.840E+01, 1.352E+02, 5.230E+02, 3.531E+02, 4.057E+02, 2.650E+02, 2.537E+01, 1.423E+02, 1.195E+02, 1.288E+02, 1.188E+02, 1.090E+02,-4.279E+00,-3.825E+00,-4.157E+00,-1.570E+00,-3.047E-01, 8.057E-01, 6.977E-01, 7.691E-01, 1.046E+00
 1.280E+03, 8.680E-02, 7.177E-02, 1.950E-04, 9.854E-06, 4.131E-05, 5.656E-02, 6.150E-02, 8.022E-02, 6.474E-03, 5.104E-04, 1.416E-03, 6.989E-02, 5.723E+01, 6.979E+01, 7.532E+02, 1.008E+03, 1.971E+02, 7.431E+02, 2.765E+02, 9.214E+02, 6.776E+02, 7.278E+02, 8.624E+02, 1.578E+02, 8.796E+02, 8.511E+02, 8.472E+02, 8.797E+02, 8.108E+02, 8.402E+02, 7.832E+02, 4.135E+01, 2.100E+02, 6.607E+02, 4.536E+02, 5.152E+02, 3.250E+02, 2.746E+01, 2.079E+02, 1.736E+02, 1.854E+02, 1.731E+02, 1.562E+02,-4.766E+00,-4.225E+00,-4.671E+00,-1.989E+00,-3.633E-01, 7.828E-01, 7.143E-01, 7.708E-01, 1.038E+00
 1.360E+03, 7.339E-02, 7.981E-02, 9.779E-05, 3.484E-06, 2.073E-05, 6.225E-02, 6.240E-02, 8.331E-02, 2.988E-03, 1.817E-04, 6.521E-04, 6.813E-02, 6.385E+01, 7.831E+01, 7.901E+02, 9.764E+02, 1.835E+02, 7.778E+02, 2.996E+02, 1.005E+03, 7.101E+02, 7.642E+02, 8.708E+02, 1.589E+02, 8.913E+02, 8.936E+02, 9.039E+02, 9.487E+02, 8.654E+02, 8.954E+02, 8.317E+02, 3.884E+01, 2.355E+02, 7.115E+02, 5.241E+02, 5.823E+02, 3.947E+02, 2.866E+01, 2.342E+02, 1.953E+02, 2.088E+02, 1.952E+02, 1.757E+02,-4.755E+00,-4.255E+00,-4.839E+00,-2.045E+00,-4.085E-01, 8.177E-01, 7.586E-01, 8.106E-01, 1.047E+00
 1.440E+03, 8.488E-02, 7.300E-02, 1.104E-04, 6.439E-06, 2.337E-05, 5.735E-02, 7.948E-02, 7.463E-02, 1.619E-03, 6.457E-05, 3.501E-04, 6.028E-02, 5.494E+01, 6.753E+01, 7.514E+02, 9.381E+02, 1.947E+02, 7.403E+02, 3.087E+02, 9.259E+02, 6.735E+02, 7.253E+02, 8.216E+02, 1.637E+02, 8.380E+02, 8.194E+02, 8.387E+02, 8.685E+02, 7.987E+02, 8.459E+02, 7.841E+02, 3.489E+01, 1.979E+02, 6.655E+02, 4.686E+02, 5.252E+02, 3.429E+02, 2.741E+01, 2.027E+02, 1.710E+02, 1.813E+02, 1.708E+02, 1.530E+02,-4.588E+00,-3.973E+00,-4.460E+00,-1.992E+00,-3.654E-01, 8.328E-01, 7.717E-01, 8.123E-01, 1.095E+00
 1.520E+03, 9.808E-02, 6.514E-02, 1.559E-04, 1.001E-05, 3.301E-05, 5.173E-02, 8.581E-02, 7.102E-02, 1.493E-03, 5.103E-05, 3.222E-04, 5.753E-02, 4.953E+01, 5.899E+01, 7.289E+02, 9.024E+02, 1.810E+02, 7.197E+02, 2.896E+02, 8.629E+02, 6.471E+02, 6.903E+02, 7.849E+02, 1.654E+02, 8.101E+02, 7.798E+02, 8.010E+02, 7.938E+02, 7.434E+02, 7.769E+02, 7.293E+02, 2.686E+01, 1.711E+02, 6.170E+02, 4.387E+02, 4.896E+02, 3.241E+02, 2.683E+01, 1.805E+02, 1.519E+02, 1.628E+02, 1.510E+02, 1.362E+02,-4.516E+00,-3.823E+00,-4.365E+00,-1.858E+00,-3.799E-01, 8.439E-01, 7.330E-01, 8.347E-01, 1.050E+00
 1.600E+03, 1.023E-01, 6.252E-02, 2.476E-04, 1.556E-05, 5.242E-05, 4.995E-02, 9.029E-02, 6.903E-02, 8.563E-04, 3.720E-05, 1.846E-04, 5.536E-02, 4.951E+01, 5.830E+01, 7.270E+02, 8.975E+02, 1.929E+02, 6.991E+02, 3.074E+02, 8.312E+02, 6.455E+02, 6.855E+02, 7.819E+02, 1.635E+02, 7.920E+02, 7.815E+02, 7.742E+02, 8.039E+02, 7.461E+02, 7.646E+02, 7.197E+02, 2.641E+01, 1.664E+02, 6.228E+02, 4.212E+02, 4.775E+02, 3.009E+02, 2.746E+01, 1.784E+02, 1.490E+02, 1.592E+02, 1.456E+02, 1.334E+02,-4.528E+00,-3.886E+00,-4.230E+00,-1.864E+00,-1.575E-01, 8.197E-01, 7.190E-01, 8.131E-01, 1.010E+00
 1.680E+03, 9.004E-02, 6.983E-02, 2.204E-04, 9.742E-06, 4.669E-05, 5.519E-02, 8.658E-02, 7.054E-02, 1.516E-03, 4.560E-05, 3.276E-04, 5.721E-02, 5.251E+01, 6.179E+01, 7.542E+02, 9.290E+02, 1.838E+02, 7.209E+02, 2.784E+02, 8.586E+02, 6.601E+02, 7.005E+02, 8.052E+02, 1.617E+02, 8.279E+02, 7.867E+02, 8.010E+02, 8.377E+02, 7.714E+02, 7.813E+02, 7.327E+02, 2.904E+01, 1.794E+02, 6.308E+02, 4.249E+02, 4.858E+02, 3.222E+02, 2.897E+01, 1.917E+02, 1.582E+02, 1.688E+02, 1.552E+02, 1.415E+02,-4.586E+00,-3.920E+00,-4.305E+00,-1.873E+00,-2.662E-01, 8.265E-01, 7.261E-01, 8.011E-01, 1.033E+00
 1.760E+03, 9.843E-02, 6.490E-02, 1.937E-04, 1.083E-05, 4.101E-05, 5.160E-02, 9.377E-02, 6.709E-02, 7.405E-04, 2.883E-05, 1.588E-04, 5.382E-02, 4.933E+01, 5.695E+01, 7.197E+02, 8.844E+02, 1.824E+02, 7.031E+02, 2.625E+02, 8.557E+02, 6.454E+02, 6.801E+02, 7.790E+02, 1.618E+02, 7.920E+02, 7.667E+02, 7.858E+02, 7.924E+02, 7.382E+02, 7.547E+02, 7.142E+02, 2.783E+01, 1.631E+02, 6.036E+02, 4.110E+02, 4.675E+02, 3.041E+02, 2.677E+01, 1.757E+02, 1.464E+02, 1.563E+02, 1.458E+02, 1.320E+02,-4.557E+00,-3.900E+00,-4.263E+00,-1.856E+00,-2.888E-01, 8.393E-01, 7.445E-01, 8.124E-01, 1.044E+00
 1.840E+03, 9.764E-02, 6.537E-02, 1.879E-04, 1.026E-05, 3.978E-05, 5.193E-02, 9.423E-02, 6.677E-02, 7.866E-04, 3.076E-05, 1.687E-04, 5.364E-02, 4.890E+01, 5.719E+01, 7.165E+02, 8.967E+02, 1.738E+02, 7.080E+02, 2.617E+02, 8.577E+02, 6.430E+02, 6.803E+02, 7.800E+02, 1.615E+02, 7.872E+02, 7.682E+02, 7.917E+02, 7.871E+02, 7.335E+02, 7.435E+02, 7.031E+02, 2.622E+01, 1.630E+02, 6.031E+02, 4.329E+02, 4.816E+02, 3.077E+02, 2.643E+01, 1.751E+02, 1.470E+02, 1.568E+02, 1.445E+02, 1.322E+02,-4.549E+00,-3.892E+00,-4.300E+00,-1.821E+00,-3.485E-01, 8.102E-01, 7.254E-01, 8.225E-01, 1.054E+00
 1.920E+03, 9.032E-02, 6.968E-02, 2.060E-04, 9.935E-06, 4.364E-05, 5.506E-02, 8.847E-02, 6.984E-02, 1.106E-03, 4.683E-05, 2.389E-04, 5.623E-02, 5.119E+01, 5.966E+01, 7.400E+02, 9.199E+02, 1.810E+02, 7.165E+02, 2.589E+02, 8.870E+02, 6.534E+02, 6.909E+02, 7.968E+02, 1.606E+02, 8.090E+02, 7.929E+02, 8.175E+02, 7.965E+02, 7.432E+02, 7.754E+02, 7.300E+02, 2.880E+01, 1.726E+02, 6.267E+02, 4.405E+02, 4.952E+02, 3.271E+02, 2.716E+01, 1.829E+02, 1.523E+02, 1.639E+02, 1.526E+02, 1.375E+02,-4.653E+00,-3.991E+00,-4.407E+00,-1.844E+00,-3.152E-01, 8.076E-01, 7.120E-01, 7.861E-01, 1.032E+00
 2.000E+03, 9.327E-02, 6.795E-02, 1.932E-04, 1.032E-05, 4.092E-05, 5.380E-02, 9.493E-02, 6.676E-02, 3.865E-04, 1.458E-05, 8.257E-05, 5.318E-02, 4.946E+01, 5.784E+01, 7.326E+02, 8.647E+02, 1.574E+02, 7.117E+02, 2.507E+02, 9.028E+02, 6.462E+02, 6.840E+02, 7.624E+02, 1.606E+02, 7.846E+02, 7.743E+02, 7.857E+02, 8.075E+02, 7.483E+02, 7.633E+02, 7.188E+02, 2.909E+01, 1.710E+02, 6.167E+02, 4.334E+02, 4.840E+02, 3.104E+02, 2.661E+01, 1.763E+02, 1.492E+02, 1.589E+02, 1.478E+02, 1.331E+02,-4.345E+00,-3.971E+00,-4.516E+00,-1.894E+00,-2.806E-01, 7.782E-01, 7.288E-01, 8.295E-01, 1.027E+00
 2.080E+03, 9.067E-02, 6.947E-02, 2.119E-04, 1.033E-05, 4.487E-05, 5.492E-02, 9.534E-02, 6.625E-02, 6.569E-04, 2.962E-05, 1.419E-04, 5.312E-02, 4.827E+01, 5.645E+01, 7.162E+02, 8.729E+02, 1.549E+02, 7.108E+02, 2.471E+02, 8.912E+02, 6.398E+02, 6.775E+02, 7.609E+02, 1.602E+02, 7.860E+02, 7.675E+02, 7.915E+02, 7.987E+02, 7.416E+02, 7.489E+02, 7.076E+02, 3.066E+01, 1.682E+02, 6.057E+02, 4.085E+02, 4.643E+02, 3.085E+02, 2.653E+01, 1.733E+02, 1.448E+02, 1.552E+02, 1.440E+02, 1.306E+02,-4.429E+00,-3.889E+00,-4.401E+00,-1.851E+00,-3.324E-01, 8.073E-01, 7.417E-01, 8.272E-01, 1.047E+00
 2.160E+03, 8.457E-02, 7.308E-02, 2.121E-04, 9.945E-06, 4.494E-05, 5.752E-02, 8.120E-02, 7.279E-02, 2.414E-03, 1.015E-04, 5.243E-04, 5.987E-02, 4.848E+01, 5.742E+01, 7.222E+02, 9.382E+02, 1.653E+02, 7.141E+02, 2.512E+02, 8.683E+02, 6.401E+02, 6.811E+02, 7.949E+02, 1.588E+02, 8.254E+02, 7.789E+02, 7.705E+02, 8.128E+02, 7.539E+02, 7.499E+02, 7.092E+02, 2.913E+01, 1.697E+02, 5.849E+02, 4.417E+02, 4.871E+02, 3.145E+02, 2.735E+01, 1.761E+02, 1.475E+02, 1.577E+02, 1.454E+02, 1.321E+02,-4.631E+00,-3.990E+00,-4.283E+00,-1.761E+00,-4.223E-01, 8.025E-01, 7.172E-01, 7.998E-01, 1.000E+00
 2.240E+03, 8.841E-02, 7.082E-02, 1.962E-04, 1.017E-05, 4.157E-05, 5.587E-02, 7.238E-02, 7.843E-02, 1.996E-03, 1.184E-04, 4.329E-04, 6.345E-02, 5.093E+01, 6.185E+01, 7.356E+02, 9.631E+02, 1.709E+02, 7.191E+02, 2.753E+02, 8.933E+02, 6.520E+02, 7.000E+02, 8.166E+02, 1.579E+02, 8.397E+02, 8.046E+02, 8.129E+02, 8.297E+02, 7.700E+02, 7.735E+02, 7.312E+02, 2.833E+01, 1.794E+02, 6.107E+02, 4.288E+02, 4.863E+02, 3.206E+02, 2.760E+01, 1.886E+02, 1.574E+02, 1.686E+02, 1.566E+02, 1.411E+02,-4.690E+00,-4.003E+00,-4.391E+00,-1.816E+00,-3.228E-01, 8.010E-01, 7.072E-01, 7.839E-01, 1.012E+00
 2.320E+03, 8.437E-02, 7.318E-02, 2.234E-04, 9.321E-06, 4.739E-05, 5.761E-02, 7.519E-02, 7.653E-02, 2.233E-03, 9.328E-05, 4.846E-04, 6.236E-02, 5.385E+01, 6.516E+01, 7.612E+02, 9.468E+02, 1.833E+02, 7.302E+02, 2.646E+02, 9.373E+02, 6.658E+02, 7.138E+02, 8.222E+02, 1.584E+02, 8.375E+02, 8.227E+02, 8.362E+02, 8.484E+02, 7.841E+02, 8.220E+02, 7.647E+02, 2.969E+01, 1.877E+02, 6.290E+02, 4.600E+02, 5.155E+02, 3.367E+02, 2.763E+01, 1.967E+02, 1.651E+02, 1.762E+02, 1.620E+02, 1.475E+02,-4.643E+00,-4.011E+00,-4.524E+00,-1.868E+00,-3.705E-01, 7.943E-01, 7.256E-01, 8.080E-01, 1.054E+00
 2.400E+03, 8.317E-02, 7.398E-02, 1.393E-04, 6.853E-06, 2.950E-05, 5.809E-02, 7.263E-02, 7.744E-02, 2.810E-03, 1.867E-04, 6.114E-04, 6.367E-02, 5.467E+01, 6.898E+01, 7.464E+02, 9.623E+02, 1.800E+02, 7.435E+02, 2.913E+02, 9.276E+02, 6.696E+02, 7.289E+02, 8.350E+02, 1.601E+02, 8.668E+02, 8.342E+02, 8.510E+02, 8.808E+02, 8.101E+02, 8.459E+02, 7.877E+02, 3.311E+01, 2.024E+02, 6.350E+02, 4.370E+02, 5.052E+02, 3.534E+02, 2.771E+01, 2.072E+02, 1.721E+02, 1.848E+02, 1.720E+02, 1.547E+02,-4.633E+00,-4.050E+00,-4.542E+00,-1.813E+00,-4.360E-01, 8.140E-01, 7.266E-01, 7.940E-01, 1.047E+00
