s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,"O2Rear","CO2Rear","CORear","THCRear","SootRear","H2ORear","O2Front","CO2Front","COFront","THCFront","SootFront","H2OFront","HFR","HFF","TRSampA","TFSampA","TR24A","TR80A","TF24A","TF80A","TFloorR","TFloorF","TCeilF","TWallUR","TD79LBB","TD79CBB","TD79RBB","TD70LA","TD70LBB","TD70CA","TD70CBB","TD30LA","TD30LBB","TD60CBB","TD50CA","TD50CBB","TD40CBB","TD30CA","TD30CBB","TD20LBB","TD20CBB","TD20RBB","TD5CBB","VD79L","VD79C","VD79R","VD60C","VD40C","VD20L","VD20C","VD20R","VD5C"
 0.000E+00, 2.078E-01, 3.869E-04, 0.000E+00, 0.000E+00, 0.000E+00, 5.149E-03, 2.078E-01, 3.869E-04, 0.000E+00, 0.000E+00, 0.000E+00, 5.149E-03,-4.550E-06,-6.998E-06, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01,-1.157E-02, 2.441E-03, 6.801E-03, 3.633E-03, 1.012E-02,-3.412E-03,-4.846E-04,-4.333E-03, 6.147E-03
 8.002E+01, 2.026E-01, 3.453E-03, 2.715E-05, 5.061E-06, 5.722E-06, 7.366E-03, 2.019E-01, 3.846E-03, 3.234E-05, 5.599E-06, 6.817E-06, 7.652E-03, 8.178E-01, 6.488E-01, 7.257E+01, 8.008E+01, 2.237E+01, 8.413E+01, 2.311E+01, 8.144E+01, 5.043E+01, 4.394E+01, 5.663E+01, 2.004E+01, 2.000E+01, 7.054E+01, 2.000E+01, 2.000E+01, 2.000E+01, 7.272E+01, 6.434E+01, 2.000E+01, 2.000E+01, 6.127E+01, 5.522E+01, 5.034E+01, 3.314E+01, 2.127E+01, 2.264E+01, 2.000E+01, 2.129E+01, 2.000E+01, 2.119E+01,-1.756E-06,-7.034E-01,-1.417E-06,-3.611E-01,-1.391E-01,-2.370E-06, 1.587E-02,-2.418E-06, 4.939E-02
 1.600E+02, 1.837E-01, 1.454E-02, 1.339E-04, 1.659E-05, 2.824E-05, 1.540E-02, 1.831E-01, 1.487E-02, 1.514E-04, 1.936E-05, 3.194E-05, 1.566E-02, 2.208E+00, 2.197E+00, 2.249E+02, 2.526E+02, 3.753E+01, 2.485E+02, 4.648E+01, 2.381E+02, 1.146E+02, 1.116E+02, 1.666E+02, 2.241E+01, 2.000E+01, 2.308E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.230E+02, 2.132E+02, 2.000E+01, 2.000E+01, 2.042E+02, 1.592E+02, 1.541E+02, 6.411E+01, 2.038E+01, 2.513E+01, 2.000E+01, 2.404E+01, 2.000E+01, 2.334E+01,-3.850E-06,-1.857E+00,-3.588E-06,-9.127E-01,-7.139E-02,-4.852E-06, 5.446E-01,-4.890E-06, 6.987E-01
 2.400E+02, 1.753E-01, 1.946E-02, 1.808E-04, 2.308E-05, 3.815E-05, 1.896E-02, 1.773E-01, 1.824E-02, 1.850E-04, 2.667E-05, 3.902E-05, 1.810E-02, 2.678E+00, 3.109E+00, 2.883E+02, 3.033E+02, 4.431E+01, 2.868E+02, 6.034E+01, 2.867E+02, 1.380E+02, 1.490E+02, 2.159E+02, 3.075E+01, 2.000E+01, 2.759E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.617E+02, 2.514E+02, 2.000E+01, 2.000E+01, 2.442E+02, 2.055E+02, 2.024E+02, 7.084E+01, 2.041E+01, 2.692E+01, 2.000E+01, 2.562E+01, 2.000E+01, 2.466E+01,-2.736E-06,-2.130E+00,-2.478E-06,-9.479E-01, 7.751E-02,-1.934E-06, 6.749E-01,-1.911E-06, 8.325E-01
 3.200E+02, 1.725E-01, 2.108E-02, 1.939E-04, 2.524E-05, 4.093E-05, 2.014E-02, 1.758E-01, 1.913E-02, 1.967E-04, 2.883E-05, 4.151E-05, 1.874E-02, 3.071E+00, 3.655E+00, 3.016E+02, 3.195E+02, 4.943E+01, 3.009E+02, 6.874E+01, 2.958E+02, 1.548E+02, 1.693E+02, 2.383E+02, 4.084E+01, 2.000E+01, 2.846E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.788E+02, 2.685E+02, 2.000E+01, 2.000E+01, 2.658E+02, 2.219E+02, 2.169E+02, 8.009E+01, 2.043E+01, 2.808E+01, 2.000E+01, 2.669E+01, 2.000E+01, 2.546E+01, 9.473E-07,-2.179E+00, 4.341E-07,-1.082E+00, 1.510E-03,-2.270E-07, 6.756E-01,-4.981E-08, 9.117E-01
 4.000E+02, 1.714E-01, 2.171E-02, 1.920E-04, 2.622E-05, 4.051E-05, 2.059E-02, 1.761E-01, 1.898E-02, 1.903E-04, 2.929E-05, 4.015E-05, 1.863E-02, 3.381E+00, 4.093E+00, 3.054E+02, 3.204E+02, 5.443E+01, 3.167E+02, 7.207E+01, 3.022E+02, 1.660E+02, 1.838E+02, 2.526E+02, 4.916E+01, 2.000E+01, 2.956E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.894E+02, 2.783E+02, 2.000E+01, 2.000E+01, 2.771E+02, 2.153E+02, 2.151E+02, 8.645E+01, 2.043E+01, 2.892E+01, 2.000E+01, 2.739E+01, 2.000E+01, 2.601E+01, 3.081E-06,-2.234E+00, 1.135E-06,-1.036E+00,-7.425E-02, 3.545E-06, 6.828E-01, 3.498E-06, 9.286E-01
 4.800E+02, 1.609E-01, 2.792E-02, 2.217E-04, 2.606E-05, 4.681E-05, 2.507E-02, 1.599E-01, 2.849E-02, 2.498E-04, 2.900E-05, 5.275E-05, 2.551E-02, 7.281E+00, 1.027E+01, 3.780E+02, 4.319E+02, 7.526E+01, 3.956E+02, 9.834E+01, 4.232E+02, 2.433E+02, 2.907E+02, 3.579E+02, 5.533E+01, 2.000E+01, 3.929E+02, 2.000E+01, 2.000E+01, 2.000E+01, 3.666E+02, 3.496E+02, 2.000E+01, 2.000E+01, 3.510E+02, 2.890E+02, 2.876E+02, 1.241E+02, 2.116E+01, 4.126E+01, 2.000E+01, 3.746E+01, 2.000E+01, 3.366E+01, 3.137E-06,-2.787E+00, 2.581E-06,-1.387E+00,-2.964E-01,-1.084E-06, 6.482E-01,-1.117E-06, 8.906E-01
 5.600E+02, 1.223E-01, 5.060E-02, 3.533E-04, 2.460E-05, 7.475E-05, 4.149E-02, 1.086E-01, 5.747E-02, 1.530E-03, 8.657E-05, 3.326E-04, 4.780E-02, 2.004E+01, 3.330E+01, 5.527E+02, 7.195E+02, 1.438E+02, 5.454E+02, 1.964E+02, 7.009E+02, 4.170E+02, 5.198E+02, 6.107E+02, 6.237E+01, 2.000E+01, 6.661E+02, 2.000E+01, 2.000E+01, 2.000E+01, 5.990E+02, 5.653E+02, 2.000E+01, 2.000E+01, 4.983E+02, 3.847E+02, 3.983E+02, 2.373E+02, 2.575E+01, 9.665E+01, 2.000E+01, 8.051E+01, 2.000E+01, 6.754E+01, 6.538E-06,-3.715E+00, 5.399E-06,-1.812E+00,-5.716E-01, 1.659E-06, 7.173E-01, 1.688E-06, 1.075E+00
 6.400E+02, 7.218E-02, 8.029E-02, 3.181E-04, 1.294E-05, 6.744E-05, 6.285E-02, 5.008E-02, 8.995E-02, 3.625E-03, 1.678E-04, 7.858E-04, 7.365E-02, 3.914E+01, 6.717E+01, 6.999E+02, 9.441E+02, 2.494E+02, 6.751E+02, 3.802E+02, 8.816E+02, 5.724E+02, 7.093E+02, 8.117E+02, 7.589E+01, 2.000E+01, 8.757E+02, 2.000E+01, 2.000E+01, 2.000E+01, 9.371E+02, 8.517E+02, 2.000E+01, 2.000E+01, 7.220E+02, 5.528E+02, 5.782E+02, 3.959E+02, 2.815E+01, 1.913E+02, 2.000E+01, 1.560E+02, 2.000E+01, 1.282E+02, 2.758E-06,-4.123E+00, 4.353E-06,-2.217E+00,-8.603E-01, 7.846E-08, 8.067E-01, 9.724E-08, 1.213E+00
 7.200E+02, 5.079E-02, 9.294E-02, 3.223E-04, 1.172E-05, 6.846E-05, 7.199E-02, 4.046E-02, 9.196E-02, 7.125E-03, 8.052E-04, 1.549E-03, 7.905E-02, 5.202E+01, 8.655E+01, 7.612E+02, 9.727E+02, 3.172E+02, 7.512E+02, 5.008E+02, 9.053E+02, 6.514E+02, 7.868E+02, 8.760E+02, 9.646E+01, 2.000E+01, 9.143E+02, 2.000E+01, 2.000E+01, 2.000E+01, 9.891E+02, 9.046E+02, 2.000E+01, 2.000E+01, 8.466E+02, 7.084E+02, 7.096E+02, 4.775E+02, 3.618E+01, 2.467E+02, 2.000E+01, 2.000E+02, 2.000E+01, 1.630E+02,-5.811E-06,-4.284E+00, 4.333E-06,-2.559E+00,-8.487E-01,-4.813E-06, 8.425E-01,-4.827E-06, 1.282E+00
 8.000E+02, 3.703E-02, 1.010E-01, 4.419E-04, 1.678E-05, 9.388E-05, 7.793E-02, 4.192E-02, 9.344E-02, 4.883E-03, 5.075E-04, 1.060E-03, 7.757E-02, 5.762E+01, 9.070E+01, 7.863E+02, 9.652E+02, 3.244E+02, 7.725E+02, 5.097E+02, 9.537E+02, 6.808E+02, 8.039E+02, 8.788E+02, 1.187E+02, 2.000E+01, 9.136E+02, 2.000E+01, 2.000E+01, 2.000E+01, 1.021E+03, 9.256E+02, 2.000E+01, 2.000E+01, 8.867E+02, 7.617E+02, 7.534E+02, 4.669E+02, 3.398E+01, 2.588E+02, 2.000E+01, 2.130E+02, 2.000E+01, 1.731E+02, 3.473E-06,-4.324E+00, 9.959E-06,-2.636E+00,-7.681E-01, 2.678E-06, 8.552E-01, 2.505E-06, 1.307E+00
