s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-9.627E-06,-1.587E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-9.628E-06, 0.000E+00, 0.000E+00
 8.001E+01, 3.514E+01,-8.102E+00,-8.314E+00,-2.404E+00, 2.873E-02, 0.000E+00, 0.000E+00, 1.633E+01, 1.635E+01, 1.824E-03, 1.824E-03
 1.600E+02, 6.520E+01,-1.981E+01,-4.069E+01,-1.183E+00, 3.457E-02, 0.000E+00, 0.000E+00, 3.566E+00, 3.547E+00, 3.072E-03, 3.072E-03
 2.400E+02, 6.505E+01,-1.935E+01,-4.530E+01, 6.839E-01, 3.093E-02, 0.000E+00, 0.000E+00, 1.163E+00, 1.114E+00, 3.168E-03, 3.168E-03
 3.200E+02, 6.963E+01,-2.067E+01,-4.979E+01, 1.749E+00, 3.189E-02, 0.000E+00, 0.000E+00, 9.756E-01, 9.479E-01, 3.264E-03, 3.264E-03
 4.000E+02, 7.004E+01,-2.018E+01,-5.213E+01, 2.766E+00, 2.640E-02, 0.000E+00, 0.000E+00, 6.518E-01, 5.216E-01, 3.360E-03, 3.360E-03
 4.800E+02, 7.217E+01,-2.119E+01,-5.444E+01, 3.476E+00, 2.603E-02, 0.000E+00, 0.000E+00, 7.594E-02, 4.750E-02, 3.456E-03, 3.456E-03
 5.600E+02, 7.283E+01,-2.120E+01,-5.484E+01, 4.008E+00, 2.503E-02, 0.000E+00, 0.000E+00, 9.194E-01, 8.217E-01, 3.552E-03, 3.552E-03
 6.400E+02, 7.649E+01,-2.231E+01,-5.822E+01, 4.646E+00, 2.102E-02, 0.000E+00, 0.000E+00, 7.643E-01, 6.310E-01, 3.648E-03, 3.648E-03
 7.200E+02, 7.873E+01,-2.279E+01,-6.123E+01, 5.296E+00, 1.740E-02, 0.000E+00, 0.000E+00, 1.776E-01, 2.471E-02, 3.780E-03, 3.780E-03
 8.000E+02, 1.041E+02,-3.294E+01,-7.419E+01, 6.671E+00, 6.982E-03, 0.000E+00, 0.000E+00, 3.712E+00, 3.640E+00, 5.329E-03, 5.329E-03
 8.800E+02, 1.216E+02,-4.072E+01,-8.873E+01, 9.419E+00, 3.713E-03, 0.000E+00, 0.000E+00, 1.734E+00, 1.544E+00, 5.877E-03, 5.877E-03
 9.600E+02, 1.296E+02,-4.450E+01,-9.526E+01, 1.056E+01, 5.122E-03, 0.000E+00, 0.000E+00, 7.782E-01, 4.484E-01, 6.037E-03, 6.037E-03
 1.040E+03, 1.259E+02,-4.135E+01,-9.596E+01, 1.134E+01, 1.840E-03, 0.000E+00, 0.000E+00, 1.681E-01,-1.127E-01, 6.197E-03, 6.197E-03
 1.120E+03, 1.345E+02,-4.507E+01,-1.008E+02, 1.192E+01, 1.125E-03, 0.000E+00, 0.000E+00, 8.931E-01, 5.390E-01, 6.357E-03, 6.357E-03
 1.200E+03, 1.355E+02,-4.519E+01,-1.029E+02, 1.238E+01, 1.130E-03, 0.000E+00, 0.000E+00, 7.108E-02,-1.898E-01, 6.516E-03, 6.516E-03
 1.280E+03, 1.411E+02,-4.790E+01,-1.065E+02, 1.318E+01, 1.243E-03, 0.000E+00, 0.000E+00, 1.358E-01,-1.417E-01, 6.676E-03, 6.676E-03
 1.360E+03, 1.425E+02,-4.829E+01,-1.074E+02, 1.349E+01, 8.977E-04, 0.000E+00, 0.000E+00, 7.302E-01, 2.580E-01, 6.836E-03, 6.836E-03
 1.440E+03, 1.469E+02,-4.859E+01,-1.116E+02, 1.356E+01, 1.185E-03, 0.000E+00, 0.000E+00, 6.969E-01, 3.316E-01, 6.996E-03, 6.996E-03
 1.520E+03, 1.495E+02,-5.084E+01,-1.136E+02, 1.403E+01, 1.240E-03, 0.000E+00, 0.000E+00,-4.440E-01,-8.424E-01, 7.155E-03, 7.155E-03
 1.600E+03, 1.541E+02,-5.329E+01,-1.148E+02, 1.451E+01, 1.272E-03, 0.000E+00, 0.000E+00, 7.767E-01, 4.447E-01, 7.330E-03, 7.330E-03
 1.680E+03, 1.979E+02,-7.518E+01,-1.360E+02, 1.629E+01, 3.155E-04, 0.000E+00, 0.000E+00, 3.666E+00, 3.002E+00, 9.950E-03, 9.950E-03
 1.760E+03, 2.291E+02,-9.267E+01,-1.547E+02, 1.907E+01, 1.904E-04, 0.000E+00, 0.000E+00, 1.750E+00, 7.998E-01, 1.086E-02, 1.086E-02
 1.840E+03, 2.328E+02,-9.201E+01,-1.608E+02, 1.937E+01, 2.466E-04, 0.000E+00, 0.000E+00, 4.919E-01,-6.439E-01, 1.105E-02, 1.105E-02
 1.920E+03, 2.336E+02,-8.979E+01,-1.652E+02, 1.961E+01, 3.007E-04, 0.000E+00, 0.000E+00,-3.318E-01,-1.768E+00, 1.123E-02, 1.123E-02
 2.000E+03, 2.406E+02,-9.378E+01,-1.672E+02, 2.015E+01, 8.918E-05, 0.000E+00, 0.000E+00, 9.313E-01,-2.576E-01, 1.141E-02, 1.141E-02
 2.080E+03, 2.419E+02,-9.307E+01,-1.704E+02, 2.020E+01, 1.722E-04, 0.000E+00, 0.000E+00,-7.027E-02,-1.374E+00, 1.159E-02, 1.159E-02
 2.160E+03, 2.460E+02,-9.538E+01,-1.721E+02, 2.036E+01, 2.174E-04, 0.000E+00, 0.000E+00, 2.425E-01,-1.058E+00, 1.177E-02, 1.177E-02
 2.240E+03, 2.495E+02,-9.759E+01,-1.738E+02, 2.065E+01, 1.730E-04, 0.000E+00, 0.000E+00, 1.741E-01,-1.252E+00, 1.195E-02, 1.195E-02
