s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00, 0.000E+00,-7.719E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.719E-09, 0.000E+00, 0.000E+00
 8.022E+01, 1.284E+00,-1.102E-01, 2.212E-02,-4.401E-02,-2.077E-03, 0.000E+00, 0.000E+00, 0.000E+00, 1.140E+00, 1.150E+00, 3.856E-05, 3.856E-05
 1.601E+02, 1.573E+00,-1.465E-01,-4.225E-01,-1.321E-01,-2.530E-03, 0.000E+00, 0.000E+00, 0.000E+00, 8.689E-01, 8.690E-01, 4.658E-05, 4.658E-05
 2.400E+02, 1.457E+00,-1.238E-01,-8.932E-01,-1.235E-01,-2.359E-03, 0.000E+00, 0.000E+00, 0.000E+00, 3.141E-01, 3.143E-01, 4.317E-05, 4.317E-05
 3.201E+02, 1.817E+00,-1.686E-01,-9.989E-01,-1.301E-01,-2.963E-03, 0.000E+00, 0.000E+00, 0.000E+00, 5.090E-01, 5.161E-01, 5.431E-05, 5.431E-05
 4.001E+02, 4.090E+00,-5.919E-01,-1.738E+00,-2.840E-01,-6.595E-03, 0.000E+00, 0.000E+00, 0.000E+00, 1.462E+00, 1.470E+00, 1.220E-04, 1.220E-04
 4.801E+02, 6.564E+00,-1.352E+00,-3.229E+00,-3.678E-01,-1.049E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.598E+00, 1.606E+00, 1.953E-04, 1.953E-04
 5.601E+02, 1.752E+01,-5.809E+00,-6.361E+00,-4.750E-01,-2.717E-02, 0.000E+00, 0.000E+00, 0.000E+00, 4.822E+00, 4.849E+00, 5.257E-04, 5.257E-04
 6.401E+02, 3.647E+01,-1.225E+01,-1.765E+01,-4.798E-01,-5.325E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.988E+00, 6.038E+00, 1.099E-03, 1.099E-03
 7.200E+02, 5.614E+01,-1.871E+01,-3.333E+01, 3.584E-01,-7.780E-02, 0.000E+00, 0.000E+00, 0.000E+00, 4.361E+00, 4.378E+00, 1.672E-03, 1.672E-03
 8.000E+02, 6.705E+01,-2.202E+01,-4.447E+01, 1.589E+00,-8.899E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.041E+00, 2.058E+00, 1.983E-03, 1.983E-03
 8.800E+02, 6.476E+01,-2.073E+01,-4.719E+01, 2.548E+00,-8.863E-02, 0.000E+00, 0.000E+00, 0.000E+00,-6.627E-01,-6.945E-01, 1.934E-03, 1.934E-03
 9.601E+02, 6.401E+01,-2.016E+01,-4.625E+01, 2.849E+00,-8.507E-02, 0.000E+00, 0.000E+00, 0.000E+00, 3.977E-01, 3.632E-01, 1.882E-03, 1.882E-03
 1.040E+03, 6.154E+01,-1.909E+01,-4.616E+01, 3.118E+00,-8.404E-02, 0.000E+00, 0.000E+00, 0.000E+00,-6.664E-01,-6.762E-01, 1.830E-03, 1.830E-03
 1.120E+03, 6.041E+01,-1.841E+01,-4.522E+01, 3.263E+00,-8.253E-02, 0.000E+00, 0.000E+00, 0.000E+00,-1.781E-02,-3.314E-02, 1.777E-03, 1.777E-03
 1.200E+03, 5.821E+01,-1.767E+01,-4.403E+01, 3.287E+00,-8.012E-02, 0.000E+00, 0.000E+00, 0.000E+00,-2.552E-01,-2.769E-01, 1.729E-03, 1.729E-03
 1.280E+03, 5.850E+01,-1.773E+01,-4.400E+01, 3.479E+00,-7.907E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.441E-01, 1.728E-01, 1.733E-03, 1.733E-03
 1.360E+03, 5.904E+01,-1.790E+01,-4.459E+01, 3.444E+00,-8.017E-02, 0.000E+00, 0.000E+00, 0.000E+00,-4.690E-02,-8.162E-02, 1.754E-03, 1.754E-03
 1.440E+03, 5.961E+01,-1.795E+01,-4.504E+01, 3.493E+00,-8.051E-02, 0.000E+00, 0.000E+00, 0.000E+00, 8.901E-02, 2.982E-02, 1.774E-03, 1.774E-03
 1.520E+03, 6.058E+01,-1.815E+01,-4.578E+01, 3.572E+00,-8.324E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.414E-01, 1.416E-01, 1.795E-03, 1.795E-03
