s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,"O2Rear","CO2Rear","CORear","THCRear","SootRear","H2ORear","O2Front","CO2Front","COFront","THCFront","SootFront","H2OFront","HFR","HFF","TRSampA","TFSampA","TR24A","TR80A","TF24A","TF80A","TFloorR","TFloorF","TCeilF","TWallUR","TD79LBB","TD79CBB","TD79RBB","TD70LA","TD70LBB","TD70CA","TD70CBB","TD30LA","TD30LBB","TD60CBB","TD50CA","TD50CBB","TD40CBB","TD30CA","TD30CBB","TD20LBB","TD20CBB","TD20RBB","TD5CBB","VD79L","VD79C","VD79R","VD60C","VD40C","VD20L","VD20C","VD20R","VD5C"
 0.000E+00, 2.078E-01, 3.869E-04, 0.000E+00, 0.000E+00, 0.000E+00, 5.149E-03, 2.078E-01, 3.869E-04, 0.000E+00, 0.000E+00, 0.000E+00, 5.149E-03,-4.785E-06,-7.863E-06, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01,-1.157E-02, 2.441E-03, 6.801E-03, 3.633E-03, 1.012E-02,-3.412E-03,-4.846E-04,-4.333E-03, 6.147E-03
 8.002E+01, 2.061E-01, 1.430E-03, 5.103E-06, 3.783E-06, 1.075E-06, 5.898E-03, 2.056E-01, 1.684E-03, 7.185E-06, 4.160E-06, 1.514E-06, 6.082E-03, 1.085E-01, 1.097E-01, 3.958E+01, 4.420E+01, 2.006E+01, 4.154E+01, 2.072E+01, 4.058E+01, 2.424E+01, 2.429E+01, 3.116E+01, 2.001E+01, 3.858E+01, 3.596E+01, 3.924E+01, 4.068E+01, 3.640E+01, 3.433E+01, 3.134E+01, 2.004E+01, 2.035E+01, 2.840E+01, 2.806E+01, 2.629E+01, 2.186E+01, 2.002E+01, 2.034E+01, 2.020E+01, 2.022E+01, 2.021E+01, 2.020E+01,-3.549E-01,-3.186E-01,-3.348E-01,-7.235E-02, 2.236E-02, 6.355E-02, 4.809E-02, 6.512E-02, 6.330E-02
 1.600E+02, 1.967E-01, 6.881E-03, 6.367E-05, 1.334E-05, 1.342E-05, 9.851E-03, 1.951E-01, 7.836E-03, 7.352E-05, 1.412E-05, 1.550E-05, 1.054E-02, 1.518E+00, 6.663E-01, 1.294E+02, 1.515E+02, 2.296E+01, 1.461E+02, 2.486E+01, 1.407E+02, 8.027E+01, 5.091E+01, 8.997E+01, 2.076E+01, 1.393E+02, 1.336E+02, 1.433E+02, 1.440E+02, 1.364E+02, 1.182E+02, 1.102E+02, 2.008E+01, 2.193E+01, 9.144E+01, 6.748E+01, 6.574E+01, 2.513E+01, 2.016E+01, 2.212E+01, 2.148E+01, 2.164E+01, 2.149E+01, 2.136E+01,-1.374E+00,-1.155E+00,-1.389E+00,-3.693E-01, 2.043E-01, 3.959E-01, 3.367E-01, 3.953E-01, 4.150E-01
 2.400E+02, 1.854E-01, 1.350E-02, 1.247E-04, 1.928E-05, 2.630E-05, 1.464E-02, 1.868E-01, 1.270E-02, 1.334E-04, 2.037E-05, 2.814E-05, 1.409E-02, 2.793E+00, 1.624E+00, 2.256E+02, 2.315E+02, 2.962E+01, 2.538E+02, 3.733E+01, 2.396E+02, 1.378E+02, 9.356E+01, 1.549E+02, 2.520E+01, 2.250E+02, 2.310E+02, 2.379E+02, 2.183E+02, 2.094E+02, 1.987E+02, 1.918E+02, 2.017E+01, 2.412E+01, 1.550E+02, 9.596E+01, 9.603E+01, 3.043E+01, 2.036E+01, 2.475E+01, 2.343E+01, 2.399E+01, 2.342E+01, 2.318E+01,-1.904E+00,-1.669E+00,-1.868E+00,-5.424E-01, 2.660E-01, 5.299E-01, 4.473E-01, 5.381E-01, 6.115E-01
 3.200E+02, 1.815E-01, 1.580E-02, 1.467E-04, 1.994E-05, 3.095E-05, 1.631E-02, 1.842E-01, 1.418E-02, 1.555E-04, 2.204E-05, 3.280E-05, 1.516E-02, 2.873E+00, 2.113E+00, 2.546E+02, 2.582E+02, 3.024E+01, 2.676E+02, 4.471E+01, 2.434E+02, 1.484E+02, 1.174E+02, 1.809E+02, 3.356E+01, 2.457E+02, 2.418E+02, 2.493E+02, 2.349E+02, 2.279E+02, 2.115E+02, 2.053E+02, 2.023E+01, 2.526E+01, 1.705E+02, 9.344E+01, 9.916E+01, 3.002E+01, 2.044E+01, 2.606E+01, 2.431E+01, 2.509E+01, 2.430E+01, 2.417E+01,-1.970E+00,-1.785E+00,-2.013E+00,-5.567E-01, 2.657E-01, 5.733E-01, 4.898E-01, 5.678E-01, 6.469E-01
 4.000E+02, 1.813E-01, 1.592E-02, 1.499E-04, 1.904E-05, 3.162E-05, 1.640E-02, 1.860E-01, 1.315E-02, 1.510E-04, 2.108E-05, 3.184E-05, 1.443E-02, 3.167E+00, 2.213E+00, 2.556E+02, 2.459E+02, 3.037E+01, 2.743E+02, 4.663E+01, 2.520E+02, 1.584E+02, 1.267E+02, 1.878E+02, 4.183E+01, 2.412E+02, 2.459E+02, 2.540E+02, 2.353E+02, 2.272E+02, 2.111E+02, 2.044E+02, 2.023E+01, 2.570E+01, 1.743E+02, 1.039E+02, 1.087E+02, 3.334E+01, 2.042E+01, 2.645E+01, 2.477E+01, 2.547E+01, 2.468E+01, 2.449E+01,-1.983E+00,-1.813E+00,-2.054E+00,-5.701E-01, 2.688E-01, 5.513E-01, 4.901E-01, 5.890E-01, 6.532E-01
 4.800E+02, 1.811E-01, 1.602E-02, 1.545E-04, 1.928E-05, 3.260E-05, 1.648E-02, 1.848E-01, 1.382E-02, 1.555E-04, 2.121E-05, 3.281E-05, 1.491E-02, 3.376E+00, 2.373E+00, 2.657E+02, 2.606E+02, 3.538E+01, 2.744E+02, 4.872E+01, 2.517E+02, 1.679E+02, 1.334E+02, 1.969E+02, 4.805E+01, 2.470E+02, 2.500E+02, 2.579E+02, 2.330E+02, 2.262E+02, 2.180E+02, 2.123E+02, 2.032E+01, 2.609E+01, 1.741E+02, 1.115E+02, 1.155E+02, 3.430E+01, 2.047E+01, 2.690E+01, 2.508E+01, 2.583E+01, 2.507E+01, 2.478E+01,-2.018E+00,-1.828E+00,-2.046E+00,-6.112E-01, 2.676E-01, 5.926E-01, 5.044E-01, 5.781E-01, 6.844E-01
 5.600E+02, 1.787E-01, 1.745E-02, 1.610E-04, 1.973E-05, 3.397E-05, 1.751E-02, 1.801E-01, 1.663E-02, 1.796E-04, 2.299E-05, 3.788E-05, 1.694E-02, 4.427E+00, 3.389E+00, 2.861E+02, 3.039E+02, 4.266E+01, 2.965E+02, 5.106E+01, 2.669E+02, 1.920E+02, 1.609E+02, 2.275E+02, 5.259E+01, 2.858E+02, 2.793E+02, 2.786E+02, 2.839E+02, 2.709E+02, 2.333E+02, 2.259E+02, 2.046E+01, 2.807E+01, 1.973E+02, 1.424E+02, 1.440E+02, 4.055E+01, 2.064E+01, 2.917E+01, 2.687E+01, 2.777E+01, 2.679E+01, 2.633E+01,-2.201E+00,-1.974E+00,-2.205E+00,-6.833E-01, 1.780E-01, 6.136E-01, 4.927E-01, 5.817E-01, 6.708E-01
 6.400E+02, 1.648E-01, 2.564E-02, 2.011E-04, 2.015E-05, 4.245E-05, 2.342E-02, 1.619E-01, 2.729E-02, 2.409E-04, 2.440E-05, 5.087E-05, 2.464E-02, 8.747E+00, 8.352E+00, 3.767E+02, 4.455E+02, 6.222E+01, 4.000E+02, 6.119E+01, 3.931E+02, 2.720E+02, 2.573E+02, 3.335E+02, 5.651E+01, 4.045E+02, 3.818E+02, 3.776E+02, 3.975E+02, 3.738E+02, 3.120E+02, 3.006E+02, 2.088E+01, 3.766E+01, 2.569E+02, 1.835E+02, 1.916E+02, 9.572E+01, 2.124E+01, 4.001E+01, 3.545E+01, 3.761E+01, 3.539E+01, 3.400E+01,-2.819E+00,-2.444E+00,-2.650E+00,-8.112E-01,-5.780E-02, 6.212E-01, 5.103E-01, 6.033E-01, 6.922E-01
