s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 7.201E+02, 1.980E-01, 6.460E-03, 7.893E-10, 2.791E-10, 6.384E-04, 2.496E-03, 1.976E-01, 6.879E-03, 9.419E-11, 2.983E-11, 6.794E-04, 2.656E-03, 1.293E+00, 5.485E-01, 9.836E+01, 9.857E+01, 3.306E+01, 9.148E+01, 4.137E+01, 9.483E+01, 9.465E+01, 5.422E+01, 7.798E+01, 2.696E+01, 9.412E+01, 9.098E+01, 9.357E+01, 9.421E+01, 9.273E+01, 8.977E+01, 8.813E+01, 2.020E+01, 2.211E+01, 8.298E+01, 7.916E+01, 7.863E+01, 3.721E+01, 2.008E+01, 2.207E+01, 2.181E+01, 2.192E+01, 2.178E+01, 2.140E+01,-1.262E+00,-1.103E+00,-1.303E+00,-3.836E-01, 2.057E-01, 5.736E-01, 5.219E-01, 5.886E-01, 5.230E-01
 8.001E+02, 1.980E-01, 6.465E-03, 1.292E-09, 6.953E-10, 6.397E-04, 2.501E-03, 1.978E-01, 6.691E-03, 8.272E-11, 2.650E-11, 6.597E-04, 2.579E-03, 1.422E+00, 6.154E-01, 1.005E+02, 1.014E+02, 3.933E+01, 9.672E+01, 4.095E+01, 1.031E+02, 9.868E+01, 5.863E+01, 8.392E+01, 2.919E+01, 9.675E+01, 9.695E+01, 1.015E+02, 9.624E+01, 9.499E+01, 9.495E+01, 9.370E+01, 2.036E+01, 2.241E+01, 8.551E+01, 7.566E+01, 7.524E+01, 3.698E+01, 2.017E+01, 2.234E+01, 2.195E+01, 2.206E+01, 2.196E+01, 2.159E+01,-1.300E+00,-1.092E+00,-1.256E+00,-2.822E-01, 2.102E-01, 5.705E-01, 5.401E-01, 5.808E-01, 4.768E-01
 8.801E+02, 1.982E-01, 6.317E-03, 3.860E-09, 1.428E-09, 6.258E-04, 2.446E-03, 1.977E-01, 6.740E-03, 9.867E-11, 3.313E-11, 6.655E-04, 2.602E-03, 1.557E+00, 6.634E-01, 1.012E+02, 1.041E+02, 3.651E+01, 1.026E+02, 4.407E+01, 1.005E+02, 1.060E+02, 6.199E+01, 8.827E+01, 3.099E+01, 1.002E+02, 9.781E+01, 1.006E+02, 1.005E+02, 9.910E+01, 9.596E+01, 9.477E+01, 2.097E+01, 2.312E+01, 8.843E+01, 7.836E+01, 7.761E+01, 3.793E+01, 2.016E+01, 2.250E+01, 2.214E+01, 2.223E+01, 2.211E+01, 2.174E+01,-1.394E+00,-1.098E+00,-1.341E+00,-3.450E-01, 1.635E-01, 5.895E-01, 5.502E-01, 6.040E-01, 4.823E-01
 9.601E+02, 1.978E-01, 6.613E-03, 6.705E-09, 2.398E-09, 6.546E-04, 2.559E-03, 1.972E-01, 7.061E-03, 1.213E-10, 4.101E-11, 6.965E-04, 2.723E-03, 1.642E+00, 7.134E-01, 1.046E+02, 1.080E+02, 3.605E+01, 1.024E+02, 4.543E+01, 1.033E+02, 1.108E+02, 6.513E+01, 9.281E+01, 3.244E+01, 1.041E+02, 1.010E+02, 1.039E+02, 1.042E+02, 1.029E+02, 9.910E+01, 9.770E+01, 2.024E+01, 2.267E+01, 9.134E+01, 8.393E+01, 8.312E+01, 3.756E+01, 2.004E+01, 2.260E+01, 2.233E+01, 2.242E+01, 2.230E+01, 2.189E+01,-1.319E+00,-1.166E+00,-1.346E+00,-3.243E-01, 1.745E-01, 5.833E-01, 5.460E-01, 5.846E-01, 4.817E-01
 1.040E+03, 1.979E-01, 6.578E-03, 2.405E-09, 1.223E-09, 6.510E-04, 2.545E-03, 1.969E-01, 7.315E-03, 9.245E-11, 2.883E-11, 7.231E-04, 2.827E-03, 1.710E+00, 7.521E-01, 1.066E+02, 1.113E+02, 3.753E+01, 1.088E+02, 4.222E+01, 1.054E+02, 1.138E+02, 6.756E+01, 9.632E+01, 3.367E+01, 1.065E+02, 1.036E+02, 1.063E+02, 1.065E+02, 1.049E+02, 1.017E+02, 1.001E+02, 2.033E+01, 2.277E+01, 9.253E+01, 8.323E+01, 8.314E+01, 3.983E+01, 2.010E+01, 2.276E+01, 2.238E+01, 2.253E+01, 2.241E+01, 2.195E+01,-1.392E+00,-1.210E+00,-1.393E+00,-3.708E-01, 1.795E-01, 6.076E-01, 5.574E-01, 6.078E-01, 5.328E-01
 1.120E+03, 1.984E-01, 6.173E-03, 1.840E-08, 6.534E-09, 6.106E-04, 2.387E-03, 1.973E-01, 7.027E-03, 8.528E-11, 3.036E-11, 6.947E-04, 2.715E-03, 1.834E+00, 7.766E-01, 1.040E+02, 1.105E+02, 3.717E+01, 1.089E+02, 5.005E+01, 1.078E+02, 1.201E+02, 6.956E+01, 9.835E+01, 3.468E+01, 1.067E+02, 1.055E+02, 1.080E+02, 1.068E+02, 1.056E+02, 1.037E+02, 1.024E+02, 2.078E+01, 2.335E+01, 9.309E+01, 8.122E+01, 8.110E+01, 4.219E+01, 2.022E+01, 2.293E+01, 2.245E+01, 2.260E+01, 2.251E+01, 2.203E+01,-1.329E+00,-1.206E+00,-1.453E+00,-3.784E-01, 1.605E-01, 6.101E-01, 5.537E-01, 5.765E-01, 5.110E-01
 1.200E+03, 1.984E-01, 6.255E-03, 2.250E-09, 9.628E-10, 6.180E-04, 2.416E-03, 1.976E-01, 6.762E-03, 7.779E-11, 2.768E-11, 6.674E-04, 2.609E-03, 1.835E+00, 7.654E-01, 1.042E+02, 1.083E+02, 3.579E+01, 1.096E+02, 4.425E+01, 1.057E+02, 1.207E+02, 6.957E+01, 9.876E+01, 3.543E+01, 1.047E+02, 1.031E+02, 1.059E+02, 1.051E+02, 1.040E+02, 1.016E+02, 1.006E+02, 2.044E+01, 2.297E+01, 9.195E+01, 8.391E+01, 8.301E+01, 3.898E+01, 2.003E+01, 2.277E+01, 2.246E+01, 2.261E+01, 2.249E+01, 2.200E+01,-1.385E+00,-1.200E+00,-1.434E+00,-3.742E-01, 1.738E-01, 6.081E-01, 5.545E-01, 6.049E-01, 5.325E-01
 1.280E+03, 1.982E-01, 6.400E-03, 2.277E-09, 1.284E-09, 6.327E-04, 2.473E-03, 1.980E-01, 6.409E-03, 7.235E-11, 3.373E-11, 6.321E-04, 2.471E-03, 1.794E+00, 7.635E-01, 1.059E+02, 1.073E+02, 3.951E+01, 1.087E+02, 4.338E+01, 1.054E+02, 1.201E+02, 6.978E+01, 9.937E+01, 3.595E+01, 1.035E+02, 1.038E+02, 1.059E+02, 1.036E+02, 1.026E+02, 1.024E+02, 1.013E+02, 2.088E+01, 2.335E+01, 9.303E+01, 8.435E+01, 8.425E+01, 3.814E+01, 2.003E+01, 2.281E+01, 2.252E+01, 2.262E+01, 2.250E+01, 2.202E+01,-1.382E+00,-1.150E+00,-1.401E+00,-3.365E-01, 2.037E-01, 5.917E-01, 5.597E-01, 6.103E-01, 5.099E-01
 1.360E+03, 1.974E-01, 6.927E-03, 6.694E-10, 2.103E-10, 6.850E-04, 2.678E-03, 1.976E-01, 6.838E-03, 1.128E-10, 3.184E-11, 6.763E-04, 2.644E-03, 1.534E+00, 7.464E-01, 1.111E+02, 1.083E+02, 3.959E+01, 1.033E+02, 4.325E+01, 1.074E+02, 1.107E+02, 6.918E+01, 9.930E+01, 3.634E+01, 1.048E+02, 1.032E+02, 1.062E+02, 1.049E+02, 1.035E+02, 1.015E+02, 1.004E+02, 2.050E+01, 2.312E+01, 9.150E+01, 7.924E+01, 7.928E+01, 3.171E+01, 2.002E+01, 2.280E+01, 2.253E+01, 2.265E+01, 2.247E+01, 2.203E+01,-1.384E+00,-1.169E+00,-1.305E+00,-3.577E-01, 2.505E-01, 5.655E-01, 5.337E-01, 5.859E-01, 4.827E-01
 1.440E+03, 1.984E-01, 6.191E-03, 2.292E-09, 8.694E-10, 6.130E-04, 2.396E-03, 1.980E-01, 6.503E-03, 7.288E-11, 2.656E-11, 6.425E-04, 2.512E-03, 1.719E+00, 7.576E-01, 1.039E+02, 1.071E+02, 3.674E+01, 1.073E+02, 4.402E+01, 1.059E+02, 1.165E+02, 6.973E+01, 9.972E+01, 3.663E+01, 1.042E+02, 1.027E+02, 1.045E+02, 1.044E+02, 1.035E+02, 1.010E+02, 9.979E+01, 2.013E+01, 2.281E+01, 9.188E+01, 8.309E+01, 8.236E+01, 3.249E+01, 2.001E+01, 2.285E+01, 2.257E+01, 2.268E+01, 2.257E+01, 2.206E+01,-1.349E+00,-1.162E+00,-1.297E+00,-3.477E-01, 2.260E-01, 5.608E-01, 5.098E-01, 5.408E-01, 4.567E-01
 1.520E+03, 1.989E-01, 5.890E-03, 3.025E-09, 1.348E-09, 5.834E-04, 2.280E-03, 1.983E-01, 6.310E-03, 5.511E-11, 2.656E-11, 6.235E-04, 2.437E-03, 1.508E+00, 6.810E-01, 9.917E+01, 1.038E+02, 3.415E+01, 1.012E+02, 4.017E+01, 1.011E+02, 1.119E+02, 6.760E+01, 9.698E+01, 3.680E+01, 1.012E+02, 9.928E+01, 1.013E+02, 1.013E+02, 1.005E+02, 9.805E+01, 9.716E+01, 2.011E+01, 2.258E+01, 9.122E+01, 8.208E+01, 8.243E+01, 3.365E+01, 2.002E+01, 2.267E+01, 2.236E+01, 2.250E+01, 2.239E+01, 2.196E+01,-1.288E+00,-1.133E+00,-1.328E+00,-3.391E-01, 2.718E-01, 5.703E-01, 5.073E-01, 5.689E-01, 4.551E-01
 1.600E+03, 2.013E-01, 4.247E-03, 2.602E-12, 5.179E-10, 4.205E-04, 1.644E-03, 2.008E-01, 4.534E-03, 4.691E-12, 2.485E-11, 4.488E-04, 1.754E-03, 6.149E-01, 3.767E-01, 8.336E+01, 8.665E+01, 3.052E+01, 8.213E+01, 3.265E+01, 8.261E+01, 8.032E+01, 5.464E+01, 8.037E+01, 3.674E+01, 8.133E+01, 8.016E+01, 8.114E+01, 7.335E+01, 7.449E+01, 7.393E+01, 7.503E+01, 2.003E+01, 2.151E+01, 5.878E+01, 4.399E+01, 4.705E+01, 2.480E+01, 2.000E+01, 2.154E+01, 2.143E+01, 2.146E+01, 2.155E+01, 2.128E+01,-8.457E-01,-7.619E-01,-8.920E-01,-2.723E-01, 2.310E-01, 4.121E-01, 3.811E-01, 3.924E-01, 3.631E-01
