s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 7.200E+02, 1.559E-01, 2.882E-02, 1.992E-04, 1.430E-04, 4.140E-02, 1.620E-01, 2.544E-02, 2.026E-04, 1.555E-04, 3.711E-02, 1.394E+01, 1.027E+01, 4.565E+02, 4.565E+02, 9.992E+01, 4.759E+02, 1.035E+02, 4.483E+02, 3.737E+02, 3.143E+02, 3.913E+02, 8.761E+01, 4.347E+02, 4.410E+02, 4.490E+02, 4.355E+02, 4.163E+02, 3.950E+02, 3.813E+02, 2.118E+01, 4.619E+01, 3.234E+02, 2.575E+02, 2.649E+02, 1.506E+02, 2.168E+01, 4.962E+01, 4.220E+01, 4.562E+01, 4.193E+01, 4.065E+01,-3.187E+00,-2.844E+00,-3.259E+00,-1.031E+00,-1.780E-01, 7.859E-01, 6.538E-01, 7.893E-01, 9.157E-01
 8.000E+02, 1.413E-01, 3.684E-02, 2.387E-04, 1.436E-04, 5.176E-02, 1.445E-01, 3.502E-02, 2.381E-04, 1.574E-04, 4.945E-02, 2.137E+01, 1.563E+01, 5.384E+02, 5.673E+02, 1.091E+02, 5.307E+02, 1.155E+02, 5.300E+02, 4.450E+02, 3.794E+02, 4.649E+02, 9.082E+01, 5.194E+02, 5.126E+02, 5.211E+02, 5.208E+02, 4.883E+02, 4.600E+02, 4.391E+02, 2.181E+01, 5.824E+01, 3.735E+02, 2.988E+02, 3.057E+02, 1.558E+02, 2.220E+01, 6.253E+01, 5.259E+01, 5.685E+01, 5.222E+01, 5.010E+01,-3.597E+00,-3.222E+00,-3.623E+00,-1.174E+00,-1.668E-01, 7.827E-01, 6.520E-01, 7.617E-01, 8.934E-01
 8.800E+02, 1.298E-01, 4.315E-02, 2.625E-04, 1.527E-04, 5.992E-02, 1.253E-01, 4.560E-02, 2.597E-04, 1.454E-04, 6.313E-02, 3.093E+01, 2.369E+01, 6.412E+02, 6.935E+02, 1.504E+02, 6.070E+02, 1.445E+02, 6.100E+02, 5.301E+02, 4.669E+02, 5.687E+02, 9.596E+01, 6.237E+02, 6.001E+02, 5.891E+02, 6.554E+02, 6.082E+02, 5.585E+02, 5.315E+02, 2.302E+01, 8.084E+01, 4.461E+02, 3.504E+02, 3.673E+02, 2.291E+02, 2.338E+01, 8.613E+01, 7.183E+01, 7.717E+01, 7.086E+01, 6.771E+01,-4.145E+00,-3.644E+00,-3.983E+00,-1.323E+00,-2.605E-01, 8.343E-01, 6.996E-01, 8.049E-01, 9.149E-01
 9.600E+02, 1.292E-01, 4.345E-02, 2.847E-04, 1.637E-04, 6.038E-02, 1.174E-01, 4.963E-02, 5.564E-04, 2.859E-04, 6.903E-02, 3.524E+01, 2.684E+01, 6.710E+02, 7.364E+02, 1.671E+02, 6.312E+02, 1.501E+02, 6.109E+02, 5.608E+02, 4.948E+02, 6.054E+02, 1.064E+02, 6.558E+02, 6.176E+02, 6.048E+02, 6.809E+02, 6.303E+02, 5.777E+02, 5.514E+02, 2.465E+01, 9.039E+01, 4.664E+02, 3.577E+02, 3.764E+02, 2.475E+02, 2.374E+01, 9.575E+01, 7.989E+01, 8.603E+01, 7.895E+01, 7.489E+01,-4.309E+00,-3.731E+00,-4.029E+00,-1.373E+00,-3.039E-01, 8.098E-01, 7.117E-01, 8.002E-01, 9.581E-01
 1.040E+03, 1.215E-01, 4.770E-02, 2.543E-04, 1.331E-04, 6.580E-02, 1.259E-01, 4.529E-02, 2.726E-04, 1.458E-04, 6.278E-02, 3.651E+01, 2.938E+01, 6.556E+02, 7.129E+02, 1.755E+02, 6.530E+02, 1.709E+02, 6.889E+02, 5.728E+02, 5.167E+02, 6.081E+02, 1.175E+02, 6.445E+02, 6.399E+02, 6.490E+02, 6.663E+02, 6.225E+02, 6.085E+02, 5.767E+02, 2.381E+01, 9.568E+01, 4.861E+02, 3.963E+02, 4.131E+02, 2.527E+02, 2.372E+01, 1.017E+02, 8.536E+01, 9.166E+01, 8.449E+01, 8.033E+01,-4.287E+00,-3.873E+00,-4.258E+00,-1.383E+00,-2.456E-01, 8.389E-01, 7.117E-01, 8.254E-01, 9.489E-01
 1.120E+03, 1.145E-01, 5.158E-02, 2.538E-04, 1.291E-04, 7.081E-02, 1.193E-01, 4.892E-02, 2.893E-04, 1.465E-04, 6.754E-02, 3.950E+01, 3.061E+01, 6.771E+02, 7.382E+02, 1.810E+02, 6.588E+02, 1.702E+02, 6.790E+02, 5.910E+02, 5.269E+02, 6.269E+02, 1.259E+02, 6.641E+02, 6.467E+02, 6.453E+02, 6.824E+02, 6.350E+02, 6.073E+02, 5.782E+02, 2.941E+01, 1.039E+02, 5.004E+02, 3.905E+02, 4.107E+02, 2.518E+02, 2.403E+01, 1.061E+02, 8.862E+01, 9.543E+01, 8.721E+01, 8.309E+01,-4.330E+00,-3.833E+00,-4.244E+00,-1.441E+00,-3.068E-01, 8.075E-01, 7.377E-01, 8.447E-01, 9.961E-01
 1.200E+03, 1.073E-01, 5.553E-02, 2.768E-04, 1.209E-04, 7.601E-02, 1.219E-01, 4.739E-02, 3.698E-04, 1.763E-04, 6.573E-02, 4.393E+01, 3.351E+01, 7.010E+02, 7.367E+02, 1.884E+02, 7.185E+02, 1.835E+02, 7.291E+02, 6.169E+02, 5.468E+02, 6.405E+02, 1.324E+02, 6.677E+02, 6.669E+02, 6.798E+02, 6.800E+02, 6.369E+02, 6.316E+02, 6.004E+02, 2.457E+01, 1.066E+02, 5.228E+02, 4.147E+02, 4.334E+02, 2.749E+02, 2.441E+01, 1.158E+02, 9.584E+01, 1.035E+02, 9.514E+01, 8.987E+01,-4.296E+00,-3.896E+00,-4.383E+00,-1.479E+00,-3.007E-01, 8.064E-01, 7.392E-01, 8.229E-01, 1.032E+00
 1.280E+03, 1.146E-01, 5.154E-02, 2.590E-04, 1.270E-04, 7.079E-02, 1.139E-01, 5.193E-02, 2.318E-04, 1.192E-04, 7.132E-02, 4.507E+01, 3.509E+01, 7.138E+02, 7.695E+02, 1.935E+02, 7.002E+02, 1.862E+02, 7.179E+02, 6.257E+02, 5.593E+02, 6.544E+02, 1.383E+02, 6.902E+02, 6.776E+02, 6.781E+02, 7.012E+02, 6.540E+02, 6.425E+02, 6.087E+02, 2.392E+01, 1.107E+02, 5.227E+02, 4.200E+02, 4.402E+02, 2.727E+02, 2.447E+01, 1.186E+02, 9.948E+01, 1.060E+02, 9.799E+01, 9.284E+01,-4.455E+00,-4.036E+00,-4.407E+00,-1.458E+00,-3.599E-01, 8.355E-01, 7.368E-01, 8.402E-01, 9.638E-01
 1.360E+03, 1.134E-01, 5.222E-02, 2.213E-04, 1.138E-04, 7.158E-02, 1.079E-01, 5.526E-02, 2.195E-04, 1.076E-04, 7.560E-02, 4.697E+01, 3.851E+01, 7.259E+02, 8.092E+02, 2.009E+02, 7.065E+02, 1.851E+02, 7.262E+02, 6.354E+02, 5.807E+02, 6.824E+02, 1.436E+02, 7.157E+02, 6.977E+02, 6.994E+02, 7.459E+02, 6.890E+02, 6.733E+02, 6.355E+02, 2.397E+01, 1.206E+02, 5.301E+02, 4.416E+02, 4.624E+02, 2.982E+02, 2.505E+01, 1.281E+02, 1.066E+02, 1.146E+02, 1.060E+02, 1.001E+02,-4.633E+00,-4.133E+00,-4.445E+00,-1.493E+00,-3.512E-01, 8.317E-01, 7.416E-01, 8.272E-01, 9.917E-01
 1.440E+03, 1.126E-01, 5.265E-02, 2.546E-04, 1.165E-04, 7.223E-02, 1.120E-01, 5.302E-02, 2.142E-04, 1.089E-04, 7.269E-02, 4.976E+01, 3.915E+01, 7.490E+02, 7.998E+02, 2.058E+02, 7.110E+02, 1.975E+02, 7.224E+02, 6.489E+02, 5.858E+02, 6.875E+02, 1.478E+02, 7.147E+02, 6.870E+02, 6.864E+02, 7.604E+02, 7.004E+02, 6.670E+02, 6.306E+02, 2.442E+01, 1.226E+02, 5.484E+02, 4.261E+02, 4.511E+02, 2.943E+02, 2.495E+01, 1.294E+02, 1.088E+02, 1.160E+02, 1.078E+02, 1.016E+02,-4.675E+00,-4.066E+00,-4.447E+00,-1.564E+00,-2.665E-01, 8.569E-01, 7.351E-01, 8.075E-01, 9.749E-01
 1.520E+03, 1.154E-01, 5.113E-02, 2.026E-04, 1.115E-04, 7.013E-02, 1.134E-01, 5.213E-02, 2.993E-04, 1.212E-04, 7.171E-02, 4.939E+01, 4.064E+01, 7.203E+02, 7.980E+02, 2.119E+02, 7.169E+02, 2.153E+02, 7.747E+02, 6.484E+02, 5.941E+02, 6.887E+02, 1.520E+02, 7.117E+02, 7.067E+02, 7.141E+02, 7.317E+02, 6.819E+02, 7.031E+02, 6.597E+02, 3.107E+01, 1.281E+02, 5.649E+02, 4.526E+02, 4.732E+02, 3.110E+02, 2.489E+01, 1.335E+02, 1.113E+02, 1.198E+02, 1.103E+02, 1.038E+02,-4.618E+00,-4.211E+00,-4.700E+00,-1.617E+00,-3.353E-01, 8.522E-01, 7.607E-01, 8.620E-01, 1.032E+00
 1.600E+03, 9.765E-02, 6.094E-02, 1.960E-04, 8.543E-05, 8.291E-02, 1.062E-01, 5.579E-02, 5.871E-04, 2.292E-04, 7.713E-02, 5.352E+01, 4.314E+01, 7.390E+02, 8.037E+02, 2.134E+02, 7.491E+02, 2.095E+02, 7.955E+02, 6.692E+02, 6.086E+02, 7.016E+02, 1.546E+02, 7.208E+02, 7.275E+02, 7.387E+02, 7.428E+02, 6.915E+02, 6.914E+02, 6.545E+02, 2.740E+01, 1.328E+02, 5.605E+02, 4.552E+02, 4.765E+02, 3.390E+02, 2.592E+01, 1.413E+02, 1.165E+02, 1.260E+02, 1.172E+02, 1.097E+02,-4.605E+00,-4.227E+00,-4.717E+00,-1.538E+00,-4.947E-01, 8.620E-01, 7.579E-01, 8.381E-01, 1.018E+00
 1.680E+03, 8.430E-02, 6.838E-02, 1.258E-04, 5.844E-05, 9.263E-02, 8.428E-02, 6.685E-02, 1.539E-03, 4.684E-04, 9.371E-02, 6.672E+01, 6.185E+01, 7.977E+02, 9.248E+02, 2.514E+02, 7.997E+02, 2.370E+02, 9.161E+02, 7.209E+02, 6.922E+02, 8.069E+02, 1.564E+02, 8.255E+02, 8.141E+02, 8.192E+02, 8.643E+02, 7.920E+02, 8.115E+02, 7.550E+02, 3.403E+01, 1.800E+02, 6.205E+02, 5.017E+02, 5.375E+02, 3.906E+02, 2.725E+01, 1.871E+02, 1.551E+02, 1.672E+02, 1.544E+02, 1.452E+02,-5.106E+00,-4.645E+00,-5.209E+00,-1.688E+00,-5.378E-01, 8.029E-01, 7.259E-01, 8.302E-01, 9.719E-01
 1.760E+03, 7.397E-02, 7.421E-02, 1.506E-05, 5.580E-06, 1.000E-01, 5.911E-02, 7.950E-02, 2.627E-03, 1.191E-03, 1.127E-01, 8.441E+01, 8.240E+01, 8.647E+02, 1.013E+03, 3.461E+02, 8.426E+02, 2.891E+02, 1.022E+03, 7.925E+02, 7.773E+02, 8.963E+02, 1.623E+02, 9.097E+02, 8.887E+02, 9.098E+02, 9.843E+02, 8.923E+02, 9.252E+02, 8.527E+02, 3.325E+01, 2.391E+02, 7.459E+02, 6.334E+02, 6.545E+02, 4.622E+02, 2.953E+01, 2.498E+02, 2.076E+02, 2.214E+02, 2.065E+02, 1.926E+02,-5.507E+00,-4.868E+00,-5.485E+00,-2.131E+00,-6.329E-01, 8.462E-01, 7.635E-01, 8.412E-01, 1.036E+00
 1.840E+03, 8.214E-02, 6.969E-02, 2.596E-05, 9.304E-06, 9.409E-02, 7.245E-02, 7.331E-02, 1.591E-03, 5.375E-04, 1.023E-01, 8.892E+01, 8.686E+01, 8.833E+02, 1.007E+03, 3.612E+02, 8.608E+02, 2.963E+02, 1.047E+03, 8.088E+02, 7.939E+02, 9.050E+02, 1.729E+02, 9.055E+02, 9.011E+02, 9.383E+02, 9.773E+02, 8.900E+02, 9.419E+02, 8.664E+02, 4.444E+01, 2.583E+02, 7.598E+02, 6.179E+02, 6.522E+02, 4.925E+02, 3.015E+01, 2.609E+02, 2.173E+02, 2.312E+02, 2.166E+02, 2.011E+02,-5.479E+00,-4.916E+00,-5.583E+00,-2.143E+00,-6.732E-01, 8.447E-01, 7.862E-01, 8.438E-01, 1.053E+00
 1.920E+03, 7.986E-02, 7.038E-02, 5.446E-04, 1.645E-04, 9.619E-02, 5.212E-02, 8.072E-02, 4.752E-03, 4.558E-03, 1.189E-01, 9.461E+01, 9.210E+01, 9.054E+02, 1.053E+03, 3.809E+02, 8.754E+02, 3.105E+02, 1.041E+03, 8.275E+02, 8.116E+02, 9.375E+02, 1.821E+02, 9.580E+02, 9.194E+02, 9.286E+02, 1.016E+03, 9.198E+02, 9.590E+02, 8.811E+02, 3.938E+01, 2.665E+02, 7.727E+02, 6.199E+02, 6.567E+02, 5.075E+02, 3.160E+01, 2.731E+02, 2.290E+02, 2.422E+02, 2.265E+02, 2.121E+02,-5.664E+00,-4.973E+00,-5.652E+00,-2.131E+00,-6.313E-01, 8.476E-01, 7.849E-01, 8.460E-01, 1.035E+00
 2.000E+03, 7.708E-02, 7.250E-02, 2.731E-06, 1.165E-06, 9.772E-02, 5.479E-02, 8.162E-02, 2.884E-03, 1.137E-03, 1.161E-01, 9.915E+01, 9.697E+01, 9.092E+02, 1.058E+03, 3.649E+02, 8.883E+02, 3.289E+02, 1.062E+03, 8.419E+02, 8.272E+02, 9.468E+02, 1.898E+02, 9.528E+02, 9.382E+02, 9.540E+02, 1.029E+03, 9.308E+02, 9.711E+02, 8.935E+02, 3.535E+01, 2.757E+02, 7.787E+02, 6.383E+02, 6.751E+02, 5.115E+02, 3.323E+01, 2.875E+02, 2.410E+02, 2.546E+02, 2.361E+02, 2.225E+02,-5.646E+00,-5.085E+00,-5.656E+00,-2.072E+00,-6.848E-01, 8.174E-01, 7.697E-01, 8.599E-01, 1.044E+00
 2.080E+03, 8.313E-02, 6.916E-02, 8.494E-06, 5.245E-06, 9.334E-02, 5.341E-02, 8.114E-02, 3.869E-03, 2.773E-03, 1.176E-01, 1.023E+02, 9.875E+01, 9.191E+02, 1.060E+03, 4.237E+02, 8.999E+02, 3.371E+02, 1.056E+03, 8.515E+02, 8.335E+02, 9.528E+02, 1.960E+02, 9.577E+02, 9.436E+02, 9.471E+02, 1.007E+03, 9.195E+02, 9.653E+02, 8.924E+02, 4.174E+01, 2.854E+02, 8.019E+02, 6.544E+02, 6.879E+02, 5.176E+02, 3.133E+01, 2.914E+02, 2.461E+02, 2.600E+02, 2.434E+02, 2.270E+02,-5.689E+00,-5.027E+00,-5.599E+00,-2.253E+00,-6.791E-01, 8.334E-01, 7.755E-01, 8.541E-01, 1.023E+00
 2.160E+03, 1.086E-01, 5.512E-02, 1.012E-05, 1.054E-05, 7.500E-02, 5.027E-02, 8.225E-02, 4.479E-03, 2.625E-03, 1.204E-01, 1.026E+02, 1.015E+02, 8.963E+02, 1.072E+03, 4.442E+02, 8.894E+02, 3.290E+02, 1.066E+03, 8.527E+02, 8.415E+02, 9.636E+02, 2.006E+02, 9.734E+02, 9.452E+02, 9.490E+02, 1.033E+03, 9.380E+02, 9.820E+02, 9.036E+02, 3.656E+01, 2.930E+02, 8.073E+02, 6.695E+02, 6.995E+02, 5.206E+02, 3.204E+01, 3.021E+02, 2.528E+02, 2.660E+02, 2.511E+02, 2.322E+02,-5.694E+00,-5.059E+00,-5.632E+00,-2.291E+00,-7.072E-01, 8.315E-01, 7.817E-01, 8.470E-01, 1.054E+00
 2.240E+03, 9.135E-02, 6.463E-02, 6.535E-06, 1.659E-06, 8.737E-02, 4.560E-02, 8.504E-02, 4.317E-03, 2.223E-03, 1.238E-01, 1.066E+02, 1.046E+02, 9.246E+02, 1.072E+03, 4.374E+02, 9.022E+02, 3.122E+02, 1.090E+03, 8.641E+02, 8.505E+02, 9.659E+02, 2.031E+02, 9.725E+02, 9.464E+02, 9.762E+02, 1.042E+03, 9.441E+02, 9.870E+02, 9.085E+02, 3.213E+01, 2.947E+02, 8.229E+02, 7.051E+02, 7.237E+02, 5.296E+02, 3.154E+01, 3.079E+02, 2.575E+02, 2.723E+02, 2.550E+02, 2.382E+02,-5.831E+00,-5.089E+00,-5.765E+00,-2.323E+00,-6.503E-01, 8.579E-01, 7.814E-01, 8.572E-01, 1.044E+00
 2.320E+03, 9.890E-02, 6.047E-02, 3.397E-06, 2.291E-06, 8.195E-02, 4.526E-02, 8.470E-02, 4.718E-03, 3.100E-03, 1.242E-01, 1.084E+02, 1.074E+02, 9.166E+02, 1.102E+03, 4.443E+02, 9.089E+02, 3.387E+02, 1.100E+03, 8.696E+02, 8.589E+02, 9.846E+02, 2.052E+02, 9.886E+02, 9.705E+02, 9.841E+02, 1.037E+03, 9.453E+02, 9.947E+02, 9.168E+02, 3.767E+01, 3.097E+02, 8.299E+02, 6.946E+02, 7.222E+02, 5.542E+02, 3.223E+01, 3.150E+02, 2.651E+02, 2.795E+02, 2.634E+02, 2.449E+02,-5.852E+00,-5.189E+00,-5.696E+00,-2.370E+00,-8.202E-01, 8.373E-01, 7.696E-01, 8.291E-01, 9.932E-01
 2.400E+03, 9.832E-02, 6.075E-02, 4.076E-05, 8.669E-06, 8.244E-02, 4.360E-02, 8.361E-02, 6.176E-03, 7.100E-03, 1.258E-01, 1.116E+02, 1.098E+02, 9.304E+02, 1.090E+03, 4.509E+02, 9.015E+02, 3.307E+02, 1.108E+03, 8.779E+02, 8.654E+02, 9.853E+02, 2.076E+02, 9.865E+02, 9.697E+02, 9.965E+02, 1.054E+03, 9.549E+02, 1.025E+03, 9.374E+02, 3.681E+01, 3.110E+02, 8.369E+02, 7.008E+02, 7.277E+02, 5.422E+02, 3.240E+01, 3.214E+02, 2.703E+02, 2.861E+02, 2.682E+02, 2.500E+02,-5.848E+00,-5.161E+00,-5.870E+00,-2.311E+00,-8.038E-01, 8.407E-01, 7.703E-01, 8.248E-01, 1.047E+00
 2.480E+03, 1.053E-01, 5.693E-02, 6.178E-07, 2.856E-07, 7.730E-02, 4.389E-02, 8.497E-02, 5.187E-03, 3.031E-03, 1.256E-01, 1.133E+02, 1.132E+02, 9.304E+02, 1.108E+03, 4.401E+02, 9.228E+02, 3.542E+02, 1.112E+03, 8.837E+02, 8.749E+02, 9.998E+02, 2.096E+02, 1.007E+03, 9.801E+02, 9.984E+02, 1.081E+03, 9.778E+02, 1.028E+03, 9.419E+02, 3.635E+01, 3.183E+02, 8.469E+02, 7.249E+02, 7.469E+02, 5.765E+02, 3.288E+01, 3.298E+02, 2.786E+02, 2.930E+02, 2.736E+02, 2.570E+02,-5.977E+00,-5.185E+00,-5.805E+00,-2.403E+00,-8.253E-01, 8.592E-01, 7.505E-01, 8.441E-01, 1.020E+00
