s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 2.480E+03, 3.595E-02, 8.438E-02, 1.682E-02, 3.007E-03, 3.645E-03, 8.436E-02, 3.369E-02, 9.663E-02, 6.509E-03, 5.226E-04, 1.409E-03, 8.180E-02, 2.730E+02, 1.491E+02, 1.265E+03, 1.138E+03, 1.201E+03, 1.249E+03, 4.431E+02, 1.141E+03, 1.190E+03, 9.629E+02, 1.059E+03, 2.200E+02, 1.026E+03, 1.027E+03, 1.023E+03, 1.123E+03, 1.018E+03, 1.116E+03, 1.015E+03, 4.717E+01, 4.113E+02, 9.421E+02, 8.074E+02, 8.276E+02, 6.428E+02, 3.637E+01, 4.202E+02, 3.611E+02, 3.790E+02, 3.580E+02, 3.344E+02,-6.006E+00,-5.496E+00,-5.948E+00,-2.608E+00,-8.080E-01, 8.789E-01, 7.994E-01, 8.802E-01, 1.070E+00
 2.560E+03, 3.224E-02, 8.279E-02, 2.044E-02, 3.473E-03, 4.442E-03, 8.735E-02, 3.975E-02, 9.585E-02, 3.818E-03, 2.139E-04, 8.242E-04, 7.815E-02, 2.603E+02, 1.514E+02, 1.259E+03, 1.150E+03, 1.097E+03, 1.240E+03, 4.271E+02, 1.152E+03, 1.171E+03, 9.679E+02, 1.064E+03, 2.208E+02, 1.035E+03, 1.031E+03, 1.032E+03, 1.131E+03, 1.021E+03, 1.122E+03, 1.018E+03, 4.054E+01, 4.186E+02, 9.532E+02, 8.379E+02, 8.465E+02, 6.685E+02, 3.813E+01, 4.264E+02, 3.673E+02, 3.833E+02, 3.625E+02, 3.391E+02,-5.938E+00,-5.510E+00,-6.010E+00,-2.660E+00,-7.791E-01, 8.678E-01, 8.061E-01, 8.804E-01, 1.086E+00
 2.640E+03, 3.983E-02, 8.644E-02, 1.278E-02, 1.375E-03, 2.777E-03, 8.155E-02, 3.172E-02, 9.893E-02, 5.422E-03, 3.933E-04, 1.174E-03, 8.221E-02, 2.739E+02, 1.495E+02, 1.258E+03, 1.140E+03, 1.269E+03, 1.272E+03, 4.357E+02, 1.139E+03, 1.191E+03, 9.643E+02, 1.058E+03, 2.212E+02, 1.029E+03, 1.027E+03, 1.024E+03, 1.124E+03, 1.018E+03, 1.112E+03, 1.012E+03, 4.958E+01, 4.167E+02, 9.387E+02, 8.302E+02, 8.397E+02, 6.655E+02, 3.655E+01, 4.207E+02, 3.640E+02, 3.800E+02, 3.593E+02, 3.358E+02,-6.018E+00,-5.522E+00,-5.997E+00,-2.563E+00,-7.531E-01, 8.749E-01, 8.148E-01, 8.851E-01, 1.107E+00
 2.720E+03, 3.210E-02, 8.452E-02, 1.879E-02, 3.902E-03, 4.071E-03, 8.656E-02, 2.607E-02, 9.769E-02, 9.825E-03, 8.061E-04, 2.132E-03, 8.638E-02, 2.599E+02, 1.464E+02, 1.239E+03, 1.138E+03, 1.185E+03, 1.248E+03, 4.420E+02, 1.130E+03, 1.171E+03, 9.573E+02, 1.057E+03, 2.209E+02, 1.030E+03, 1.025E+03, 1.015E+03, 1.135E+03, 1.024E+03, 1.104E+03, 1.005E+03, 4.597E+01, 4.092E+02, 9.205E+02, 7.763E+02, 8.096E+02, 6.185E+02, 3.585E+01, 4.165E+02, 3.575E+02, 3.765E+02, 3.561E+02, 3.315E+02,-5.954E+00,-5.447E+00,-5.926E+00,-2.416E+00,-7.575E-01, 8.820E-01, 7.928E-01, 8.717E-01, 1.038E+00
 2.800E+03, 2.574E-02, 8.397E-02, 2.286E-02, 4.939E-03, 4.944E-03, 9.066E-02, 2.660E-02, 9.777E-02, 9.417E-03, 1.036E-03, 2.041E-03, 8.590E-02, 2.729E+02, 1.529E+02, 1.255E+03, 1.145E+03, 1.266E+03, 1.276E+03, 4.478E+02, 1.154E+03, 1.188E+03, 9.705E+02, 1.067E+03, 2.200E+02, 1.034E+03, 1.030E+03, 1.033E+03, 1.147E+03, 1.035E+03, 1.115E+03, 1.018E+03, 4.160E+01, 4.202E+02, 9.480E+02, 8.349E+02, 8.485E+02, 6.699E+02, 3.634E+01, 4.305E+02, 3.687E+02, 3.875E+02, 3.677E+02, 3.431E+02,-6.012E+00,-5.543E+00,-5.944E+00,-2.626E+00,-8.734E-01, 8.742E-01, 7.900E-01, 8.724E-01, 1.054E+00
 2.880E+03, 9.620E-03, 8.738E-02, 2.868E-02, 6.080E-03, 6.210E-03, 9.967E-02, 8.506E-03, 9.741E-02, 1.999E-02, 2.604E-03, 4.343E-03, 9.765E-02, 3.163E+02, 1.800E+02, 1.320E+03, 1.186E+03, 1.338E+03, 1.311E+03, 5.010E+02, 1.201E+03, 1.244E+03, 1.025E+03, 1.125E+03, 2.212E+02, 1.083E+03, 1.074E+03, 1.077E+03, 1.180E+03, 1.082E+03, 1.136E+03, 1.050E+03, 6.296E+01, 4.847E+02, 9.773E+02, 8.829E+02, 9.002E+02, 7.200E+02, 3.981E+01, 4.876E+02, 4.229E+02, 4.412E+02, 4.217E+02, 3.924E+02,-6.284E+00,-5.720E+00,-6.262E+00,-2.274E+00,-7.167E-01, 8.866E-01, 8.056E-01, 8.616E-01, 1.084E+00
 2.960E+03, 3.197E-02, 8.004E-02, 2.303E-02, 5.534E-03, 4.970E-03, 8.785E-02, 1.334E-02, 1.002E-01, 1.457E-02, 2.006E-03, 3.158E-03, 9.345E-02, 3.341E+02, 1.907E+02, 1.331E+03, 1.210E+03, 1.347E+03, 1.317E+03, 5.035E+02, 1.221E+03, 1.266E+03, 1.046E+03, 1.142E+03, 2.267E+02, 1.095E+03, 1.091E+03, 1.104E+03, 1.207E+03, 1.096E+03, 1.175E+03, 1.079E+03, 8.104E+01, 5.203E+02, 1.010E+03, 8.897E+02, 9.162E+02, 7.431E+02, 4.056E+01, 5.116E+02, 4.420E+02, 4.633E+02, 4.409E+02, 4.122E+02,-6.345E+00,-5.796E+00,-6.262E+00,-2.406E+00,-7.977E-01, 8.863E-01, 8.021E-01, 8.828E-01, 1.076E+00
 3.040E+03, 1.351E-02, 8.362E-02, 3.013E-02, 5.812E-03, 6.546E-03, 9.873E-02, 1.333E-02, 9.893E-02, 1.587E-02, 1.418E-03, 3.450E-03, 9.423E-02, 3.265E+02, 1.913E+02, 1.331E+03, 1.202E+03, 1.305E+03, 1.323E+03, 5.364E+02, 1.211E+03, 1.256E+03, 1.047E+03, 1.141E+03, 2.312E+02, 1.093E+03, 1.088E+03, 1.102E+03, 1.201E+03, 1.092E+03, 1.168E+03, 1.073E+03, 7.310E+01, 5.131E+02, 9.870E+02, 8.754E+02, 9.076E+02, 7.447E+02, 4.110E+01, 5.091E+02, 4.446E+02, 4.641E+02, 4.403E+02, 4.129E+02,-6.346E+00,-5.843E+00,-6.395E+00,-2.192E+00,-7.741E-01, 8.842E-01, 8.145E-01, 9.016E-01, 1.080E+00
 3.120E+03, 1.078E-02, 8.248E-02, 3.270E-02, 6.728E-03, 7.097E-03, 1.007E-01, 6.860E-03, 1.013E-01, 1.724E-02, 1.952E-03, 3.742E-03, 9.739E-02, 3.343E+02, 1.970E+02, 1.334E+03, 1.215E+03, 1.305E+03, 1.343E+03, 5.326E+02, 1.228E+03, 1.265E+03, 1.058E+03, 1.153E+03, 2.332E+02, 1.103E+03, 1.097E+03, 1.109E+03, 1.212E+03, 1.103E+03, 1.160E+03, 1.072E+03, 6.951E+01, 5.241E+02, 9.991E+02, 8.905E+02, 9.190E+02, 7.479E+02, 4.080E+01, 5.226E+02, 4.521E+02, 4.711E+02, 4.516E+02, 4.235E+02,-6.335E+00,-5.804E+00,-6.452E+00,-2.296E+00,-6.985E-01, 9.069E-01, 8.270E-01, 8.841E-01, 1.074E+00
 3.200E+03, 1.442E-02, 8.094E-02, 3.212E-02, 6.535E-03, 6.986E-03, 9.898E-02, 1.419E-02, 9.519E-02, 1.891E-02, 2.344E-03, 4.114E-03, 9.485E-02, 3.332E+02, 1.921E+02, 1.326E+03, 1.198E+03, 1.309E+03, 1.339E+03, 5.131E+02, 1.216E+03, 1.264E+03, 1.049E+03, 1.141E+03, 2.351E+02, 1.092E+03, 1.093E+03, 1.095E+03, 1.202E+03, 1.096E+03, 1.156E+03, 1.065E+03, 5.705E+01, 5.085E+02, 9.964E+02, 8.960E+02, 9.169E+02, 7.388E+02, 3.986E+01, 5.138E+02, 4.473E+02, 4.673E+02, 4.418E+02, 4.161E+02,-6.262E+00,-5.736E+00,-6.353E+00,-2.306E+00,-7.643E-01, 9.202E-01, 8.083E-01, 9.215E-01, 1.075E+00
 3.280E+03, 1.292E-01, 4.442E-02, 2.372E-03, 2.478E-04, 5.156E-04, 3.941E-02, 1.058E-01, 6.057E-02, 1.913E-04, 3.403E-06, 4.085E-05, 4.852E-02, 1.348E+02, 8.606E+01, 9.115E+02, 9.193E+02, 6.257E+02, 8.774E+02, 3.273E+02, 9.103E+02, 9.246E+02, 7.884E+02, 8.629E+02, 2.330E+02, 8.392E+02, 8.364E+02, 8.423E+02, 8.878E+02, 8.231E+02, 8.821E+02, 8.183E+02, 2.958E+01, 2.573E+02, 7.584E+02, 6.085E+02, 6.429E+02, 4.575E+02, 2.984E+01, 2.731E+02, 2.320E+02, 2.444E+02, 2.299E+02, 2.151E+02,-4.955E+00,-4.474E+00,-4.921E+00,-2.068E+00,-3.775E-01, 9.485E-01, 8.505E-01, 9.461E-01, 1.077E+00
 3.360E+03, 1.591E-01, 2.924E-02, 4.226E-08, 1.760E-09, 8.924E-09, 2.577E-02, 1.583E-01, 2.970E-02, 3.736E-07, 1.290E-08, 7.898E-08, 2.611E-02, 4.456E+01, 2.984E+01, 6.391E+02, 6.168E+02, 2.265E+02, 6.217E+02, 1.864E+02, 5.968E+02, 6.424E+02, 5.437E+02, 5.995E+02, 2.072E+02, 5.827E+02, 5.765E+02, 5.828E+02, 5.851E+02, 5.583E+02, 5.490E+02, 5.319E+02, 2.272E+01, 1.021E+02, 4.775E+02, 3.844E+02, 4.044E+02, 2.366E+02, 2.415E+01, 1.105E+02, 9.284E+01, 1.001E+02, 9.237E+01, 8.651E+01,-3.819E+00,-3.388E+00,-3.869E+00,-1.411E+00,-2.454E-01, 8.674E-01, 7.465E-01, 8.625E-01, 9.882E-01
 3.440E+03, 1.515E-01, 3.371E-02, 3.019E-06, 1.255E-07, 6.384E-07, 2.899E-02, 1.544E-01, 3.196E-02, 1.167E-06, 5.073E-08, 2.467E-07, 2.773E-02, 3.390E+01, 2.322E+01, 6.092E+02, 5.965E+02, 1.697E+02, 6.025E+02, 1.523E+02, 5.283E+02, 5.717E+02, 4.843E+02, 5.474E+02, 1.735E+02, 5.560E+02, 5.440E+02, 5.435E+02, 5.480E+02, 5.227E+02, 5.051E+02, 4.868E+02, 2.193E+01, 8.155E+01, 4.392E+02, 3.547E+02, 3.658E+02, 2.009E+02, 2.320E+01, 8.878E+01, 7.464E+01, 8.054E+01, 7.454E+01, 7.035E+01,-3.695E+00,-3.385E+00,-3.730E+00,-1.420E+00,-2.250E-01, 8.373E-01, 7.113E-01, 8.264E-01, 9.142E-01
 3.520E+03, 1.472E-01, 3.624E-02, 3.363E-08, 1.315E-09, 7.106E-09, 3.080E-02, 1.528E-01, 3.291E-02, 1.023E-06, 4.631E-08, 2.161E-07, 2.841E-02, 2.954E+01, 2.012E+01, 5.703E+02, 5.833E+02, 1.600E+02, 5.803E+02, 1.472E+02, 5.460E+02, 5.373E+02, 4.531E+02, 5.213E+02, 1.498E+02, 5.431E+02, 5.346E+02, 5.358E+02, 5.373E+02, 5.109E+02, 4.885E+02, 4.721E+02, 2.211E+01, 7.465E+01, 4.159E+02, 3.216E+02, 3.381E+02, 1.742E+02, 2.306E+01, 8.091E+01, 6.789E+01, 7.317E+01, 6.713E+01, 6.391E+01,-3.551E+00,-3.220E+00,-3.584E+00,-1.275E+00,-1.315E-01, 8.050E-01, 6.979E-01, 8.190E-01, 9.116E-01
 3.600E+03, 1.525E-01, 3.309E-02, 2.181E-07, 1.412E-08, 4.608E-08, 2.853E-02, 1.481E-01, 3.574E-02, 5.278E-06, 1.869E-07, 1.117E-06, 3.044E-02, 2.790E+01, 1.962E+01, 5.603E+02, 6.002E+02, 1.543E+02, 5.740E+02, 1.404E+02, 5.338E+02, 5.220E+02, 4.424E+02, 5.181E+02, 1.337E+02, 5.478E+02, 5.348E+02, 5.345E+02, 5.498E+02, 5.185E+02, 4.792E+02, 4.620E+02, 2.197E+01, 7.257E+01, 4.003E+02, 3.011E+02, 3.180E+02, 1.645E+02, 2.305E+01, 7.833E+01, 6.559E+01, 6.970E+01, 6.457E+01, 6.145E+01,-3.724E+00,-3.260E+00,-3.594E+00,-1.216E+00,-1.196E-01, 7.929E-01, 6.990E-01, 7.930E-01, 9.144E-01
 3.680E+03, 1.491E-01, 3.514E-02, 3.252E-07, 3.189E-08, 6.870E-08, 3.000E-02, 1.501E-01, 3.450E-02, 1.439E-05, 4.773E-07, 3.051E-06, 2.957E-02, 2.524E+01, 1.729E+01, 5.610E+02, 5.765E+02, 1.471E+02, 5.431E+02, 1.306E+02, 5.216E+02, 4.993E+02, 4.200E+02, 5.002E+02, 1.234E+02, 5.321E+02, 5.146E+02, 5.193E+02, 5.213E+02, 4.968E+02, 4.783E+02, 4.612E+02, 2.254E+01, 6.707E+01, 4.098E+02, 2.924E+02, 3.069E+02, 1.540E+02, 2.256E+01, 7.251E+01, 6.100E+01, 6.566E+01, 6.081E+01, 5.791E+01,-3.495E+00,-3.214E+00,-3.548E+00,-1.320E+00,-5.363E-02, 8.148E-01, 6.936E-01, 8.100E-01, 8.729E-01
 3.760E+03, 1.506E-01, 3.424E-02, 7.072E-08, 2.795E-09, 1.494E-08, 2.936E-02, 1.527E-01, 3.298E-02, 9.368E-07, 2.936E-08, 1.980E-07, 2.846E-02, 2.454E+01, 1.751E+01, 5.493E+02, 5.501E+02, 1.547E+02, 5.404E+02, 1.405E+02, 5.410E+02, 4.913E+02, 4.174E+02, 4.860E+02, 1.164E+02, 5.116E+02, 5.124E+02, 5.322E+02, 5.090E+02, 4.845E+02, 4.859E+02, 4.651E+02, 2.204E+01, 6.599E+01, 4.170E+02, 3.212E+02, 3.320E+02, 1.711E+02, 2.260E+01, 7.195E+01, 6.011E+01, 6.501E+01, 6.083E+01, 5.724E+01,-3.609E+00,-3.255E+00,-3.649E+00,-1.356E+00,-1.287E-01, 8.122E-01, 7.009E-01, 8.168E-01, 9.136E-01
 3.800E+03, 1.572E-01, 3.031E-02, 4.471E-09, 5.763E-10, 9.435E-10, 2.654E-02, 1.628E-01, 2.703E-02, 1.990E-07, 1.322E-08, 4.203E-08, 2.420E-02, 1.910E+01, 1.357E+01, 5.087E+02, 4.930E+02, 1.729E+02, 5.060E+02, 1.341E+02, 4.730E+02, 4.486E+02, 3.791E+02, 4.548E+02, 1.123E+02, 4.716E+02, 4.809E+02, 4.804E+02, 4.726E+02, 4.560E+02, 4.638E+02, 4.498E+02, 2.166E+01, 5.924E+01, 4.043E+02, 3.073E+02, 3.172E+02, 1.654E+02, 2.229E+01, 6.353E+01, 5.354E+01, 5.731E+01, 5.398E+01, 5.037E+01,-3.295E+00,-3.160E+00,-3.432E+00,-1.309E+00,-1.109E-01, 8.781E-01, 7.533E-01, 8.698E-01, 1.005E+00
