s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00, 0.000E+00,-7.719E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.719E-09, 0.000E+00, 0.000E+00
 8.007E+01, 1.057E+01,-1.951E+00,-1.525E+00,-3.516E-01, 1.264E-02, 0.000E+00, 0.000E+00, 0.000E+00, 6.707E+00, 6.760E+00, 5.088E-04, 5.088E-04
 1.601E+02, 1.338E+01,-2.296E+00,-8.351E+00,-5.517E-01, 1.666E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.192E+00, 2.202E+00, 6.356E-04, 6.356E-04
 2.401E+02, 1.363E+01,-2.511E+00,-1.041E+01,-3.052E-01, 1.694E-02, 0.000E+00, 0.000E+00, 0.000E+00, 4.127E-01, 4.274E-01, 6.476E-04, 6.476E-04
 3.201E+02, 1.385E+01,-2.169E+00,-1.133E+01,-8.218E-02, 1.741E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.636E-01, 2.926E-01, 6.596E-04, 6.596E-04
 4.000E+02, 1.408E+01,-2.498E+00,-1.158E+01,-5.714E-03, 1.757E-02, 0.000E+00, 0.000E+00, 0.000E+00, 4.849E-03, 1.958E-02, 6.717E-04, 6.717E-04
 4.800E+02, 1.440E+01,-2.681E+00,-1.175E+01, 1.374E-01, 1.757E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.005E-01, 1.216E-01, 6.837E-04, 6.837E-04
 5.601E+02, 1.463E+01,-2.461E+00,-1.222E+01, 2.476E-01, 1.834E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.994E-01, 2.182E-01, 6.957E-04, 6.957E-04
 6.401E+02, 1.485E+01,-2.475E+00,-1.265E+01, 2.789E-01, 1.828E-02, 0.000E+00, 0.000E+00, 0.000E+00, 3.859E-03, 2.910E-02, 7.078E-04, 7.078E-04
 7.201E+02, 1.511E+01,-2.872E+00,-1.236E+01, 3.425E-01, 1.838E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.188E-01, 2.390E-01, 7.198E-04, 7.198E-04
 8.000E+02, 1.532E+01,-2.640E+00,-1.297E+01, 3.859E-01, 1.886E-02, 0.000E+00, 0.000E+00, 0.000E+00, 8.836E-02, 1.141E-01, 7.319E-04, 7.319E-04
 8.800E+02, 1.561E+01,-2.969E+00,-1.294E+01, 4.373E-01, 1.879E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.270E-01, 1.545E-01, 7.439E-04, 7.439E-04
 9.601E+02, 1.587E+01,-2.985E+00,-1.331E+01, 5.068E-01, 1.931E-02, 0.000E+00, 0.000E+00, 0.000E+00, 8.247E-02, 1.032E-01, 7.559E-04, 7.559E-04
 1.040E+03, 1.616E+01,-3.002E+00,-1.353E+01, 5.103E-01, 1.945E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.293E-01, 1.603E-01, 7.680E-04, 7.680E-04
 1.120E+03, 1.635E+01,-3.037E+00,-1.383E+01, 5.860E-01, 1.967E-02, 0.000E+00, 0.000E+00, 0.000E+00, 6.601E-02, 9.626E-02, 7.800E-04, 7.800E-04
 1.200E+03, 1.667E+01,-3.069E+00,-1.398E+01, 5.968E-01, 2.018E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.991E-01, 2.332E-01, 7.920E-04, 7.920E-04
 1.280E+03, 1.685E+01,-3.064E+00,-1.446E+01, 6.379E-01, 2.052E-02, 0.000E+00, 0.000E+00, 0.000E+00,-3.603E-02,-1.462E-02, 8.041E-04, 8.041E-04
 1.360E+03, 1.710E+01,-3.327E+00,-1.432E+01, 6.130E-01, 2.012E-02, 0.000E+00, 0.000E+00, 0.000E+00, 6.363E-02, 8.872E-02, 8.161E-04, 8.161E-04
 1.440E+03, 1.736E+01,-3.313E+00,-1.455E+01, 6.879E-01, 2.068E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.788E-01, 2.067E-01, 8.281E-04, 8.281E-04
 1.520E+03, 1.761E+01,-3.154E+00,-1.494E+01, 6.983E-01, 2.098E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.960E-01, 2.343E-01, 8.402E-04, 8.402E-04
