s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 7.200E+02, 1.514E-01, 3.312E-02, 2.514E-04, 8.209E-05, 3.634E-02, 1.522E-01, 3.268E-02, 2.578E-04, 8.640E-05, 3.594E-02, 1.812E+01, 1.257E+01, 5.060E+02, 5.349E+02, 1.133E+02, 5.008E+02, 1.099E+02, 4.593E+02, 4.227E+02, 3.500E+02, 4.396E+02, 9.423E+01, 4.965E+02, 4.768E+02, 4.701E+02, 4.987E+02, 4.705E+02, 4.322E+02, 4.153E+02, 2.155E+01, 5.281E+01, 3.598E+02, 2.766E+02, 2.844E+02, 1.579E+02, 2.186E+01, 5.611E+01, 4.780E+01, 5.122E+01, 4.743E+01, 4.569E+01,-3.497E+00,-3.104E+00,-3.373E+00,-1.124E+00,-1.808E-01, 8.114E-01, 6.756E-01, 7.796E-01, 9.012E-01
 8.000E+02, 1.521E-01, 3.274E-02, 2.643E-04, 8.768E-05, 3.600E-02, 1.515E-01, 3.309E-02, 2.691E-04, 8.708E-05, 3.634E-02, 1.872E+01, 1.304E+01, 5.191E+02, 5.404E+02, 1.199E+02, 5.137E+02, 1.208E+02, 4.718E+02, 4.292E+02, 3.580E+02, 4.457E+02, 9.901E+01, 4.971E+02, 4.774E+02, 4.726E+02, 5.036E+02, 4.767E+02, 4.420E+02, 4.257E+02, 2.173E+01, 5.396E+01, 3.734E+02, 2.747E+02, 2.870E+02, 1.573E+02, 2.194E+01, 5.724E+01, 4.895E+01, 5.226E+01, 4.814E+01, 4.653E+01,-3.462E+00,-3.086E+00,-3.443E+00,-1.229E+00,-7.128E-02, 8.220E-01, 6.945E-01, 8.307E-01, 9.389E-01
 8.800E+02, 1.457E-01, 3.644E-02, 2.704E-04, 7.975E-05, 3.952E-02, 1.485E-01, 3.483E-02, 2.902E-04, 8.904E-05, 3.803E-02, 2.010E+01, 1.431E+01, 5.188E+02, 5.526E+02, 1.232E+02, 5.242E+02, 1.216E+02, 5.013E+02, 4.430E+02, 3.737E+02, 4.639E+02, 1.025E+02, 5.129E+02, 5.004E+02, 5.106E+02, 5.036E+02, 4.778E+02, 4.343E+02, 4.198E+02, 2.163E+01, 5.674E+01, 3.654E+02, 2.722E+02, 2.856E+02, 1.528E+02, 2.234E+01, 6.145E+01, 5.166E+01, 5.595E+01, 5.121E+01, 4.913E+01,-3.421E+00,-2.992E+00,-3.449E+00,-1.102E+00,-1.160E-01, 7.818E-01, 6.733E-01, 8.085E-01, 9.135E-01
 9.600E+02, 1.477E-01, 3.531E-02, 2.548E-04, 7.703E-05, 3.842E-02, 1.541E-01, 3.153E-02, 2.563E-04, 8.438E-05, 3.485E-02, 1.811E+01, 1.243E+01, 5.000E+02, 5.152E+02, 1.127E+02, 5.131E+02, 1.160E+02, 4.772E+02, 4.269E+02, 3.528E+02, 4.367E+02, 1.052E+02, 4.813E+02, 4.703E+02, 4.828E+02, 4.692E+02, 4.479E+02, 4.179E+02, 4.048E+02, 2.170E+01, 5.307E+01, 3.526E+02, 2.647E+02, 2.755E+02, 1.426E+02, 2.204E+01, 5.710E+01, 4.837E+01, 5.212E+01, 4.799E+01, 4.599E+01,-3.289E+00,-2.866E+00,-3.255E+00,-1.098E+00,-1.369E-01, 7.899E-01, 6.690E-01, 7.788E-01, 9.051E-01
 1.040E+03, 1.548E-01, 3.115E-02, 2.405E-04, 8.100E-05, 3.445E-02, 1.585E-01, 2.899E-02, 2.424E-04, 8.647E-05, 3.242E-02, 1.776E+01, 1.172E+01, 4.998E+02, 4.990E+02, 1.143E+02, 4.896E+02, 1.108E+02, 4.494E+02, 4.215E+02, 3.424E+02, 4.228E+02, 1.064E+02, 4.682E+02, 4.433E+02, 4.420E+02, 4.836E+02, 4.575E+02, 4.015E+02, 3.891E+02, 2.128E+01, 5.058E+01, 3.500E+02, 2.609E+02, 2.706E+02, 1.278E+02, 2.179E+01, 5.405E+01, 4.627E+01, 4.957E+01, 4.598E+01, 4.407E+01,-3.260E+00,-2.846E+00,-3.165E+00,-1.137E+00,-6.928E-02, 7.865E-01, 6.478E-01, 7.491E-01, 8.924E-01
 1.120E+03, 1.432E-01, 3.792E-02, 2.760E-04, 8.354E-05, 4.093E-02, 1.436E-01, 3.769E-02, 2.816E-04, 8.509E-05, 4.073E-02, 2.197E+01, 1.534E+01, 5.645E+02, 5.832E+02, 1.252E+02, 5.442E+02, 1.198E+02, 4.974E+02, 4.579E+02, 3.831E+02, 4.718E+02, 1.066E+02, 5.300E+02, 4.962E+02, 4.915E+02, 5.324E+02, 5.009E+02, 4.510E+02, 4.337E+02, 2.186E+01, 5.954E+01, 3.841E+02, 2.938E+02, 3.000E+02, 1.358E+02, 2.206E+01, 6.315E+01, 5.355E+01, 5.742E+01, 5.305E+01, 5.060E+01,-3.514E+00,-3.055E+00,-3.419E+00,-1.211E+00,-8.722E-02, 7.815E-01, 6.466E-01, 7.650E-01, 8.631E-01
 1.200E+03, 1.259E-01, 4.804E-02, 2.945E-04, 7.532E-05, 5.060E-02, 1.227E-01, 4.983E-02, 3.315E-04, 7.828E-05, 5.240E-02, 3.316E+01, 2.653E+01, 6.402E+02, 7.067E+02, 1.605E+02, 6.124E+02, 1.476E+02, 6.468E+02, 5.408E+02, 4.844E+02, 5.790E+02, 1.089E+02, 6.338E+02, 6.168E+02, 6.176E+02, 6.583E+02, 6.101E+02, 5.722E+02, 5.417E+02, 2.275E+01, 8.447E+01, 4.573E+02, 3.539E+02, 3.726E+02, 2.326E+02, 2.325E+01, 9.041E+01, 7.627E+01, 8.205E+01, 7.506E+01, 7.205E+01,-4.209E+00,-3.815E+00,-4.151E+00,-1.377E+00,-2.855E-01, 7.685E-01, 6.839E-01, 8.058E-01, 8.924E-01
 1.280E+03, 9.247E-02, 6.749E-02, 3.922E-04, 6.624E-05, 6.940E-02, 9.693E-02, 6.464E-02, 6.262E-04, 8.725E-05, 6.706E-02, 5.009E+01, 4.002E+01, 7.748E+02, 8.433E+02, 2.022E+02, 7.148E+02, 1.915E+02, 7.406E+02, 6.457E+02, 5.843E+02, 6.953E+02, 1.154E+02, 7.349E+02, 7.162E+02, 7.062E+02, 7.721E+02, 7.095E+02, 6.800E+02, 6.419E+02, 2.617E+01, 1.236E+02, 5.418E+02, 4.308E+02, 4.580E+02, 2.902E+02, 2.519E+01, 1.317E+02, 1.095E+02, 1.175E+02, 1.081E+02, 1.019E+02,-4.651E+00,-4.120E+00,-4.507E+00,-1.568E+00,-3.338E-01, 8.239E-01, 7.288E-01, 8.266E-01, 9.912E-01
 1.360E+03, 1.083E-01, 5.836E-02, 2.453E-04, 5.909E-05, 6.040E-02, 1.065E-01, 5.865E-02, 9.505E-04, 2.509E-04, 6.181E-02, 5.031E+01, 4.175E+01, 7.389E+02, 8.181E+02, 2.253E+02, 7.193E+02, 2.281E+02, 7.795E+02, 6.515E+02, 5.985E+02, 7.040E+02, 1.277E+02, 7.324E+02, 7.071E+02, 7.175E+02, 7.565E+02, 7.001E+02, 6.994E+02, 6.581E+02, 2.592E+01, 1.289E+02, 5.772E+02, 4.651E+02, 4.855E+02, 3.125E+02, 2.531E+01, 1.371E+02, 1.149E+02, 1.225E+02, 1.132E+02, 1.066E+02,-4.635E+00,-4.213E+00,-4.622E+00,-1.649E+00,-2.840E-01, 8.504E-01, 7.758E-01, 8.645E-01, 1.034E+00
 1.440E+03, 1.012E-01, 6.254E-02, 2.194E-04, 4.998E-05, 6.437E-02, 9.830E-02, 6.319E-02, 1.231E-03, 2.029E-04, 6.662E-02, 5.531E+01, 4.647E+01, 7.641E+02, 8.575E+02, 2.183E+02, 7.411E+02, 2.073E+02, 8.003E+02, 6.757E+02, 6.253E+02, 7.309E+02, 1.394E+02, 7.609E+02, 7.529E+02, 7.417E+02, 7.916E+02, 7.286E+02, 7.414E+02, 6.906E+02, 2.484E+01, 1.388E+02, 5.679E+02, 4.614E+02, 4.895E+02, 3.215E+02, 2.577E+01, 1.499E+02, 1.247E+02, 1.332E+02, 1.225E+02, 1.159E+02,-4.741E+00,-4.349E+00,-4.725E+00,-1.578E+00,-3.706E-01, 8.276E-01, 7.508E-01, 8.464E-01, 9.904E-01
 1.520E+03, 1.006E-01, 6.294E-02, 1.857E-04, 3.872E-05, 6.469E-02, 1.072E-01, 5.907E-02, 2.094E-04, 4.999E-05, 6.106E-02, 5.648E+01, 4.683E+01, 7.494E+02, 8.154E+02, 2.394E+02, 7.484E+02, 2.240E+02, 8.400E+02, 6.824E+02, 6.283E+02, 7.142E+02, 1.485E+02, 7.312E+02, 7.428E+02, 7.661E+02, 7.558E+02, 7.045E+02, 7.348E+02, 6.893E+02, 2.583E+01, 1.419E+02, 5.759E+02, 4.404E+02, 4.728E+02, 3.350E+02, 2.660E+01, 1.532E+02, 1.255E+02, 1.357E+02, 1.262E+02, 1.175E+02,-4.658E+00,-4.292E+00,-4.778E+00,-1.559E+00,-4.372E-01, 8.770E-01, 7.525E-01, 8.475E-01, 1.018E+00
 1.600E+03, 9.287E-02, 6.745E-02, 2.086E-04, 3.911E-05, 6.908E-02, 1.025E-01, 6.135E-02, 6.506E-04, 1.065E-04, 6.393E-02, 5.700E+01, 4.662E+01, 7.716E+02, 8.302E+02, 2.470E+02, 7.625E+02, 2.198E+02, 8.004E+02, 6.858E+02, 6.284E+02, 7.223E+02, 1.541E+02, 7.432E+02, 7.318E+02, 7.383E+02, 7.711E+02, 7.135E+02, 7.239E+02, 6.799E+02, 2.870E+01, 1.451E+02, 5.744E+02, 4.572E+02, 4.855E+02, 3.308E+02, 2.573E+01, 1.515E+02, 1.261E+02, 1.348E+02, 1.254E+02, 1.179E+02,-4.687E+00,-4.252E+00,-4.606E+00,-1.598E+00,-4.337E-01, 8.723E-01, 7.594E-01, 8.397E-01, 1.012E+00
 1.680E+03, 1.037E-01, 6.112E-02, 2.037E-04, 4.638E-05, 6.298E-02, 1.105E-01, 5.695E-02, 3.924E-04, 1.017E-04, 5.929E-02, 5.985E+01, 4.805E+01, 7.712E+02, 8.185E+02, 2.585E+02, 7.660E+02, 2.408E+02, 8.333E+02, 6.987E+02, 6.359E+02, 7.246E+02, 1.587E+02, 7.385E+02, 7.425E+02, 7.534E+02, 7.599E+02, 7.077E+02, 7.416E+02, 6.944E+02, 2.558E+01, 1.440E+02, 6.011E+02, 4.775E+02, 5.058E+02, 3.423E+02, 2.611E+01, 1.556E+02, 1.296E+02, 1.389E+02, 1.279E+02, 1.201E+02,-4.731E+00,-4.276E+00,-4.828E+00,-1.745E+00,-3.401E-01, 8.458E-01, 7.672E-01, 8.640E-01, 1.056E+00
 1.760E+03, 9.424E-02, 6.668E-02, 1.765E-04, 3.318E-05, 6.827E-02, 1.014E-01, 6.208E-02, 5.602E-04, 8.034E-05, 6.449E-02, 6.155E+01, 5.068E+01, 7.735E+02, 8.369E+02, 2.715E+02, 7.691E+02, 2.324E+02, 8.495E+02, 7.064E+02, 6.486E+02, 7.340E+02, 1.625E+02, 7.499E+02, 7.594E+02, 7.782E+02, 7.863E+02, 7.281E+02, 7.540E+02, 7.049E+02, 2.641E+01, 1.519E+02, 5.981E+02, 4.776E+02, 5.039E+02, 3.514E+02, 2.585E+01, 1.623E+02, 1.337E+02, 1.443E+02, 1.344E+02, 1.253E+02,-4.811E+00,-4.366E+00,-4.894E+00,-1.682E+00,-4.203E-01, 8.561E-01, 7.672E-01, 8.607E-01, 1.009E+00
 1.840E+03, 1.013E-01, 6.260E-02, 1.484E-04, 3.391E-05, 6.431E-02, 9.255E-02, 6.641E-02, 1.361E-03, 3.038E-04, 6.991E-02, 6.091E+01, 5.177E+01, 7.707E+02, 8.742E+02, 2.494E+02, 7.622E+02, 2.348E+02, 8.458E+02, 7.035E+02, 6.546E+02, 7.529E+02, 1.646E+02, 7.758E+02, 7.660E+02, 7.742E+02, 8.075E+02, 7.447E+02, 7.536E+02, 7.066E+02, 2.570E+01, 1.535E+02, 6.006E+02, 4.900E+02, 5.169E+02, 3.705E+02, 2.613E+01, 1.661E+02, 1.378E+02, 1.479E+02, 1.371E+02, 1.282E+02,-4.827E+00,-4.372E+00,-4.889E+00,-1.633E+00,-5.018E-01, 8.524E-01, 7.519E-01, 8.533E-01, 9.982E-01
 1.920E+03, 9.266E-02, 6.771E-02, 7.868E-05, 1.779E-05, 6.912E-02, 8.219E-02, 7.327E-02, 6.268E-04, 6.964E-05, 7.537E-02, 7.378E+01, 6.581E+01, 8.243E+02, 9.214E+02, 3.033E+02, 8.158E+02, 2.619E+02, 9.455E+02, 7.523E+02, 7.133E+02, 8.073E+02, 1.660E+02, 8.155E+02, 8.266E+02, 8.491E+02, 8.500E+02, 7.834E+02, 8.420E+02, 7.770E+02, 3.533E+01, 1.922E+02, 6.538E+02, 5.367E+02, 5.639E+02, 3.980E+02, 2.784E+01, 2.009E+02, 1.665E+02, 1.785E+02, 1.666E+02, 1.550E+02,-5.018E+00,-4.668E+00,-5.261E+00,-1.878E+00,-5.016E-01, 8.421E-01, 7.491E-01, 8.417E-01, 9.935E-01
 2.000E+03, 8.705E-02, 7.007E-02, 9.407E-04, 3.224E-04, 7.278E-02, 5.480E-02, 8.606E-02, 3.700E-03, 5.748E-04, 9.256E-02, 1.030E+02, 9.262E+01, 9.336E+02, 1.023E+03, 4.247E+02, 8.988E+02, 3.092E+02, 1.053E+03, 8.489E+02, 8.099E+02, 9.186E+02, 1.708E+02, 9.201E+02, 9.032E+02, 9.244E+02, 9.923E+02, 9.018E+02, 9.509E+02, 8.741E+02, 3.572E+01, 2.650E+02, 7.883E+02, 6.516E+02, 6.775E+02, 5.002E+02, 3.136E+01, 2.760E+02, 2.278E+02, 2.419E+02, 2.264E+02, 2.113E+02,-5.558E+00,-4.940E+00,-5.569E+00,-2.260E+00,-6.555E-01, 8.679E-01, 7.815E-01, 8.611E-01, 1.026E+00
 2.080E+03, 9.751E-02, 6.487E-02, 7.694E-05, 1.366E-05, 6.643E-02, 5.054E-02, 8.925E-02, 2.984E-03, 9.126E-04, 9.448E-02, 1.214E+02, 1.049E+02, 9.745E+02, 1.064E+03, 5.147E+02, 9.311E+02, 3.336E+02, 1.081E+03, 9.024E+02, 8.499E+02, 9.562E+02, 1.832E+02, 9.490E+02, 9.453E+02, 9.648E+02, 1.014E+03, 9.224E+02, 9.889E+02, 9.078E+02, 4.359E+01, 2.995E+02, 8.328E+02, 6.838E+02, 7.127E+02, 5.302E+02, 3.245E+01, 3.096E+02, 2.591E+02, 2.745E+02, 2.570E+02, 2.400E+02,-5.612E+00,-5.012E+00,-5.793E+00,-2.363E+00,-7.069E-01, 8.443E-01, 7.832E-01, 8.674E-01, 1.031E+00
 2.160E+03, 8.462E-02, 7.226E-02, 2.291E-04, 3.535E-05, 7.377E-02, 4.935E-02, 8.785E-02, 4.943E-03, 1.499E-03, 9.617E-02, 1.233E+02, 1.095E+02, 9.809E+02, 1.068E+03, 5.173E+02, 9.102E+02, 3.478E+02, 1.094E+03, 9.082E+02, 8.639E+02, 9.699E+02, 1.980E+02, 9.592E+02, 9.642E+02, 9.859E+02, 1.043E+03, 9.449E+02, 1.005E+03, 9.210E+02, 5.096E+01, 3.183E+02, 8.424E+02, 7.266E+02, 7.411E+02, 5.634E+02, 3.241E+01, 3.189E+02, 2.686E+02, 2.843E+02, 2.668E+02, 2.486E+02,-5.610E+00,-5.050E+00,-5.767E+00,-2.394E+00,-7.714E-01, 8.576E-01, 7.968E-01, 8.724E-01, 1.060E+00
 2.240E+03, 1.230E-01, 4.994E-02, 1.179E-04, 2.108E-05, 5.218E-02, 4.773E-02, 8.686E-02, 6.759E-03, 2.004E-03, 9.805E-02, 1.270E+02, 1.126E+02, 9.679E+02, 1.091E+03, 4.996E+02, 9.341E+02, 3.705E+02, 1.103E+03, 9.176E+02, 8.725E+02, 9.876E+02, 2.084E+02, 9.886E+02, 9.721E+02, 9.784E+02, 1.047E+03, 9.522E+02, 1.026E+03, 9.365E+02, 4.214E+01, 3.238E+02, 8.417E+02, 7.194E+02, 7.401E+02, 5.737E+02, 3.295E+01, 3.263E+02, 2.775E+02, 2.918E+02, 2.754E+02, 2.558E+02,-5.736E+00,-5.109E+00,-5.800E+00,-2.334E+00,-7.272E-01, 8.461E-01, 7.881E-01, 8.444E-01, 1.076E+00
 2.320E+03, 1.034E-01, 6.059E-02, 8.050E-04, 5.722E-04, 6.341E-02, 5.287E-02, 8.619E-02, 4.584E-03, 1.242E-03, 9.402E-02, 1.303E+02, 1.152E+02, 9.791E+02, 1.081E+03, 5.193E+02, 9.548E+02, 3.539E+02, 1.103E+03, 9.270E+02, 8.801E+02, 9.832E+02, 2.154E+02, 9.785E+02, 9.720E+02, 9.884E+02, 1.049E+03, 9.524E+02, 1.032E+03, 9.415E+02, 4.364E+01, 3.261E+02, 8.490E+02, 7.276E+02, 7.495E+02, 5.583E+02, 3.354E+01, 3.392E+02, 2.808E+02, 2.982E+02, 2.797E+02, 2.601E+02,-5.740E+00,-5.155E+00,-5.796E+00,-2.329E+00,-7.293E-01, 8.736E-01, 7.854E-01, 8.671E-01, 1.062E+00
 2.400E+03, 1.104E-01, 5.726E-02, 1.379E-04, 2.562E-05, 5.922E-02, 4.130E-02, 9.261E-02, 4.913E-03, 1.319E-03, 1.008E-01, 1.335E+02, 1.181E+02, 9.850E+02, 1.098E+03, 5.377E+02, 9.586E+02, 3.818E+02, 1.100E+03, 9.345E+02, 8.874E+02, 9.957E+02, 2.199E+02, 9.891E+02, 9.733E+02, 9.959E+02, 1.069E+03, 9.669E+02, 1.027E+03, 9.394E+02, 4.051E+01, 3.314E+02, 8.547E+02, 7.320E+02, 7.516E+02, 5.877E+02, 3.248E+01, 3.378E+02, 2.869E+02, 3.031E+02, 2.856E+02, 2.654E+02,-5.826E+00,-5.108E+00,-5.768E+00,-2.377E+00,-7.759E-01, 8.452E-01, 7.856E-01, 8.528E-01, 1.060E+00
 2.480E+03, 1.059E-01, 5.903E-02, 9.584E-04, 2.899E-04, 6.225E-02, 4.054E-02, 9.157E-02, 6.313E-03, 1.641E-03, 1.020E-01, 1.430E+02, 1.221E+02, 1.010E+03, 1.104E+03, 5.668E+02, 9.814E+02, 3.801E+02, 1.120E+03, 9.560E+02, 8.979E+02, 1.007E+03, 2.230E+02, 9.992E+02, 9.845E+02, 9.990E+02, 1.060E+03, 9.648E+02, 1.051E+03, 9.583E+02, 4.579E+01, 3.435E+02, 8.661E+02, 7.258E+02, 7.549E+02, 5.907E+02, 3.351E+01, 3.523E+02, 2.982E+02, 3.141E+02, 2.959E+02, 2.751E+02,-5.829E+00,-5.146E+00,-5.837E+00,-2.414E+00,-7.708E-01, 8.546E-01, 7.826E-01, 8.625E-01, 1.049E+00
