s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 7.201E+02, 1.956E-01, 6.416E-03, 4.703E-09, 3.006E-08, 8.044E-03, 1.958E-01, 6.289E-03, 4.155E-10, 1.270E-09, 7.871E-03, 1.711E+00, 8.786E-01, 1.425E+02, 1.412E+02, 3.678E+01, 1.459E+02, 3.974E+01, 1.378E+02, 1.121E+02, 7.401E+01, 1.065E+02, 3.743E+01, 1.330E+02, 1.302E+02, 1.337E+02, 1.337E+02, 1.311E+02, 1.281E+02, 1.252E+02, 2.019E+01, 2.265E+01, 1.116E+02, 9.654E+01, 9.520E+01, 3.724E+01, 2.005E+01, 2.267E+01, 2.228E+01, 2.246E+01, 2.233E+01, 2.230E+01,-1.429E+00,-1.357E+00,-1.549E+00,-4.410E-01, 2.436E-01, 5.830E-01, 4.842E-01, 5.431E-01, 4.787E-01
 8.000E+02, 1.954E-01, 6.587E-03, 7.034E-10, 7.042E-09, 8.261E-03, 1.960E-01, 6.181E-03, 1.444E-10, 8.975E-10, 7.740E-03, 1.537E+00, 8.630E-01, 1.444E+02, 1.417E+02, 3.296E+01, 1.473E+02, 3.843E+01, 1.393E+02, 1.068E+02, 7.480E+01, 1.079E+02, 3.814E+01, 1.348E+02, 1.342E+02, 1.378E+02, 1.361E+02, 1.332E+02, 1.324E+02, 1.296E+02, 2.030E+01, 2.276E+01, 1.177E+02, 1.023E+02, 1.001E+02, 3.152E+01, 2.003E+01, 2.264E+01, 2.232E+01, 2.247E+01, 2.231E+01, 2.229E+01,-1.527E+00,-1.411E+00,-1.632E+00,-4.092E-01, 3.339E-01, 5.662E-01, 4.814E-01, 5.693E-01, 5.253E-01
 8.800E+02, 1.947E-01, 7.005E-03, 1.705E-08, 5.957E-08, 8.784E-03, 1.956E-01, 6.388E-03, 4.253E-10, 1.206E-09, 8.003E-03, 1.915E+00, 9.075E-01, 1.510E+02, 1.444E+02, 3.438E+01, 1.520E+02, 3.826E+01, 1.413E+02, 1.196E+02, 7.620E+01, 1.104E+02, 3.875E+01, 1.375E+02, 1.345E+02, 1.381E+02, 1.398E+02, 1.364E+02, 1.327E+02, 1.297E+02, 2.036E+01, 2.294E+01, 1.135E+02, 9.007E+01, 9.118E+01, 3.135E+01, 2.001E+01, 2.277E+01, 2.240E+01, 2.254E+01, 2.239E+01, 2.240E+01,-1.559E+00,-1.373E+00,-1.545E+00,-3.693E-01, 2.456E-01, 5.800E-01, 5.037E-01, 5.706E-01, 4.970E-01
 9.601E+02, 1.952E-01, 6.724E-03, 5.528E-09, 1.544E-07, 8.431E-03, 1.959E-01, 6.290E-03, 1.123E-10, 7.679E-10, 7.875E-03, 2.002E+00, 8.986E-01, 1.482E+02, 1.438E+02, 3.322E+01, 1.479E+02, 3.609E+01, 1.397E+02, 1.219E+02, 7.667E+01, 1.112E+02, 3.938E+01, 1.376E+02, 1.354E+02, 1.382E+02, 1.391E+02, 1.361E+02, 1.344E+02, 1.316E+02, 2.017E+01, 2.279E+01, 1.189E+02, 1.037E+02, 1.021E+02, 3.362E+01, 2.001E+01, 2.278E+01, 2.244E+01, 2.257E+01, 2.243E+01, 2.242E+01,-1.587E+00,-1.410E+00,-1.565E+00,-3.973E-01, 3.170E-01, 5.602E-01, 5.016E-01, 5.817E-01, 5.033E-01
 1.040E+03, 1.945E-01, 7.053E-03, 8.844E-09, 8.609E-08, 8.846E-03, 1.951E-01, 6.668E-03, 1.215E-10, 7.591E-10, 8.341E-03, 1.901E+00, 9.498E-01, 1.551E+02, 1.504E+02, 3.389E+01, 1.546E+02, 4.039E+01, 1.441E+02, 1.214E+02, 7.868E+01, 1.144E+02, 3.995E+01, 1.433E+02, 1.394E+02, 1.425E+02, 1.451E+02, 1.417E+02, 1.369E+02, 1.337E+02, 2.016E+01, 2.289E+01, 1.150E+02, 9.389E+01, 9.392E+01, 3.376E+01, 2.002E+01, 2.292E+01, 2.254E+01, 2.269E+01, 2.255E+01, 2.251E+01,-1.521E+00,-1.400E+00,-1.575E+00,-4.090E-01, 2.475E-01, 5.730E-01, 4.958E-01, 5.831E-01, 5.248E-01
 1.120E+03, 1.949E-01, 6.857E-03, 2.820E-09, 1.807E-08, 8.601E-03, 1.952E-01, 6.628E-03, 3.810E-10, 1.596E-09, 8.295E-03, 1.873E+00, 9.887E-01, 1.516E+02, 1.503E+02, 3.366E+01, 1.535E+02, 3.962E+01, 1.466E+02, 1.220E+02, 8.036E+01, 1.160E+02, 4.051E+01, 1.436E+02, 1.411E+02, 1.459E+02, 1.442E+02, 1.416E+02, 1.388E+02, 1.360E+02, 2.014E+01, 2.297E+01, 1.200E+02, 9.874E+01, 9.796E+01, 3.271E+01, 2.001E+01, 2.297E+01, 2.261E+01, 2.277E+01, 2.260E+01, 2.261E+01,-1.598E+00,-1.412E+00,-1.640E+00,-4.438E-01, 2.934E-01, 5.584E-01, 4.904E-01, 5.793E-01, 5.036E-01
 1.200E+03, 1.949E-01, 6.896E-03, 5.468E-09, 8.073E-08, 8.648E-03, 1.956E-01, 6.440E-03, 2.824E-10, 8.612E-10, 8.069E-03, 1.990E+00, 9.749E-01, 1.515E+02, 1.466E+02, 3.481E+01, 1.524E+02, 4.192E+01, 1.392E+02, 1.238E+02, 8.049E+01, 1.153E+02, 4.098E+01, 1.410E+02, 1.380E+02, 1.397E+02, 1.424E+02, 1.396E+02, 1.359E+02, 1.332E+02, 2.013E+01, 2.291E+01, 1.206E+02, 1.062E+02, 1.042E+02, 3.697E+01, 2.004E+01, 2.298E+01, 2.260E+01, 2.272E+01, 2.259E+01, 2.258E+01,-1.632E+00,-1.458E+00,-1.598E+00,-3.996E-01, 2.788E-01, 5.928E-01, 5.201E-01, 6.031E-01, 5.325E-01
 1.280E+03, 1.949E-01, 6.865E-03, 3.454E-09, 1.423E-08, 8.605E-03, 1.956E-01, 6.438E-03, 7.384E-10, 2.409E-09, 8.063E-03, 1.802E+00, 1.003E+00, 1.516E+02, 1.467E+02, 3.517E+01, 1.517E+02, 4.712E+01, 1.430E+02, 1.183E+02, 8.201E+01, 1.158E+02, 4.123E+01, 1.407E+02, 1.378E+02, 1.407E+02, 1.430E+02, 1.399E+02, 1.374E+02, 1.344E+02, 2.012E+01, 2.294E+01, 1.246E+02, 1.085E+02, 1.076E+02, 3.919E+01, 2.005E+01, 2.305E+01, 2.260E+01, 2.280E+01, 2.267E+01, 2.262E+01,-1.732E+00,-1.513E+00,-1.667E+00,-4.282E-01, 2.529E-01, 6.143E-01, 5.266E-01, 5.900E-01, 5.551E-01
 1.360E+03, 1.938E-01, 7.430E-03, 8.064E-09, 3.562E-08, 9.326E-03, 1.944E-01, 7.062E-03, 6.761E-10, 2.129E-09, 8.844E-03, 2.020E+00, 1.055E+00, 1.610E+02, 1.567E+02, 3.378E+01, 1.574E+02, 4.341E+01, 1.484E+02, 1.258E+02, 8.357E+01, 1.200E+02, 4.142E+01, 1.482E+02, 1.418E+02, 1.468E+02, 1.499E+02, 1.463E+02, 1.392E+02, 1.362E+02, 2.007E+01, 2.306E+01, 1.220E+02, 1.047E+02, 1.038E+02, 3.811E+01, 2.003E+01, 2.320E+01, 2.277E+01, 2.297E+01, 2.280E+01, 2.277E+01,-1.615E+00,-1.427E+00,-1.585E+00,-4.512E-01, 2.321E-01, 5.877E-01, 4.814E-01, 5.742E-01, 5.109E-01
 1.440E+03, 1.947E-01, 6.954E-03, 1.573E-08, 5.048E-08, 8.735E-03, 1.951E-01, 6.684E-03, 6.761E-10, 1.792E-09, 8.379E-03, 2.027E+00, 1.099E+00, 1.531E+02, 1.513E+02, 3.510E+01, 1.589E+02, 3.984E+01, 1.506E+02, 1.259E+02, 8.585E+01, 1.204E+02, 4.174E+01, 1.455E+02, 1.429E+02, 1.472E+02, 1.477E+02, 1.449E+02, 1.417E+02, 1.386E+02, 2.019E+01, 2.323E+01, 1.258E+02, 1.106E+02, 1.094E+02, 3.804E+01, 2.001E+01, 2.327E+01, 2.283E+01, 2.303E+01, 2.288E+01, 2.288E+01,-1.620E+00,-1.453E+00,-1.599E+00,-4.118E-01, 2.312E-01, 5.915E-01, 4.979E-01, 5.820E-01, 5.092E-01
 1.520E+03, 1.946E-01, 6.987E-03, 1.876E-09, 4.857E-09, 8.765E-03, 1.948E-01, 6.840E-03, 1.470E-09, 2.626E-09, 8.570E-03, 1.751E+00, 1.117E+00, 1.541E+02, 1.538E+02, 3.840E+01, 1.574E+02, 4.820E+01, 1.476E+02, 1.197E+02, 8.707E+01, 1.218E+02, 4.204E+01, 1.458E+02, 1.433E+02, 1.467E+02, 1.476E+02, 1.447E+02, 1.414E+02, 1.387E+02, 2.103E+01, 2.391E+01, 1.256E+02, 1.116E+02, 1.098E+02, 4.288E+01, 2.006E+01, 2.328E+01, 2.282E+01, 2.298E+01, 2.280E+01, 2.284E+01,-1.622E+00,-1.553E+00,-1.740E+00,-4.332E-01, 1.642E-01, 6.487E-01, 5.819E-01, 6.526E-01, 5.665E-01
 1.600E+03, 1.944E-01, 7.110E-03, 3.541E-09, 1.517E-08, 8.918E-03, 1.947E-01, 6.941E-03, 8.810E-10, 2.901E-09, 8.694E-03, 2.032E+00, 1.119E+00, 1.562E+02, 1.546E+02, 3.657E+01, 1.572E+02, 4.360E+01, 1.481E+02, 1.244E+02, 8.729E+01, 1.219E+02, 4.219E+01, 1.462E+02, 1.444E+02, 1.474E+02, 1.467E+02, 1.433E+02, 1.417E+02, 1.387E+02, 2.093E+01, 2.398E+01, 1.246E+02, 1.080E+02, 1.086E+02, 4.041E+01, 2.006E+01, 2.332E+01, 2.286E+01, 2.305E+01, 2.285E+01, 2.286E+01,-1.704E+00,-1.483E+00,-1.691E+00,-4.758E-01, 2.172E-01, 6.250E-01, 5.390E-01, 6.263E-01, 5.375E-01
 1.680E+03, 1.926E-01, 8.077E-03, 2.398E-09, 5.808E-09, 1.014E-02, 1.940E-01, 7.278E-03, 1.006E-09, 2.829E-09, 9.119E-03, 2.044E+00, 1.168E+00, 1.701E+02, 1.618E+02, 3.599E+01, 1.661E+02, 4.023E+01, 1.535E+02, 1.285E+02, 8.934E+01, 1.260E+02, 4.221E+01, 1.531E+02, 1.494E+02, 1.529E+02, 1.553E+02, 1.520E+02, 1.469E+02, 1.436E+02, 2.041E+01, 2.366E+01, 1.274E+02, 1.120E+02, 1.099E+02, 3.967E+01, 2.003E+01, 2.347E+01, 2.303E+01, 2.319E+01, 2.299E+01, 2.311E+01,-1.654E+00,-1.506E+00,-1.683E+00,-4.711E-01, 2.447E-01, 5.771E-01, 5.295E-01, 6.092E-01, 4.867E-01
 1.760E+03, 1.935E-01, 7.627E-03, 8.097E-09, 2.782E-08, 9.566E-03, 1.944E-01, 7.086E-03, 4.445E-10, 1.245E-09, 8.857E-03, 2.304E+00, 1.153E+00, 1.651E+02, 1.585E+02, 3.827E+01, 1.587E+02, 4.658E+01, 1.560E+02, 1.336E+02, 8.895E+01, 1.252E+02, 4.249E+01, 1.507E+02, 1.464E+02, 1.503E+02, 1.527E+02, 1.493E+02, 1.437E+02, 1.408E+02, 2.050E+01, 2.367E+01, 1.266E+02, 1.017E+02, 1.024E+02, 3.616E+01, 2.004E+01, 2.344E+01, 2.305E+01, 2.319E+01, 2.298E+01, 2.305E+01,-1.617E+00,-1.458E+00,-1.650E+00,-4.576E-01, 2.519E-01, 5.720E-01, 5.182E-01, 6.137E-01, 4.994E-01
 1.840E+03, 1.930E-01, 7.868E-03, 3.707E-09, 1.023E-08, 9.894E-03, 1.935E-01, 7.529E-03, 2.248E-09, 4.500E-09, 9.432E-03, 2.087E+00, 1.248E+00, 1.687E+02, 1.654E+02, 3.589E+01, 1.661E+02, 4.248E+01, 1.592E+02, 1.310E+02, 9.249E+01, 1.295E+02, 4.279E+01, 1.576E+02, 1.522E+02, 1.553E+02, 1.600E+02, 1.564E+02, 1.502E+02, 1.469E+02, 2.020E+01, 2.364E+01, 1.328E+02, 1.120E+02, 1.100E+02, 3.490E+01, 2.003E+01, 2.365E+01, 2.318E+01, 2.339E+01, 2.319E+01, 2.324E+01,-1.758E+00,-1.555E+00,-1.592E+00,-4.604E-01, 3.063E-01, 6.043E-01, 5.266E-01, 6.008E-01, 5.125E-01
 1.920E+03, 1.939E-01, 7.387E-03, 3.096E-10, 1.112E-09, 9.277E-03, 1.947E-01, 6.939E-03, 2.495E-09, 6.361E-09, 8.694E-03, 1.855E+00, 1.250E+00, 1.605E+02, 1.565E+02, 3.916E+01, 1.609E+02, 5.056E+01, 1.526E+02, 1.234E+02, 9.326E+01, 1.277E+02, 4.316E+01, 1.499E+02, 1.485E+02, 1.521E+02, 1.500E+02, 1.473E+02, 1.474E+02, 1.443E+02, 2.051E+01, 2.379E+01, 1.319E+02, 1.188E+02, 1.182E+02, 5.273E+01, 2.013E+01, 2.361E+01, 2.303E+01, 2.324E+01, 2.307E+01, 2.306E+01,-1.794E+00,-1.571E+00,-1.863E+00,-4.761E-01, 1.956E-01, 6.874E-01, 5.919E-01, 6.659E-01, 6.021E-01
 2.000E+03, 1.932E-01, 7.754E-03, 4.023E-09, 9.896E-09, 9.731E-03, 1.940E-01, 7.322E-03, 1.024E-09, 2.889E-09, 9.165E-03, 2.132E+00, 1.269E+00, 1.660E+02, 1.626E+02, 3.907E+01, 1.686E+02, 4.988E+01, 1.579E+02, 1.280E+02, 9.423E+01, 1.288E+02, 4.327E+01, 1.519E+02, 1.506E+02, 1.554E+02, 1.531E+02, 1.496E+02, 1.481E+02, 1.447E+02, 2.045E+01, 2.387E+01, 1.282E+02, 1.083E+02, 1.083E+02, 4.460E+01, 2.011E+01, 2.371E+01, 2.317E+01, 2.340E+01, 2.320E+01, 2.317E+01,-1.719E+00,-1.570E+00,-1.716E+00,-4.751E-01, 2.248E-01, 6.332E-01, 5.324E-01, 6.456E-01, 5.819E-01
 2.080E+03, 1.900E-01, 9.492E-03, 7.862E-08, 1.176E-07, 1.195E-02, 1.908E-01, 9.019E-03, 9.038E-09, 1.322E-08, 1.129E-02, 3.324E+00, 1.644E+00, 1.949E+02, 1.922E+02, 3.710E+01, 1.937E+02, 4.573E+01, 1.867E+02, 1.592E+02, 1.045E+02, 1.443E+02, 4.329E+01, 1.757E+02, 1.737E+02, 1.799E+02, 1.790E+02, 1.728E+02, 1.709E+02, 1.654E+02, 2.061E+01, 2.476E+01, 1.480E+02, 1.322E+02, 1.285E+02, 4.788E+01, 2.003E+01, 2.449E+01, 2.399E+01, 2.431E+01, 2.398E+01, 2.390E+01,-1.808E+00,-1.705E+00,-1.853E+00,-4.764E-01, 1.671E-01, 5.906E-01, 4.798E-01, 6.121E-01, 5.548E-01
 2.160E+03, 1.836E-01, 1.300E-02, 2.882E-07, 4.996E-07, 1.642E-02, 1.835E-01, 1.303E-02, 1.724E-08, 2.595E-08, 1.634E-02, 4.728E+00, 2.348E+00, 2.578E+02, 2.607E+02, 4.329E+01, 2.575E+02, 5.485E+01, 2.506E+02, 2.021E+02, 1.298E+02, 1.842E+02, 4.425E+01, 2.406E+02, 2.314E+02, 2.391E+02, 2.461E+02, 2.371E+02, 2.274E+02, 2.195E+02, 2.077E+01, 2.660E+01, 1.924E+02, 1.635E+02, 1.625E+02, 4.577E+01, 2.003E+01, 2.632E+01, 2.559E+01, 2.601E+01, 2.556E+01, 2.558E+01,-2.210E+00,-1.946E+00,-2.105E+00,-6.018E-01, 2.970E-01, 6.574E-01, 5.479E-01, 6.675E-01, 5.726E-01
 2.240E+03, 1.843E-01, 1.267E-02, 6.122E-09, 1.235E-08, 1.596E-02, 1.868E-01, 1.126E-02, 1.408E-08, 2.131E-08, 1.413E-02, 3.667E+00, 2.378E+00, 2.473E+02, 2.341E+02, 4.624E+01, 2.406E+02, 6.468E+01, 2.237E+02, 1.829E+02, 1.359E+02, 1.837E+02, 4.715E+01, 2.208E+02, 2.138E+02, 2.190E+02, 2.242E+02, 2.189E+02, 2.116E+02, 2.069E+02, 2.101E+01, 2.704E+01, 1.891E+02, 1.684E+02, 1.672E+02, 5.975E+01, 2.048E+01, 2.696E+01, 2.569E+01, 2.606E+01, 2.558E+01, 2.571E+01,-2.152E+00,-1.915E+00,-2.165E+00,-6.395E-01, 2.177E-01, 7.165E-01, 6.501E-01, 7.498E-01, 6.588E-01
 2.320E+03, 1.874E-01, 1.098E-02, 6.336E-08, 1.655E-07, 1.383E-02, 1.893E-01, 9.860E-03, 2.172E-09, 4.030E-09, 1.236E-02, 3.457E+00, 1.927E+00, 2.231E+02, 2.116E+02, 4.753E+01, 2.200E+02, 5.668E+01, 2.005E+02, 1.772E+02, 1.244E+02, 1.717E+02, 4.992E+01, 2.028E+02, 1.975E+02, 1.993E+02, 2.035E+02, 1.997E+02, 1.948E+02, 1.911E+02, 2.029E+01, 2.559E+01, 1.717E+02, 1.421E+02, 1.409E+02, 4.601E+01, 2.007E+01, 2.571E+01, 2.489E+01, 2.517E+01, 2.488E+01, 2.497E+01,-1.903E+00,-1.811E+00,-2.028E+00,-6.152E-01, 2.707E-01, 6.912E-01, 6.070E-01, 6.690E-01, 5.989E-01
 2.400E+03, 1.921E-01, 8.406E-03, 8.713E-11, 4.094E-10, 1.057E-02, 1.946E-01, 6.971E-03, 1.040E-09, 3.109E-09, 8.750E-03, 2.092E+00, 1.473E+00, 1.823E+02, 1.616E+02, 4.269E+01, 1.831E+02, 5.536E+01, 1.581E+02, 1.407E+02, 1.086E+02, 1.463E+02, 5.121E+01, 1.560E+02, 1.555E+02, 1.587E+02, 1.551E+02, 1.538E+02, 1.528E+02, 1.512E+02, 2.077E+01, 2.472E+01, 1.374E+02, 1.172E+02, 1.177E+02, 3.834E+01, 2.006E+01, 2.433E+01, 2.374E+01, 2.394E+01, 2.372E+01, 2.386E+01,-1.772E+00,-1.603E+00,-1.730E+00,-5.055E-01, 2.834E-01, 6.668E-01, 5.892E-01, 6.712E-01, 5.594E-01
 2.480E+03, 1.946E-01, 6.993E-03, 3.286E-10, 3.524E-09, 8.775E-03, 1.960E-01, 6.220E-03, 5.595E-10, 3.909E-09, 7.801E-03, 1.794E+00, 1.221E+00, 1.601E+02, 1.497E+02, 3.725E+01, 1.621E+02, 4.907E+01, 1.469E+02, 1.258E+02, 9.757E+01, 1.327E+02, 5.064E+01, 1.445E+02, 1.422E+02, 1.450E+02, 1.453E+02, 1.428E+02, 1.402E+02, 1.379E+02, 2.051E+01, 2.383E+01, 1.260E+02, 1.138E+02, 1.134E+02, 3.833E+01, 2.002E+01, 2.364E+01, 2.321E+01, 2.341E+01, 2.311E+01, 2.322E+01,-1.706E+00,-1.554E+00,-1.696E+00,-4.593E-01, 2.986E-01, 6.266E-01, 5.274E-01, 6.567E-01, 5.792E-01
