s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0052351E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.0082728E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 3.0063820E+000, 4.7687599E-002, 4.7687599E-002, 1.0000000E+000
 4.0076380E+000, 3.3298957E-002, 3.3298957E-002, 1.0000000E+000
 5.0070180E+000, 4.1230400E-002, 4.1230400E-002, 1.0000000E+000
 6.0069740E+000, 5.6327508E-002, 5.6327508E-002, 1.0000000E+000
 7.0032932E+000, 6.4478173E-002, 6.4478173E-002, 1.0000000E+000
 8.0077938E+000, 6.2246996E-002, 6.2246996E-002, 1.0000000E+000
 9.0081092E+000, 5.9474656E-002, 5.9474656E-002, 1.0000000E+000
 1.0003272E+001, 6.0270792E-002, 6.0270792E-002, 1.0000000E+000
 1.1005148E+001, 6.1576839E-002, 6.1576839E-002, 1.0000000E+000
 1.2006370E+001, 5.3141706E-002, 5.3141706E-002, 1.0000000E+000
 1.3005182E+001, 5.3466177E-002, 5.3466177E-002, 1.0000000E+000
 1.4004379E+001, 6.1907504E-002, 6.1907504E-002, 1.0000000E+000
 1.5002343E+001, 6.9527653E-002, 6.9527653E-002, 1.0000000E+000
 1.6000422E+001, 7.2988233E-002, 7.2988233E-002, 1.0000000E+000
 1.7001476E+001, 4.9812177E-002, 4.9812177E-002, 1.0000000E+000
 1.8000213E+001, 3.4117081E-002, 3.4117081E-002, 1.0000000E+000
 1.9001853E+001, 2.8340440E-002, 2.8340440E-002, 1.0000000E+000
 2.0000569E+001, 2.6227550E-002, 2.6227550E-002, 1.0000000E+000
 2.1003715E+001, 2.5449161E-002, 2.5449161E-002, 1.0000000E+000
 2.2001095E+001, 2.5165279E-002, 2.5165279E-002, 1.0000000E+000
 2.3004696E+001, 2.5060442E-002, 2.5060442E-002, 1.0000000E+000
 2.4003325E+001, 2.5022215E-002, 2.5022215E-002, 1.0000000E+000
 2.5000675E+001, 2.5008175E-002, 2.5008175E-002, 1.0000000E+000
 2.6001565E+001, 2.5002998E-002, 2.5002998E-002, 1.0000000E+000
 2.7004051E+001, 2.5001098E-002, 2.5001098E-002, 1.0000000E+000
 2.8001586E+001, 2.5000404E-002, 2.5000404E-002, 1.0000000E+000
 2.9002148E+001, 2.5000148E-002, 2.5000148E-002, 1.0000000E+000
 3.0000848E+001, 2.5000054E-002, 2.5000054E-002, 1.0000000E+000
 3.1001311E+001, 2.5000020E-002, 2.5000020E-002, 1.0000000E+000
