s,m
Time,x
 0.0000000E+000, 2.5000000E-002
 1.0079912E+000, 9.2526506E-002
 2.0037612E+000, 2.5000000E-002
 3.0004011E+000, 5.7541667E-002
 4.0047077E+000, 4.2602554E-002
 5.0076486E+000, 2.5000000E-002
 6.0024354E+000, 2.5000000E-002
 7.0078224E+000, 5.9594485E-002
 8.0003637E+000, 3.5437495E-002
 9.0005114E+000, 2.5000000E-002
 1.0003302E+001, 5.0107185E-002
 1.1001862E+001, 8.2258157E-002
 1.2005938E+001, 8.5305692E-002
 1.3002999E+001, 8.7660293E-002
 1.4003319E+001, 1.1483732E-001
 1.5003333E+001, 1.3764665E-001
 1.6000524E+001, 1.9599980E-001
 1.7002383E+001, 2.2630180E-001
 1.8000816E+001, 6.2702971E-001
 1.9005248E+001, 5.6784863E-001
 2.0002206E+001, 5.3219690E-001
 2.1003915E+001, 6.8447110E-001
 2.2001128E+001, 4.8975717E-001
 2.3001180E+001, 8.0768778E-001
 2.4002424E+001, 6.6346367E-001
 2.5002340E+001, 7.7611817E-001
 2.6003194E+001, 1.1406906E+000
 2.7000968E+001, 1.2980882E+000
 2.8001967E+001, 1.1929945E+000
 2.9002391E+001, 1.0925018E+000
 3.0003897E+001, 1.4203583E+000
 3.1004024E+001, 1.5262917E+000
 3.2001399E+001, 2.2825387E+000
 3.3000853E+001, 1.6101258E+000
 3.4000727E+001, 1.9636535E+000
 3.5001040E+001, 1.9414807E+000
 3.6001510E+001, 1.9464082E+000
 3.7001754E+001, 2.3467940E+000
 3.8003872E+001, 1.6455190E+000
 3.9002848E+001, 1.9101422E+000
 4.0001174E+001, 2.3938830E+000
 4.1001012E+001, 2.5415270E+000
 4.2000366E+001, 2.0260721E+000
 4.3001629E+001, 2.1687137E+000
 4.4003377E+001, 2.6582100E+000
 4.5001860E+001, 2.4107005E+000
 4.6001306E+001, 2.8663677E+000
 4.7000071E+001, 3.2410283E+000
 4.8000500E+001, 3.3331192E+000
 4.9004218E+001, 3.3175871E+000
 5.0001718E+001, 3.3494268E+000
 5.1000180E+001, 3.6775609E+000
 5.2001091E+001, 3.6174421E+000
 5.3004089E+001, 3.9621196E+000
 5.4001471E+001, 4.1064251E+000
 5.5000939E+001, 3.8844718E+000
 5.6002676E+001, 4.3844207E+000
 5.7001940E+001, 4.2362596E+000
 5.8002795E+001, 4.2238933E+000
 5.9001064E+001, 4.4182882E+000
 6.0000063E+001, 4.7551019E+000
 6.1002574E+001, 4.7199241E+000
 6.2004233E+001, 4.9402029E+000
 6.3000403E+001, 5.1824185E+000
 6.4001937E+001, 5.0358685E+000
 6.5001766E+001, 5.2435725E+000
 6.6002195E+001, 5.2773567E+000
 6.7002612E+001, 5.3553494E+000
 6.8004050E+001, 5.5732218E+000
 6.9002568E+001, 5.6822518E+000
 7.0000524E+001, 5.6964319E+000
 7.1001602E+001, 5.9520257E+000
 7.2002909E+001, 6.0301724E+000
 7.3005247E+001, 5.9349522E+000
 7.4001869E+001, 6.2544511E+000
 7.5003389E+001, 6.3918197E+000
 7.6001870E+001, 6.3667227E+000
 7.7005406E+001, 6.6035525E+000
 7.8003945E+001, 6.6543481E+000
 7.9000960E+001, 6.7898290E+000
 8.0002562E+001, 6.9274070E+000
 8.1001798E+001, 7.2202029E+000
 8.2004281E+001, 7.1311036E+000
 8.3002614E+001, 7.2321427E+000
 8.4005890E+001, 7.3075143E+000
 8.5007848E+001, 7.3667035E+000
 8.6003242E+001, 7.5176914E+000
 8.7007068E+001, 7.6610766E+000
 8.8001916E+001, 7.8242293E+000
 8.9003888E+001, 7.9444760E+000
 9.0000018E+001, 7.9735526E+000
 9.1000550E+001, 7.8689250E+000
 9.2006686E+001, 7.9603210E+000
