s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0067026E+000, 3.8761884E-002, 3.8761884E-002, 1.0000000E+000
 2.0001574E+000, 4.6028416E-002, 4.6028416E-002, 1.0000000E+000
 3.0012436E+000, 6.3309616E-002, 6.3309616E-002, 1.0000000E+000
 4.0039472E+000, 6.7473712E-002, 6.7473712E-002, 1.0000000E+000
 5.0013991E+000, 7.1989138E-002, 7.1989138E-002, 1.0000000E+000
 6.0009242E+000, 7.3039252E-002, 7.3039252E-002, 1.0000000E+000
 7.0074992E+000, 7.1233605E-002, 7.1233605E-002, 1.0000000E+000
 8.0010070E+000, 4.5906242E-002, 4.5906242E-002, 1.0000000E+000
 9.0065614E+000, 3.2609468E-002, 3.2609468E-002, 1.0000000E+000
 1.0002056E+001, 2.7800612E-002, 2.7800612E-002, 1.0000000E+000
 1.1005485E+001, 2.6023717E-002, 2.6023717E-002, 1.0000000E+000
 1.2005073E+001, 3.9166031E-002, 3.9166031E-002, 1.0000000E+000
 1.3005337E+001, 6.1865497E-002, 6.1865497E-002, 1.0000000E+000
 1.4001509E+001, 7.0165036E-002, 7.0165036E-002, 1.0000000E+000
 1.5006875E+001, 7.3237019E-002, 7.3237019E-002, 1.0000000E+000
 1.6004922E+001, 9.9302623E-002, 9.9302623E-002, 1.0000000E+000
 1.7001241E+001, 1.1554593E-001, 1.1554593E-001, 1.0000000E+000
 1.8004264E+001, 1.2154600E-001, 1.2154600E-001, 1.0000000E+000
 1.9007319E+001, 1.2373811E-001, 1.2373811E-001, 1.0000000E+000
 2.0004318E+001, 1.2453626E-001, 1.2453626E-001, 1.0000000E+000
 2.1004789E+001, 1.2585985E-001, 1.2585985E-001, 1.0000000E+000
 2.2000932E+001, 1.5691162E-001, 1.5691162E-001, 1.0000000E+000
 2.3001883E+001, 1.6837818E-001, 1.6837818E-001, 1.0000000E+000
 2.4006840E+001, 1.7258538E-001, 1.7258538E-001, 1.0000000E+000
 2.5001641E+001, 1.7411042E-001, 1.7411042E-001, 1.0000000E+000
 2.6004815E+001, 1.7467507E-001, 1.7467507E-001, 1.0000000E+000
 2.7000933E+001, 1.7488046E-001, 1.7488046E-001, 1.0000000E+000
 2.8003884E+001, 1.7495630E-001, 1.7495630E-001, 1.0000000E+000
 2.9000597E+001, 1.7611765E-001, 1.7611765E-001, 1.0000000E+000
 3.0003907E+001, 2.0714382E-001, 2.0714382E-001, 1.0000000E+000
 3.1003710E+001, 2.1845457E-001, 2.1845457E-001, 1.0000000E+000
