s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0107053E+000, 9.7850314E-002, 9.7850314E-002, 1.0000000E+000
 2.0041830E+000, 7.8019775E-002, 7.8019775E-002, 1.0000000E+000
 3.0124034E+000, 7.6093011E-002, 7.6093011E-002, 1.0000000E+000
 4.0054048E+000, 5.4662359E-002, 5.4662359E-002, 1.0000000E+000
 5.0000188E+000, 6.6163847E-002, 6.6163847E-002, 1.0000000E+000
 6.0038773E+000, 1.0350783E-001, 1.0350783E-001, 1.0000000E+000
 7.0001563E+000, 1.4399860E-001, 1.4399860E-001, 1.0000000E+000
 8.0006939E+000, 1.6364452E-001, 1.6364452E-001, 1.0000000E+000
 9.0020397E+000, 1.8686479E-001, 1.8686479E-001, 1.0000000E+000
 1.0000996E+001, 2.2242679E-001, 2.2242679E-001, 1.0000000E+000
 1.1003447E+001, 2.4448984E-001, 2.4448984E-001, 1.0000000E+000
 1.2003301E+001, 2.8620687E-001, 2.8620687E-001, 1.0000000E+000
 1.3005179E+001, 3.2220049E-001, 3.2220049E-001, 1.0000000E+000
 1.4001823E+001, 3.5006646E-001, 3.5006646E-001, 1.0000000E+000
 1.5002277E+001, 2.6382593E-001, 2.6382593E-001, 1.0000000E+000
 1.6000178E+001, 3.1695218E-001, 3.1695218E-001, 1.0000000E+000
 1.7001284E+001, 3.9508805E-001, 3.9508805E-001, 1.0000000E+000
 1.8003055E+001, 5.6540983E-001, 5.6540983E-001, 1.0000000E+000
 1.9001575E+001, 7.2464964E-001, 7.2464964E-001, 1.0000000E+000
 2.0003220E+001, 8.2887503E-001, 8.2887503E-001, 1.0000000E+000
 2.1005371E+001, 7.6488136E-001, 7.6488136E-001, 1.0000000E+000
 2.2004112E+001, 8.8206444E-001, 8.8206444E-001, 1.0000000E+000
 2.3002555E+001, 7.9060408E-001, 7.9060408E-001, 1.0000000E+000
 2.4003145E+001, 9.3553995E-001, 9.3553995E-001, 1.0000000E+000
 2.5003109E+001, 9.8801077E-001, 9.8801077E-001, 1.0000000E+000
 2.6005198E+001, 7.1351528E-001, 7.1351528E-001, 1.0000000E+000
 2.7003645E+001, 8.8924393E-001, 8.8924393E-001, 1.0000000E+000
 2.8004428E+001, 1.0947808E+000, 1.0947808E+000, 1.0000000E+000
 2.9003623E+001, 1.3232073E+000, 1.3232073E+000, 1.0000000E+000
 3.0002662E+001, 1.4623242E+000, 1.4623242E+000, 1.0000000E+000
 3.1000038E+001, 1.6183581E+000, 1.6183581E+000, 1.0000000E+000
