s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0137044E+000, 1.3792510E-001
 2.0095651E+000, 3.1900901E-002
 3.0060538E+000, 2.5000000E-002
 4.0021215E+000, 2.5000000E-002
 5.0032255E+000, 2.5000000E-002
 6.0138301E+000, 2.5000000E-002
 7.0120747E+000, 2.5000000E-002
 8.0130185E+000, 2.5000000E-002
 9.0088043E+000, 2.5000000E-002
 1.0004590E+001, 2.5000000E-002
 1.1004347E+001, 2.5000000E-002
 1.2005266E+001, 2.5000000E-002
 1.3005317E+001, 2.5000000E-002
 1.4005675E+001, 4.8493976E-002
 1.5002313E+001, 7.5000000E-002
 1.6004068E+001, 7.5000000E-002
 1.7003170E+001, 1.2125734E-001
 1.8005276E+001, 1.2500000E-001
 1.9002508E+001, 1.2967008E-001
 2.0005943E+001, 1.7500000E-001
 2.1001234E+001, 1.7500000E-001
 2.2002525E+001, 1.9718702E-001
 2.3005838E+001, 2.2500000E-001
 2.4005836E+001, 2.3543211E-001
 2.5001295E+001, 2.7500000E-001
 2.6004916E+001, 2.7500000E-001
 2.7003650E+001, 3.0500094E-001
 2.8006371E+001, 3.2500000E-001
 2.9000420E+001, 3.2954318E-001
 3.0004847E+001, 3.7500000E-001
 3.1003200E+001, 3.7500000E-001
 3.2001718E+001, 3.9879673E-001
 3.3004490E+001, 4.2500000E-001
 3.4004298E+001, 4.4621356E-001
 3.5000301E+001, 4.7695136E-001
 3.6000056E+001, 4.7953140E-001
 3.7003228E+001, 5.4578019E-001
 3.8006821E+001, 5.4182905E-001
 3.9004658E+001, 5.9084469E-001
 4.0004995E+001, 6.0613742E-001
 4.1001668E+001, 6.3193749E-001
 4.2000430E+001, 6.8689690E-001
 4.3001072E+001, 6.7500000E-001
 4.4001164E+001, 7.2447671E-001
 4.5000244E+001, 7.3757562E-001
 4.6002324E+001, 7.7500000E-001
 4.7000396E+001, 8.1472745E-001
 4.8001828E+001, 8.4040187E-001
 4.9005042E+001, 9.6621506E-001
 5.0004473E+001, 9.3411049E-001
 5.1002626E+001, 9.3214550E-001
 5.2003366E+001, 9.7500000E-001
 5.3000220E+001, 1.0959684E+000
 5.4005572E+001, 1.0486142E+000
 5.5004176E+001, 1.0853404E+000
 5.6000219E+001, 1.1471971E+000
 5.7000137E+001, 1.2167654E+000
 5.8004937E+001, 1.3907455E+000
 5.9000189E+001, 1.4851285E+000
 6.0002676E+001, 1.3890137E+000
 6.1002282E+001, 1.7801632E+000
 6.2002433E+001, 1.8328615E+000
 6.3002598E+001, 1.8676097E+000
 6.4001153E+001, 2.1679868E+000
 6.5003884E+001, 2.2569743E+000
 6.6001216E+001, 2.3921276E+000
 6.7001238E+001, 2.5065532E+000
 6.8000222E+001, 2.4830499E+000
 6.9004992E+001, 2.5629156E+000
 7.0002859E+001, 2.6466417E+000
 7.1004448E+001, 2.5603036E+000
 7.2001988E+001, 2.6400248E+000
 7.3001997E+001, 2.6428708E+000
 7.4003849E+001, 2.8363916E+000
 7.5001712E+001, 2.8586606E+000
 7.6005740E+001, 2.8679687E+000
 7.7004478E+001, 3.0336974E+000
 7.8000165E+001, 3.0841645E+000
 7.9005081E+001, 3.1418302E+000
 8.0004344E+001, 3.1508038E+000
 8.1000039E+001, 3.1105998E+000
 8.2005403E+001, 3.2490967E+000
 8.3001699E+001, 3.3357014E+000
 8.4004427E+001, 3.2684319E+000
 8.5001984E+001, 3.3054106E+000
 8.6003457E+001, 3.3322857E+000
 8.7001601E+001, 3.6052359E+000
 8.8002733E+001, 3.4628808E+000
 8.9002392E+001, 3.5530489E+000
 9.0001915E+001, 3.5732307E+000
 9.1002248E+001, 3.6225874E+000
 9.2001865E+001, 3.6656605E+000
