s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0103481E+000, 1.0329311E-001, 1.0329311E-001, 1.0000000E+000
 2.0026951E+000, 8.5399915E-002, 8.5399915E-002, 1.0000000E+000
 3.0045833E+000, 8.2023076E-002, 8.2023076E-002, 1.0000000E+000
 4.0052267E+000, 1.0620772E-001, 1.0620772E-001, 1.0000000E+000
 5.0028215E+000, 1.2383062E-001, 1.2383062E-001, 1.0000000E+000
 6.0036121E+000, 1.9860467E-001, 1.9860467E-001, 1.0000000E+000
 7.0006746E+000, 2.4004820E-001, 2.4004820E-001, 1.0000000E+000
 8.0032010E+000, 3.5469222E-001, 3.5469222E-001, 1.0000000E+000
 9.0035535E+000, 5.0541077E-001, 5.0541077E-001, 1.0000000E+000
 1.0006320E+001, 5.2515893E-001, 5.2515893E-001, 1.0000000E+000
 1.1001575E+001, 7.0053780E-001, 7.0053780E-001, 1.0000000E+000
 1.2001623E+001, 8.1686557E-001, 8.1686557E-001, 1.0000000E+000
 1.3006356E+001, 9.6287746E-001, 9.6287746E-001, 1.0000000E+000
 1.4004197E+001, 1.0849133E+000, 1.0849133E+000, 1.0000000E+000
 1.5002302E+001, 1.1181886E+000, 1.1181886E+000, 1.0000000E+000
 1.6003346E+001, 1.3267321E+000, 1.3267321E+000, 1.0000000E+000
 1.7005032E+001, 1.4706915E+000, 1.4706915E+000, 1.0000000E+000
 1.8004684E+001, 1.5769848E+000, 1.5769848E+000, 1.0000000E+000
 1.9002185E+001, 1.7412720E+000, 1.7412720E+000, 1.0000000E+000
 2.0003990E+001, 1.8766518E+000, 1.8766518E+000, 1.0000000E+000
 2.1001015E+001, 1.9635522E+000, 1.9635522E+000, 1.0000000E+000
 2.2001390E+001, 2.1232712E+000, 2.1232712E+000, 1.0000000E+000
 2.3003477E+001, 2.2610442E+000, 2.2610442E+000, 1.0000000E+000
 2.4005698E+001, 2.3907330E+000, 2.3907330E+000, 1.0000000E+000
 2.5005028E+001, 2.5159587E+000, 2.5159587E+000, 1.0000000E+000
 2.6001275E+001, 2.4247749E+000, 2.4247749E+000, 1.0000000E+000
 2.7004516E+001, 2.4821624E+000, 2.4821624E+000, 1.0000000E+000
 2.8001280E+001, 2.7925502E+000, 2.7925502E+000, 1.0000000E+000
 2.9003827E+001, 2.9835831E+000, 2.9835831E+000, 1.0000000E+000
 3.0003051E+001, 3.1413654E+000, 3.1413654E+000, 1.0000000E+000
 3.1002072E+001, 3.2569638E+000, 3.2569638E+000, 1.0000000E+000
 3.2001775E+001, 3.3924483E+000, 3.3924483E+000, 1.0000000E+000
 3.3002969E+001, 3.5048551E+000, 3.5048551E+000, 1.0000000E+000
 3.4004688E+001, 3.6603895E+000, 3.6603895E+000, 1.0000000E+000
 3.5003093E+001, 3.8090843E+000, 3.8090843E+000, 1.0000000E+000
 3.6000376E+001, 3.9465398E+000, 3.9465398E+000, 1.0000000E+000
 3.7004041E+001, 4.0930212E+000, 4.0930212E+000, 1.0000000E+000
 3.8005405E+001, 3.7212539E+000, 3.7212539E+000, 1.0000000E+000
 3.9001553E+001, 4.1572167E+000, 4.1572167E+000, 1.0000000E+000
 4.0002254E+001, 4.3616300E+000, 4.3616300E+000, 1.0000000E+000
 4.1001378E+001, 4.5496492E+000, 4.5496492E+000, 1.0000000E+000
 4.2003046E+001, 4.6226409E+000, 4.6226409E+000, 1.0000000E+000
 4.3004111E+001, 4.6891395E+000, 4.6891395E+000, 1.0000000E+000
 4.4003696E+001, 4.9185216E+000, 4.9185216E+000, 1.0000000E+000
 4.5000251E+001, 5.0809845E+000, 5.0809845E+000, 1.0000000E+000
 4.6004057E+001, 5.2110664E+000, 5.2110664E+000, 1.0000000E+000
 4.7000658E+001, 5.3512641E+000, 5.3512641E+000, 1.0000000E+000
 4.8003260E+001, 5.4779845E+000, 5.4779845E+000, 1.0000000E+000
 4.9002773E+001, 5.6120114E+000, 5.6120114E+000, 1.0000000E+000
 5.0000880E+001, 5.6410842E+000, 5.6410842E+000, 1.0000000E+000
 5.1003864E+001, 5.8443431E+000, 5.8443431E+000, 1.0000000E+000
 5.2001998E+001, 6.0066900E+000, 6.0066900E+000, 1.0000000E+000
 5.3005590E+001, 6.1453151E+000, 6.1453151E+000, 1.0000000E+000
 5.4003030E+001, 6.2963166E+000, 6.2963166E+000, 1.0000000E+000
 5.5002038E+001, 6.4314695E+000, 6.4314695E+000, 1.0000000E+000
 5.6001748E+001, 6.5399491E+000, 6.5399491E+000, 1.0000000E+000
 5.7006385E+001, 6.6970775E+000, 6.6970775E+000, 1.0000000E+000
 5.8004642E+001, 6.7791171E+000, 6.7791171E+000, 1.0000000E+000
 5.9004484E+001, 6.9600563E+000, 6.9600563E+000, 1.0000000E+000
 6.0005754E+001, 7.0957337E+000, 7.0957337E+000, 1.0000000E+000
 6.1004730E+001, 7.2484835E+000, 7.2484835E+000, 1.0000000E+000
 6.2003048E+001, 7.3797843E+000, 7.3797843E+000, 1.0000000E+000
 6.3001909E+001, 7.5270160E+000, 7.5270160E+000, 1.0000000E+000
 6.4004354E+001, 7.6687934E+000, 7.6687934E+000, 1.0000000E+000
