s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0037432E+000, 1.5992381E-001, 1.5992381E-001, 1.0000000E+000
 2.0009952E+000, 7.4481759E-002, 7.4481759E-002, 1.0000000E+000
 3.0057324E+000, 4.3033652E-002, 4.3033652E-002, 1.0000000E+000
 4.0076224E+000, 3.1592595E-002, 3.1592595E-002, 1.0000000E+000
 5.0053657E+000, 3.3948168E-002, 3.3948168E-002, 1.0000000E+000
 6.0008795E+000, 4.0908911E-002, 4.0908911E-002, 1.0000000E+000
 7.0047980E+000, 3.0813560E-002, 3.0813560E-002, 1.0000000E+000
 8.0006273E+000, 2.7142504E-002, 2.7142504E-002, 1.0000000E+000
 9.0041455E+000, 2.5783515E-002, 2.5783515E-002, 1.0000000E+000
 1.0003696E+001, 2.5287631E-002, 2.5287631E-002, 1.0000000E+000
 1.1003310E+001, 3.3900937E-002, 3.3900937E-002, 1.0000000E+000
 1.2000986E+001, 4.8467647E-002, 4.8467647E-002, 1.0000000E+000
 1.3003689E+001, 6.1794335E-002, 6.1794335E-002, 1.0000000E+000
 1.4002294E+001, 6.2854031E-002, 6.2854031E-002, 1.0000000E+000
 1.5000233E+001, 6.8327727E-002, 6.8327727E-002, 1.0000000E+000
 1.6005265E+001, 6.9643472E-002, 6.9643472E-002, 1.0000000E+000
 1.7004297E+001, 7.5415088E-002, 7.5415088E-002, 1.0000000E+000
 1.8004858E+001, 7.5152186E-002, 7.5152186E-002, 1.0000000E+000
 1.9002168E+001, 7.5055993E-002, 7.5055993E-002, 1.0000000E+000
 2.0000258E+001, 7.5020580E-002, 7.5020580E-002, 1.0000000E+000
 2.1004458E+001, 7.5007518E-002, 7.5007518E-002, 1.0000000E+000
 2.2001205E+001, 9.1770727E-002, 9.1770727E-002, 1.0000000E+000
 2.3004604E+001, 8.4045650E-002, 8.4045650E-002, 1.0000000E+000
 2.4001031E+001, 7.8905939E-002, 7.8905939E-002, 1.0000000E+000
 2.5004833E+001, 1.8074336E-001, 1.8074336E-001, 1.0000000E+000
 2.6002719E+001, 2.6218038E-001, 2.6218038E-001, 1.0000000E+000
 2.7001576E+001, 1.4962881E-001, 1.4962881E-001, 1.0000000E+000
 2.8000209E+001, 2.0446939E-001, 2.0446939E-001, 1.0000000E+000
 2.9000763E+001, 3.0261289E-001, 3.0261289E-001, 1.0000000E+000
 3.0001372E+001, 2.4349699E-001, 2.4349699E-001, 1.0000000E+000
 3.1001731E+001, 1.8548330E-001, 1.8548330E-001, 1.0000000E+000
