s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0145269E+000, 1.6564030E-001, 1.6564030E-001, 1.0000000E+000
 2.0080365E+000, 7.6805538E-002, 7.6805538E-002, 1.0000000E+000
 3.0005949E+000, 4.4118320E-002, 4.4118320E-002, 1.0000000E+000
 4.0034256E+000, 3.1983093E-002, 3.1983093E-002, 1.0000000E+000
 5.0016014E+000, 2.7562629E-002, 2.7562629E-002, 1.0000000E+000
 6.0011319E+000, 2.5939297E-002, 2.5939297E-002, 1.0000000E+000
 7.0044688E+000, 2.5343118E-002, 2.5343118E-002, 1.0000000E+000
 8.0009778E+000, 3.7006567E-002, 3.7006567E-002, 1.0000000E+000
 9.0024632E+000, 3.5225821E-002, 3.5225821E-002, 1.0000000E+000
 1.0001432E+001, 2.8755335E-002, 2.8755335E-002, 1.0000000E+000
 1.1001913E+001, 2.6377523E-002, 2.6377523E-002, 1.0000000E+000
 1.2002242E+001, 2.5505293E-002, 2.5505293E-002, 1.0000000E+000
 1.3005754E+001, 2.5184709E-002, 2.5184709E-002, 1.0000000E+000
 1.4002250E+001, 2.5067997E-002, 2.5067997E-002, 1.0000000E+000
 1.5004351E+001, 2.5024895E-002, 2.5024895E-002, 1.0000000E+000
 1.6001262E+001, 2.5009161E-002, 2.5009161E-002, 1.0000000E+000
 1.7001430E+001, 2.5003360E-002, 2.5003360E-002, 1.0000000E+000
 1.8000456E+001, 4.3120501E-002, 4.3120501E-002, 1.0000000E+000
 1.9000061E+001, 6.0312182E-002, 6.0312182E-002, 1.0000000E+000
 2.0003062E+001, 4.6757226E-002, 4.6757226E-002, 1.0000000E+000
 2.1003193E+001, 5.6298147E-002, 5.6298147E-002, 1.0000000E+000
 2.2001671E+001, 6.7845140E-002, 6.7845140E-002, 1.0000000E+000
 2.3000394E+001, 7.1488881E-002, 7.1488881E-002, 1.0000000E+000
 2.4004022E+001, 7.3716675E-002, 7.3716675E-002, 1.0000000E+000
 2.5002967E+001, 7.4528681E-002, 7.4528681E-002, 1.0000000E+000
 2.6005021E+001, 7.4827447E-002, 7.4827447E-002, 1.0000000E+000
 2.7002425E+001, 7.4936546E-002, 7.4936546E-002, 1.0000000E+000
 2.8000514E+001, 7.4976679E-002, 7.4976679E-002, 1.0000000E+000
 2.9001774E+001, 7.4991454E-002, 7.4991454E-002, 1.0000000E+000
 3.0001153E+001, 7.4996862E-002, 7.4996862E-002, 1.0000000E+000
 3.1001678E+001, 7.4998849E-002, 7.4998849E-002, 1.0000000E+000
