s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0006304E+000, 6.7421102E-002, 6.7421102E-002, 1.0000000E+000
 2.0086306E+000, 7.2248664E-002, 7.2248664E-002, 1.0000000E+000
 3.0045874E+000, 5.8849667E-002, 5.8849667E-002, 1.0000000E+000
 4.0006809E+000, 6.9063114E-002, 6.9063114E-002, 1.0000000E+000
 5.0025575E+000, 5.3077858E-002, 5.3077858E-002, 1.0000000E+000
 6.0039443E+000, 4.5992702E-002, 4.5992702E-002, 1.0000000E+000
 7.0042829E+000, 5.9054943E-002, 5.9054943E-002, 1.0000000E+000
 8.0029161E+000, 9.7456930E-002, 9.7456930E-002, 1.0000000E+000
 9.0034108E+000, 1.2295071E-001, 1.2295071E-001, 1.0000000E+000
 1.0002876E+001, 1.5590698E-001, 1.5590698E-001, 1.0000000E+000
 1.1003874E+001, 1.6800318E-001, 1.6800318E-001, 1.0000000E+000
 1.2002973E+001, 1.9893174E-001, 1.9893174E-001, 1.0000000E+000
 1.3003188E+001, 2.1544437E-001, 2.1544437E-001, 1.0000000E+000
 1.4001985E+001, 2.2149104E-001, 2.2149104E-001, 1.0000000E+000
 1.5002563E+001, 2.5397013E-001, 2.5397013E-001, 1.0000000E+000
 1.6000139E+001, 2.6727048E-001, 2.6727048E-001, 1.0000000E+000
 1.7006154E+001, 2.7218182E-001, 2.7218182E-001, 1.0000000E+000
 1.8002437E+001, 2.4474535E-001, 2.4474535E-001, 1.0000000E+000
 1.9000729E+001, 2.9550939E-001, 2.9550939E-001, 1.0000000E+000
 2.0000371E+001, 2.6293279E-001, 2.6293279E-001, 1.0000000E+000
 2.1005937E+001, 2.8773870E-001, 2.8773870E-001, 1.0000000E+000
 2.2001859E+001, 3.2536402E-001, 3.2536402E-001, 1.0000000E+000
 2.3002333E+001, 3.5679822E-001, 3.5679822E-001, 1.0000000E+000
 2.4001491E+001, 3.6831656E-001, 3.6831656E-001, 1.0000000E+000
 2.5001931E+001, 2.9901330E-001, 2.9901330E-001, 1.0000000E+000
 2.6004252E+001, 3.4717582E-001, 3.4717582E-001, 1.0000000E+000
 2.7002127E+001, 3.5010805E-001, 3.5010805E-001, 1.0000000E+000
 2.8001178E+001, 3.9749634E-001, 3.9749634E-001, 1.0000000E+000
 2.9000388E+001, 3.1365056E-001, 3.1365056E-001, 1.0000000E+000
 3.0001391E+001, 8.0312441E-001, 8.0312441E-001, 1.0000000E+000
 3.1000522E+001, 9.0762819E-001, 9.0762819E-001, 1.0000000E+000
