s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0095563E+000, 1.0524779E-001, 1.0524779E-001, 1.0000000E+000
 2.0028509E+000, 1.0680097E-001, 1.0680097E-001, 1.0000000E+000
 3.0082370E+000, 1.2739791E-001, 1.2739791E-001, 1.0000000E+000
 4.0085562E+000, 1.8406060E-001, 1.8406060E-001, 1.0000000E+000
 5.0069622E+000, 2.9663407E-001, 2.9663407E-001, 1.0000000E+000
 6.0046595E+000, 4.8879327E-001, 4.8879327E-001, 1.0000000E+000
 7.0049092E+000, 4.8644637E-001, 4.8644637E-001, 1.0000000E+000
 8.0023643E+000, 8.4108949E-001, 8.4108949E-001, 1.0000000E+000
 9.0029860E+000, 1.1425019E+000, 1.1425019E+000, 1.0000000E+000
 1.0001159E+001, 1.2418211E+000, 1.2418211E+000, 1.0000000E+000
 1.1002433E+001, 1.1284697E+000, 1.1284697E+000, 1.0000000E+000
 1.2002552E+001, 1.1170459E+000, 1.1170459E+000, 1.0000000E+000
 1.3002914E+001, 1.1903022E+000, 1.1903022E+000, 1.0000000E+000
 1.4000469E+001, 1.8238284E+000, 1.8238284E+000, 1.0000000E+000
 1.5005773E+001, 2.1237704E+000, 2.1237704E+000, 1.0000000E+000
 1.6006104E+001, 2.5708489E+000, 2.5708489E+000, 1.0000000E+000
 1.7006343E+001, 2.7969330E+000, 2.7969330E+000, 1.0000000E+000
 1.8003740E+001, 2.9371257E+000, 2.9371257E+000, 1.0000000E+000
 1.9002902E+001, 3.3353959E+000, 3.3353959E+000, 1.0000000E+000
 2.0005681E+001, 3.4236206E+000, 3.4236206E+000, 1.0000000E+000
 2.1002602E+001, 3.5613438E+000, 3.5613438E+000, 1.0000000E+000
 2.2002385E+001, 3.9845466E+000, 3.9845466E+000, 1.0000000E+000
 2.3000708E+001, 4.2947902E+000, 4.2947902E+000, 1.0000000E+000
 2.4002973E+001, 4.6166643E+000, 4.6166643E+000, 1.0000000E+000
 2.5003541E+001, 4.2482567E+000, 4.2482567E+000, 1.0000000E+000
 2.6003617E+001, 4.5884302E+000, 4.5884302E+000, 1.0000000E+000
 2.7000661E+001, 5.1827276E+000, 5.1827276E+000, 1.0000000E+000
 2.8004990E+001, 5.2076958E+000, 5.2076958E+000, 1.0000000E+000
 2.9002152E+001, 5.2675775E+000, 5.2675775E+000, 1.0000000E+000
 3.0002189E+001, 5.6711950E+000, 5.6711950E+000, 1.0000000E+000
 3.1004083E+001, 6.0497445E+000, 6.0497445E+000, 1.0000000E+000
 3.2005046E+001, 6.5177417E+000, 6.5177417E+000, 1.0000000E+000
 3.3007219E+001, 6.7896715E+000, 6.7896715E+000, 1.0000000E+000
 3.4004774E+001, 6.8979724E+000, 6.8979724E+000, 1.0000000E+000
 3.5004582E+001, 7.3067311E+000, 7.3067311E+000, 1.0000000E+000
 3.6004233E+001, 7.4172204E+000, 7.4172204E+000, 1.0000000E+000
 3.7001204E+001, 3.6797306E+000, 3.6797306E+000, 1.0000000E+000
 3.8007001E+001, 1.4590142E+000, 1.4590142E+000, 1.0000000E+000
 3.9003477E+001, 6.4874502E-001, 6.4874502E-001, 1.0000000E+000
 4.0008157E+001, 3.3731034E-001, 3.3731034E-001, 1.0000000E+000
 4.1001121E+001, 2.4072743E-001, 2.4072743E-001, 1.0000000E+000
 4.2003927E+001, 2.0498058E-001, 2.0498058E-001, 1.0000000E+000
 4.3003005E+001, 1.8345183E-001, 1.8345183E-001, 1.0000000E+000
 4.4005408E+001, 1.7660677E-001, 1.7660677E-001, 1.0000000E+000
 4.5008898E+001, 1.7050662E-001, 1.7050662E-001, 1.0000000E+000
 4.6003530E+001, 1.7835098E-001, 1.7835098E-001, 1.0000000E+000
 4.7011873E+001, 1.7575570E-001, 1.7575570E-001, 1.0000000E+000
 4.8000482E+001, 1.7068231E-001, 1.7068231E-001, 1.0000000E+000
 4.9004976E+001, 1.7595587E-001, 1.7595587E-001, 1.0000000E+000
 5.0010911E+001, 1.7706148E-001, 1.7706148E-001, 1.0000000E+000
 5.1002307E+001, 1.7987472E-001, 1.7987472E-001, 1.0000000E+000
 5.2008727E+001, 1.8017425E-001, 1.8017425E-001, 1.0000000E+000
 5.3008421E+001, 1.8033807E-001, 1.8033807E-001, 1.0000000E+000
 5.4006148E+001, 1.8794409E-001, 1.8794409E-001, 1.0000000E+000
 5.5000382E+001, 1.7970070E-001, 1.7970070E-001, 1.0000000E+000
 5.6008969E+001, 1.7622526E-001, 1.7622526E-001, 1.0000000E+000
 5.7006700E+001, 1.7954858E-001, 1.7954858E-001, 1.0000000E+000
 5.8001007E+001, 1.6894298E-001, 1.6894298E-001, 1.0000000E+000
 5.9010053E+001, 1.8108318E-001, 1.8108318E-001, 1.0000000E+000
 6.0008485E+001, 1.7257117E-001, 1.7257117E-001, 1.0000000E+000
 6.1006738E+001, 2.2236002E-001, 2.2236002E-001, 1.0000000E+000
 6.2000000E+001, 6.4555939E-001, 0.0000000E+000, 0.0000000E+000
