s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0154388E+000, 9.8338973E-002, 9.8338973E-002, 1.0000000E+000
 2.0055793E+000, 5.1917885E-002, 5.1917885E-002, 1.0000000E+000
 3.0118070E+000, 3.4742287E-002, 3.4742287E-002, 1.0000000E+000
 4.0073111E+000, 2.8570111E-002, 2.8570111E-002, 1.0000000E+000
 5.0133971E+000, 2.6295738E-002, 2.6295738E-002, 1.0000000E+000
 6.0026718E+000, 2.5478380E-002, 2.5478380E-002, 1.0000000E+000
 7.0082734E+000, 2.5174176E-002, 2.5174176E-002, 1.0000000E+000
 8.0020447E+000, 5.2608423E-002, 5.2608423E-002, 1.0000000E+000
 9.0076952E+000, 6.6857511E-002, 6.6857511E-002, 1.0000000E+000
 1.0002360E+001, 4.3987356E-002, 4.3987356E-002, 1.0000000E+000
 1.1001745E+001, 3.1963066E-002, 3.1963066E-002, 1.0000000E+000
 1.2002736E+001, 2.7549230E-002, 2.7549230E-002, 1.0000000E+000
 1.3002209E+001, 2.8661855E-002, 2.8661855E-002, 1.0000000E+000
 1.4003712E+001, 5.8036784E-002, 5.8036784E-002, 1.0000000E+000
 1.5003831E+001, 6.8780742E-002, 6.8780742E-002, 1.0000000E+000
 1.6001611E+001, 7.2714404E-002, 7.2714404E-002, 1.0000000E+000
 1.7006244E+001, 7.4165642E-002, 7.4165642E-002, 1.0000000E+000
 1.8004560E+001, 7.4693590E-002, 7.4693590E-002, 1.0000000E+000
 1.9004938E+001, 1.0542726E-001, 1.0542726E-001, 1.0000000E+000
 2.0002042E+001, 1.1780333E-001, 1.1780333E-001, 1.0000000E+000
 2.1004357E+001, 1.2190804E-001, 1.2190804E-001, 1.0000000E+000
 2.2002852E+001, 1.2386493E-001, 1.2386493E-001, 1.0000000E+000
 2.3005929E+001, 1.2306041E-001, 1.2306041E-001, 1.0000000E+000
 2.4004673E+001, 1.2428787E-001, 1.2428787E-001, 1.0000000E+000
 2.5005120E+001, 1.2361870E-001, 1.2361870E-001, 1.0000000E+000
 2.6003358E+001, 1.2449266E-001, 1.2449266E-001, 1.0000000E+000
 2.7000742E+001, 1.3912988E-001, 1.3912988E-001, 1.0000000E+000
 2.8002124E+001, 1.4724060E-001, 1.4724060E-001, 1.0000000E+000
 2.9001094E+001, 1.4294195E-001, 1.4294195E-001, 1.0000000E+000
 3.0002173E+001, 1.5203882E-001, 1.5203882E-001, 1.0000000E+000
 3.1003866E+001, 1.6124646E-001, 1.6124646E-001, 1.0000000E+000
