s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0092632E+000, 6.3285667E-002, 6.3285667E-002, 1.0000000E+000
 2.0113504E+000, 3.8936169E-002, 3.8936169E-002, 1.0000000E+000
 3.0101606E+000, 3.0093289E-002, 3.0093289E-002, 1.0000000E+000
 4.0089709E+000, 2.6861458E-002, 2.6861458E-002, 1.0000000E+000
 5.0020749E+000, 2.5685441E-002, 2.5685441E-002, 1.0000000E+000
 6.0006731E+000, 2.5251507E-002, 2.5251507E-002, 1.0000000E+000
 7.0015184E+000, 3.0525256E-002, 3.0525256E-002, 1.0000000E+000
 8.0009137E+000, 5.8678859E-002, 5.8678859E-002, 1.0000000E+000
 9.0007898E+000, 7.5133173E-002, 7.5133173E-002, 1.0000000E+000
 1.0001343E+001, 1.0672414E-001, 1.0672414E-001, 1.0000000E+000
 1.1005747E+001, 1.1833023E-001, 1.1833023E-001, 1.0000000E+000
 1.2000901E+001, 1.2254172E-001, 1.2254172E-001, 1.0000000E+000
 1.3000638E+001, 1.3295926E-001, 1.3295926E-001, 1.0000000E+000
 1.4001635E+001, 1.5411613E-001, 1.5411613E-001, 1.0000000E+000
 1.5002294E+001, 1.6656846E-001, 1.6656846E-001, 1.0000000E+000
 1.6006970E+001, 1.7192283E-001, 1.7192283E-001, 1.0000000E+000
 1.7004005E+001, 1.6063643E-001, 1.6063643E-001, 1.0000000E+000
 1.8002120E+001, 1.8973957E-001, 1.8973957E-001, 1.0000000E+000
 1.9003464E+001, 2.0910156E-001, 2.0910156E-001, 1.0000000E+000
 2.0006216E+001, 1.6013298E-001, 1.6013298E-001, 1.0000000E+000
 2.1004181E+001, 1.2378433E-001, 1.2378433E-001, 1.0000000E+000
 2.2004982E+001, 1.5883664E-001, 1.5883664E-001, 1.0000000E+000
 2.3003900E+001, 2.0355049E-001, 2.0355049E-001, 1.0000000E+000
 2.4003073E+001, 1.7852360E-001, 1.7852360E-001, 1.0000000E+000
 2.5004875E+001, 1.4459159E-001, 1.4459159E-001, 1.0000000E+000
 2.6004710E+001, 1.4205102E-001, 1.4205102E-001, 1.0000000E+000
 2.7001896E+001, 1.6421533E-001, 1.6421533E-001, 1.0000000E+000
 2.8001410E+001, 1.5638560E-001, 1.5638560E-001, 1.0000000E+000
 2.9005425E+001, 1.3378904E-001, 1.3378904E-001, 1.0000000E+000
 3.0000360E+001, 2.3529254E-001, 2.3529254E-001, 1.0000000E+000
 3.1005287E+001, 3.0986840E-001, 3.0986840E-001, 1.0000000E+000
