s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0016647E+000, 1.1533484E-001, 1.1533484E-001, 1.0000000E+000
 2.0116815E+000, 6.1777716E-002, 6.1777716E-002, 1.0000000E+000
 3.0053511E+000, 3.9390999E-002, 3.9390999E-002, 1.0000000E+000
 4.0066371E+000, 3.2947566E-002, 3.2947566E-002, 1.0000000E+000
 5.0028242E+000, 6.4468084E-002, 6.4468084E-002, 1.0000000E+000
 6.0033828E+000, 1.1606587E-001, 1.1606587E-001, 1.0000000E+000
 7.0019843E+000, 1.8002350E-001, 1.8002350E-001, 1.0000000E+000
 8.0003106E+000, 2.7285892E-001, 2.7285892E-001, 1.0000000E+000
 9.0023409E+000, 3.0753651E-001, 3.0753651E-001, 1.0000000E+000
 1.0005069E+001, 4.3229491E-001, 4.3229491E-001, 1.0000000E+000
 1.1002681E+001, 5.2801959E-001, 5.2801959E-001, 1.0000000E+000
 1.2004910E+001, 6.2381074E-001, 6.2381074E-001, 1.0000000E+000
 1.3000644E+001, 7.0682087E-001, 7.0682087E-001, 1.0000000E+000
 1.4002370E+001, 8.0526324E-001, 8.0526324E-001, 1.0000000E+000
 1.5004205E+001, 9.1807242E-001, 9.1807242E-001, 1.0000000E+000
 1.6001637E+001, 1.0369624E+000, 1.0369624E+000, 1.0000000E+000
 1.7000680E+001, 1.1653180E+000, 1.1653180E+000, 1.0000000E+000
 1.8003741E+001, 1.2961108E+000, 1.2961108E+000, 1.0000000E+000
 1.9001664E+001, 1.4272013E+000, 1.4272013E+000, 1.0000000E+000
 2.0000484E+001, 1.5622667E+000, 1.5622667E+000, 1.0000000E+000
 2.1002351E+001, 1.7007292E+000, 1.7007292E+000, 1.0000000E+000
 2.2000067E+001, 1.8395818E+000, 1.8395818E+000, 1.0000000E+000
 2.3000521E+001, 1.9787794E+000, 1.9787794E+000, 1.0000000E+000
 2.4002664E+001, 2.1188913E+000, 2.1188913E+000, 1.0000000E+000
 2.5003331E+001, 2.2571838E+000, 2.2571838E+000, 1.0000000E+000
 2.6004183E+001, 2.3962313E+000, 2.3962313E+000, 1.0000000E+000
 2.7003820E+001, 2.5344949E+000, 2.5344949E+000, 1.0000000E+000
 2.8002607E+001, 2.6692513E+000, 2.6692513E+000, 1.0000000E+000
 2.9001078E+001, 2.7696666E+000, 2.7696666E+000, 1.0000000E+000
 3.0001451E+001, 2.7182266E+000, 2.7182266E+000, 1.0000000E+000
 3.1003312E+001, 2.8944695E+000, 2.8944695E+000, 1.0000000E+000
